company_code,company_name,report_year,document_type,source_url,retrieval_url,local_path,sha256,size
000009.SZ,中国宝安,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/3d0cad8e-7fd7-4c96-9879-a7692046036f.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/3d0cad8e-7fd7-4c96-9879-a7692046036f.PDF,data/raw/szse_reports/000009.SZ/2025/annual_report.pdf,a72585593e269cc1d4ea07f7fe4199e405ab2f6f64a470344fedfbd642b221d4,1712233
000027.SZ,深圳能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/e81dfe3f-d725-44b0-a5a9-90166c2caba4.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/e81dfe3f-d725-44b0-a5a9-90166c2caba4.PDF,data/raw/szse_reports/000027.SZ/2025/annual_report.pdf,f44dd074f730046eb6775e90b183ebc5b625de3aa6a34ef6f78f35fbef7780ba,8396766
000037.SZ,深南电A,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/ab7b9153-90c7-417a-8a30-591e987fe1b4.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/ab7b9153-90c7-417a-8a30-591e987fe1b4.PDF,data/raw/szse_reports/000037.SZ/2025/annual_report.pdf,0119ae1bd0cf86167b0c945f2a0f661c0b5d782a1204766caeec34f85c29c28e,4113562
000049.SZ,德赛电池,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/262ee139-e059-4704-8501-654892e27e40.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/262ee139-e059-4704-8501-654892e27e40.PDF,data/raw/szse_reports/000049.SZ/2025/annual_report.pdf,b6cb989e6e3432cf3c82dcdf1ebb32df7293fe702b01b7b139ebba61c0c6291b,1035776
000096.SZ,广聚能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9a42033d-f9c9-4f17-aff8-33d611a67e99.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9a42033d-f9c9-4f17-aff8-33d611a67e99.PDF,data/raw/szse_reports/000096.SZ/2025/annual_report.pdf,628eb818aeba88c81ef7a10961618426e1a84d20ec181e27daa2cd4590d096d1,1286433
000155.SZ,川能动力,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/0b85e5a8-fab9-44e9-89ce-b4c5ff94c4a3.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/0b85e5a8-fab9-44e9-89ce-b4c5ff94c4a3.PDF,data/raw/szse_reports/000155.SZ/2025/annual_report.pdf,486d8c7c460d75a8da6a12fb36eb5b457f51deb101b6221ebcce42ece8151cdf,1483973
000400.SZ,许继电气,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/3ffe5f89-4106-4c37-889e-63181d32aef6.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/3ffe5f89-4106-4c37-889e-63181d32aef6.PDF,data/raw/szse_reports/000400.SZ/2025/annual_report.pdf,518288c88fd02a3d996a17048a258843f60ef9705dc05687ff795269cccdaa9b,2112317
000407.SZ,胜利股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-25/21a25109-48ba-4146-9399-ea8549814972.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-25/21a25109-48ba-4146-9399-ea8549814972.PDF,data/raw/szse_reports/000407.SZ/2025/annual_report.pdf,414808bacb3044245002f151a139bd7dc5cba6c2b7963bae51a20001557da85b,4155777
000421.SZ,南京公用,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-13/44f7ece0-cf60-4273-b742-ff17263172f4.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-13/44f7ece0-cf60-4273-b742-ff17263172f4.PDF,data/raw/szse_reports/000421.SZ/2025/annual_report.pdf,020bc6606fe2f27a760767b1c9409c45f4d3a0e1a76085a2b903eac3c6a2618e,5148996
000531.SZ,穗恒运Ａ,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/c6309277-b6b3-40a0-b88b-75d22262103b.PDF,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/c6309277-b6b3-40a0-b88b-75d22262103b.PDF,data/raw/szse_reports/000531.SZ/2025/annual_report.pdf,283499f28f05aa5b9f1110ae09b03688a143dffc65ed488646795a56c185f331,5158808
