company_code,company_name,indicator_code,value,source,industry,sample_count
000722.SZ,湖南发展,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000722.SZ,湖南发展,Q_S_EDU_PER_EMPLOYEE,134.0,industry_median,Unknown,222
000722.SZ,湖南发展,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000722.SZ,湖南发展,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000722.SZ,湖南发展,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000722.SZ,湖南发展,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000722.SZ,湖南发展,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000722.SZ,湖南发展,Q_G_ASSET_TURNOVER,0.560300474692,industry_median,Unknown,468
000722.SZ,湖南发展,Q_G_AR_TURNOVER,4.48125793763,industry_median,Unknown,445
000722.SZ,湖南发展,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000722.SZ,湖南发展,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000722.SZ,湖南发展,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000722.SZ,湖南发展,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000722.SZ,湖南发展,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000722.SZ,湖南发展,Q_G_REVENUE_GROWTH,14.6617433369,industry_median,Unknown,300
000722.SZ,湖南发展,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000723.SZ,美锦能源,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000723.SZ,美锦能源,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000723.SZ,美锦能源,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000723.SZ,美锦能源,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000723.SZ,美锦能源,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000723.SZ,美锦能源,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000723.SZ,美锦能源,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000723.SZ,美锦能源,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000723.SZ,美锦能源,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000723.SZ,美锦能源,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000723.SZ,美锦能源,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000723.SZ,美锦能源,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000723.SZ,美锦能源,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000723.SZ,美锦能源,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000723.SZ,美锦能源,Q_S_DIVIDEND_PER_SHARE,0.147,industry_median,Unknown,375
000723.SZ,美锦能源,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000723.SZ,美锦能源,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000723.SZ,美锦能源,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000723.SZ,美锦能源,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000767.SZ,晋控电力,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000767.SZ,晋控电力,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000767.SZ,晋控电力,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000767.SZ,晋控电力,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000767.SZ,晋控电力,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000767.SZ,晋控电力,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000767.SZ,晋控电力,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000767.SZ,晋控电力,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000767.SZ,晋控电力,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000767.SZ,晋控电力,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000767.SZ,晋控电力,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000767.SZ,晋控电力,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000767.SZ,晋控电力,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000767.SZ,晋控电力,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000767.SZ,晋控电力,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000767.SZ,晋控电力,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000767.SZ,晋控电力,Q_S_EDU_PER_EMPLOYEE,134.0,industry_median,Unknown,222
000767.SZ,晋控电力,Q_S_DIVIDEND_PER_SHARE,0.147,industry_median,Unknown,375
000767.SZ,晋控电力,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000767.SZ,晋控电力,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000767.SZ,晋控电力,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000767.SZ,晋控电力,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000767.SZ,晋控电力,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000767.SZ,晋控电力,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000767.SZ,晋控电力,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000767.SZ,晋控电力,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000767.SZ,晋控电力,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000767.SZ,晋控电力,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000767.SZ,晋控电力,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000791.SZ,甘肃能源,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000791.SZ,甘肃能源,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000791.SZ,甘肃能源,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000791.SZ,甘肃能源,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000791.SZ,甘肃能源,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000791.SZ,甘肃能源,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000791.SZ,甘肃能源,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000791.SZ,甘肃能源,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000791.SZ,甘肃能源,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000791.SZ,甘肃能源,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000791.SZ,甘肃能源,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000791.SZ,甘肃能源,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000791.SZ,甘肃能源,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000791.SZ,甘肃能源,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000791.SZ,甘肃能源,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000791.SZ,甘肃能源,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000791.SZ,甘肃能源,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000791.SZ,甘肃能源,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000791.SZ,甘肃能源,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000791.SZ,甘肃能源,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000819.SZ,岳阳兴长,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000819.SZ,岳阳兴长,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000819.SZ,岳阳兴长,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000819.SZ,岳阳兴长,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000819.SZ,岳阳兴长,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000819.SZ,岳阳兴长,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000819.SZ,岳阳兴长,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000819.SZ,岳阳兴长,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000819.SZ,岳阳兴长,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000819.SZ,岳阳兴长,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000819.SZ,岳阳兴长,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000819.SZ,岳阳兴长,Q_S_DIVIDEND_PER_SHARE,0.147,industry_median,Unknown,375
000819.SZ,岳阳兴长,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000819.SZ,岳阳兴长,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000819.SZ,岳阳兴长,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000819.SZ,岳阳兴长,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000819.SZ,岳阳兴长,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000819.SZ,岳阳兴长,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000819.SZ,岳阳兴长,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000819.SZ,岳阳兴长,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000819.SZ,岳阳兴长,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000862.SZ,银星能源,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000862.SZ,银星能源,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000862.SZ,银星能源,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000862.SZ,银星能源,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000862.SZ,银星能源,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000862.SZ,银星能源,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000862.SZ,银星能源,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000862.SZ,银星能源,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000862.SZ,银星能源,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000862.SZ,银星能源,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000862.SZ,银星能源,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000862.SZ,银星能源,Q_S_DIVIDEND_PER_SHARE,0.147,industry_median,Unknown,375
000862.SZ,银星能源,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000862.SZ,银星能源,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000862.SZ,银星能源,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000862.SZ,银星能源,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000862.SZ,银星能源,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000862.SZ,银星能源,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000862.SZ,银星能源,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000862.SZ,银星能源,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000862.SZ,银星能源,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000862.SZ,银星能源,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000862.SZ,银星能源,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000875.SZ,电投绿能,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000875.SZ,电投绿能,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000875.SZ,电投绿能,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000875.SZ,电投绿能,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000875.SZ,电投绿能,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000875.SZ,电投绿能,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000875.SZ,电投绿能,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000875.SZ,电投绿能,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000875.SZ,电投绿能,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000875.SZ,电投绿能,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000875.SZ,电投绿能,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000875.SZ,电投绿能,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000875.SZ,电投绿能,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000875.SZ,电投绿能,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000875.SZ,电投绿能,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000875.SZ,电投绿能,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000875.SZ,电投绿能,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000875.SZ,电投绿能,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000875.SZ,电投绿能,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000875.SZ,电投绿能,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000875.SZ,电投绿能,Q_G_AR_TURNOVER,4.48125793763,industry_median,Unknown,445
000875.SZ,电投绿能,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000875.SZ,电投绿能,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000875.SZ,电投绿能,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000875.SZ,电投绿能,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000875.SZ,电投绿能,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000875.SZ,电投绿能,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000883.SZ,湖北能源,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000883.SZ,湖北能源,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000883.SZ,湖北能源,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000883.SZ,湖北能源,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000883.SZ,湖北能源,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000883.SZ,湖北能源,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000883.SZ,湖北能源,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000883.SZ,湖北能源,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000883.SZ,湖北能源,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000883.SZ,湖北能源,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000883.SZ,湖北能源,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000883.SZ,湖北能源,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000883.SZ,湖北能源,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000883.SZ,湖北能源,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000883.SZ,湖北能源,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000883.SZ,湖北能源,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000883.SZ,湖北能源,Q_S_EDU_PER_EMPLOYEE,134.0,industry_median,Unknown,222
000883.SZ,湖北能源,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000883.SZ,湖北能源,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000883.SZ,湖北能源,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000883.SZ,湖北能源,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000883.SZ,湖北能源,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000883.SZ,湖北能源,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000883.SZ,湖北能源,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000883.SZ,湖北能源,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000883.SZ,湖北能源,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000899.SZ,赣能股份,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000899.SZ,赣能股份,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000899.SZ,赣能股份,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000899.SZ,赣能股份,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000899.SZ,赣能股份,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000899.SZ,赣能股份,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000899.SZ,赣能股份,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000899.SZ,赣能股份,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000899.SZ,赣能股份,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000899.SZ,赣能股份,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000899.SZ,赣能股份,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000899.SZ,赣能股份,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000899.SZ,赣能股份,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000899.SZ,赣能股份,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000899.SZ,赣能股份,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000899.SZ,赣能股份,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000899.SZ,赣能股份,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000899.SZ,赣能股份,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000899.SZ,赣能股份,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000922.SZ,佳电股份,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000922.SZ,佳电股份,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000922.SZ,佳电股份,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000922.SZ,佳电股份,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000922.SZ,佳电股份,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000922.SZ,佳电股份,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000922.SZ,佳电股份,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000922.SZ,佳电股份,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000922.SZ,佳电股份,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000922.SZ,佳电股份,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000922.SZ,佳电股份,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000922.SZ,佳电股份,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000922.SZ,佳电股份,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000922.SZ,佳电股份,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000922.SZ,佳电股份,Q_S_DONATION_RATE,0.0101674609757,industry_median,Unknown,270
000922.SZ,佳电股份,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000922.SZ,佳电股份,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000922.SZ,佳电股份,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000922.SZ,佳电股份,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000922.SZ,佳电股份,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000922.SZ,佳电股份,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000922.SZ,佳电股份,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000922.SZ,佳电股份,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000922.SZ,佳电股份,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000922.SZ,佳电股份,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000937.SZ,冀中能源,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000937.SZ,冀中能源,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000937.SZ,冀中能源,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000937.SZ,冀中能源,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000937.SZ,冀中能源,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000937.SZ,冀中能源,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000937.SZ,冀中能源,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000937.SZ,冀中能源,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000937.SZ,冀中能源,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000937.SZ,冀中能源,Q_G_OPERATING_MARGIN,7.79810136571,industry_median,Unknown,243
000937.SZ,冀中能源,Q_G_EBITDA_MARGIN,14.3784319991,industry_median,Unknown,215
000937.SZ,冀中能源,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000937.SZ,冀中能源,Q_G_COST_REVENUE_RATE,95.1661055048,industry_median,Unknown,302
000937.SZ,冀中能源,Q_G_CURRENT_ASSET_TURNOVER,1.12902751944,industry_median,Unknown,384
000937.SZ,冀中能源,Q_G_TWO_FUNDS_RATE,45.9690973056,industry_median,Unknown,383
000937.SZ,冀中能源,Q_G_EBITDA_INTEREST,6.71240301904,industry_median,Unknown,271
000937.SZ,冀中能源,Q_G_QUICK_RATIO,116.836108816,industry_median,Unknown,353
000937.SZ,冀中能源,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000937.SZ,冀中能源,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000966.SZ,长源电力,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000966.SZ,长源电力,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000966.SZ,长源电力,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000966.SZ,长源电力,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000966.SZ,长源电力,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000966.SZ,长源电力,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000966.SZ,长源电力,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000966.SZ,长源电力,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000966.SZ,长源电力,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000966.SZ,长源电力,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000966.SZ,长源电力,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000966.SZ,长源电力,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000966.SZ,长源电力,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000966.SZ,长源电力,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000966.SZ,长源电力,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000966.SZ,长源电力,Q_S_DIVIDEND_PER_SHARE,0.147,industry_median,Unknown,375
000966.SZ,长源电力,Q_G_ROA,4.82964985516,industry_median,Unknown,214
000966.SZ,长源电力,Q_G_CASH_REALIZATION,106.674299656,industry_median,Unknown,286
000966.SZ,长源电力,Q_G_CASH_CURRENT_LIABILITY,21.4426529945,industry_median,Unknown,208
000966.SZ,长源电力,Q_G_OPERATING_PROFIT_GROWTH,29.8168341886,industry_median,Unknown,115
000968.SZ,蓝焰控股,Q_E_GHG_INTENSITY,96.0,industry_median,Unknown,105
000968.SZ,蓝焰控股,Q_E_GHG_REDUCTION_RATE,13.6783156641,industry_median,Unknown,25
000968.SZ,蓝焰控股,Q_E_ENERGY_INTENSITY,84.0,industry_median,Unknown,86
000968.SZ,蓝焰控股,Q_E_CLEAN_ENERGY_INTENSITY,60.0,industry_median,Unknown,55
000968.SZ,蓝焰控股,Q_E_NOX_INTENSITY,46.8914518705,industry_median,Unknown,37
000968.SZ,蓝焰控股,Q_E_SO2_INTENSITY,88.6712070065,industry_median,Unknown,26
000968.SZ,蓝焰控股,Q_E_PM_INTENSITY,11.6011859525,industry_median,Unknown,35
000968.SZ,蓝焰控股,Q_E_WASTEWATER_INTENSITY,134.102018567,industry_median,Unknown,44
000968.SZ,蓝焰控股,Q_E_WATER_INTENSITY,124.0,industry_median,Unknown,82
000968.SZ,蓝焰控股,Q_E_ALTERNATIVE_WATER_RATE,48.97,industry_median,Unknown,23
000968.SZ,蓝焰控股,Q_E_SOLID_WASTE_INTENSITY,7.1,industry_median,Unknown,50
000968.SZ,蓝焰控股,Q_E_HAZ_WASTE_INTENSITY,0.500762563488,industry_median,Unknown,27
000968.SZ,蓝焰控股,Q_S_SAFETY_INVEST_RATE,8.0,industry_median,Unknown,57
000968.SZ,蓝焰控股,Q_S_ENV_INVEST_RATE,3.0,industry_median,Unknown,61
000968.SZ,蓝焰控股,Q_S_BENEFIT_PER_EMPLOYEE,1.80888375219,industry_median,Unknown,83
000968.SZ,蓝焰控股,Q_S_EDU_PER_EMPLOYEE,134.0,industry_median,Unknown,222
000968.SZ,蓝焰控股,Q_G_ROA,4.82964985516,industry_median,Unknown,214
