rank,company_code,company_name,esg_score,quantitative_score,qualitative_score,e_score,s_score,g_score,indicator_count,extracted_count,calculated_count,filled_count
427,00384.HK,CHINA GAS HOLD,38.49727990044534,48.121599875556676,0,48.08865161015429,47.04144807043,48.71138953337695,38,5,1,32
428,601218.SH,吉鑫科技,38.48568246822252,48.10710308527815,0,51.57082417443911,44.02390041879117,47.21868827225501,38,23,0,15
429,600152.SH,维科技术,38.4835383583889,48.10442294798612,0,51.57082417443911,46.05728243368238,45.928522381324825,38,17,0,21
430,001258.SZ,立新能源,38.47717191922604,48.09646489903254,0,50.53614863760715,51.03349678831342,44.46355613582337,39,25,0,14
431,08132.HK,CENTURY EN INTL,38.472514094130595,48.09064261766324,0,51.57082417443911,47.04144807043,44.630839579136406,37,4,0,33
432,002471.SZ,中超控股,38.44936985010865,48.06171231263581,0,51.57082417443911,45.39899906422123,46.18382864100483,38,18,0,20
433,600925.SH,苏能股份,38.44759277716403,48.05949097145504,0,47.56164816156147,43.639024191083806,50.732932088978245,39,23,1,15
434,600438.SH,通威股份,38.44513286588611,48.05641608235763,0,55.53998334685995,44.21237966019752,42.68256849946992,37,15,0,22
435,600021.SH,上海电力,38.42167552641709,48.02709440802136,0,51.57082417443911,46.929647801359486,45.48351694333821,38,21,0,17
436,600884.SH,杉杉股份,38.41765476083204,48.02206845104005,0,51.57082417443911,53.83533513706538,42.35046671111509,38,21,0,17
437,01798.HK,DATANG RENEW,38.386913596582836,47.98364199572855,0,51.90649140692867,45.62113577241466,44.33784836328375,37,15,0,22
438,00686.HK,BJ ENERGY INTL,38.37860462752283,47.97325578440354,0,51.57082417443911,47.04144807043,44.69886896675487,37,8,0,29
439,688032.SH,禾迈股份,38.362810129486796,47.9535126618585,0,52.15450011767491,46.70496299291872,43.7967615917305,48,36,0,12
440,301012.SZ,扬电科技,38.35953983032103,47.949424787901286,0,51.57082417443911,43.362267811052305,46.811570424315214,38,13,0,25
441,03337.HK,ANTON OILFIELD,38.338564801034146,47.923206001292684,0,47.55815336632782,47.437686168085456,48.59599072366657,38,8,0,30
442,00182.HK,CONCORD NE,38.326541491907754,47.908176864884695,0,51.51133848640684,47.04144807043,44.32703375650465,38,9,0,29
443,603333.SH,尚纬股份,38.325051777652696,47.90631472206587,0,51.57082417443911,44.98448958467769,45.901627085314296,38,15,0,23
444,000791.SZ,甘肃能源,38.3127592611398,47.890949076424754,0,43.12901155844924,57.33302181635005,48.54910077523581,47,27,2,18
445,000692.SZ,惠天热电,38.31259277031672,47.8907409628959,0,51.57082417443911,51.967416881908505,41.573842674944096,39,13,0,26
446,01251.HK,SPT ENERGY,38.30199083600379,47.87748854500473,0,51.57082417443911,47.04144807043,44.37680250675992,37,7,0,30
447,600346.SH,恒力石化,38.29700869583332,47.87126086979165,0,45.44124763471747,44.15219300509327,51.83434127944633,37,17,0,20
448,300842.SZ,帝科股份,38.26059723881513,47.825746548518914,0,51.57082417443911,45.86672829068505,45.41750387420367,40,21,0,19
449,600028.SH,中国石化,38.23696130002088,47.7962016250261,0,48.225038936350174,49.611368297302164,45.99110072182926,44,20,0,24
450,002459.SZ,晶澳科技,38.22293294074074,47.77866617592593,0,51.707990001685424,47.40200215429028,42.63710922666438,43,19,1,23
451,601611.SH,中国核建,38.21707780424583,47.77134725530729,0,51.57082417443911,45.49395757664624,45.437397625444376,38,18,0,20
452,601985.SH,中国核电,38.21647339297352,47.7705917412169,0,52.12434218183829,44.90613808692889,44.69376483576435,47,30,3,14
453,002339.SZ,积成电子,38.213652960364854,47.767066200456064,0,51.57082417443911,43.67581417961647,46.13265527145456,39,13,0,26
454,300438.SZ,鹏辉能源,38.20408841666456,47.7551105208307,0,48.8152667955886,44.03746718614333,48.475118241435425,50,26,2,22
455,00975.HK,MONGOL MINING,38.200692918000605,47.75086614750076,0,51.57082417443911,47.04144807043,44.230559235205895,38,10,0,28
456,600151.SH,航天机电,38.18582409370895,47.73228011713619,0,51.57082417443911,44.88576028945202,45.743964541839496,38,20,0,18
457,300713.SZ,英可瑞,38.18273139622086,47.72841424527607,0,51.57082417443911,52.65182435738895,41.977631765613076,40,21,0,19
458,01799.HK,XINTE ENERGY,38.180598399608066,47.725747999510084,0,51.57082417443911,44.34361616186464,45.66382418938821,37,14,0,23
459,301226.SZ,祥明智能,38.17318252208497,47.716478152606214,0,51.57082417443911,51.96344613233013,41.87510603642744,38,22,0,16
460,603728.SH,鸣志电器,38.16896726080123,47.71120907600154,0,51.57082417443911,44.218002312948215,46.03313071914658,38,21,0,17
461,603063.SH,禾望电气,38.166543293886384,47.70817911735798,0,46.30940782790549,43.85262105868299,51.256038745007615,48,39,0,9
462,301232.SZ,飞沃科技,38.160942543694226,47.701178179617784,0,51.57082417443911,45.778335514292884,45.263600162639875,38,21,0,17
463,301516.SZ,中远通,38.12846701552554,47.66058376940692,0,51.57082417443911,43.13016389528619,46.27548328785687,39,15,0,24
464,600903.SH,贵州燃气,38.126838550517235,47.65854818814654,0,51.87937576092447,42.4984801919687,46.17210546314617,46,33,0,13
465,001269.SZ,欧晶科技,38.119168287790146,47.64896035973768,0,51.57082417443911,54.21084024176289,40.50812919402028,39,15,0,24
466,601727.SH,上海电气,38.10562788315984,47.6320348539498,0,48.47743769355171,43.97670650026916,48.958760011873174,47,23,1,23
467,605196.SH,华通线缆,38.09083500499033,47.61354375623791,0,51.57082417443911,44.72452882486003,45.5697960800418,38,21,0,17
468,300376.SZ,易事特,38.089316020134724,47.61164502516841,0,48.17021194636589,47.326394827657445,47.11545683287548,49,39,0,10
469,00819.HK,TIANNENG POWER,38.083479416645076,47.604349270806345,0,48.4492334104092,44.50084247138264,48.153343514895,41,9,4,28
470,001896.SZ,豫能控股,38.08313813903688,47.603922673796106,0,51.57082417443911,50.97733531118427,42.527942554360855,39,21,0,18
471,688116.SH,天奈科技,38.06480925131154,47.581011564139416,0,51.658791917704825,44.928689276473925,45.24452114919932,41,24,1,16
472,01713.HK,SICHUAN EN INV,38.05407360976402,47.56759201220502,0,50.61897401027637,47.23457215788579,44.0556709220355,37,10,0,27
473,601991.SH,大唐发电,38.039102981628474,47.54887872703559,0,40.799374660961284,60.90221899929915,48.18434478407062,48,25,2,21
474,000539.SZ,粤电力Ａ,38.03269346701209,47.54086683376511,0,51.57082417443911,43.40244982261359,45.54468369613512,37,7,0,30
475,688226.SH,威腾电气,38.031858330640304,47.53982291330038,0,51.57082417443911,45.46817704668879,44.96564098188642,38,19,0,19
476,603829.SH,洛凯股份,38.030500889757676,47.53812611219709,0,51.57082417443911,45.71458068757623,44.89656489523653,38,20,0,18
477,300118.SZ,东方日升,38.02302512085255,47.528781401065686,0,51.57082417443911,47.05909232440585,43.60287028531368,39,13,0,26
478,688390.SH,固德威,38.01745595044453,47.52181993805566,0,50.52558114662418,43.66603869788219,46.55055691641423,38,15,0,23
479,688616.SH,西力科技,37.99337435921091,47.49171794901364,0,51.57082417443911,46.63708867838047,44.33095287586236,39,21,0,18
480,00295.HK,KONG SUN HOLD,37.98435702922578,47.48044628653222,0,51.57082417443911,47.04144807043,43.30694531906162,38,7,0,31
481,000400.SZ,许继电气,37.97942685628897,47.47428357036121,0,47.258055594444706,45.61102718834498,49.01815791305632,46,27,1,18
482,000537.SZ,绿发电力,37.9697989089956,47.462248636244496,0,51.57082417443911,44.85289187857114,44.821778506282236,40,16,0,24
483,02012.HK,SUNSHINE OIL,37.960215627228415,47.45026953403551,0,51.57082417443911,47.04144807043,42.887887821138385,39,5,0,34
484,600032.SH,浙江新能,37.935458652201476,47.419323315251845,0,52.181049134014145,42.74442710846537,44.86610928225522,44,30,0,14
485,603628.SH,清源股份,37.88170512990738,47.352131412384225,0,51.57082417443911,44.41014566706686,45.07872362218738,38,20,0,18
486,300443.SZ,金雷股份,37.87209099222624,47.340113740282796,0,51.57082417443911,47.95926139143759,42.68793416114591,38,15,0,23
487,600478.SH,科力远,37.85205522835226,47.315069035440324,0,51.57082417443911,44.497354144604266,44.63355498748865,38,14,0,24
488,688499.SH,利元亨,37.84577514460974,47.307218930762176,0,51.57082417443911,49.75415451325532,42.34540301477117,38,19,0,19
489,920985.BJ,海泰新能,37.84021169795877,47.300264622448466,0,51.57082417443911,44.411592398923915,43.84598663622551,37,3,0,34
490,688663.SH,新风光,37.833833392107124,47.292291740133905,0,51.57082417443911,46.094643452079445,44.176556140629664,39,22,0,17
491,603191.SH,望变电气,37.83236040954054,47.29045051192568,0,51.57082417443911,44.28185157750055,44.773918428969324,39,16,0,23
492,600416.SH,湘电股份,37.82029421354058,47.27536776692572,0,51.57082417443911,45.50892269061005,44.379274447073044,38,20,0,18
493,301168.SZ,通灵股份,37.79844339176343,47.24805423970428,0,51.57082417443911,43.877289871895826,45.17060480335741,39,22,0,17
494,00639.HK,SHOUGANG RES,37.76867772215973,47.210847152699664,0,51.57082417443911,47.04144807043,43.099738744749104,37,11,0,26
495,688191.SH,智洋创新,37.76115409342003,47.20144261677504,0,51.57082417443911,44.184339758512635,44.87282201027141,37,19,0,18
496,301327.SZ,华宝新能,37.71962822344914,47.14953527931143,0,51.57082417443911,43.41576547005678,44.66473775544813,40,13,0,27
497,603097.SH,江苏华辰,37.71644922481733,47.14556153102166,0,51.57082417443911,45.01583226315878,44.31277615192114,38,20,0,18
498,601619.SH,嘉泽新能,37.70859282906087,47.13574103632609,0,51.8801022141698,43.15432469350052,44.408423212239185,43,28,0,15
499,920152.BJ,昆工科技,37.706048655391335,47.13256081923917,0,51.57082417443911,45.28394249442811,42.93486710726734,37,4,0,33
500,600379.SH,宝光股份,37.70425057560171,47.13031321950214,0,51.57082417443911,44.00506291909978,44.78261111260112,40,23,0,17
501,08270.HK,CHINA CBM,37.67688757935191,47.09610947418989,0,51.57082417443911,47.04144807043,42.246982756610755,38,7,0,31
502,300626.SZ,华瑞股份,37.64696913849911,47.05871142312389,0,51.57082417443911,44.863023833803176,44.07999312747402,40,21,0,19
503,301487.SZ,盟固利,37.61476471863948,47.018455898299344,0,51.57082417443911,45.787772737857615,43.143462227330126,38,15,0,23
504,300670.SZ,大烨智能,37.602515895136506,47.00314486892063,0,51.57082417443911,53.3220388192366,39.109328679818304,39,13,0,26
505,601222.SH,林洋能源,37.576518836861275,46.970648546076596,0,51.57082417443911,44.90016739616465,44.00347569840209,38,21,0,17
506,603016.SH,新宏泰,37.55522298488673,46.94402873110842,0,51.57082417443911,47.339656153450235,42.726034369510536,38,21,0,17
507,00065.HK,GRAND OCEAN AR,37.54603626984636,46.93254533730795,0,51.57082417443911,47.04144807043,41.993421160883045,37,7,0,30
508,603489.SH,八方股份,37.535348024269375,46.91918503033672,0,51.57082417443911,45.082634351907345,43.68603310862512,39,21,0,18
509,00206.HK,CM-ENERGY,37.53142593607144,46.9142824200893,0,45.21047235472698,47.04144807043,48.95783976167655,39,6,0,33
510,920556.BJ,雅达股份,37.51383348550829,46.892291856885365,0,51.57082417443911,45.55077144523648,42.45321497456838,37,8,0,29
511,603988.SH,中电电机,37.508315569003905,46.885394461254876,0,51.57082417443911,44.14390066475113,44.11169293463424,38,20,0,18
512,600869.SH,远东股份,37.48944536922033,46.861806711525404,0,51.57082417443911,43.25790612876181,44.44281998836673,38,19,0,19
513,300105.SZ,龙源技术,37.489185549239544,46.86148193654943,0,48.40771586403122,52.08966439184572,42.756272144387744,40,25,2,13
514,601700.SH,风范股份,37.47608138867939,46.845101735849234,0,51.57082417443911,44.85666706133469,43.68022026459556,38,20,0,18
515,300340.SZ,科恒股份,37.40433775850449,46.75542219813061,0,51.57082417443911,47.77670468951443,41.551874373888346,39,17,0,22
516,300051.SZ,琏升科技,37.395266454795156,46.74408306849394,0,51.57082417443911,48.69379690788643,41.248586646114276,40,19,0,21
517,603861.SH,白云电器,37.39259558312668,46.74074447890835,0,48.499253728591505,51.615788118290965,42.220857504303964,40,28,0,12
518,603798.SH,康普顿,37.38819347066114,46.735241838326424,0,51.57082417443911,44.43350185520854,43.45708622576027,38,18,0,20
519,600468.SH,百利电气,37.33214674343255,46.66518342929069,0,51.57082417443911,43.85194891629946,43.813380342078304,38,22,0,16
520,605378.SH,野马电池,37.26490217536836,46.58112771921045,0,51.57082417443911,45.54884073980077,42.76458565317496,38,21,0,17
521,688707.SH,振华新材,37.25692862750437,46.57116078438046,0,51.57082417443911,45.1512689185996,42.8993943395733,38,20,0,18
522,605011.SH,杭州热电,37.25461531343252,46.568269141790644,0,42.69269077472767,44.67359596185206,51.27672073541513,42,30,0,12
523,301349.SZ,信德新材,37.24617141204609,46.557714265057605,0,51.57082417443911,54.70419019505083,37.36437542084325,39,22,0,17
524,603577.SH,汇金通,37.22938392969133,46.53672991211416,0,51.57082417443911,44.15744157015824,43.36611636601443,38,22,0,16
525,600868.SH,梅雁吉祥,37.21423920306082,46.51779900382603,0,51.57082417443911,44.48957679104607,42.906669697459435,38,17,0,21
526,688598.SH,金博股份,37.200819435044224,46.50102429380528,0,51.57082417443911,55.69534142078314,37.7480944822323,38,20,0,18
527,605162.SH,新中港,37.18878459876722,46.48598074845902,0,44.22023162527267,48.85465813541456,47.88696760220261,45,30,5,10
528,600167.SH,联美控股,37.16943233392835,46.461790417410434,0,40.87937931613564,50.51303620343405,51.27426211088008,46,31,1,14
529,688719.SH,爱科赛博,37.14779823818885,46.43474779773606,0,51.57082417443911,46.99342718400946,41.58611507784541,38,21,0,17
530,688348.SH,昱能科技,37.14012619362341,46.425157742029256,0,51.57082417443911,45.43392812777049,42.0070263487913,38,14,0,24
531,600578.SH,京能电力,37.113340282158696,46.391675352698364,0,47.22642845623184,44.784825096730344,46.33259990942867,46,20,0,26
532,603026.SH,石大胜华,37.09165822786814,46.36457278483517,0,51.57082417443911,44.88382375851034,42.54212179280389,38,20,0,18
533,603618.SH,杭电股份,37.08085658446699,46.35107073058374,0,51.94282098924784,50.86978810870247,39.008006406491376,38,21,0,17
534,688638.SH,誉辰智能,37.07912261728596,46.34890327160745,0,51.57082417443911,45.825263259767446,41.94102112205698,38,19,0,19
535,688429.SH,时创能源,37.077547115795824,46.34693389474478,0,51.57082417443911,47.85643057838361,41.09485413923526,38,20,0,18
536,603819.SH,神力股份,37.038071127205214,46.297588909006514,0,51.57082417443911,44.042225996308204,42.801382427317485,38,20,0,18
537,601868.SH,中国能建,37.03694813646031,46.296185170575384,0,48.18757289595784,43.83133976677896,45.69927864781176,41,11,1,29
538,688275.SH,万润新能,37.01035639925926,46.26294549907407,0,51.57082417443911,44.91903660523551,42.11054750875996,39,20,0,19
539,002706.SZ,良信股份,36.983442633682955,46.229303292103694,0,45.18845357230265,45.75525051608424,47.8420684648175,38,12,0,26
540,600979.SH,广安爱众,36.9436596544495,46.17957456806187,0,51.57082417443911,44.32514852384098,42.31945037366231,39,20,0,19
541,300776.SZ,帝尔激光,36.92939450363479,46.16174312954348,0,45.49825798230778,48.25232509074444,45.87024212178703,47,38,1,8
542,002506.SZ,协鑫集成,36.90711776196871,46.13389720246089,0,51.18011096616959,44.32292617878532,41.1698959000303,39,16,0,23
543,688733.SH,壹石通,36.90705805407461,46.13382256759326,0,51.57082417443911,45.584681179521326,41.56264407120057,38,20,0,18
544,688303.SH,大全能源,36.90037153011012,46.12546441263765,0,48.969317472941576,60.09980359541802,35.48632955949152,49,40,0,9
545,688556.SH,高测股份,36.873098018377014,46.09137252297126,0,51.57082417443911,44.89731407347827,41.713510785154796,38,17,0,21
546,600719.SH,大连热电,36.85357183918722,46.06696479898402,0,51.57082417443911,48.473248309458825,40.20769342186689,38,18,0,20
547,001299.SZ,美能能源,36.85301620232521,46.066270252906506,0,34.54490673534804,56.12897789111481,52.03148168218929,41,25,2,14
548,603806.SH,福斯特,36.83394481548134,46.04243101935167,0,51.57082417443911,44.946939406462675,41.70164461454731,38,20,0,18
549,000554.SZ,泰山石油,36.7832895274339,45.97911190929237,0,44.3225349541552,51.00787431185939,44.862803394195225,46,18,0,28
550,603906.SH,龙蟠科技,36.774499172717036,45.96812396589629,0,51.961245772445146,45.0161874715152,40.67073984851855,39,20,1,18
551,601016.SH,节能风电,36.754683722312805,45.943354652891,0,51.57082417443911,43.40071061599168,42.18096352844508,38,19,0,19
552,600333.SH,长春燃气,36.73783601340544,45.9222950167568,0,51.57082417443911,44.342229856423806,41.77291761850829,38,20,0,18
553,600847.SH,万里股份,36.67093988189541,45.83867485236926,0,51.57082417443911,44.41069425710212,41.43352483667457,38,18,0,20
554,600725.SH,云维股份,36.595158017912446,45.743947522390556,0,51.57082417443911,47.186524823008604,40.062349177198776,38,19,0,19
555,688339.SH,亿华通,36.58838335665692,45.73547919582115,0,50.869604972540515,49.940071158366685,38.57256205309982,40,23,0,17
556,00968.HK,XINYI SOLAR,36.53462516305091,45.668281453813634,0,45.350749083953524,47.04144807043,45.40721488187939,39,14,2,23
557,688680.SH,海优新材,36.525060889008095,45.65632611126012,0,51.57082417443911,47.20591704027142,39.78533401466107,39,21,0,18
558,000937.SZ,冀中能源,36.47262800771351,45.590785009641884,0,40.89640766847456,58.19172943023091,42.95056348340565,48,29,2,17
559,601001.SH,晋控煤业,36.45830558656457,45.57288198320571,0,41.68229001937985,48.34518152125372,48.811806568555234,42,34,0,8
560,300769.SZ,德方纳米,36.43882762509902,45.548534531373775,0,52.64143412799387,44.42525128251077,38.173062949171175,49,41,2,6
561,300423.SZ,昇辉科技,36.39933913744957,45.499173921811966,0,51.57082417443911,51.09142111339724,37.362678521434155,39,22,0,17
562,603212.SH,赛伍技术,36.36049491222097,45.45061864027621,0,51.57082417443911,44.76510524383183,40.29898290775413,39,19,0,20
563,01250.HK,SDHS NEW ENERGY,36.340130713820535,45.42516339227567,0,44.3225349541552,44.9036748056714,46.91396766877418,38,11,0,27
564,603032.SH,德新科技,36.338681421472444,45.423351776840555,0,51.57082417443911,44.010905057677356,40.750932601696945,38,20,0,18
565,600397.SH,江钨装备,36.32178412418686,45.402230155233575,0,51.57082417443911,44.598305062898035,39.944228756248876,38,16,0,22
566,01738.HK,FS ANTHRACITE,36.28162759765101,45.35203449706376,0,51.57082417443911,47.04144807043,38.296155825540374,37,8,0,29
567,600207.SH,安彩高科,36.11195721066642,45.13994651333302,0,51.57082417443911,43.30121650569253,40.40330860622871,39,22,0,17
568,601012.SH,隆基绿能,36.11091781360566,45.13864726700707,0,44.78982910433267,45.45337377856928,45.361165938230315,41,29,2,10
569,00934.HK,SINOPEC KANTONS,35.97321710973351,44.966521387166885,0,51.57082417443911,47.04144807043,37.46503392110904,38,10,0,28
570,300490.SZ,华自科技,35.971218566090776,44.96402320761347,0,51.57082417443911,46.28960713642907,38.23520241256342,39,22,0,17
571,601616.SH,广电电气,35.949953672641655,44.937442090802065,0,51.57082417443911,45.44469682984667,39.00772064462029,38,22,0,16
572,601615.SH,明阳智能,35.943490842100644,44.9293635526258,0,47.55461977117153,45.29101801242849,42.37328710207353,39,22,0,17
573,600241.SH,时代万恒,35.930245349926295,44.912806687407866,0,51.57082417443911,55.5606842926747,34.38903754376039,38,21,0,17
574,600732.SH,爱旭股份,35.81407760338876,44.76759700423595,0,49.37044002885663,44.138751064972965,39.85597658134663,46,35,1,10
575,688573.SH,信宇人,35.76978169382915,44.71222711728644,0,51.57082417443911,46.9693325244633,37.55845148361704,38,18,0,20
576,688148.SH,芳源股份,35.753099703090605,44.69137462886325,0,51.57082417443911,43.675880996044114,39.149840478225,38,20,0,18
577,300393.SZ,中来股份,35.724968778222696,44.65621097277837,0,51.57082417443911,46.656028895717796,36.62126369938489,40,14,0,26
578,601088.SH,中国神华,35.454048478979104,44.31756059872388,0,42.636293730670864,44.8876782183578,46.603537657385644,48,26,0,22
579,688353.SH,华盛锂电,35.439715499489054,44.299644374361314,0,51.57082417443911,45.516249674566744,37.40756096010388,38,20,0,18
580,00332.HK,YUANHENG GAS,35.43673011091237,44.295912638640466,0,44.3225349541552,47.04144807043,42.823602991357,37,4,0,33
581,300080.SZ,易成新能,35.382818940352436,44.22852367544054,0,51.57082417443911,44.846287278054724,37.64095010362549,39,23,0,16
582,601666.SH,平煤股份,35.34125292558954,44.17656615698692,0,33.41414790475737,59.51806656703335,48.80363270300268,43,29,0,14
583,600192.SH,长城电工,35.2370372614273,44.04629657678412,0,51.57082417443911,45.12032333401799,36.953635790648,38,20,0,18
584,601908.SH,京运通,35.09465970422436,43.86832463028045,0,51.57082417443911,45.19433415159079,36.43008157939542,38,20,0,18
585,688660.SH,电气风电,35.03383583597751,43.79229479497189,0,47.75022472757571,44.44783820426065,38.9404093004274,44,35,0,9
586,688560.SH,明冠新材,34.98322673269069,43.72903341586336,0,51.57082417443911,43.438668740531575,36.77195797139091,38,18,0,20
587,600905.SH,三峡能源,34.909417569418764,43.636771961773455,0,42.95821864180957,48.27223648940502,42.03338578021033,44,35,0,9
588,600481.SH,双良节能,34.878993735896444,43.598742169870555,0,47.21896209472639,43.064267443408845,39.55516499440763,47,35,0,12
589,06885.HK,JINMA ENERGY,34.73251317235495,43.415641465443684,0,39.34153935334046,47.04144807043,47.19454025266469,37,8,0,29
590,688223.SH,晶科能源,34.69219547780832,43.3652443472604,0,51.57082417443911,44.7528846599594,34.68197985775564,38,13,0,25
591,002015.SZ,协鑫能科,34.686546608171646,43.35818326021456,0,39.349775258712555,46.89902095407729,46.475560293392554,47,24,3,20
592,000543.SZ,皖能电力,34.2347806171537,42.793475771442125,0,38.45213343304946,46.64274812288911,46.54192175288825,49,26,3,20
593,600089.SH,特变电工,33.628475514480265,42.035594393100325,0,36.98997160836775,47.205586883177126,45.625652061210104,42,25,0,17
594,00600.HK,AXERA,33.04553310060094,41.30691637575117,0,33.744406168790086,47.04144807043,49.21175264194136,37,2,0,35
595,688599.SH,天合光能,32.721381485478574,40.901726856848214,0,40.123720951964245,45.09174089298345,39.897779308001205,42,28,0,14
596,600405.SH,动力源,32.21534676293469,40.26918345366836,0,51.57082417443911,47.01920860159954,26.98939136383592,38,19,0,19
597,600780.SH,通宝能源,32.005269617696975,40.00658702212122,0,27.219022961853547,42.97334083515077,52.423094306610096,45,34,0,11
598,000027.SZ,深圳能源,31.85199717813859,39.814996472673236,0,29.45931833338617,49.88959006583309,46.96493651722327,52,44,1,7
599,000531.SZ,穗恒运Ａ,31.62381467833279,39.52976834791598,0,16.596069794275703,69.77317485337616,51.83639618701302,48,42,0,6
600,002479.SZ,富春环保,31.274650409971755,39.09331301246469,0,22.918254396816867,56.08820351047912,48.14758951497171,49,43,0,6
601,600023.SH,浙能电力,30.503547715228684,38.129434644035854,0,23.659725161878946,46.55007744360181,49.47705889401155,41,28,0,13
602,02380.HK,CHINA POWER,30.26621375477977,37.83276719347471,0,27.919252470019707,47.27361838918585,45.307742979065374,39,16,2,21
603,600744.SH,华银电力,29.971284601661086,37.46410575207636,0,24.955080121737268,45.375313520980825,47.722910355236856,43,33,0,10
604,00003.HK,HK & CHINA GAS,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0
605,601808.SH,中海油服,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0
