stock_code,company_name,exchange,current_sub_industry,snapshot_industry,entity_id,industry_status,entity_status,priority,next_action,snapshot_source_url,snapshot_as_of_date
920556.BJ,雅达股份,BSE,历史能源样本待复核,仪器仪表制造业,920556.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920627.BJ,力王股份,BSE,历史能源样本待复核,电气机械和器材制造业,920627.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920639.BJ,晨光电缆,BSE,历史能源样本待复核,电气机械和器材制造业,920639.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920682.BJ,球冠电缆,BSE,历史能源样本待复核,电气机械和器材制造业,920682.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920770.BJ,艾能聚,BSE,历史能源样本待复核,电气机械和器材制造业,920770.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920779.BJ,武汉蓝电,BSE,历史能源样本待复核,仪器仪表制造业,920779.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920809.BJ,安达科技,BSE,历史能源样本待复核,计算机、通信和其他电子设备制造业,920809.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920914.BJ,远航精密,BSE,历史能源样本待复核,计算机、通信和其他电子设备制造业,920914.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
920985.BJ,海泰新能,BSE,历史能源样本待复核,电气机械和器材制造业,920985.BJ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.bse.cn/nq/listedcompany.html,2026-07-29
600011.SH,华能国际,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600011.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600021.SH,上海电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600021.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600023.SH,浙能电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600023.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600025.SH,华能水电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600025.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600027.SH,华电国际,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600027.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600028.SH,中国石化,SSE,历史能源样本待复核,采矿业,600028.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600032.SH,浙江新能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600032.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600089.SH,特变电工,SSE,历史能源样本待复核,制造业,600089.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600098.SH,广州发展,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600098.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600101.SH,明星电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600101.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600110.SH,诺德股份,SSE,历史能源样本待复核,制造业,600110.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600116.SH,三峡水利,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600116.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600149.SH,廊坊发展,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600149.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600151.SH,航天机电,SSE,历史能源样本待复核,制造业,600151.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600152.SH,维科技术,SSE,历史能源样本待复核,制造业,600152.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600157.SH,永泰能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600157.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600163.SH,中闽能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600163.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600167.SH,联美控股,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600167.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600188.SH,兖矿能源,SSE,历史能源样本待复核,采矿业,600188.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600192.SH,长城电工,SSE,历史能源样本待复核,制造业,600192.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600207.SH,安彩高科,SSE,历史能源样本待复核,制造业,600207.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600212.SH,绿能慧充,SSE,历史能源样本待复核,制造业,600212.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600236.SH,桂冠电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600236.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600241.SH,时代万恒,SSE,历史能源样本待复核,制造业,600241.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600256.SH,广汇能源,SSE,历史能源样本待复核,采矿业,600256.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600268.SH,国电南自,SSE,历史能源样本待复核,制造业,600268.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600310.SH,广西能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600310.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600312.SH,平高电气,SSE,历史能源样本待复核,制造业,600312.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600333.SH,长春燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600333.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600339.SH,中油工程,SSE,历史能源样本待复核,采矿业,600339.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600346.SH,恒力石化,SSE,历史能源样本待复核,制造业,600346.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600379.SH,宝光股份,SSE,历史能源样本待复核,制造业,600379.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600395.SH,盘江股份,SSE,历史能源样本待复核,采矿业,600395.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600396.SH,华电辽能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600396.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600397.SH,江钨装备,SSE,历史能源样本待复核,批发和零售业,600397.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600405.SH,动力源,SSE,历史能源样本待复核,制造业,600405.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600406.SH,国电南瑞,SSE,历史能源样本待复核,信息传输、软件和信息技术服务业,600406.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600416.SH,湘电股份,SSE,历史能源样本待复核,制造业,600416.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600438.SH,通威股份,SSE,历史能源样本待复核,制造业,600438.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600452.SH,涪陵电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600452.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600458.SH,时代新材,SSE,历史能源样本待复核,制造业,600458.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600468.SH,百利电气,SSE,历史能源样本待复核,制造业,600468.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600475.SH,华光环能,SSE,历史能源样本待复核,水利、环境和公共设施管理业,600475.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600478.SH,科力远,SSE,历史能源样本待复核,制造业,600478.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600481.SH,双良节能,SSE,历史能源样本待复核,制造业,600481.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600482.SH,中国动力,SSE,历史能源样本待复核,制造业,600482.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600483.SH,福能股份,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600483.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600505.SH,西昌电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600505.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600508.SH,上海能源,SSE,历史能源样本待复核,采矿业,600508.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600509.SH,天富能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600509.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600550.SH,保变电气,SSE,历史能源样本待复核,制造业,600550.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600577.SH,精达股份,SSE,历史能源样本待复核,制造业,600577.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600578.SH,京能电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600578.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600580.SH,卧龙电驱,SSE,历史能源样本待复核,制造业,600580.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600617.SH,国新能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600617.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600635.SH,大众公用,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600635.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600642.SH,申能股份,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600642.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600644.SH,乐山电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600644.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600674.SH,川投能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600674.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600681.SH,百川能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600681.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600688.SH,上海石化,SSE,历史能源样本待复核,制造业,600688.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600719.SH,大连热电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600719.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600725.SH,云维股份,SSE,历史能源样本待复核,批发和零售业,600725.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600726.SH,华电能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600726.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600732.SH,爱旭股份,SSE,历史能源样本待复核,制造业,600732.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600744.SH,华银电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600744.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600758.SH,辽宁能源,SSE,历史能源样本待复核,采矿业,600758.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600777.SH,新潮能源,SSE,历史能源样本待复核,采矿业,600777.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600780.SH,XD通宝能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600780.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600795.SH,国电电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600795.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600803.SH,新奥股份,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600803.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600821.SH,金开新能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600821.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600847.SH,万里股份,SSE,历史能源样本待复核,制造业,600847.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600863.SH,华能蒙电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600863.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600868.SH,梅雁吉祥,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600868.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600869.SH,远东股份,SSE,历史能源样本待复核,制造业,600869.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600871.SH,石化油服,SSE,历史能源样本待复核,采矿业,600871.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600875.SH,东方电气,SSE,历史能源样本待复核,制造业,600875.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600884.SH,杉杉股份,SSE,历史能源样本待复核,制造业,600884.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600885.SH,宏发股份,SSE,历史能源样本待复核,制造业,600885.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600886.SH,国投电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600886.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600900.SH,长江电力,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600900.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600903.SH,贵州燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600903.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600905.SH,三峡能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600905.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600917.SH,重庆燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600917.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600925.SH,苏能股份,SSE,参考榜单能源种子待行业复核,采矿业,600925.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600938.SH,中国海油,SSE,历史能源样本待复核,采矿业,600938.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600956.SH,新天绿能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600956.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600968.SH,海油发展,SSE,历史能源样本待复核,采矿业,600968.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600969.SH,郴电国际,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600969.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600973.SH,宝胜股份,SSE,历史能源样本待复核,制造业,600973.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600979.SH,广安爱众,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600979.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600982.SH,宁波能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600982.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
600995.SH,南网储能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,600995.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601001.SH,晋控煤业,SSE,历史能源样本待复核,采矿业,601001.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601012.SH,隆基绿能,SSE,历史能源样本待复核,制造业,601012.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601016.SH,节能风电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601016.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601088.SH,中国神华,SSE,历史能源样本待复核,采矿业,601088.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601126.SH,四方股份,SSE,历史能源样本待复核,制造业,601126.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601139.SH,深圳燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601139.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601179.SH,中国西电,SSE,历史能源样本待复核,制造业,601179.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601218.SH,吉鑫科技,SSE,历史能源样本待复核,制造业,601218.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601222.SH,林洋能源,SSE,历史能源样本待复核,制造业,601222.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601225.SH,陕西煤业,SSE,历史能源样本待复核,采矿业,601225.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601233.SH,桐昆股份,SSE,历史能源样本待复核,制造业,601233.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601311.SH,骆驼股份,SSE,历史能源样本待复核,制造业,601311.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601567.SH,三星电气,SSE,历史能源样本待复核,制造业,601567.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601611.SH,中国核建,SSE,历史能源样本待复核,建筑业,601611.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601615.SH,明阳智能,SSE,历史能源样本待复核,制造业,601615.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601616.SH,广电电气,SSE,历史能源样本待复核,制造业,601616.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601619.SH,嘉泽新能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601619.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601666.SH,平煤股份,SSE,参考榜单能源种子待行业复核,采矿业,601666.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601669.SH,中国电建,SSE,历史能源样本待复核,建筑业,601669.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601700.SH,风范股份,SSE,历史能源样本待复核,制造业,601700.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601727.SH,上海电气,SSE,历史能源样本待复核,制造业,601727.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601778.SH,晶科科技,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601778.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601808.SH,中海油服,SSE,历史能源样本待复核,采矿业,601808.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601857.SH,中国石油,SSE,历史能源样本待复核,采矿业,601857.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601865.SH,福莱特,SSE,历史能源样本待复核,制造业,601865.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601868.SH,中国能建,SSE,历史能源样本待复核,建筑业,601868.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601877.SH,正泰电器,SSE,历史能源样本待复核,制造业,601877.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601898.SH,中煤能源,SSE,历史能源样本待复核,采矿业,601898.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601908.SH,京运通,SSE,历史能源样本待复核,制造业,601908.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601918.SH,新集能源,SSE,历史能源样本待复核,采矿业,601918.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601985.SH,中国核电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601985.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
601991.SH,大唐发电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,601991.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603016.SH,新宏泰,SSE,历史能源样本待复核,制造业,603016.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603026.SH,石大胜华,SSE,历史能源样本待复核,制造业,603026.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
