company_code,company_name,report_year,document_type,source_url,error
300376.SZ,易事特,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300626.SZ,华瑞股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/68eba993-4eeb-4300-b6fd-f0d10d382fa0.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/68eba993-4eeb-4300-b6fd-f0d10d382fa0.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/68eba993-4eeb-4300-b6fd-f0d10d382fa0.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300510.SZ,金冠股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/1e99747f-eed7-4d82-bf05-39f4e7602487.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/1e99747f-eed7-4d82-bf05-39f4e7602487.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/1e99747f-eed7-4d82-bf05-39f4e7602487.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300438.SZ,鹏辉能源,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/bb9e5b18-c373-4dbe-992d-8129c98762ac.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/bb9e5b18-c373-4dbe-992d-8129c98762ac.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/bb9e5b18-c373-4dbe-992d-8129c98762ac.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300491.SZ,通合科技,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-26/19fc55e7-04d8-4c14-85ae-03b4c7e9e5fc.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-26/19fc55e7-04d8-4c14-85ae-03b4c7e9e5fc.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-26/19fc55e7-04d8-4c14-85ae-03b4c7e9e5fc.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300769.SZ,德方纳米,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/cda11509-97a0-40ab-833d-90309104d723.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/cda11509-97a0-40ab-833d-90309104d723.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/cda11509-97a0-40ab-833d-90309104d723.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300690.SZ,双一科技,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-30/78484f29-def6-49f3-9152-59c62b686069.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-30/78484f29-def6-49f3-9152-59c62b686069.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-30/78484f29-def6-49f3-9152-59c62b686069.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300820.SZ,英杰电气,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/d57466ad-74e2-4988-b3aa-99cfe082f8e0.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/d57466ad-74e2-4988-b3aa-99cfe082f8e0.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/d57466ad-74e2-4988-b3aa-99cfe082f8e0.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300772.SZ,运达股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/add51b0a-4aae-49ca-9a73-0b4bd9649e5f.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/add51b0a-4aae-49ca-9a73-0b4bd9649e5f.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/add51b0a-4aae-49ca-9a73-0b4bd9649e5f.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300870.SZ,欧陆通,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-13/a5ba8b26-659c-4d02-a67b-99388ec5b111.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-13/a5ba8b26-659c-4d02-a67b-99388ec5b111.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-13/a5ba8b26-659c-4d02-a67b-99388ec5b111.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300850.SZ,新强联,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/6aa4b936-d578-456c-aa8d-faafbffa3e88.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/6aa4b936-d578-456c-aa8d-faafbffa3e88.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/6aa4b936-d578-456c-aa8d-faafbffa3e88.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300776.SZ,帝尔激光,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/0477fee1-fb54-42dd-87b4-3f1953aaaa9b.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/0477fee1-fb54-42dd-87b4-3f1953aaaa9b.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/0477fee1-fb54-42dd-87b4-3f1953aaaa9b.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300880.SZ,迦南智能,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/5139f38d-ef10-4d94-b95d-3f5064bb2d63.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/5139f38d-ef10-4d94-b95d-3f5064bb2d63.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/5139f38d-ef10-4d94-b95d-3f5064bb2d63.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300919.SZ,中伟新材,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/cbead068-3f36-46f9-b5ea-5948e20468e7.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/cbead068-3f36-46f9-b5ea-5948e20468e7.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/cbead068-3f36-46f9-b5ea-5948e20468e7.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300932.SZ,三友联众,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/71100e6f-3a2f-4df2-8bd6-54ce14fc7f31.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/71100e6f-3a2f-4df2-8bd6-54ce14fc7f31.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/71100e6f-3a2f-4df2-8bd6-54ce14fc7f31.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
300953.SZ,震裕科技,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/980c65fd-b655-467a-8ce7-ade3f45c612d.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/980c65fd-b655-467a-8ce7-ade3f45c612d.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/980c65fd-b655-467a-8ce7-ade3f45c612d.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
301386.SZ,未来电器,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
301358.SZ,湖南裕能,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/47d22341-a180-480b-8c97-3b1b534ec8d3.PDF,"公开PDF下载失败；https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/47d22341-a180-480b-8c97-3b1b534ec8d3.PDF: 公开文档不是有效PDF: https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/47d22341-a180-480b-8c97-3b1b534ec8d3.PDF; response='<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>Page Verification</title'"
