company_code,indicator_code,action,value,prior_value,tier,source_file,evidence
000400.SZ,Q_S_SAFETY_INVEST_RATE,filled_missing,0.15,,EXCHANGE,data/raw/ci_collection/000400.SZ/2025/esg_report.pdf,.63 0.36 硫氧化物排放量 吨 0.43 0.39 0.27 安全生产总投入 万元 安全生产投入占营业收入比例 % — — 0.15 温室气体排放总量 (含范围一及范围二) 范围一温室气体排放量 范围二温室气体排放量 —  [research-only:authority-gap-fill-v19;not-formal]
000937.SZ,Q_E_NOX_INTENSITY,filled_missing,327.605221744381,,EXCHANGE,data/raw/ci_collection/000937.SZ/2025/esg_report.pdf,"中文跨表派生: Chinese current-last environmental total row: 氮氧化物排放量 (NOX) 千克 494,000 500,000 496,000 (data/raw/ci_collection/000937.SZ/2025/esg_report.pdf 第41页) | 营业收入=1.51402e+10元 (data"
000937.SZ,Q_E_SO2_INTENSITY,filled_missing,175.0310156497197,,EXCHANGE,data/raw/ci_collection/000937.SZ/2025/esg_report.pdf,"中文跨表派生: Chinese current-last environmental total row: 二氧化硫 (SO2) 排放量 千克 268,000 270,000 265,000 (data/raw/ci_collection/000937.SZ/2025/esg_report.pdf 第41页) | 营业收入=1.51402e+10元 (dat"
301439.SZ,Q_S_SAFETY_INVEST_RATE,filled_missing,0.2,,EXCHANGE,data/raw/ci_collection/301439.SZ/2025/esg_report.pdf,"用于计量与监督。 关键指标 基准单位 2025 年 安全生产投入金额 万元 798.78 安全生产投入占营业收入比例 % 0.20 安全培训总投入 万元 5.95 安全培训场次 场 27 参与安全培训人次 人次 10,9 [research-only:authority-gap-fill-v19;not-formal]"
301439.SZ,Q_E_NOX_INTENSITY,filled_missing,0.6049110938328368,,EXCHANGE,data/raw/ci_collection/301439.SZ/2025/esg_report.pdf,中文跨表派生: Chinese single-value environmental total row: 氮氧化物（NOX）排放量 吨 0.24 (data/raw/ci_collection/301439.SZ/2025/esg_report.pdf 第23页) | 营业收入=3.96753e+09元 (data/raw/301439.SZ/2025/a
600032.SH,Q_S_SAFETY_INVEST_RATE,filled_missing,1.81,,EXCHANGE,data/raw/ci_collection/600032.SH/2025/esg_report.pdf,Chinese vertical-percent-unit-then-values environmental table row: 安全生产投入占营业收入比例 % / 1.66 1.81 [research-only:authority-gap-fill-v19;not-formal]
600207.SH,Q_E_NOX_INTENSITY,filled_missing,1000.0,,EXCHANGE,data/raw/ci_collection/600207.SH/2025/esg_report.pdf,Chinese single-year environmental table row: 氮氧化物（NOX）排放强度 吨 / 百万元 0.10 [research-only:authority-gap-fill-v19;not-formal]
600968.SH,Q_S_SAFETY_INVEST_RATE,filled_missing,1.08,,EXCHANGE,data/raw/ci_collection/600968.SH/2025/esg_report.pdf,Chinese inline-percent-current-last environmental table row: 安全生产投入占营业收入比例 % 0.93 1.02 1.08 [research-only:authority-gap-fill-v19;not-formal]
