batch_task_rank,batch_action,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority
110,inspect_esg_tables,861,81.489583,135,298,163,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,00182.HK,CONCORD NE,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
111,inspect_esg_tables,862,81.489583,11,290,279,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002039.SZ,黔源电力,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
112,inspect_esg_tables,863,81.489583,25,385,360,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002056.SZ,横店东磁,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
113,inspect_esg_tables,864,81.489583,115,365,250,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,00206.HK,CM-ENERGY,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
114,inspect_esg_tables,865,81.489583,172,281,109,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002074.SZ,国轩高科,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
115,inspect_esg_tables,866,81.489583,194,321,127,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002090.SZ,金智科技,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
116,inspect_esg_tables,867,81.489583,124,307,183,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002276.SZ,万马股份,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
117,inspect_esg_tables,868,81.489583,170,375,205,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,00228.HK,CHINA ENERGY,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
118,inspect_esg_tables,869,81.489583,76,297,221,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002335.SZ,科华数据,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
119,inspect_esg_tables,870,81.489583,181,294,113,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002452.SZ,长高电气,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
120,inspect_esg_tables,872,81.489583,136,249,113,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002479.SZ,富春环保,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
121,inspect_esg_tables,873,81.489583,174,296,122,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002487.SZ,大金重工,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
122,inspect_esg_tables,874,81.489583,191,447,256,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002506.SZ,协鑫集成,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
123,inspect_esg_tables,875,81.489583,151,303,152,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002531.SZ,天顺风能,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
124,inspect_esg_tables,876,81.489583,153,452,299,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002608.SZ,江苏国信,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
125,inspect_esg_tables,877,81.489583,133,386,253,True,1.0,1.0,0.275556,1.0,0.960069,23,0.992,002692.SZ,远程股份,Q_E_WATER_INTENSITY,水资源使用强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
126,inspect_esg_tables,993,81.472222,67,231,164,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00002.HK,CLP HOLDINGS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
127,inspect_esg_tables,994,81.472222,45,371,326,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00003.HK,HK & CHINA GAS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
128,inspect_esg_tables,995,81.472222,51,449,398,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00006.HK,POWER ASSETS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
129,inspect_esg_tables,996,81.472222,108,285,177,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,000096.SZ,广聚能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
130,inspect_esg_tables,998,81.472222,191,472,281,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,000554.SZ,泰山石油,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
131,inspect_esg_tables,999,81.472222,155,426,271,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,000682.SZ,东方电子,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
132,inspect_esg_tables,1001,81.472222,139,334,195,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,001208.SZ,华菱线缆,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
133,inspect_esg_tables,1002,81.472222,125,249,124,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,001258.SZ,立新能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
134,inspect_esg_tables,1003,81.472222,113,234,121,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,001299.SZ,美能能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
135,inspect_esg_tables,1004,81.472222,135,298,163,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00182.HK,CONCORD NE,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
136,inspect_esg_tables,1005,81.472222,11,290,279,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002039.SZ,黔源电力,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
137,inspect_esg_tables,1006,81.472222,25,385,360,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002056.SZ,横店东磁,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
138,inspect_esg_tables,1007,81.472222,115,365,250,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00206.HK,CM-ENERGY,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
139,inspect_esg_tables,1008,81.472222,172,281,109,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002074.SZ,国轩高科,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
140,inspect_esg_tables,1009,81.472222,194,321,127,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002090.SZ,金智科技,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
141,inspect_esg_tables,1010,81.472222,124,307,183,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002276.SZ,万马股份,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
142,inspect_esg_tables,1011,81.472222,170,375,205,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,00228.HK,CHINA ENERGY,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
143,inspect_esg_tables,1012,81.472222,76,297,221,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002335.SZ,科华数据,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
144,inspect_esg_tables,1013,81.472222,181,294,113,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002452.SZ,长高电气,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
145,inspect_esg_tables,1015,81.472222,136,249,113,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002479.SZ,富春环保,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
146,inspect_esg_tables,1016,81.472222,174,296,122,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002487.SZ,大金重工,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
147,inspect_esg_tables,1017,81.472222,191,447,256,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002506.SZ,协鑫集成,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
148,inspect_esg_tables,1018,81.472222,151,303,152,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002531.SZ,天顺风能,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
149,inspect_esg_tables,1019,81.472222,153,452,299,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002608.SZ,江苏国信,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
150,inspect_esg_tables,1020,81.472222,133,386,253,True,1.0,1.0,0.275556,1.0,0.958333,24,0.992,002692.SZ,远程股份,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
151,inspect_social_disclosures,1138,81.388889,67,231,164,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00002.HK,CLP HOLDINGS,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
152,inspect_social_disclosures,1139,81.388889,45,371,326,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00003.HK,HK & CHINA GAS,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
153,inspect_social_disclosures,1140,81.388889,51,449,398,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00006.HK,POWER ASSETS,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
154,inspect_social_disclosures,1141,81.388889,108,285,177,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,000096.SZ,广聚能源,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
155,inspect_social_disclosures,1143,81.388889,191,472,281,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,000554.SZ,泰山石油,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
156,inspect_social_disclosures,1144,81.388889,155,426,271,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,000682.SZ,东方电子,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
157,inspect_social_disclosures,1145,81.388889,139,334,195,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,001208.SZ,华菱线缆,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
158,inspect_social_disclosures,1146,81.388889,125,249,124,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,001258.SZ,立新能源,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
159,inspect_social_disclosures,1147,81.388889,113,234,121,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,001299.SZ,美能能源,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
160,inspect_social_disclosures,1148,81.388889,135,298,163,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00182.HK,CONCORD NE,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
161,inspect_social_disclosures,1149,81.388889,11,290,279,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002039.SZ,黔源电力,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
162,inspect_social_disclosures,1150,81.388889,25,385,360,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002056.SZ,横店东磁,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
163,inspect_social_disclosures,1151,81.388889,115,365,250,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00206.HK,CM-ENERGY,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
164,inspect_social_disclosures,1152,81.388889,172,281,109,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002074.SZ,国轩高科,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
165,inspect_social_disclosures,1153,81.388889,194,321,127,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002090.SZ,金智科技,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
166,inspect_social_disclosures,1154,81.388889,124,307,183,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002276.SZ,万马股份,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
167,inspect_social_disclosures,1155,81.388889,170,375,205,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,00228.HK,CHINA ENERGY,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
168,inspect_social_disclosures,1156,81.388889,76,297,221,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002335.SZ,科华数据,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
169,inspect_social_disclosures,1157,81.388889,181,294,113,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002452.SZ,长高电气,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
170,inspect_social_disclosures,1159,81.388889,136,249,113,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002479.SZ,富春环保,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
171,inspect_social_disclosures,1160,81.388889,174,296,122,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002487.SZ,大金重工,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
172,inspect_social_disclosures,1161,81.388889,151,303,152,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002531.SZ,天顺风能,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
173,inspect_social_disclosures,1162,81.388889,153,452,299,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002608.SZ,江苏国信,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
174,inspect_social_disclosures,1163,81.388889,133,386,253,True,1.0,1.0,0.277778,1.0,0.944444,32,1.0,002692.SZ,远程股份,Q_S_SAFETY_INVEST_RATE,安全生产投入占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
175,inspect_social_disclosures,1533,76.753472,67,231,164,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00002.HK,CLP HOLDINGS,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
176,inspect_social_disclosures,1534,76.753472,45,371,326,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00003.HK,HK & CHINA GAS,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
177,inspect_social_disclosures,1535,76.753472,51,449,398,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00006.HK,POWER ASSETS,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
178,inspect_social_disclosures,1536,76.753472,135,298,163,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00182.HK,CONCORD NE,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
179,inspect_social_disclosures,1537,76.753472,115,365,250,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00206.HK,CM-ENERGY,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
180,inspect_social_disclosures,1538,76.753472,170,375,205,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,00228.HK,CHINA ENERGY,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
181,inspect_social_disclosures,1540,76.753472,191,447,256,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,002506.SZ,协鑫集成,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
182,inspect_social_disclosures,1541,76.753472,151,303,152,True,1.0,1.0,0.333333,1.0,0.342014,379,1.2,002531.SZ,天顺风能,Q_S_DIVIDEND_PER_SHARE,现金分红,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
183,inspect_social_disclosures,1762,75.034722,67,231,164,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00002.HK,CLP HOLDINGS,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
184,inspect_social_disclosures,1763,75.034722,45,371,326,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00003.HK,HK & CHINA GAS,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
185,inspect_social_disclosures,1764,75.034722,51,449,398,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00006.HK,POWER ASSETS,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
186,inspect_social_disclosures,1765,75.034722,191,472,281,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,000554.SZ,泰山石油,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
187,inspect_social_disclosures,1766,75.034722,135,298,163,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00182.HK,CONCORD NE,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
188,inspect_social_disclosures,1767,75.034722,11,290,279,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,002039.SZ,黔源电力,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
189,inspect_social_disclosures,1768,75.034722,115,365,250,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00206.HK,CM-ENERGY,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
190,inspect_social_disclosures,1769,75.034722,170,375,205,True,1.0,1.0,0.333333,1.0,0.170139,478,1.2,00228.HK,CHINA ENERGY,Q_S_RD_RATE,研发费用占比,S,True,0,,,0,missing_candidate,extend_extraction_rules,0
191,rerun_financial_derivation,1930,73.645833,45,371,326,True,1.0,1.0,0.311111,1.0,0.086806,526,1.12,00003.HK,HK & CHINA GAS,Q_G_DEBT_ASSET_RATE,资产负债率,G,True,0,,,0,missing_candidate,extend_extraction_rules,0
192,rerun_financial_derivation,1931,73.645833,51,449,398,True,1.0,1.0,0.311111,1.0,0.086806,526,1.12,00006.HK,POWER ASSETS,Q_G_DEBT_ASSET_RATE,资产负债率,G,True,0,,,0,missing_candidate,extend_extraction_rules,0
193,inspect_esg_tables,2104,71.944444,108,285,177,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,000096.SZ,广聚能源,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
194,inspect_esg_tables,2107,71.944444,155,426,271,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,000682.SZ,东方电子,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
195,inspect_esg_tables,2109,71.944444,139,334,195,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,001208.SZ,华菱线缆,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
196,inspect_esg_tables,2110,71.944444,125,249,124,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,001258.SZ,立新能源,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
197,inspect_esg_tables,2111,71.944444,113,234,121,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,001299.SZ,美能能源,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
198,inspect_esg_tables,2112,71.944444,11,290,279,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002039.SZ,黔源电力,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
199,inspect_esg_tables,2113,71.944444,25,385,360,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002056.SZ,横店东磁,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
200,inspect_esg_tables,2114,71.944444,172,281,109,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002074.SZ,国轩高科,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
201,inspect_esg_tables,2115,71.944444,194,321,127,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002090.SZ,金智科技,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
202,inspect_esg_tables,2116,71.944444,124,307,183,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002276.SZ,万马股份,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
203,inspect_esg_tables,2117,71.944444,170,375,205,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,00228.HK,CHINA ENERGY,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
204,inspect_esg_tables,2118,71.944444,76,297,221,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002335.SZ,科华数据,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
205,inspect_esg_tables,2119,71.944444,181,294,113,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002452.SZ,长高电气,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
206,inspect_esg_tables,2121,71.944444,136,249,113,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002479.SZ,富春环保,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
207,inspect_esg_tables,2122,71.944444,174,296,122,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002487.SZ,大金重工,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
208,inspect_esg_tables,2123,71.944444,151,303,152,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002531.SZ,天顺风能,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
209,inspect_esg_tables,2124,71.944444,153,452,299,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002608.SZ,江苏国信,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
210,inspect_esg_tables,2125,71.944444,133,386,253,True,1.0,1.0,0.5,0.0,0.944444,32,1.8,002692.SZ,远程股份,Q_E_GHG_REDUCTION_RATE,温室气体减排率,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
211,inspect_esg_tables,2408,70.229167,67,231,164,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,00002.HK,CLP HOLDINGS,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
212,inspect_esg_tables,2411,70.229167,108,285,177,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,000096.SZ,广聚能源,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
213,inspect_esg_tables,2413,70.229167,191,472,281,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,000554.SZ,泰山石油,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
214,inspect_esg_tables,2414,70.229167,155,426,271,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,000682.SZ,东方电子,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
215,inspect_esg_tables,2416,70.229167,139,334,195,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,001208.SZ,华菱线缆,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
216,inspect_esg_tables,2417,70.229167,125,249,124,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,001258.SZ,立新能源,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
217,inspect_esg_tables,2418,70.229167,113,234,121,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,001299.SZ,美能能源,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
218,inspect_esg_tables,2419,70.229167,135,298,163,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,00182.HK,CONCORD NE,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
219,inspect_esg_tables,2420,70.229167,11,290,279,True,1.0,1.0,0.424444,0.0,0.961806,22,1.528,002039.SZ,黔源电力,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2
