company_code,company_name,official_domain,candidate_url,evidence_file,evidence_count,verification_status,next_action
002616.SZ,长青集团,gov.cn,https://www.gov.cn/yaowen/liebiao/202603/content_7062633.htm,data/text/002616.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002616.SZ,长青集团,qyxxpl.ywzh.lnsthj.cn,https://qyxxpl.ywzh.lnsthj.cn,data/text/002616.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002616.SZ,长青集团,sgnec.sgcc.com.cn,https://sgnec.sgcc.com.cn/atlas/projectListQuery,data/text/002616.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002616.SZ,长青集团,www-app.gdeei.cn,https://www-app.gdeei.cn/gdeepub/front/dal/dal/newindex,data/text/002616.SZ/2025/annual_report.txt,3,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002616.SZ,长青集团,ywxt.sthjt.jiang,http://ywxt.sthjt.jiang,data/text/002616.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002623.SZ,亚玛顿,czamd.com,http://www.czamd.com,data/text/002623.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002629.SZ,仁智股份,chinarenzhi.com,https://www.chinarenzhi.com/,data/text/002629.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002692.SZ,远程股份,cninfo.cn,http://www.cninfo.cn,data/text/002692.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002692.SZ,远程股份,ir.p5w.net,https://ir.p5w.net,data/text/002692.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002692.SZ,远程股份,yccable.cn,http://www.yccable.cn,data/text/002692.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002706.SZ,良信股份,recognition.ecovadis.com,https://recognition.ecovadis.com/TdAj4kqJsEWaLTQihPsEdQ,data/text/002706.SZ/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002709.SZ,天赐材料,tinci.com,http://www.tinci.com,data/text/002709.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002709.SZ,天赐材料,www-app.gdeei.cn,https://www-app.gdeei.cn/gdeepub/front/dal/dal/newindex,data/text/002709.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002733.SZ,雄韬股份,hjtj.cnemc.cn,https://hjtj.cnemc.cn/htqy/#/logi,data/text/002733.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002733.SZ,雄韬股份,vision-batt.com,http://www.vision-batt.com,data/text/002733.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002733.SZ,雄韬股份,wryjc.cnemc.cn,https://wryjc.cnemc.cn/hb/login,data/text/002733.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,aqi.in,https://www.aqi.in/dashboard/mongolia/ulaanbaatar/ulaanbaatar/historical-analysis,data/text/hkex_reports/00276.HK/2026/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,countryeconomy.com,https://countryeconomy.com/energy-and-environment/co2-emissions/mongolia#:~:text=In%20addition%20to%20its%20,data/text/hkex_reports/00276.HK/2026/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,estandard.gov.mn,https://estandard.gov.mn/website/masm/standards_details.aspx?code=b63f1005-ee72-4bb0-abfa-d925cac27f10,data/text/hkex_reports/00276.HK/2026/esg_report.txt,15,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,moenco.mn,http://moenco.mn,data/text/hkex_reports/00276.HK/2026/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,mongolia-energy.com,http://www.mongolia-energy.com,data/text/00276.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,news.mn,https://news.mn/r/2843126/,data/text/hkex_reports/00276.HK/2026/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,statista.com,https://www.statista.com/statistics/268753/co2-emissions-per-capita-worldwide-since-1990/#:~:text=Global%20per%20,data/text/hkex_reports/00276.HK/2026/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00276.HK,MONGOLIA ENERGY,unfccc.int,https://unfccc.int/sites/default/files/resource/mongolia-bur1_0.pdf,data/text/hkex_reports/00276.HK/2026/esg_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002801.SZ,微光股份,irm.cni,http://irm.cni,data/text/002801.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002805.SZ,丰元股份,fengyuanhuaxue.com,http://www.fengyuanhuaxue.com,data/text/002805.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002812.SZ,恩捷股份,ir.p5w.net,http://ir.p5w.net,data/text/002812.SZ/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002823.SZ,凯中精密,ir.p5w.net,https://ir.p5w.net,data/text/002823.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002823.SZ,凯中精密,kaizhong.com,http://www.kaizhong.com,data/text/002823.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002828.SZ,贝肯能源,beiken.com,http://www.beiken.com,data/text/002828.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002850.SZ,科达利,kedali.com.cn,http://www.kedali.com.cn/,data/text/002850.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002857.SZ,三晖电气,cnsms.com,http://www.cnsms.com/,data/text/002857.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002865.SZ,钧达股份,ywxt.sthjt.jia,http://ywxt.sthjt.jia,data/text/002865.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002879.SZ,长缆科技,csdlfj.com,http://www.csdlfj.com,data/text/002879.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,csg.cn,http://www.csg.cn/,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,ir.p,https://ir.p,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,ir.p5,https://ir.p5,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,irm.c,http://irm.c,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,irm.cn,http://irm.cn,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,sc.sgcc.com.cn,http://www.sc.sgcc.com.cn/,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002882.SZ,金龙羽,szjly.com,http://www.szjly.com,data/text/002882.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002893.SZ,京能热力,bevoice.com.cn,https://www.bevoice.com.cn,data/text/002893.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002893.SZ,京能热力,bjjnrl.com,https://www.bjjnrl.com,data/text/002893.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002911.SZ,佛燃能源,fsgas.com,https://www.fsgas.com/,data/text/002911.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002927.SZ,泰永长征,ir.p5w,https://ir.p5w,data/text/002927.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002953.SZ,日丰股份,ir.p5w.net,https://ir.p5w.net,data/text/002953.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002953.SZ,日丰股份,rfcable.com.cn,http://www.rfcable.com.cn/,data/text/002953.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002980.SZ,华盛昌,cem-instruments.com,http://www.cem-instruments.com,data/text/002980.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002980.SZ,华盛昌,cninfo.c,http://www.cninfo.c,data/text/002980.SZ/2025/annual_report.txt,3,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002980.SZ,华盛昌,cninfo.com.c,http://www.cninfo.com.c,data/text/002980.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
002986.SZ,宇新股份,yussen.com.cn,http://www.yussen.com.cn/,data/text/002986.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
003021.SZ,兆威机电,ir.p5w.net,https://ir.p5w.net,data/text/003021.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
003021.SZ,兆威机电,rs.p5w.ne,https://rs.p5w.ne,data/text/003021.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
003021.SZ,兆威机电,rs.p5w.net,https://rs.p5w.net,data/text/003021.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
003022.SZ,联泓新科,levima.cn,http://www.levima.cn,data/text/003022.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00332.HK,YUANHENG GAS,yuanhenggas.com,http://www.yuanhenggas.com,data/text/00332.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00346.HK,YANCHANG PETRO,sdgs.un.org,https://sdgs.un.org/goals.,data/text/hkex_reports/00346.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00353.HK,ENERGY INTINV,website.energyintinv.wisdomir.com,http://website.energyintinv.wisdomir.com,data/text/00353.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
003816.SZ,中国广核,ir.p5w.net,https://ir.p5w.net/c/003816.sht,data/text/003816.SZ/2025/annual_report.txt,3,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00384.HK,CHINA GAS HOLD,chinagasholdings.com.hk,http://www.chinagasholdings.com.hk,data/text/hkex_reports/00384.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00392.HK,BEIJING ENT,behl.com.hk,http://www.behl.com.hk,data/text/hkex_reports/00392.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00392.HK,BEIJING ENT,hkexnews.hk,http://www.hkexnews.hk,data/text/hkex_reports/00392.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00451.HK,GCL NEWENERGY,gclnewenergy.com,http://www.gclnewenergy.com.,data/text/hkex_reports/00451.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00467.HK,UNITEDENERGY GP,ueg.com,http://www.ueg.com,data/text/hkex_reports/00467.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00579.HK,JNCEC,jncec.com,https://www.jncec.com/,data/text/hkex_reports/00579.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00632.HK,CHK OIL,chkoilltd.com,https://www.chkoilltd.com/,data/text/hkex_reports/00632.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00639.HK,SHOUGANG RES,shougang-resources.com.hk,https://www.shougang-resources.com.hk/s/ir_reports.php,data/text/hkex_reports/00639.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00686.HK,BJ ENERGY INTL,bjei.com,http://www.bjei.com,data/text/hkex_reports/00686.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00689.HK,EPI (HOLDINGS),epiholdings.com,https://www.epiholdings.com,data/text/hkex_reports/00689.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00704.HK,HUSCOKE HLDGS,huscoke.com,https://huscoke.com/en/,data/text/00704.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00819.HK,TIANNENG POWER,tianneng.com.hk,http://www.tianneng.com.hk,data/text/hkex_reports/00819.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00836.HK,CHINA RES POWER,cr-power.com,https://www.cr-power.com/power_,data/text/hkex_reports/00836.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00866.HK,CHINA QINFA,qinfagroup.com,http://www.qinfagroup.com,data/text/hkex_reports/00866.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00931.HK,CHINA HK POWER,chinahkpower.todayir.com,https://chinahkpower.todayir.com,data/text/00931.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00934.HK,SINOPEC KANTONS,sinopec.com.hk,http://www.sinopec.com.hk,data/text/hkex_reports/00934.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00968.HK,XINYI SOLAR,issgovernance.com,https://www.issgovernance.com/esg/ratings/corporate-rating/,data/text/hkex_reports/00968.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00968.HK,XINYI SOLAR,xinyisolar.com,http://www.xinyisolar.com,data/text/hkex_reports/00968.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
00975.HK,MONGOL MINING,mining.ca,https://mining.ca/companies/mongolian-mining-cor-,data/text/hkex_reports/00975.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01101.HK,HUARONG ENERGY,huarongenergy.com.hk,http://www.huarongenergy.com.hk,data/text/01101.HK/2023/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01205.HK,CITIC RESOURCES,alcoa.com,https://www.alcoa.com.,data/text/hkex_reports/01205.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01205.HK,CITIC RESOURCES,hkexnews.hk,http://www.hkexnews.hk,data/text/hkex_reports/01205.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01205.HK,CITIC RESOURCES,resources.citic,http://resources.citic,data/text/hkex_reports/01205.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01229.HK,NAN NAN RES,nannanlisted.com,https://www.nannanlisted.com,data/text/01229.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01250.HK,SDHS NEW ENERGY,bjx.com.cn,https://www.bjx.com.cn/,data/text/hkex_reports/01250.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01303.HK,HUILI RES,hkicpa.org.hk,http://www.hkicpa.org.hk/en/Standards-setting/Standards/Our-views/auditre/.,data/text/hkex_reports/01303.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01393.HK,HIDILI INDUSTRY,hidili.com.cn,http://www.hidili.com.cn,data/text/hkex_reports/01393.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01407.HK,JY GAS,gmjytrq.com,http://www.gmjytrq.com/,data/text/hkex_reports/01407.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01555.HK,MIE HOLDINGS,mienergy.com.cn,http://www.mienergy.com.cn,data/text/hkex_reports/01555.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01600.HK,TIAN LUN GAS,hkexnews.hk,http://www.hkexnews.hk,data/text/hkex_reports/01600.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01713.HK,SICHUAN EN INV,scntgf.com,http://www.scntgf.com,data/text/hkex_reports/01713.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01733.HK,E-COMMODITIES,winsway.com,http://www.winsway.com,data/text/hkex_reports/01733.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01738.HK,FS ANTHRACITE,fsanthracite.com,http://www.fsanthracite.com,data/text/hkex_reports/01738.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01798.HK,DATANG RENEW,cdt-re.com,http://www.cdt-re.com,data/text/hkex_reports/01798.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01878.HK,SOUTHGOBI,southgobi.com,https://www.southgobi.com/html/ir_reports.php,data/text/hkex_reports/01878.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01921.HK,DALIPAL HLDG,dalipal.com,http://www.dalipal.com,data/text/hkex_reports/01921.HK/2025/annual_report.txt,5,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
01938.HK,CHU KONG PIPE,pck.com.cn,http://www.pck.com.cn,data/text/hkex_reports/01938.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02178.HK,PETRO-KING,hkexnews.hk,http://www.hkexnews.hk/,data/text/hkex_reports/02178.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02178.HK,PETRO-KING,petro-king.cn,http://www.petro-king.cn.,data/text/hkex_reports/02178.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02380.HK,CHINA POWER,chinapower.hk,http://www.chinapower.hk,data/text/hkex_reports/02380.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02386.HK,SINOPEC SEG,hkexnews.hk,https://www.hkexnews.hk,data/text/hkex_reports/02386.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02386.HK,SINOPEC SEG,segroup.cn,http://www.segroup.cn,data/text/hkex_reports/02386.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02688.HK,ENN ENERGY,ennenergy.com,http://www.ennenergy.com/,data/text/hkex_reports/02688.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02688.HK,ENN ENERGY,hkexnews.hk,http://www.hkexnews.hk,data/text/hkex_reports/02688.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
02688.HK,ENN ENERGY,ir.ennenergy.com,http://ir.ennenergy.com.,data/text/hkex_reports/02688.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
03303.HK,JUTAL OIL SER,jutal.com,http://www.jutal.com,data/text/hkex_reports/03303.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
03868.HK,XINYI ENERGY,xinyienergy.com,https://www.xinyienergy.com,data/text/hkex_reports/03868.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
03899.HK,CIMC ENRIC,doc.irasia.com,https://doc.irasia.com/listco/hk/enric/boarddiversitypolicyc.pdf,data/text/hkex_reports/03899.HK/2025/esg_report.txt,5,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
03899.HK,CIMC ENRIC,www1.hkexnews.hk,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0826/2025082601004_c.pdf,data/text/hkex_reports/03899.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
06828.HK,BG BLUE SKY,bgbluesky.com,http://www.bgbluesky.com,data/text/hkex_reports/06828.HK/2025/esg_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
06828.HK,BG BLUE SKY,hkexnews.hk,http://www.hkexnews.hk,data/text/hkex_reports/06828.HK/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
06885.HK,JINMA ENERGY,hkexnews.hk,http://www.hkexnews.hk/,data/text/hkex_reports/06885.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
06885.HK,JINMA ENERGY,hnjmny.com,https://www.hnjmny.com/,data/text/hkex_reports/06885.HK/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
08270.HK,CHINA CBM,hkirplatform.com,https://hkirplatform.com/8270/en/index.php.,data/text/hkex_reports/08270.HK/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
08347.HK,F8 ENT,f8.com.hk,http://www.f8.com.hk,data/text/08347.HK/2025/annual_report.txt,4,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300001.SZ,特锐德,ir.p5w,https://ir.p5w,data/text/300001.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300001.SZ,特锐德,qdtgood.com,https://www.qdtgood.com/about/monitor.html?lang=cn,data/text/300001.SZ/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300014.SZ,亿纬锂能,www-app.gdeei.cn,https://www-app.gdeei.cn/gdeepub/front/dal/dal/newindex,data/text/300014.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300018.SZ,中元股份,ir.p,https://ir.p,data/text/300018.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300018.SZ,中元股份,irm.cni,http://irm.cni,data/text/300018.SZ/2025/annual_report.txt,2,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300018.SZ,中元股份,zyhd.com.cn,http://www.zyhd.com.cn,data/text/300018.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300035.SZ,中科电气,cninfo.com.c,https://www.cninfo.com.c,data/text/300035.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300035.SZ,中科电气,cseco.cn,http://www.cseco.cn,data/text/300035.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300037.SZ,新宙邦,capchem.com,http://www.capchem.com,data/text/300037.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300037.SZ,新宙邦,fjjtchemzone.com,http://www.fjjtchemzone.com/gsxx_detail/id/10.html,data/text/300037.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300037.SZ,新宙邦,ir.p5,https://ir.p5,data/text/300037.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300037.SZ,新宙邦,js-eia.cn,https://www.js-eia.cn,data/text/300037.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300037.SZ,新宙邦,www-app.gdeei.cn,https://www-app.gdeei.cn/stfw/v/#/enterprise/disclosure,data/text/300037.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300051.SZ,琏升科技,leasdgrp.cn,https://www.leasdgrp.cn,data/text/300051.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300069.SZ,金利华电,jlhdq.com,http://www.jlhdq.com,data/text/300069.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300080.SZ,易成新能,sthj.deing.cn,https://sthj.deing.cn,data/text/300080.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300105.SZ,龙源技术,lyjs.chnenergy.com.cn,http://lyjs.chnenergy.com.cn/,data/text/300105.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300118.SZ,东方日升,ir.p5,https://ir.p5,data/text/300118.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300118.SZ,东方日升,risen.com,http://www.risen.com,data/text/300118.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300129.SZ,泰胜风能,shtsp.com,http://www.shtsp.com,data/text/300129.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300140.SZ,节能环境,zjnhj.cecep.cn,http://www.zjnhj.cecep.cn/,data/text/300140.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300141.SZ,和顺电气,cnheshun.com,http://www.cnheshun.com,data/text/300141.SZ/2025/annual_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
300207.SZ,欣旺达,sunwoda.com,https://www.sunwoda.com/,data/text/300207.SZ/2025/esg_report.txt,1,candidate_declared_in_issuer_report,核验域名归属并发现同域ESG/年报PDF
