stock_code,company_name,document_count,annual_report_count,esg_report_count,report_years,document_types,annual_status,esg_status,next_action
300648.SZ,星云股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300660.SZ,江苏雷利,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300670.SZ,大烨智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300690.SZ,双一科技,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300693.SZ,盛弘股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300713.SZ,英可瑞,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300724.SZ,捷佳伟创,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300750.SZ,宁德时代,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300751.SZ,迈为股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300763.SZ,锦浪科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300769.SZ,德方纳米,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300772.SZ,运达股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300776.SZ,帝尔激光,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300820.SZ,英杰电气,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300827.SZ,上能电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300842.SZ,帝科股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300850.SZ,新强联,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300853.SZ,申昊科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300870.SZ,欧陆通,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300880.SZ,迦南智能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300882.SZ,万胜智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300904.SZ,威力传动,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300907.SZ,康平科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300919.SZ,中伟新材,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300932.SZ,三友联众,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300933.SZ,中辰股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300953.SZ,震裕科技,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
301002.SZ,崧盛股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301012.SZ,扬电科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301023.SZ,奕帆传动,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301040.SZ,中环海陆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301063.SZ,海锅股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301082.SZ,久盛电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301120.SZ,新特电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301121.SZ,紫建电子,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301150.SZ,中一科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301152.SZ,天力锂能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301155.SZ,海力风电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301157.SZ,华塑科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301163.SZ,宏德股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301168.SZ,通灵股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301179.SZ,泽宇智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301210.SZ,金杨精密,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301217.SZ,铜冠铜箔,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301222.SZ,浙江恒威,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301226.SZ,祥明智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301232.SZ,飞沃科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301238.SZ,瑞泰新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301266.SZ,宇邦新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301278.SZ,快可电子,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301291.SZ,明阳电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301292.SZ,海科新源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301295.SZ,美硕科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301325.SZ,曼恩斯特,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
301327.SZ,华宝新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301349.SZ,信德新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301358.SZ,湖南裕能,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
301361.SZ,众智科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301386.SZ,未来电器,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
301388.SZ,欣灵电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301439.SZ,泓淋电力,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
301456.SZ,盘古智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301487.SZ,盟固利,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301502.SZ,华阳智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301511.SZ,德福科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301516.SZ,中远通,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
301587.SZ,中瑞股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600011.SH,华能国际,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600021.SH,上海电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600023.SH,浙能电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600025.SH,华能水电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600027.SH,华电国际,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600028.SH,中国石化,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600032.SH,浙江新能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600089.SH,特变电工,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600098.SH,广州发展,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600101.SH,明星电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600110.SH,诺德股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600116.SH,三峡水利,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600149.SH,廊坊发展,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600151.SH,航天机电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600152.SH,维科技术,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600157.SH,永泰能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600163.SH,中闽能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600167.SH,联美控股,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600188.SH,兖矿能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600192.SH,长城电工,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600207.SH,安彩高科,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600212.SH,绿能慧充,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600236.SH,桂冠电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600241.SH,时代万恒,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600256.SH,广汇能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600268.SH,国电南自,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600310.SH,广西能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600312.SH,平高电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600333.SH,长春燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600339.SH,中油工程,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600346.SH,恒力石化,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600379.SH,宝光股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600395.SH,盘江股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600396.SH,华电辽能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600397.SH,江钨装备,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600405.SH,动力源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600406.SH,国电南瑞,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600416.SH,湘电股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600438.SH,通威股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600452.SH,涪陵电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600458.SH,时代新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600468.SH,百利电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600475.SH,华光环能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600478.SH,科力远,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600481.SH,双良节能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600482.SH,中国动力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600483.SH,福能股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600505.SH,西昌电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600508.SH,上海能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600509.SH,天富能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600550.SH,保变电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600577.SH,精达股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600578.SH,京能电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600580.SH,卧龙电驱,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600617.SH,国新能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600635.SH,大众公用,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600642.SH,申能股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600644.SH,乐山电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600674.SH,川投能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600681.SH,百川能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600688.SH,上海石化,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600719.SH,大连热电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600725.SH,云维股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600726.SH,华电能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600732.SH,爱旭股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600744.SH,华银电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600758.SH,辽宁能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600777.SH,*ST新潮,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600780.SH,通宝能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600795.SH,国电电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600803.SH,新奥股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600821.SH,金开新能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600847.SH,万里股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600863.SH,华能蒙电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600868.SH,梅雁吉祥,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600869.SH,远东股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600871.SH,石化油服,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600875.SH,东方电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600884.SH,杉杉股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600885.SH,宏发股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600886.SH,国投电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600900.SH,长江电力,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600903.SH,贵州燃气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600905.SH,三峡能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600917.SH,重庆燃气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600925.SH,苏能股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600938.SH,中国海油,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600956.SH,新天绿能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600968.SH,海油发展,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600969.SH,郴电国际,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
600973.SH,宝胜股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600979.SH,广安爱众,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600982.SH,宁波能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
600995.SH,南网储能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601001.SH,晋控煤业,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601012.SH,隆基绿能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601016.SH,节能风电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601088.SH,中国神华,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601126.SH,四方股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601139.SH,深圳燃气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601179.SH,中国西电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601218.SH,吉鑫科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601222.SH,林洋能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601225.SH,陕西煤业,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601233.SH,桐昆股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601311.SH,骆驼股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601567.SH,三星电气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601611.SH,中国核建,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601615.SH,明阳智能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601616.SH,广电电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601619.SH,嘉泽新能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601666.SH,平煤股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601669.SH,中国电建,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601700.SH,风范股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601727.SH,上海电气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601778.SH,晶科科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601808.SH,中海油服,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601857.SH,中国石油,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601865.SH,福莱特,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601868.SH,中国能建,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601877.SH,正泰电器,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601898.SH,中煤能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601908.SH,京运通,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
601918.SH,新集能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601985.SH,中国核电,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
601991.SH,大唐发电,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603016.SH,新宏泰,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603026.SH,石大胜华,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603031.SH,安孚科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603032.SH,德新科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603050.SH,科林电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603053.SH,成都燃气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603063.SH,禾望电气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603070.SH,万控智造,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603080.SH,新疆火炬,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603097.SH,江苏华辰,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603105.SH,芯能科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603185.SH,弘元绿能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603191.SH,望变电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603212.SH,赛伍技术,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603218.SH,日月股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603312.SH,西典新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603318.SH,水发燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603320.SH,迪贝电气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603333.SH,尚纬股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603344.SH,星德胜,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603353.SH,和顺石油,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603393.SH,新天然气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603396.SH,金辰股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603489.SH,八方股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603507.SH,振江股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603530.SH,神马电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603556.SH,海兴电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603577.SH,汇金通,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603606.SH,东方电缆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603618.SH,杭电股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603619.SH,中曼石油,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603628.SH,清源股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603659.SH,璞泰来,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603689.SH,皖天然气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603693.SH,江苏新能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603706.SH,东方环宇,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603727.SH,博迈科,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603728.SH,鸣志电器,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603798.SH,康普顿,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603806.SH,福斯特,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603819.SH,神力股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603829.SH,洛凯股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603861.SH,白云电器,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603897.SH,长城科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603906.SH,龙蟠科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
603985.SH,恒润股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
603988.SH,中电电机,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605011.SH,杭州热电,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
605028.SH,世茂能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
605066.SH,天正电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605090.SH,九丰能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605117.SH,德业股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
605162.SH,新中港,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
605169.SH,洪通燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605196.SH,华通线缆,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
605222.SH,起帆电缆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605368.SH,蓝天燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605378.SH,野马电池,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
605580.SH,恒盛能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688005.SH,容百科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688006.SH,杭可科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688032.SH,禾迈股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688063.SH,派能科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688116.SH,天奈科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688147.SH,微导纳米,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688148.SH,芳源股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688155.SH,先惠技术,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688191.SH,智洋创新,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688223.SH,晶科能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688226.SH,威腾电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688248.SH,南网科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688275.SH,万润新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688303.SH,大全能源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688330.SH,宏力达,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688339.SH,亿华通,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688345.SH,博力威,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688348.SH,昱能科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688349.SH,三一重能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688353.SH,华盛锂电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688388.SH,嘉元科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688390.SH,固德威,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688392.SH,骄成超声,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688408.SH,中信博,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688429.SH,时创能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688472.SH,阿特斯,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688499.SH,利元亨,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688503.SH,聚和材料,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688516.SH,奥特维,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688517.SH,金冠电气,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688551.SH,科威尔,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688556.SH,高测股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688560.SH,明冠新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688567.SH,孚能科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688573.SH,信宇人,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688597.SH,煜邦电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688598.SH,金博股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688599.SH,天合光能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688611.SH,杭州柯林,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
