company_code,company_name,report_year,indicator_code,decision,candidate_count,distinct_values,selected_value,policy_version,reason
000531.SZ,穗恒运Ａ,2025,Q_G_EBITDA_MARGIN,auto_confirmed,1,25.9882,25.9882,public-disclosure-v5,strict_extraction_evidence_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,12.9311,12.9311,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,100.96,100.96,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,-3.65944,-3.65944,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_ROA,auto_confirmed,1,4.31656,4.31656,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_ROE,auto_confirmed,1,4.47,4.47,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,47.7441,47.7441,public-disclosure-v5,official_annual_direct_consistent
000531.SZ,穗恒运Ａ,2025,Q_S_DIVIDEND_PER_SHARE,manual_required,2,0.05|1,,public-disclosure-v5,conflicting_or_ineligible_sources
000531.SZ,穗恒运Ａ,2025,Q_S_DONATION_RATE,auto_confirmed,1,0.08025,0.08025,public-disclosure-v5,strict_extraction_evidence_consistent
000531.SZ,穗恒运Ａ,2025,Q_S_ENV_INVEST_RATE,auto_confirmed,1,1.003,1.003,public-disclosure-v5,strict_extraction_evidence_consistent
000531.SZ,穗恒运Ａ,2025,Q_S_RD_RATE,auto_confirmed,1,3.09,3.09,public-disclosure-v5,strict_extraction_evidence_consistent
000531.SZ,穗恒运Ａ,2025,Q_S_SAFETY_INVEST_RATE,auto_confirmed,1,0.636537,0.636537,public-disclosure-v5,strict_extraction_evidence_consistent
000533.SZ,顺钠股份,2025,Q_G_AR_TURNOVER,auto_confirmed,1,106.024,106.024,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.756978,0.756978,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_CAPITAL_ACCUMULATION,auto_confirmed,1,11.4693,11.4693,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,93.1728,93.1728,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,93.153,93.153,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,1,60.9155,60.9155,public-disclosure-v5,consolidated_statement_year_end_derived
000533.SZ,顺钠股份,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,50.2389,50.2389,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,7.34579,7.34579,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,4.30449,4.30449,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,-7.46115,-7.46115,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_G_ROE,auto_confirmed,1,11.1,11.1,public-disclosure-v5,official_annual_direct_consistent
000533.SZ,顺钠股份,2025,Q_S_BENEFIT_PER_EMPLOYEE,auto_confirmed,1,1.79043,1.79043,public-disclosure-v5,strict_extraction_evidence_consistent
000533.SZ,顺钠股份,2025,Q_S_DONATION_RATE,auto_confirmed,1,0.0150422,0.0150422,public-disclosure-v5,strict_extraction_evidence_consistent
000533.SZ,顺钠股份,2025,Q_S_EDU_PER_EMPLOYEE,auto_confirmed,1,0.238051,0.238051,public-disclosure-v5,strict_extraction_evidence_consistent
000533.SZ,顺钠股份,2025,Q_S_PAY_PER_EMPLOYEE,auto_confirmed,1,12.5127,12.5127,public-disclosure-v5,strict_extraction_evidence_consistent
000533.SZ,顺钠股份,2025,Q_S_RD_RATE,auto_confirmed,1,4.23,4.23,public-disclosure-v5,strict_extraction_evidence_consistent
000537.SZ,绿发电力,2025,Q_G_AR_TURNOVER,auto_confirmed,1,0.82483,0.82483,public-disclosure-v5,official_annual_direct_consistent
000537.SZ,绿发电力,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.051835,0.051835,public-disclosure-v5,official_annual_direct_consistent
000537.SZ,绿发电力,2025,Q_G_CAPITAL_ACCUMULATION,auto_confirmed,1,5.04962,5.04962,public-disclosure-v5,official_annual_direct_consistent
000537.SZ,绿发电力,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,0.342379,0.342379,public-disclosure-v5,official_annual_direct_consistent
000537.SZ,绿发电力,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,2,73.81|73.8117,73.8117,public-disclosure-v5,consolidated_statement_year_end_derived
