company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
000027.SZ,Q_E_CLEAN_ENERGY_INTENSITY,filled_missing,791.689118480376,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/6f7301c7-7dd9-417b-8c1d-c8e32fe5ab83.PDF,data/raw/000027.SZ/2025/esg_report.pdf
000400.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,3.6604818465063538,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/0ec99d43-1ee6-4265-a9ac-eb924c3f937a.PDF,data/raw/000400.SZ/2025/esg_report.pdf
001896.SZ,Q_E_GHG_INTENSITY,filled_missing,19473.473921566125,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055738.PDF,data/raw/cninfo_esg_gap_collection/001896.SZ/2025/esg_report.pdf
001896.SZ,Q_E_NOX_INTENSITY,filled_missing,1650.239992561485,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055738.PDF,data/raw/cninfo_esg_gap_collection/001896.SZ/2025/esg_report.pdf
001896.SZ,Q_E_SO2_INTENSITY,filled_missing,1071.4697136096875,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055738.PDF,data/raw/cninfo_esg_gap_collection/001896.SZ/2025/esg_report.pdf
001896.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,4513.377543919861,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055738.PDF,data/raw/cninfo_esg_gap_collection/001896.SZ/2025/esg_report.pdf
001896.SZ,Q_E_WATER_INTENSITY,filled_missing,1270090.2001828456,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055738.PDF,data/raw/cninfo_esg_gap_collection/001896.SZ/2025/esg_report.pdf
002125.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,3661.3112768276114,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-25/1225191861.PDF,data/raw/cninfo_esg_gap_collection/002125.SZ/2025/esg_report.pdf
002560.SZ,Q_E_WATER_INTENSITY,filled_missing,184.40403393477052,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/0d5d05db-19be-4fb3-a6d2-3ad22c4882c9.PDF,data/raw/ci_collection/002560.SZ/2025/esg_report.pdf
002706.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,0.49057622815203933,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/958be8bb-584f-4124-961a-7b81184348d4.PDF,data/raw/002706.SZ/2025/esg_report.pdf
002865.SZ,Q_E_WATER_INTENSITY,filled_missing,13810.410296237178,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-06/72a4451d-e4c2-4f37-bb78-45a9f11f6ed2.PDF,data/raw/ci_collection/002865.SZ/2025/esg_report.pdf
002927.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,0.6301126177784832,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/876856cf-8cc3-4a9c-b1e0-27e3dbbe87e7.PDF,data/raw/ci_collection/002927.SZ/2025/esg_report.pdf
003035.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,122.68913142344977,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/632d2aa2-a282-4ff6-87db-1db69e3674ba.PDF,data/raw/ci_collection/003035.SZ/2025/esg_report.pdf
300376.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,1.0561114560042337,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF,data/raw/ci_collection/300376.SZ/2025/esg_report.pdf
300491.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,0.07706361637060932,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-26/19fc55e7-04d8-4c14-85ae-03b4c7e9e5fc.PDF,data/raw/ci_collection/300491.SZ/2025/esg_report.pdf
600089.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,214.41532469492918,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-16/600089_20260416_4PXZ.pdf,data/raw/600089.SH/2025/esg_report.pdf
600167.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,1958.8680107376551,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/600167_20260429_VV2S.pdf,data/raw/600167.SH/2025/esg_report.pdf
600207.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,485.40932891048845,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-18/600207_20260418_OEBF.pdf,data/raw/600207.SH/2025/esg_report.pdf
600236.SH,Q_E_HAZ_WASTE_INTENSITY,replaced_higher_authority,0.8,0.0990480575969,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600236_20260331_TYBB.pdf,data/raw/ci_collection/600236.SH/2025/esg_report.pdf
600236.SH,Q_E_SOLID_WASTE_INTENSITY,replaced_higher_authority,1862.6,234.197563815,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600236_20260331_TYBB.pdf,data/raw/ci_collection/600236.SH/2025/esg_report.pdf
600346.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,170.93073115520008,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-15/600346_20260415_0WCZ.pdf,data/raw/600346.SH/2025/esg_report.pdf
600438.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,75.4972022656079,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600438_20260430_UQ50.pdf,data/raw/600438.SH/2025/esg_report.pdf
600482.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,10.20140096430585,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600482_20260430_PH30.pdf,data/raw/600482.SH/2025/esg_report.pdf
600482.SH,Q_E_WASTEWATER_INTENSITY,filled_missing,346.64478836648294,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600482_20260430_PH30.pdf,data/raw/600482.SH/2025/esg_report.pdf
600482.SH,Q_E_WATER_INTENSITY,filled_missing,810.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600482_20260430_PH30.pdf,data/raw/ci_collection/600482.SH/2025/esg_report.pdf
600674.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,1.190654069327319,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-18/600674_20260418_KR2B.pdf,data/raw/600674.SH/2025/esg_report.pdf
600885.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,5.2940000000000005,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-30/600885_20260530_FZ6U.pdf,data/raw/ci_collection/600885.SH/2025/esg_report.pdf
600903.SH,Q_E_GHG_INTENSITY,filled_missing,26.233430925547506,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-23/600903_20260423_HO2U.pdf,data/raw/600903.SH/2025/esg_report.pdf
600995.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,1.5873721429452146,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600995_20260331_JL44.pdf,data/raw/600995.SH/2025/esg_report.pdf
601001.SH,Q_E_NOX_INTENSITY,filled_missing,46.8914518705373,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-28/601001_20260428_XF06.pdf,data/raw/601001.SH/2025/esg_report.pdf
601001.SH,Q_E_PM_INTENSITY,filled_missing,4.294759623086465,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-28/601001_20260428_XF06.pdf,data/raw/601001.SH/2025/esg_report.pdf
601001.SH,Q_E_SO2_INTENSITY,filled_missing,22.89267074401862,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-28/601001_20260428_XF06.pdf,data/raw/601001.SH/2025/esg_report.pdf
601001.SH,Q_E_WATER_INTENSITY,filled_missing,3569.9140469129734,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-28/601001_20260428_XF06.pdf,data/raw/601001.SH/2025/esg_report.pdf
601012.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,39.25205537326892,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/601012_20260429_7BCR.pdf,data/raw/601012.SH/2025/esg_report.pdf
601225.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,220.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-25/601225_20260425_1SHP.pdf,data/raw/ci_collection/601225.SH/2025/esg_report.pdf
601225.SH,Q_E_WATER_INTENSITY,replaced_higher_authority,5200.0,5203.81796884,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-25/601225_20260425_1SHP.pdf,data/raw/ci_collection/601225.SH/2025/esg_report.pdf
601778.SH,Q_E_WATER_INTENSITY,filled_missing,100.26244959950405,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/601778_20260429_5MBO.pdf,data/raw/601778.SH/2025/esg_report.pdf
603031.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,10.177462506950427,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-10/603031_20260310_BJMG.pdf,data/raw/603031.SH/2025/esg_report.pdf
603063.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,4.291710880595641,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-26/603063_20260326_F1ED.pdf,data/raw/603063.SH/2025/esg_report.pdf
603396.SH,Q_E_WATER_INTENSITY,filled_missing,71.58374931478369,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-28/603396_20260428_DB7U.pdf,data/raw/603396.SH/2025/esg_report.pdf
688032.SH,Q_E_WATER_INTENSITY,filled_missing,172.28865588242596,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688032_20260430_LYW6.pdf,data/raw/688032.SH/2025/esg_report.pdf
688599.SH,Q_E_SOLID_WASTE_INTENSITY,filled_missing,21.719668620086114,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688599_20260430_UOP9.pdf,data/raw/688599.SH/2025/esg_report.pdf
920496.BJ,Q_E_HAZ_WASTE_INTENSITY,filled_missing,0.0046,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-29/1225267655.PDF,data/raw/cninfo_esg_gap_collection/920496.BJ/2025/esg_report.pdf
