company_code,company_name,indicator_code,value,source,abs_indicator,abs_value,revenue,unit
002459.SZ,晶澳科技,Q_E_GHG_INTENSITY,0.0008141878261688649,calculated,Q_E_GHG_EMISSION,4.0,49128712950.94,千克/万元
002487.SZ,大金重工,Q_E_NOX_INTENSITY,9.556899619280077,calculated,Q_E_NOX_EMISSION,59.0,6173550246.46,克/万元
002487.SZ,大金重工,Q_E_SOLID_WASTE_INTENSITY,0.09880862318238724,calculated,Q_E_SOLID_WASTE_GENERATION,61.0,6173550246.46,千克/万元
002493.SZ,荣盛石化,Q_E_SOLID_WASTE_INTENSITY,0.0020737320737933577,calculated,Q_E_SOLID_WASTE_GENERATION,64.0,308622318229.03,千克/万元
002531.SZ,天顺风能,Q_E_GHG_INTENSITY,0.018560726841761015,calculated,Q_E_GHG_EMISSION,10.0,5387720042.03,千克/万元
002531.SZ,天顺风能,Q_E_WASTEWATER_INTENSITY,0.07238683468286795,calculated,Q_E_WASTEWATER_DISCHARGE,39.0,5387720042.03,千克/万元
002531.SZ,天顺风能,Q_E_PM_INTENSITY,7.424290736704406,calculated,Q_E_PM_EMISSION,40.0,5387720042.03,克/万元
002534.SZ,西子洁能,Q_E_GHG_INTENSITY,0.02243125772604299,calculated,Q_E_GHG_EMISSION,14.0,6241290689.53,千克/万元
002560.SZ,通达股份,Q_E_SO2_INTENSITY,3.250511784612904,calculated,Q_E_SO2_EMISSION,26.0,7998740420.84,克/万元
002616.SZ,长青集团,Q_E_NOX_INTENSITY,16.912664656608836,calculated,Q_E_NOX_EMISSION,62.0,3665891878.0,克/万元
002616.SZ,长青集团,Q_E_SO2_INTENSITY,16.912664656608836,calculated,Q_E_SO2_EMISSION,62.0,3665891878.0,克/万元
002629.SZ,仁智股份,Q_E_SOLID_WASTE_INTENSITY,5.140396118699547,calculated,Q_E_SOLID_WASTE_GENERATION,151.0,293751680.83,千克/万元
002865.SZ,钧达股份,Q_E_WASTEWATER_INTENSITY,12109.32911667378,calculated,Q_E_WASTEWATER_DISCHARGE,9236265.0,7627396126.58,千克/万元
002927.SZ,泰永长征,Q_E_SO2_INTENSITY,61.509022197261345,calculated,Q_E_SO2_EMISSION,52.0,845404432.43,克/万元
002927.SZ,泰永长征,Q_E_WASTEWATER_INTENSITY,328.6914396714006,calculated,Q_E_WASTEWATER_DISCHARGE,27787.72,845404432.43,千克/万元
003035.SZ,南网能源,Q_E_PM_INTENSITY,17.94404299476732,calculated,Q_E_PM_EMISSION,66.0,3678100861.62,克/万元
00384.HK,CHINA GAS HOLD,Q_E_NOX_INTENSITY,3247.109091303586,calculated,Q_E_NOX_EMISSION,239.0,73603933.0,克/万元
00819.HK,TIANNENG POWER,Q_E_GHG_INTENSITY,13.383172266855102,calculated,Q_E_GHG_EMISSION,72.0,53798904.0,千克/万元
