company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
600236.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,54.22,54.217396325,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600236_20260331_HG2A.pdf,data/raw/600236.SH/2025/annual_report.pdf
600236.SH,Q_G_REVENUE_GROWTH,filled_missing,8.278051434704278,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600236_20260331_HG2A.pdf,data/raw/600236.SH/2025/annual_report.pdf
600236.SH,Q_S_ENV_INVEST_RATE,filled_missing,0.26,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600236_20260331_TYBB.pdf,data/raw/600236.SH/2025/esg_report.pdf
600803.SH,Q_G_REVENUE_GROWTH,filled_missing,-3.2242588129301635,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/600803_20260328_HKOX.pdf,data/raw/600803.SH/2025/annual_report.pdf
600875.SH,Q_G_REVENUE_GROWTH,filled_missing,13.10618205423259,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-01/600875_20260401_APQ8.pdf,data/raw/600875.SH/2025/annual_report.pdf
600885.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,31.47,31.4740671658,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-02/600885_20260402_GU3L.pdf,data/raw/600885.SH/2025/annual_report.pdf
600900.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,58.27,58.2694597691,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600900_20260430_0VWG.pdf,data/raw/600900.SH/2025/esg_report.pdf
600956.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,66.3,66.3041686628,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-26/600956_20260326_L9M7.pdf,data/raw/600956.SH/2025/annual_report.pdf
600968.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,40.98,40.9785447127,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-25/600968_20260325_PO84.pdf,data/raw/600968.SH/2025/annual_report.pdf
600968.SH,Q_G_REVENUE_GROWTH,filled_missing,-4.101293893807643,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-25/600968_20260325_PO84.pdf,data/raw/600968.SH/2025/annual_report.pdf
600995.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,54.61,54.61221003,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600995_20260331_DFTM.pdf,data/raw/600995.SH/2025/annual_report.pdf
601666.SH,Q_G_REVENUE_GROWTH,filled_missing,-32.19621675970681,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/601666_20260430_3LTR.pdf,data/raw/601666.SH/2025/annual_report.pdf
603031.SH,Q_G_REVENUE_GROWTH,filled_missing,2.9386580486517833,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-10/603031_20260310_BSPT.pdf,data/raw/603031.SH/2025/annual_report.pdf
603050.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,67.36,62.0325799913,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/603050_20260328_R7WZ.pdf,data/raw/603050.SH/2025/annual_report.pdf
603606.SH,Q_G_REVENUE_GROWTH,filled_missing,19.25715537231512,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/603606_20260328_DUN0.pdf,data/raw/603606.SH/2025/annual_report.pdf
688408.SH,Q_G_REVENUE_GROWTH,filled_missing,-23.72451020493314,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-17/688408_20260417_UUI3.pdf,data/raw/688408.SH/2025/annual_report.pdf
688676.SH,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,53.76,57.8641191283,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-21/688676_20260321_XTVS.pdf,data/raw/688676.SH/2025/annual_report.pdf
