company_code,company_name,report_year,document_type,source_url
002490.SZ,山东墨龙,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-01/6e2bee29-5946-4301-9895-ac7d1174e5b6.PDF
002493.SZ,荣盛石化,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/7d9ecbc3-2a3e-4d91-bfff-35bff069056b.PDF
002493.SZ,荣盛石化,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/16b63b4e-eace-4cfc-afa2-c72b411f9e73.PDF
002498.SZ,汉缆股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/465426c4-26ef-49e5-abac-f7fce81521a1.PDF
002506.SZ,协鑫集成,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/ac31e6a4-4483-47d6-af86-1af648a92e57.PDF
002506.SZ,协鑫集成,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/4459191c-6588-4d4d-9a3b-7e2d087332e9.PDF
002506.SZ,协鑫集成,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/881073a1-8458-4341-a391-666f5895afb5.PDF
002518.SZ,科士达,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-27/e54b4902-5747-4c1c-8dd5-a6112528cd82.PDF
002527.SZ,新时达,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/866891c2-bedd-49ee-b324-da2eb032f458.PDF
002527.SZ,新时达,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/44885fdc-4e39-4b6b-9a07-5e3934a0e039.PDF
002531.SZ,天顺风能,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/71506d41-34b8-48e6-8d9e-0de347776e7e.PDF
002531.SZ,天顺风能,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/60b7eb01-31c1-4e48-b111-af7537a9ae90.PDF
002531.SZ,天顺风能,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/dc07f8dc-2fd8-483d-8719-4d6bbd229f6a.PDF
002533.SZ,金杯电工,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/35d76772-6a6b-4dde-9439-b554040356ac.PDF
002534.SZ,西子洁能,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/3560cabc-efb7-4f50-95bc-6cf839c31719.PDF
002546.SZ,新联电子,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-25/6c71a32b-98f8-4ca5-abc1-98ead8ba3ea9.PDF
002560.SZ,通达股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/55376d06-ea54-4cdb-a847-9446ebc585a1.PDF
002560.SZ,通达股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/0d5d05db-19be-4fb3-a6d2-3ad22c4882c9.PDF
002576.SZ,通达动力,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/4f84c761-ba1d-4a7e-9dd0-fb0d44d2ac0f.PDF
002576.SZ,通达动力,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/eac49b2e-9e2a-48f8-aaac-9f72ccb11094.PDF
002580.SZ,圣阳股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/67bf6f38-6389-41b3-8189-b84a008910b2.PDF
002606.SZ,大连电瓷,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/ecbc2b8f-2aac-4038-8ec6-07e0843517bb.PDF
002608.SZ,江苏国信,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/c7d1055e-81f8-444a-97d4-e3c96c701add.PDF
002616.SZ,长青集团,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/6c1bc172-edf2-4c40-b9b4-5ae4e1fe7c88.PDF
002623.SZ,亚玛顿,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/fa2bb489-a63a-4f03-b9b2-35d2b6232f91.PDF
002629.SZ,仁智股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/5ad4bb98-7d13-4684-a8ce-2783d973548a.PDF
002629.SZ,仁智股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/a3538fd0-f7d9-43d9-a326-7b6d0bc4dcfa.PDF
002692.SZ,远程股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/15d69e62-f6ac-4db7-bb27-b9e701f3eb78.PDF
002700.SZ,万憬能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/a7c9e1d6-7141-45ca-9af7-15a645c622a3.PDF
002700.SZ,万憬能源,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/ad321010-72cf-4ede-b26a-b891fed89f29.PDF
002706.SZ,良信股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/6e5b941a-3c90-4bfa-916d-e46782edd6fa.PDF
002706.SZ,良信股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/102a015e-92e2-4de1-85da-fd446c6de6a2.PDF
002706.SZ,良信股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/958be8bb-584f-4124-961a-7b81184348d4.PDF
002709.SZ,天赐材料,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-10/ec4e9518-be76-457d-9a6d-9ef0ac247297.PDF
002709.SZ,天赐材料,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-10/08441c70-2330-4e2f-8d4e-76acdc5141be.PDF
002733.SZ,雄韬股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/a8249934-67f9-47f8-a96d-08d0c2740f4b.PDF
00276.HK,MONGOLIA ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400415.pdf
00276.HK,MONGOLIA ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400479.pdf
00276.HK,MONGOLIA ENERGY,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300316.pdf
00276.HK,MONGOLIA ENERGY,2026,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300568.pdf
002801.SZ,微光股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/1bfc463d-2bad-4099-9de3-e3be2579d890.PDF
002801.SZ,微光股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/ccec3904-1fe4-426f-92b6-5acffeac704a.PDF
002805.SZ,丰元股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/684325ed-93d0-4e74-a4ed-c2292dca0cb1.PDF
002812.SZ,恩捷股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/b3b3b2cc-1912-4850-a013-1db6c99bfd72.PDF
002812.SZ,恩捷股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-19/a5848564-a512-4e91-804f-609e6cbcb48a.PDF
002823.SZ,凯中精密,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/316221be-eb66-4537-80ad-340fe5d6ffc9.PDF
002828.SZ,贝肯能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-30/de118d83-ced2-4586-9090-d23a8fd12989.PDF
002850.SZ,科达利,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/fa698b1e-6f1c-4857-8646-be7cf69c8999.PDF
002851.SZ,麦格米特,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/43d7d7d2-7f30-47f6-a047-5b8a77e4162a.PDF
002851.SZ,麦格米特,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/f3fc2c64-9b5e-42b2-b917-0705a696ae21.PDF
002857.SZ,三晖电气,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/05cd7c95-c5c4-418b-b356-3cf40b6423f7.PDF
002865.SZ,钧达股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/8edee58e-306e-46f7-b994-87ee238e35a4.PDF
002865.SZ,钧达股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-05-06/72a4451d-e4c2-4f37-bb78-45a9f11f6ed2.PDF
002879.SZ,长缆科技,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-17/1f279fac-93ad-4b11-aa7e-5dc9379bec13.PDF
002882.SZ,金龙羽,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/c8023ac6-3e17-46bd-8cf0-c28947ead96f.PDF
002892.SZ,科力尔,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-27/1a63f133-e7e9-4bc3-bcdb-efa138571421.PDF
002893.SZ,京能热力,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/232612b7-b24b-4132-ae8c-adf86a213da0.PDF
002911.SZ,佛燃能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-25/421ea001-e587-4e69-9c11-4f96f88b41b8.PDF
002927.SZ,泰永长征,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/18388cfe-f141-484a-ac24-ef4424d7b339.PDF
002927.SZ,泰永长征,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/876856cf-8cc3-4a9c-b1e0-27e3dbbe87e7.PDF
00295.HK,KONG SUN HOLD,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003119.pdf
00295.HK,KONG SUN HOLD,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042803631.pdf
002953.SZ,日丰股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/b67246a5-0e3e-41ca-ba39-4a4877a88034.PDF
002980.SZ,华盛昌,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/925581b2-0afe-4728-8166-6b4dde2e149d.PDF
002986.SZ,宇新股份,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/288a8f32-fd0f-425b-9ffb-4e37945b0cb0.PDF
002986.SZ,宇新股份,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/df9b9f4d-41b4-4ef7-9456-3675cef2c336.PDF
003021.SZ,兆威机电,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/6df2c5df-7140-4a1f-b246-2cb97c16d228.PDF
003022.SZ,联泓新科,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/4a537242-6263-4f8d-89c8-3c87f0aff562.PDF
003035.SZ,南网能源,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/5f393f3c-af60-4cc7-83f6-ba2855765328.PDF
003035.SZ,南网能源,2025,esg_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/632d2aa2-a282-4ff6-87db-1db69e3674ba.PDF
00332.HK,YUANHENG GAS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073001294.pdf
00332.HK,YUANHENG GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073001292.pdf
00332.HK,YUANHENGGAS-NEW,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0727/2026072700855.pdf
00332.HK,YUANHENGGAS-NEW,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0727/2026072700847.pdf
00346.HK,YANCHANG PETRO,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0423/2025042300593.pdf
00346.HK,YANCHANG PETRO,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0423/2025042300731.pdf
00346.HK,YANCHANG PETRO,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0421/2026042101286.pdf
00346.HK,YANCHANG PETRO,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0421/2026042101308.pdf
00353.HK,ENERGY INTINV,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072500637.pdf
00353.HK,ENERGY INTINV,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072500817.pdf
003816.SZ,中国广核,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-26/9ab2d2e1-0fbc-43a7-98ea-7f8e02043b16.PDF
003816.SZ,中国广核,2025,annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/d5d81427-7c31-4fed-9d3b-404d9c7679c4.PDF
00384.HK,CHINA GAS HOLD,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0729/2025072900101.pdf
00384.HK,CHINA GAS HOLD,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0729/2025072900117.pdf
00384.HK,CHINA GAS HOLD,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0727/2026072700334.pdf
00384.HK,CHINA GAS HOLD,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0727/2026072700594.pdf
00392.HK,BEIJING ENT,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042802503.pdf
00392.HK,BEIJING ENT,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803156.pdf
00392.HK,BEIJING ENT,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0929/2025092901496.pdf
00392.HK,BEIJING ENT,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902244.pdf
00392.HK,BEIJING ENT,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902847.pdf
00451.HK,GCL NEWENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803271.pdf
00451.HK,GCL NEWENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803417.pdf
00451.HK,GCL NEWENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802107.pdf
00451.HK,GCL NEWENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802561.pdf
00467.HK,UNITEDENERGY GP,2018,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0122/2026012200593.pdf
00467.HK,UNITEDENERGY GP,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043000015.pdf
00467.HK,UNITEDENERGY GP,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0911/2025091101102.pdf
00467.HK,UNITEDENERGY GP,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043000039.pdf
00467.HK,UNITEDENERGY GP,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000239.pdf
00467.HK,UNITEDENERGY GP,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000243.pdf
00554.HK,HANS GP HLDGS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401566.pdf
00554.HK,HANS GP HLDGS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401609.pdf
00554.HK,HANS GP HLDGS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401829.pdf
00554.HK,HANS GP HLDGS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401851.pdf
00554.HK,HANS GP HLDGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301297.pdf
00554.HK,HANS GP HLDGS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301367.pdf
00554.HK,HANS GP HLDGS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301689.pdf
00554.HK,HANS GP HLDGS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301739.pdf
00579.HK,JNCEC,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003493.pdf
00579.HK,JNCEC,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003515.pdf
00579.HK,JNCEC,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042803989.pdf
00579.HK,JNCEC,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042804003.pdf
00600.HK,AXERA,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800542.pdf
00607.HK,FULLSHARE,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042904054.pdf
00607.HK,FULLSHARE,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042904078.pdf
00607.HK,FULLSHARE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0626/2026062601793.pdf
00607.HK,FULLSHARE,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0626/2026062601805.pdf
00632.HK,CHK OIL,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400416.pdf
00632.HK,CHK OIL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300354.pdf
00639.HK,SHOUGANG RES,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042901167.pdf
00639.HK,SHOUGANG RES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000571.pdf
00645.HK,ARES ASIA,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0721/2025072100474.pdf
00645.HK,ARES ASIA,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0720/2026072001465.pdf
00650.HK,PRODUCTIVE TECH,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000464.pdf
00666.HK,REPT BATTERO,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041701497.pdf
00666.HK,REPT BATTERO,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041701521.pdf
00666.HK,REPT BATTERO,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902781.pdf
00666.HK,REPT BATTERO,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903361.pdf
00686.HK,BJ ENERGY INTL,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042501257.pdf
00686.HK,BJ ENERGY INTL,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042501287.pdf
00686.HK,BJ ENERGY INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300710.pdf
00686.HK,BJ ENERGY INTL,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300780.pdf
00689.HK,EPI (HOLD)-NEW,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042902332.pdf
00689.HK,EPI (HOLDINGS),2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf
00704.HK,HUSCOKE HLDGS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf
00819.HK,TIANNENG POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0327/2025032702815.pdf
00819.HK,TIANNENG POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0327/2025032702839.pdf
00819.HK,TIANNENG POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000329.pdf
00819.HK,TIANNENG POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000335.pdf
00836.HK,CHINA RES POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803311.pdf
00836.HK,CHINA RES POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803669.pdf
00836.HK,CHINA RES POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042801637.pdf
00836.HK,CHINA RES POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802417.pdf
00866.HK,CHINA QINFA,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042903033.pdf
00866.HK,CHINA QINFA,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf
00931.HK,CHINA HK POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072501045.pdf
00931.HK,CHINA HK POWER,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf
00934.HK,SINOPEC KANTONS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041700504.pdf
00934.HK,SINOPEC KANTONS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041700853.pdf
00934.HK,SINOPEC KANTONS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700608.pdf
00934.HK,SINOPEC KANTONS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700836.pdf
00951.HK,CHAOWEI POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042503481.pdf
00951.HK,CHAOWEI POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042503489.pdf
00951.HK,CHAOWEI POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403282.pdf
00951.HK,CHAOWEI POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403288.pdf
00968.HK,XINYI SOLAR,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003302.pdf
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003310.pdf
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003348.pdf
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003360.pdf
00968.HK,XINYI SOLAR,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000976.pdf
00968.HK,XINYI SOLAR,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001048.pdf
00975.HK,MONGOL MINING,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0117/2025011701076.pdf
00975.HK,MONGOL MINING,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1231/2025123101113.pdf
00975.HK,MONGOL MINING,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042501381.pdf
00975.HK,MONGOL MINING,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800522.pdf
01080.HK,SHENGLI PIPE,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0411/2025041100185.pdf
01080.HK,SHENGLI PIPE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf
01083.HK,TG SMART ENERGY,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0314/2025031400897.pdf
01083.HK,TG SMART ENERGY,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031800626.pdf
01083.HK,TG SMART ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500395.pdf
01083.HK,TG SMART ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500417.pdf
01083.HK,TG SMART ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000330.pdf
01083.HK,TG SMART ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000372.pdf
01193.HK,CHINA RES GAS,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032801042.pdf
01193.HK,CHINA RES GAS,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032801095.pdf
01193.HK,CHINA RES GAS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042802457.pdf
01193.HK,CHINA RES GAS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042802537.pdf
01193.HK,CHINA RES GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001092.pdf
01193.HK,CHINA RES GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001256.pdf
01205.HK,CITIC RESOURCES,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400568.pdf
01205.HK,CITIC RESOURCES,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400923.pdf
01205.HK,CITIC RESOURCES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900718.pdf
01205.HK,CITIC RESOURCES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901100.pdf
01229.HK,NAN NAN RES,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400407.pdf
01229.HK,NAN NAN RES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400401.pdf
01229.HK,NAN NAN RES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300366.pdf
01229.HK,NAN NAN RES,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300346.pdf
01250.HK,SDHS NEW ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500125.pdf
01250.HK,SDHS NEW ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500141.pdf
01250.HK,SDHS NEW ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302466.pdf
01250.HK,SDHS NEW ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302482.pdf
01251.HK,SPT ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072500344.pdf
