stock_code,universe_name,snapshot_name,included,status,source_action,date_action,entity_action,reason
301217.SZ,铜冠铜箔,铜冠铜箔,True,matched,filled,filled,preserved,证券代码及名称匹配
000537.SZ,绿发电力,绿发电力,True,matched,filled,filled,preserved,证券代码及名称匹配
605368.SH,蓝天燃气,蓝天燃气,True,matched,filled,filled,preserved,证券代码及名称匹配
600550.SH,保变电气,保变电气,True,matched,filled,filled,preserved,证券代码及名称匹配
002221.SZ,东华能源,东华能源,True,matched,filled,filled,preserved,证券代码及名称匹配
603689.SH,皖天然气,皖天然气,True,matched,filled,filled,preserved,证券代码及名称匹配
688388.SH,嘉元科技,嘉元科技,True,matched,filled,filled,preserved,证券代码及名称匹配
600726.SH,华电能源,华电能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002121.SZ,科陆电子,科陆电子,True,matched,filled,filled,preserved,证券代码及名称匹配
688717.SH,艾罗能源,艾罗能源,True,matched,filled,filled,preserved,证券代码及名称匹配
001376.SZ,百通能源,百通能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002534.SZ,西子洁能,西子洁能,True,matched,filled,filled,preserved,证券代码及名称匹配
688429.SH,时创能源,时创能源,True,matched,filled,filled,preserved,证券代码及名称匹配
688191.SH,智洋创新,智洋创新,True,matched,filled,filled,preserved,证券代码及名称匹配
688680.SH,海优新材,海优新材,True,matched,filled,filled,preserved,证券代码及名称匹配
603031.SH,安孚科技,安孚科技,True,matched,filled,filled,preserved,证券代码及名称匹配
688503.SH,聚和材料,聚和材料,True,matched,filled,filled,preserved,证券代码及名称匹配
003022.SZ,联泓新科,联泓新科,True,matched,filled,filled,preserved,证券代码及名称匹配
920770.BJ,艾能聚,艾能聚,True,matched,filled,filled,preserved,证券代码及名称匹配
603105.SH,芯能科技,芯能科技,True,matched,filled,filled,preserved,证券代码及名称匹配
603063.SH,禾望电气,禾望电气,True,matched,filled,filled,preserved,证券代码及名称匹配
603353.SH,和顺石油,和顺石油,True,matched,filled,filled,preserved,证券代码及名称匹配
603393.SH,新天然气,新天然气,True,matched,filled,filled,preserved,证券代码及名称匹配
002700.SZ,万憬能源,万憬能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002606.SZ,大连电瓷,大连电瓷,True,matched,filled,filled,preserved,证券代码及名称匹配
600847.SH,万里股份,万里股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300390.SZ,天华新能,天华新能,True,matched,filled,filled,preserved,证券代码及名称匹配
301587.SZ,中瑞股份,中瑞股份,True,matched,filled,filled,preserved,证券代码及名称匹配
603628.SH,清源股份,清源股份,True,matched,filled,filled,preserved,证券代码及名称匹配
601001.SH,晋控煤业,晋控煤业,True,matched,filled,filled,preserved,证券代码及名称匹配
688155.SH,先惠技术,先惠技术,True,matched,filled,filled,preserved,证券代码及名称匹配
600395.SH,盘江股份,盘江股份,True,matched,filled,filled,preserved,证券代码及名称匹配
688597.SH,煜邦电力,煜邦电力,True,matched,filled,filled,preserved,证券代码及名称匹配
605117.SH,德业股份,德业股份,True,matched,filled,filled,preserved,证券代码及名称匹配
920809.BJ,安达科技,安达科技,True,matched,filled,filled,preserved,证券代码及名称匹配
920237.BJ,力佳科技,力佳科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002533.SZ,金杯电工,金杯电工,True,matched,filled,filled,preserved,证券代码及名称匹配
601567.SH,三星电气,三星电气,True,matched,filled,filled,preserved,证券代码及名称匹配
001269.SZ,欧晶科技,欧晶科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300191.SZ,潜能恒信,潜能恒信,True,matched,filled,filled,preserved,证券代码及名称匹配
002882.SZ,金龙羽,金龙羽,True,matched,filled,filled,preserved,证券代码及名称匹配
300820.SZ,英杰电气,英杰电气,True,matched,filled,filled,preserved,证券代码及名称匹配
603070.SH,万控智造,万控智造,True,matched,filled,filled,preserved,证券代码及名称匹配
002270.SZ,华明装备,华明装备,True,matched,filled,filled,preserved,证券代码及名称匹配
600157.SH,永泰能源,永泰能源,True,matched,filled,filled,preserved,证券代码及名称匹配
301325.SZ,曼恩斯特,曼恩斯特,True,matched,filled,filled,preserved,证券代码及名称匹配
601016.SH,节能风电,节能风电,True,matched,filled,filled,preserved,证券代码及名称匹配
300332.SZ,天壕能源,天壕能源,True,matched,filled,filled,preserved,证券代码及名称匹配
605169.SH,洪通燃气,洪通燃气,True,matched,filled,filled,preserved,证券代码及名称匹配
605580.SH,恒盛能源,恒盛能源,True,matched,filled,filled,preserved,证券代码及名称匹配
920010.BJ,凯添燃气,凯添燃气,True,matched,filled,filled,preserved,证券代码及名称匹配
603619.SH,中曼石油,中曼石油,True,matched,filled,filled,preserved,证券代码及名称匹配
300286.SZ,安科瑞,安科瑞,True,matched,filled,filled,preserved,证券代码及名称匹配
605162.SH,新中港,新中港,True,matched,filled,filled,preserved,证券代码及名称匹配
688598.SH,金博股份,金博股份,True,matched,filled,filled,preserved,证券代码及名称匹配
920682.BJ,球冠电缆,球冠电缆,True,matched,filled,filled,preserved,证券代码及名称匹配
688556.SH,高测股份,高测股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002850.SZ,科达利,科达利,True,matched,filled,filled,preserved,证券代码及名称匹配
600681.SH,百川能源,百川能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002865.SZ,钧达股份,钧达股份,True,matched,filled,filled,preserved,证券代码及名称匹配
603728.SH,鸣志电器,鸣志电器,True,matched,filled,filled,preserved,证券代码及名称匹配
600577.SH,精达股份,精达股份,True,matched,filled,filled,preserved,证券代码及名称匹配
000593.SZ,德龙汇能,德龙汇能,True,matched,filled,filled,preserved,证券代码及名称匹配
920110.BJ,雷特科技,雷特科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000591.SZ,太阳能,太阳能,True,matched,filled,filled,preserved,证券代码及名称匹配
920185.BJ,贝特瑞,贝特瑞,True,matched,filled,filled,preserved,证券代码及名称匹配
301439.SZ,泓淋电力,泓淋电力,True,matched,filled,filled,preserved,证券代码及名称匹配
688275.SH,万润新能,万润新能,True,matched,filled,filled,preserved,证券代码及名称匹配
600725.SH,云维股份,云维股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002518.SZ,科士达,科士达,True,matched,filled,filled,preserved,证券代码及名称匹配
300483.SZ,首华燃气,首华燃气,True,matched,filled,filled,preserved,证券代码及名称匹配
688516.SH,奥特维,奥特维,True,matched,filled,filled,preserved,证券代码及名称匹配
000968.SZ,蓝焰控股,蓝焰控股,True,matched,filled,filled,preserved,证券代码及名称匹配
603489.SH,八方股份,八方股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300432.SZ,富临精工,富临精工,True,matched,filled,filled,preserved,证券代码及名称匹配
002125.SZ,湘潭电化,湘潭电化,True,matched,filled,filled,preserved,证券代码及名称匹配
000543.SZ,皖能电力,皖能电力,True,matched,filled,filled,preserved,证券代码及名称匹配
603080.SH,新疆火炬,新疆火炬,True,matched,filled,filled,preserved,证券代码及名称匹配
001331.SZ,胜通能源,胜通能源,True,matched,filled,filled,preserved,证券代码及名称匹配
300880.SZ,迦南智能,迦南智能,True,matched,filled,filled,preserved,证券代码及名称匹配
001301.SZ,尚太科技,尚太科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300407.SZ,凯发电气,凯发电气,True,matched,filled,filled,preserved,证券代码及名称匹配
300073.SZ,当升科技,当升科技,True,matched,filled,filled,preserved,证券代码及名称匹配
603026.SH,石大胜华,石大胜华,True,matched,filled,filled,preserved,证券代码及名称匹配
301238.SZ,瑞泰新材,瑞泰新材,True,matched,filled,filled,preserved,证券代码及名称匹配
301150.SZ,中一科技,中一科技,True,matched,filled,filled,preserved,证券代码及名称匹配
001299.SZ,美能能源,美能能源,True,matched,filled,filled,preserved,证券代码及名称匹配
603191.SH,望变电气,望变电气,True,matched,filled,filled,preserved,证券代码及名称匹配
301295.SZ,美硕科技,美硕科技,True,matched,filled,filled,preserved,证券代码及名称匹配
688348.SH,昱能科技,昱能科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000600.SZ,建投能源,建投能源,True,matched,filled,filled,preserved,证券代码及名称匹配
301157.SZ,华塑科技,华塑科技,True,matched,filled,filled,preserved,证券代码及名称匹配
920167.BJ,同享科技,同享科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002953.SZ,日丰股份,日丰股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002276.SZ,万马股份,万马股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301222.SZ,浙江恒威,浙江恒威,True,matched,filled,filled,preserved,证券代码及名称匹配
301292.SZ,海科新源,海科新源,True,matched,filled,filled,preserved,证券代码及名称匹配
601218.SH,吉鑫科技,吉鑫科技,True,matched,filled,filled,preserved,证券代码及名称匹配
301388.SZ,欣灵电气,欣灵电气,True,matched,filled,filled,preserved,证券代码及名称匹配
301002.SZ,崧盛股份,崧盛股份,True,matched,filled,filled,preserved,证券代码及名称匹配
603829.SH,洛凯股份,洛凯股份,True,matched,filled,filled,preserved,证券代码及名称匹配
600979.SH,广安爱众,广安爱众,True,matched,filled,filled,preserved,证券代码及名称匹配
002759.SZ,ST天际,ST天际,False,matched,filled,filled,preserved,证券代码及名称匹配
300080.SZ,易成新能,易成新能,True,matched,filled,filled,preserved,证券代码及名称匹配
600868.SH,梅雁吉祥,梅雁吉祥,True,matched,filled,filled,preserved,证券代码及名称匹配
002169.SZ,智光电气,智光电气,True,matched,filled,filled,preserved,证券代码及名称匹配
002259.SZ,升达林业,升达林业,True,matched,filled,filled,preserved,证券代码及名称匹配
300360.SZ,炬华科技,炬华科技,True,matched,filled,filled,preserved,证券代码及名称匹配
920914.BJ,远航精密,远航精密,True,matched,filled,filled,preserved,证券代码及名称匹配
300438.SZ,鹏辉能源,鹏辉能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002245.SZ,蔚蓝锂芯,蔚蓝锂芯,True,matched,filled,filled,preserved,证券代码及名称匹配
000049.SZ,德赛电池,德赛电池,True,matched,filled,filled,preserved,证券代码及名称匹配
300769.SZ,德方纳米,德方纳米,True,matched,filled,filled,preserved,证券代码及名称匹配
301386.SZ,未来电器,未来电器,True,matched,filled,filled,preserved,证券代码及名称匹配
301179.SZ,泽宇智能,泽宇智能,True,matched,filled,filled,preserved,证券代码及名称匹配
605378.SH,野马电池,野马电池,True,matched,filled,filled,preserved,证券代码及名称匹配
000009.SZ,中国宝安,中国宝安,True,matched,filled,filled,preserved,证券代码及名称匹配
002335.SZ,科华数据,科华数据,True,matched,filled,filled,preserved,证券代码及名称匹配
603016.SH,新宏泰,新宏泰,True,matched,filled,filled,preserved,证券代码及名称匹配
300593.SZ,新雷能,新雷能,True,matched,filled,filled,preserved,证券代码及名称匹配
000554.SZ,泰山石油,泰山石油,True,matched,filled,filled,preserved,证券代码及名称匹配
603097.SH,江苏华辰,江苏华辰,True,matched,filled,filled,preserved,证券代码及名称匹配
603312.SH,西典新能,西典新能,True,matched,filled,filled,preserved,证券代码及名称匹配
920414.BJ,欧普泰,欧普泰,True,matched,filled,filled,preserved,证券代码及名称匹配
920523.BJ,德瑞锂电,德瑞锂电,True,matched,filled,filled,preserved,证券代码及名称匹配
002527.SZ,新时达,新时达,True,matched,filled,filled,preserved,证券代码及名称匹配
000791.SZ,甘肃能源,甘肃能源,True,matched,filled,filled,preserved,证券代码及名称匹配
920985.BJ,海泰新能,海泰新能,True,matched,filled,filled,preserved,证券代码及名称匹配
603218.SH,日月股份,日月股份,True,matched,filled,filled,preserved,证券代码及名称匹配
001283.SZ,豪鹏科技,豪鹏科技,True,matched,filled,filled,preserved,证券代码及名称匹配
600110.SH,诺德股份,诺德股份,True,matched,filled,filled,preserved,证券代码及名称匹配
603556.SH,海兴电力,海兴电力,True,matched,filled,filled,preserved,证券代码及名称匹配
301266.SZ,宇邦新材,宇邦新材,True,matched,filled,filled,preserved,证券代码及名称匹配
301291.SZ,明阳电气,明阳电气,True,matched,filled,filled,preserved,证券代码及名称匹配
301012.SZ,扬电科技,扬电科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002028.SZ,思源电气,思源电气,True,matched,filled,filled,preserved,证券代码及名称匹配
920627.BJ,力王股份,力王股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301063.SZ,海锅股份,海锅股份,True,matched,filled,filled,preserved,证券代码及名称匹配
000899.SZ,赣能股份,赣能股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301278.SZ,快可电子,快可电子,True,matched,filled,filled,preserved,证券代码及名称匹配
301358.SZ,湖南裕能,湖南裕能,True,matched,filled,filled,preserved,证券代码及名称匹配
000407.SZ,胜利股份,胜利股份,True,matched,filled,filled,preserved,证券代码及名称匹配
600241.SH,时代万恒,时代万恒,True,matched,filled,filled,preserved,证券代码及名称匹配
603212.SH,赛伍技术,赛伍技术,True,matched,filled,filled,preserved,证券代码及名称匹配
920152.BJ,昆工科技,昆工科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300776.SZ,帝尔激光,帝尔激光,True,matched,filled,filled,preserved,证券代码及名称匹配
301511.SZ,德福科技,德福科技,True,matched,filled,filled,preserved,证券代码及名称匹配
600478.SH,科力远,科力远,True,matched,filled,filled,preserved,证券代码及名称匹配
300265.SZ,通光线缆,通光线缆,True,matched,filled,filled,preserved,证券代码及名称匹配
688551.SH,科威尔,科威尔,True,matched,filled,filled,preserved,证券代码及名称匹配
600481.SH,双良节能,双良节能,True,matched,filled,filled,preserved,证券代码及名称匹配
920779.BJ,武汉蓝电,武汉蓝电,True,matched,filled,filled,preserved,证券代码及名称匹配
301210.SZ,金杨精密,金杨精密,True,matched,filled,filled,preserved,证券代码及名称匹配
600207.SH,安彩高科,安彩高科,True,matched,filled,filled,preserved,证券代码及名称匹配
02012.HK,SUNSHINE OIL,SUNSHINE OIL,True,matched,filled,filled,preserved,证券代码及名称匹配
002623.SZ,亚玛顿,亚玛顿,True,matched,filled,filled,preserved,证券代码及名称匹配
002015.SZ,协鑫能科,协鑫能科,True,matched,filled,filled,preserved,证券代码及名称匹配
603344.SH,星德胜,星德胜,True,matched,filled,filled,preserved,证券代码及名称匹配
920062.BJ,科润智控,科润智控,True,matched,filled,filled,preserved,证券代码及名称匹配
600758.SH,辽宁能源,辽宁能源,True,matched,filled,filled,preserved,证券代码及名称匹配
920496.BJ,许昌智能,许昌智能,True,matched,filled,filled,preserved,证券代码及名称匹配
01799.HK,XINTE ENERGY,XINTE ENERGY,True,matched,filled,filled,preserved,证券代码及名称匹配
920299.BJ,灿能电力,灿能电力,True,matched,filled,filled,preserved,证券代码及名称匹配
300317.SZ,珈伟新能,珈伟新能,True,matched,filled,filled,preserved,证券代码及名称匹配
002487.SZ,大金重工,大金重工,True,matched,filled,filled,preserved,证券代码及名称匹配
00951.HK,CHAOWEI POWER,CHAOWEI POWER,True,matched,filled,filled,preserved,证券代码及名称匹配
002346.SZ,柘中股份,柘中股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301516.SZ,中远通,中远通,True,matched,filled,filled,preserved,证券代码及名称匹配
002733.SZ,雄韬股份,雄韬股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301349.SZ,信德新材,信德新材,True,matched,filled,filled,preserved,证券代码及名称匹配
300617.SZ,安靠智电,安靠智电,True,matched,filled,filled,preserved,证券代码及名称匹配
920252.BJ,天宏锂电,天宏锂电,True,matched,filled,filled,preserved,证券代码及名称匹配
002580.SZ,圣阳股份,圣阳股份,True,matched,filled,filled,preserved,证券代码及名称匹配
688147.SH,微导纳米,微导纳米,True,matched,filled,filled,preserved,证券代码及名称匹配
002823.SZ,凯中精密,凯中精密,True,matched,filled,filled,preserved,证券代码及名称匹配
301120.SZ,新特电气,新特电气,True,matched,filled,filled,preserved,证券代码及名称匹配
301226.SZ,祥明智能,祥明智能,True,matched,filled,filled,preserved,证券代码及名称匹配
301502.SZ,华阳智能,华阳智能,True,matched,filled,filled,preserved,证券代码及名称匹配
300514.SZ,友讯达,友讯达,True,matched,filled,filled,preserved,证券代码及名称匹配
688353.SH,华盛锂电,华盛锂电,True,matched,filled,filled,preserved,证券代码及名称匹配
300932.SZ,三友联众,三友联众,True,matched,filled,filled,preserved,证券代码及名称匹配
603906.SH,龙蟠科技,龙蟠科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300870.SZ,欧陆通,欧陆通,True,matched,filled,filled,preserved,证券代码及名称匹配
688719.SH,爱科赛博,爱科赛博,True,matched,filled,filled,preserved,证券代码及名称匹配
300907.SZ,康平科技,康平科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300153.SZ,科泰电源,科泰电源,True,matched,filled,filled,preserved,证券代码及名称匹配
300619.SZ,金银河,金银河,True,matched,filled,filled,preserved,证券代码及名称匹配
600969.SH,郴电国际,郴电国际,True,matched,filled,filled,preserved,证券代码及名称匹配
300660.SZ,江苏雷利,江苏雷利,True,matched,filled,filled,preserved,证券代码及名称匹配
688345.SH,博力威,博力威,True,matched,filled,filled,preserved,证券代码及名称匹配
301361.SZ,众智科技,众智科技,True,matched,filled,filled,preserved,证券代码及名称匹配
688392.SH,骄成超声,骄成超声,True,matched,filled,filled,preserved,证券代码及名称匹配
002441.SZ,众业达,众业达,True,matched,filled,filled,preserved,证券代码及名称匹配
603988.SH,中电电机,中电电机,True,matched,filled,filled,preserved,证券代码及名称匹配
920639.BJ,晨光电缆,晨光电缆,True,matched,filled,filled,preserved,证券代码及名称匹配
600869.SH,远东股份,远东股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301023.SZ,奕帆传动,奕帆传动,True,matched,filled,filled,preserved,证券代码及名称匹配
300491.SZ,通合科技,通合科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002692.SZ,远程股份,远程股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002980.SZ,华盛昌,华盛昌,True,matched,filled,filled,preserved,证券代码及名称匹配
601908.SH,京运通,京运通,True,matched,filled,filled,preserved,证券代码及名称匹配
002218.SZ,拓日新能,拓日新能,True,matched,filled,filled,preserved,证券代码及名称匹配
300040.SZ,九洲集团,九洲集团,True,matched,filled,filled,preserved,证券代码及名称匹配
301082.SZ,久盛电气,久盛电气,True,matched,filled,filled,preserved,证券代码及名称匹配
300125.SZ,*ST聆达,*ST聆达,False,matched,filled,filled,preserved,证券代码及名称匹配
000096.SZ,广聚能源,广聚能源,True,matched,filled,filled,preserved,证券代码及名称匹配
688733.SH,壹石通,壹石通,True,matched,filled,filled,preserved,证券代码及名称匹配
300850.SZ,新强联,新强联,True,matched,filled,filled,preserved,证券代码及名称匹配
600458.SH,时代新材,时代新材,True,matched,filled,filled,preserved,证券代码及名称匹配
002366.SZ,融发核电,融发核电,True,matched,filled,filled,preserved,证券代码及名称匹配
301152.SZ,天力锂能,天力锂能,True,matched,filled,filled,preserved,证券代码及名称匹配
301456.SZ,盘古智能,盘古智能,True,matched,filled,filled,preserved,证券代码及名称匹配
000533.SZ,顺钠股份,顺钠股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301232.SZ,飞沃科技,飞沃科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000722.SZ,湖南发展,湖南发展,True,matched,filled,filled,preserved,证券代码及名称匹配
000637.SZ,茂化实华,茂化实华,True,matched,filled,filled,preserved,证券代码及名称匹配
003021.SZ,兆威机电,兆威机电,True,matched,filled,filled,preserved,证券代码及名称匹配
002255.SZ,海陆重工,海陆重工,True,matched,filled,filled,preserved,证券代码及名称匹配
301168.SZ,通灵股份,通灵股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002616.SZ,长青集团,长青集团,True,matched,filled,filled,preserved,证券代码及名称匹配
002576.SZ,通达动力,通达动力,True,matched,filled,filled,preserved,证券代码及名称匹配
688184.SH,ST帕瓦,ST帕瓦,False,matched,filled,filled,preserved,证券代码及名称匹配
601700.SH,风范股份,风范股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300129.SZ,泰胜风能,泰胜风能,True,matched,filled,filled,preserved,证券代码及名称匹配
002339.SZ,积成电子,积成电子,True,matched,filled,filled,preserved,证券代码及名称匹配
603507.SH,振江股份,振江股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300904.SZ,威力传动,威力传动,True,matched,filled,filled,preserved,证券代码及名称匹配
688611.SH,杭州柯林,杭州柯林,True,matched,filled,filled,preserved,证券代码及名称匹配
300001.SZ,特锐德,特锐德,True,matched,filled,filled,preserved,证券代码及名称匹配
002451.SZ,摩恩电气,摩恩电气,True,matched,filled,filled,preserved,证券代码及名称匹配
002805.SZ,丰元股份,丰元股份,True,matched,filled,filled,preserved,证券代码及名称匹配
920556.BJ,雅达股份,雅达股份,True,matched,filled,filled,preserved,证券代码及名称匹配
605222.SH,起帆电缆,起帆电缆,True,matched,filled,filled,preserved,证券代码及名称匹配
300068.SZ,ST南都,ST南都,False,matched,filled,filled,preserved,证券代码及名称匹配
920046.BJ,亿能电力,亿能电力,True,matched,filled,filled,preserved,证券代码及名称匹配
603333.SH,福华尚纬,福华尚纬,True,matched,filled,filled,preserved,证券代码及名称匹配
601233.SH,桐昆股份,桐昆股份,True,matched,filled,filled,preserved,证券代码及名称匹配
601778.SH,晶科科技,晶科科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002892.SZ,科力尔,科力尔,True,matched,filled,filled,preserved,证券代码及名称匹配
301121.SZ,紫建电子,紫建电子,True,matched,filled,filled,preserved,证券代码及名称匹配
300827.SZ,上能电气,上能电气,True,matched,filled,filled,preserved,证券代码及名称匹配
000037.SZ,深南电A,深南电A,True,matched,filled,filled,preserved,证券代码及名称匹配
920375.BJ,派诺科技,派诺科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000821.SZ,ST京机,ST京机,False,matched,filled,filled,preserved,证券代码及名称匹配
002112.SZ,三变科技,三变科技,True,matched,filled,filled,preserved,证券代码及名称匹配
600152.SH,维科技术,维科技术,True,matched,filled,filled,preserved,证券代码及名称匹配
600617.SH,国新能源,国新能源,True,matched,filled,filled,preserved,证券代码及名称匹配
920239.BJ,长虹能源,长虹能源,True,matched,filled,filled,preserved,证券代码及名称匹配
300443.SZ,金雷股份,金雷股份,True,matched,filled,filled,preserved,证券代码及名称匹配
688330.SH,宏力达,宏力达,True,matched,filled,filled,preserved,证券代码及名称匹配
300051.SZ,琏升科技,琏升科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300933.SZ,中辰股份,中辰股份,True,matched,filled,filled,preserved,证券代码及名称匹配
920522.BJ,纳科诺尔,纳科诺尔,True,matched,filled,filled,preserved,证券代码及名称匹配
688573.SH,信宇人,信宇人,True,matched,filled,filled,preserved,证券代码及名称匹配
603050.SH,科林电气,科林电气,True,matched,filled,filled,preserved,证券代码及名称匹配
603727.SH,博迈科,博迈科,True,matched,filled,filled,preserved,证券代码及名称匹配
300724.SZ,捷佳伟创,捷佳伟创,True,matched,filled,filled,preserved,证券代码及名称匹配
301487.SZ,盟固利,盟固利,True,matched,filled,filled,preserved,证券代码及名称匹配
300035.SZ,中科电气,中科电气,True,matched,filled,filled,preserved,证券代码及名称匹配
603396.SH,金辰股份,金辰股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300409.SZ,道氏技术,道氏技术,True,matched,filled,filled,preserved,证券代码及名称匹配
300283.SZ,温州宏丰,温州宏丰,True,matched,filled,filled,preserved,证券代码及名称匹配
301040.SZ,中环海陆,中环海陆,True,matched,filled,filled,preserved,证券代码及名称匹配
300510.SZ,金冠股份,金冠股份,True,matched,filled,filled,preserved,证券代码及名称匹配
603897.SH,长城科技,长城科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000421.SZ,南京公用,南京公用,True,matched,filled,filled,preserved,证券代码及名称匹配
601669.SH,中国电建,中国电建,True,matched,filled,filled,preserved,证券代码及名称匹配
603819.SH,神力股份,神力股份,True,matched,filled,filled,preserved,证券代码及名称匹配
600387.SH,海越能源集团股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
002927.SZ,泰永长征,泰永长征,True,matched,filled,filled,preserved,证券代码及名称匹配
920368.BJ,连城数控,连城数控,True,matched,filled,filled,preserved,证券代码及名称匹配
300427.SZ,红相股份,红相股份,True,matched,filled,filled,preserved,证券代码及名称匹配
601868.SH,中国能建,中国能建,True,matched,filled,filled,preserved,证券代码及名称匹配
600759.SH,ST洲际,ST洲际,False,matched,filled,filled,preserved,证券代码及名称匹配
688638.SH,誉辰智能,誉辰智能,True,matched,filled,filled,preserved,证券代码及名称匹配
300690.SZ,双一科技,双一科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300018.SZ,中元股份,中元股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300477.SZ,ST合纵,ST合纵,False,matched,filled,filled,preserved,证券代码及名称匹配
600509.SH,天富能源,天富能源,True,matched,filled,filled,preserved,证券代码及名称匹配
002358.SZ,森源电气,森源电气,True,matched,filled,filled,preserved,证券代码及名称匹配
300953.SZ,震裕科技,震裕科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000669.SZ,ST金鸿,ST金鸿,False,matched,filled,filled,preserved,证券代码及名称匹配
688148.SH,芳源股份,芳源股份,True,matched,filled,filled,preserved,证券代码及名称匹配
301163.SZ,宏德股份,宏德股份,True,matched,filled,filled,preserved,证券代码及名称匹配
000601.SZ,韶能股份,韶能股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002610.SZ,浙江爱康新能源科技股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
300457.SZ,赢合科技,赢合科技,True,matched,filled,filled,preserved,证券代码及名称匹配
000531.SZ,穗恒运Ａ,穗恒运Ａ,True,matched,filled,filled,preserved,证券代码及名称匹配
300141.SZ,和顺电气,和顺电气,True,matched,filled,filled,preserved,证券代码及名称匹配
601611.SH,中国核建,中国核建,True,matched,filled,filled,preserved,证券代码及名称匹配
600719.SH,大连热电,大连热电,True,matched,filled,filled,preserved,证券代码及名称匹配
605066.SH,天正电气,天正电气,True,matched,filled,filled,preserved,证券代码及名称匹配
002452.SZ,长高电气,长高电气,True,matched,filled,filled,preserved,证券代码及名称匹配
002857.SZ,三晖电气,三晖电气,True,matched,filled,filled,preserved,证券代码及名称匹配
300842.SZ,帝科股份,帝科股份,True,matched,filled,filled,preserved,证券代码及名称匹配
600333.SH,长春燃气,长春燃气,True,matched,filled,filled,preserved,证券代码及名称匹配
600149.SH,廊坊发展,廊坊发展,True,matched,filled,filled,preserved,证券代码及名称匹配
603798.SH,康普顿,康普顿,True,matched,filled,filled,preserved,证券代码及名称匹配
002090.SZ,金智科技,金智科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002471.SZ,中超控股,中超控股,True,matched,filled,filled,preserved,证券代码及名称匹配
603530.SH,神马电力,神马电力,True,matched,filled,filled,preserved,证券代码及名称匹配
000767.SZ,晋控电力,晋控电力,True,matched,filled,filled,preserved,证券代码及名称匹配
600397.SH,江钨装备,江钨装备,True,matched,filled,filled,preserved,证券代码及名称匹配
300140.SZ,节能环境,节能环境,True,matched,filled,filled,preserved,证券代码及名称匹配
00704.HK,HUSCOKE HLDGS,HUSCOKE HLDGS,True,matched,filled,filled,preserved,证券代码及名称匹配
002546.SZ,新联电子,新联电子,True,matched,filled,filled,preserved,证券代码及名称匹配
300648.SZ,星云股份,星云股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002665.SZ,首航高科能源技术股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
002879.SZ,长缆科技,长缆科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002227.SZ,*ST特迅,*ST特迅,False,matched,filled,filled,preserved,证券代码及名称匹配
001896.SZ,豫能控股,豫能控股,True,matched,filled,filled,preserved,证券代码及名称匹配
08132.HK,CENTURY EN INTL,CENTURY EN INTL,True,matched,filled,filled,preserved,证券代码及名称匹配
