company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
000027.SZ,Q_E_ENERGY_INTENSITY,filled_missing,2510.0,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/6f7301c7-7dd9-417b-8c1d-c8e32fe5ab83.PDF,data/raw/ci_collection/000027.SZ/2025/esg_report.pdf
000531.SZ,Q_E_CLEAN_ENERGY_INTENSITY,filled_missing,9.011797544006887,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/866c66bc-5465-495f-ab60-3dc494cd71bc.PDF,data/raw/000531.SZ/2025/esg_report.pdf
000531.SZ,Q_E_WATER_INTENSITY,filled_missing,1439105.321123836,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/866c66bc-5465-495f-ab60-3dc494cd71bc.PDF,data/raw/000531.SZ/2025/esg_report.pdf
000543.SZ,Q_E_ENERGY_INTENSITY,filled_missing,4033.4712752952532,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/07509de1-a0fd-43c0-b1fd-9c9d001f4d73.PDF,data/raw/000543.SZ/2025/esg_report.pdf
00196.HK,Q_E_GHG_INTENSITY,filled_missing,45.1842325147042,,EXCHANGE,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042703134.pdf,data/raw/hkex_reports/00196.HK/2025/esg_report.pdf
002015.SZ,Q_E_WATER_INTENSITY,filled_missing,23613.53551017406,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9e947d1c-716e-4a41-bc89-b7a09589c7e3.PDF,data/raw/ci_collection/002015.SZ/2025/esg_report.pdf
002927.SZ,Q_E_WATER_INTENSITY,filled_missing,328.6914396714006,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/876856cf-8cc3-4a9c-b1e0-27e3dbbe87e7.PDF,data/raw/ci_collection/002927.SZ/2025/esg_report.pdf
02380.HK,Q_E_GHG_INTENSITY,filled_missing,10259.548856127496,,EXCHANGE,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400700.pdf,data/raw/hkex_reports/02380.HK/2025/esg_report.pdf
300001.SZ,Q_E_WATER_INTENSITY,filled_missing,160.0,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-09/5a19c57d-33f5-4dfc-8fc0-7c04f2635dae.PDF,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/300001.SZ/2025/esg_report.pdf
300207.SZ,Q_E_ENERGY_INTENSITY,filled_missing,60.0,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/45d6ae3e-6fea-40f6-87e8-df0d65a12052.PDF,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/300207.SZ/2025/esg_report.pdf
300376.SZ,Q_E_GHG_INTENSITY,filled_missing,18.32313191351207,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF,data/raw/ci_collection/300376.SZ/2025/esg_report.pdf
300376.SZ,Q_E_GHG_REDUCTION_RATE,filled_missing,4.49441074228069,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF,data/raw/ci_collection/300376.SZ/2025/esg_report.pdf
300376.SZ,Q_E_WATER_INTENSITY,filled_missing,508.6866738673367,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-06-06/94204d09-d9fa-425a-b45c-117860f9acdd.PDF,data/raw/ci_collection/300376.SZ/2025/esg_report.pdf
300438.SZ,Q_E_GHG_INTENSITY,filled_missing,382.5932473774485,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/bb9e5b18-c373-4dbe-992d-8129c98762ac.PDF,data/raw/ci_collection/300438.SZ/2025/esg_report.pdf
300690.SZ,Q_E_GHG_INTENSITY,replaced_higher_authority,140.1,140.111093198,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-30/1225254216.PDF,data/raw/ci_collection/300690.SZ/2025/esg_report.pdf
300820.SZ,Q_E_GHG_REDUCTION_RATE,filled_missing,98.44043526034098,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/d57466ad-74e2-4988-b3aa-99cfe082f8e0.PDF,data/raw/ci_collection/300820.SZ/2025/esg_report.pdf
301291.SZ,Q_E_ENERGY_INTENSITY,filled_missing,6.268877136821703,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-29/1225224719.PDF,data/raw/cninfo_esg_gap_collection/301291.SZ/2025/esg_report.pdf
301386.SZ,Q_E_WATER_INTENSITY,filled_missing,489.0486251299994,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF,data/raw/301386.SZ/2025/esg_report.pdf
600028.SH,Q_E_ENERGY_INTENSITY,filled_missing,229.6707912068726,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-23/600028_20260323_QZ7Y.pdf,data/raw/600028.SH/2025/esg_report.pdf
600163.SH,Q_E_GHG_INTENSITY,filled_missing,34.420180595946796,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/600163_20260429_CZA3.pdf,data/raw/600163.SH/2025/esg_report.pdf
600167.SH,Q_E_WATER_INTENSITY,filled_missing,14501.320530393432,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/600167_20260429_VV2S.pdf,data/raw/600167.SH/2025/esg_report.pdf
600346.SH,Q_E_ENERGY_INTENSITY,filled_missing,820.6,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-12/600346_20260512_9H2H.pdf,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/600346.SH/2025/esg_report.pdf
600346.SH,Q_E_GHG_INTENSITY,replaced_higher_authority,2286.2,228620.0,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-12/600346_20260512_9H2H.pdf,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/600346.SH/2025/esg_report.pdf
600482.SH,Q_E_GHG_INTENSITY,filled_missing,121.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600482_20260430_PH30.pdf,data/raw/ci_collection/600482.SH/2025/esg_report.pdf
600508.SH,Q_E_ENERGY_INTENSITY,filled_missing,860.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/600508_20260328_MJBD.pdf,data/raw/ci_collection/600508.SH/2025/esg_report.pdf
600744.SH,Q_E_GHG_INTENSITY,replaced_higher_authority,16720.5,21602.9624354,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-23/600744_20260423_ZMP3.pdf,data/raw/ci_collection/600744.SH/2025/esg_report.pdf
600795.SH,Q_E_GHG_INTENSITY,filled_missing,13238.76099987397,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-15/600795_20260415_TZB0.pdf,data/raw/600795.SH/2025/esg_report.pdf
600795.SH,Q_E_GHG_REDUCTION_RATE,filled_missing,28.36664625132733,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-15/600795_20260415_TZB0.pdf,data/raw/600795.SH/2025/esg_report.pdf
600885.SH,Q_E_GHG_INTENSITY,filled_missing,100.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-30/600885_20260530_FZ6U.pdf,data/raw/ci_collection/600885.SH/2025/esg_report.pdf
600905.SH,Q_E_GHG_INTENSITY,filled_missing,95.62765633748529,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600905_20260430_UP3C.pdf,data/raw/600905.SH/2025/esg_report.pdf
600905.SH,Q_E_GHG_REDUCTION_RATE,filled_missing,-3.1576668287346545,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600905_20260430_UP3C.pdf,data/raw/600905.SH/2025/esg_report.pdf
601012.SH,Q_E_GHG_REDUCTION_RATE,filled_missing,-0.13425612417279667,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/601012_20260429_7BCR.pdf,data/raw/601012.SH/2025/esg_report.pdf
601666.SH,Q_E_GHG_INTENSITY,filled_missing,3733.3517468404425,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/601666_20260430_JAIZ.pdf,data/raw/601666.SH/2025/esg_report.pdf
601727.SH,Q_E_GHG_INTENSITY,filled_missing,26.20487136676035,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/601727_20260331_BXF7.pdf,data/raw/601727.SH/2025/esg_report.pdf
603031.SH,Q_E_WATER_INTENSITY,filled_missing,581.7865052683173,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-10/603031_20260310_BJMG.pdf,data/raw/603031.SH/2025/esg_report.pdf
603063.SH,Q_E_GHG_INTENSITY,filled_missing,18.700000000000003,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-26/603063_20260326_F1ED.pdf,data/raw/ci_collection/603063.SH/2025/esg_report.pdf
603689.SH,Q_E_WATER_INTENSITY,filled_missing,22.13623493561361,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-10/603689_20260410_1GH4.pdf,data/raw/603689.SH/2025/esg_report.pdf
605117.SH,Q_E_ENERGY_INTENSITY,filled_missing,10.27029079796423,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-10/605117_20260410_VVEU.pdf,data/raw/605117.SH/2025/esg_report.pdf
605162.SH,Q_E_GHG_INTENSITY,filled_missing,12145.526369139872,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-25/605162_20260425_PWMB.pdf,data/raw/605162.SH/2025/esg_report.pdf
688032.SH,Q_E_ENERGY_INTENSITY,filled_missing,6.5,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688032_20260430_L080.pdf,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/688032.SH/2025/esg_report.pdf
688032.SH,Q_E_GHG_INTENSITY,filled_missing,22.200000000000003,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688032_20260430_L080.pdf,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/688032.SH/2025/esg_report.pdf
688339.SH,Q_E_GHG_INTENSITY,filled_missing,317.2695003777018,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688339_20260430_Z9RG.pdf,data/raw/688339.SH/2025/esg_report.pdf
688339.SH,Q_E_WATER_INTENSITY,filled_missing,1007.3942908818186,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/688339_20260430_Z9RG.pdf,data/raw/688339.SH/2025/esg_report.pdf
688390.SH,Q_E_GHG_INTENSITY,filled_missing,40.97901310605659,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-29/688390_20260429_CF0A.pdf,data/raw/688390.SH/2025/esg_report.pdf
688551.SH,Q_E_GHG_INTENSITY,filled_missing,28.812258445417488,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-24/688551_20260424_AJVK.pdf,data/raw/688551.SH/2025/esg_report.pdf
688660.SH,Q_E_CLEAN_ENERGY_INTENSITY,filled_missing,0.08020498688000187,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-21/688660_20260421_KRBF.pdf,data/raw/688660.SH/2025/esg_report.pdf
688660.SH,Q_E_ENERGY_INTENSITY,filled_missing,1.7,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-21/688660_20260421_KRBF.pdf,data/raw/ci_collection/688660.SH/2025/esg_report.pdf
688660.SH,Q_E_GHG_INTENSITY,filled_missing,6.8999999999999995,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-21/688660_20260421_KRBF.pdf,data/raw/ci_collection/688660.SH/2025/esg_report.pdf
688660.SH,Q_E_WATER_INTENSITY,filled_missing,50.0,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-21/688660_20260421_KRBF.pdf,data/raw/ci_collection/688660.SH/2025/esg_report.pdf
688819.SH,Q_E_CLEAN_ENERGY_INTENSITY,filled_missing,2.8799697341159516,,EXCHANGE,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/688819_20260328_76I5.pdf,data/raw/688819.SH/2025/esg_report.pdf
920496.BJ,Q_E_GHG_INTENSITY,filled_missing,14.5,,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-29/1225267655.PDF,data/raw/cninfo_esg_gap_collection/920496.BJ/2025/esg_report.pdf
