company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
000027.SZ,Q_E_GHG_INTENSITY,filled_missing,6893.589788919759,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/6f7301c7-7dd9-417b-8c1d-c8e32fe5ab83.PDF,data/raw/000027.SZ/2025/esg_report.pdf
000027.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,61.99,61.9918441032,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/e81dfe3f-d725-44b0-a5a9-90166c2caba4.PDF,data/raw/ci_collection/000027.SZ/2025/annual_report.pdf
000037.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,65.0,23.1866706891,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/ab7b9153-90c7-417a-8a30-591e987fe1b4.PDF,data/raw/ci_collection/000037.SZ/2025/annual_report.pdf
000155.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,52.94,52.9400441484,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/0b85e5a8-fab9-44e9-89ce-b4c5ff94c4a3.PDF,data/raw/ci_collection/000155.SZ/2025/annual_report.pdf
000400.SZ,Q_S_ENV_INVEST_RATE,filled_missing,0.03,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/0ec99d43-1ee6-4265-a9ac-eb924c3f937a.PDF,data/raw/ci_collection/000400.SZ/2025/esg_report.pdf
000537.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,73.81,73.8116910398,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/b1bb7df3-3ace-455c-94b0-b2593b344572.PDF,data/raw/ci_collection/000537.SZ/2025/annual_report.pdf
000543.SZ,Q_E_GHG_INTENSITY,filled_missing,14465.079712686194,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/07509de1-a0fd-43c0-b1fd-9c9d001f4d73.PDF,data/raw/000543.SZ/2025/esg_report.pdf
000591.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,53.89,53.8900771071,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/e4246dbf-16d3-426d-853d-fb06a648fc88.PDF,data/raw/ci_collection/000591.SZ/2025/annual_report.pdf
000600.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,59.18,59.1779220774,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/c569a305-bce8-4d42-9786-6f96640344f6.PDF,data/raw/ci_collection/000600.SZ/2025/annual_report.pdf
000637.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,69.03,69.0333189981,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/9ee7b32c-9375-494b-a7df-e1467b8af59b.PDF,data/raw/ci_collection/000637.SZ/2025/annual_report.pdf
000692.SZ,Q_G_ROE,filled_missing,-32.15,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/a0c3e46c-096c-4bae-b85e-34d7a86f0fde.PDF,data/raw/ci_collection/000692.SZ/2025/annual_report.pdf
000720.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,58.27,58.2657911225,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/59929986-3982-402a-922b-c4fa8af50167.PDF,data/raw/ci_collection/000720.SZ/2025/annual_report.pdf
000722.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,10.09,10.08570475,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-04/50851f44-a53c-4649-9e1f-666e4ccf3b4f.PDF,data/raw/ci_collection/000722.SZ/2025/annual_report.pdf
000723.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,65.15,65.1526335039,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/90902e19-f604-493b-bcde-74396cf3858a.PDF,data/raw/ci_collection/000723.SZ/2025/annual_report.pdf
000767.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,81.37,81.3668982979,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/2acf2511-82ce-4e87-8469-75e628a11616.PDF,data/raw/ci_collection/000767.SZ/2025/annual_report.pdf
000791.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,52.35,52.3510910561,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/10221d94-7e0e-445d-b125-c8ae644724cc.PDF,data/raw/ci_collection/000791.SZ/2025/annual_report.pdf
000875.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,69.57,69.5665001808,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/64af4bfa-5ad4-4edf-b789-beb9eee1d5e4.PDF,data/raw/ci_collection/000875.SZ/2025/annual_report.pdf
000883.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,55.84,55.8358715673,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/7cb29321-483e-4cc9-82de-4ecc59dbb3b6.PDF,data/raw/ci_collection/000883.SZ/2025/annual_report.pdf
000899.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,65.33,65.3259114695,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-18/a7f2febb-f881-4856-b224-636c65c34b6f.PDF,data/raw/ci_collection/000899.SZ/2025/annual_report.pdf
000937.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,59.54,59.5350320252,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/e44b0814-6036-40c4-a477-98173145ea75.PDF,data/raw/ci_collection/000937.SZ/2025/annual_report.pdf
000968.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,43.4,43.3983641174,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/e8e58391-9f7d-4e3e-a20f-f91de853f3ff.PDF,data/raw/ci_collection/000968.SZ/2025/annual_report.pdf
001258.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,75.91,75.913255139,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/c4de7ed7-ade8-4b19-862a-a453dfedb428.PDF,data/raw/ci_collection/001258.SZ/2025/annual_report.pdf
001269.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,58.35,58.3500256791,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/902f94d2-33d3-4e7c-9c36-ecab85315b76.PDF,data/raw/ci_collection/001269.SZ/2025/annual_report.pdf
001283.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,58.94,58.941654877,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/2b63f8cc-9b74-4cda-8d1b-f80d8ecb7c70.PDF,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/001283.SZ/2025/annual_report.pdf
001289.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,66.55,66.5494293863,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-01/fac89145-0b4c-4e33-8bf0-d72fb2f548d4.PDF,data/raw/ci_collection/001289.SZ/2025/annual_report.pdf
001301.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,40.26,40.2622166709,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-22/d209877c-7229-4b60-8107-63d0d7bdefeb.PDF,data/raw/ci_collection/001301.SZ/2025/annual_report.pdf
001896.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,86.8,86.803188346,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-31/29426423-51db-4e0f-91b9-a1a8b18c2613.PDF,data/raw/ci_collection/001896.SZ/2025/annual_report.pdf
002039.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,48.85,48.8484298135,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-03/08b895dd-7fed-43d3-b09d-df7e6b89ba5b.PDF,data/raw/ci_collection/002039.SZ/2025/annual_report.pdf
002074.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,70.99,70.988884644,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/24ee6bf9-6daa-4f4f-ae46-12dfbe099287.pdf,data/raw/ci_collection/002074.SZ/2025/annual_report.pdf
002125.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,36.51,36.5102906735,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/9814767f-89f7-43fb-8dcd-d31745ba9093.PDF,data/raw/ci_collection/002125.SZ/2025/annual_report.pdf
002196.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,69.85,69.8458608304,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/a456e582-fc19-4d59-8b58-e99ef54d92d5.PDF,data/raw/ci_collection/002196.SZ/2025/annual_report.pdf
002202.SZ,Q_E_WATER_INTENSITY,filled_missing,113.2649424032925,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/ae7c64ee-35d0-4a13-9b80-34c50e1c3254.PDF,data/raw/ci_collection/002202.SZ/2025/esg_report.pdf
002202.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,71.66,71.6624008693,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-28/7c7c2787-dabb-4ae2-8802-72b5b47a462a.PDF,data/raw/ci_collection/002202.SZ/2025/annual_report.pdf
002218.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,38.93,38.9293700646,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/d241f8a1-28ab-41f5-b48e-bd130c85cc84.PDF,data/raw/ci_collection/002218.SZ/2025/annual_report.pdf
002221.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,72.2,72.2016206142,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/ba4f5e7f-c222-4b3d-a472-0235e3269623.PDF,data/raw/ci_collection/002221.SZ/2025/annual_report.pdf
002245.SZ,Q_G_ROE,filled_missing,9.77,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-14/f2df9f6e-7c03-4781-93df-51c9a7e0d2da.PDF,data/raw/ci_collection/002245.SZ/2025/annual_report.pdf
002259.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,70.69,52.0461722482,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/4d6f83d6-74b7-443b-afd6-804de9cfe00d.PDF,data/raw/ci_collection/002259.SZ/2025/annual_report.pdf
002267.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,52.97,52.9682136101,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/a57a38df-881c-4609-b9f0-b3944a2ab170.PDF,data/raw/ci_collection/002267.SZ/2025/annual_report.pdf
002276.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,62.56,62.5559487015,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/a33f650e-46b9-4ed5-a58a-79e77f2f5592.PDF,data/raw/ci_collection/002276.SZ/2025/annual_report.pdf
002335.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,53.59,53.5904066475,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-27/ca319cfc-8b2d-47a0-b519-d422aed39d46.PDF,data/raw/ci_collection/002335.SZ/2025/annual_report.pdf
002340.SZ,Q_E_GHG_INTENSITY,filled_missing,297.4178750446367,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-22/93f3667c-ac16-408f-8b9b-1c4ee717e477.PDF,data/raw/ci_collection/002340.SZ/2025/esg_report.pdf
002340.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,65.8,65.8036933222,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-22/b4675097-7e47-4cc6-898b-281ace34ff8f.PDF,data/raw/ci_collection/002340.SZ/2025/annual_report.pdf
002350.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,70.0,40.9212746818,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/1a9512d7-e08f-4e67-acbd-8076e88ce903.PDF,data/raw/ci_collection/002350.SZ/2025/annual_report.pdf
002364.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,40.83,40.8250096173,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/d0543cb8-6de6-4606-9add-49a587d32b30.PDF,data/raw/ci_collection/002364.SZ/2025/annual_report.pdf
002452.SZ,Q_G_DEBT_ASSET_RATE,replaced_higher_authority,27.47,27.4717207369,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-27/8394b347-a51f-43a9-b0bd-3a8cc0d14839.PDF,data/raw/ci_collection/002452.SZ/2025/annual_report.pdf
