company_code,company_name,official_domain,candidate_url,source_channel,evidence_file,evidence_snippet,evidence_count,verification_status,next_action
00600.HK,AXERA,axera-tech.com,https://axera-tech.com/,document_text_url,data/text/hkex_reports/00600.HK/0/listing_document.txt,www.axera-tech.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00607.HK,FULLSHARE,fullshare.com,https://fullshare.com/,document_text_url,data/text/hkex_reports/00607.HK/2025/annual_report.txt,www.fullshare.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00645.HK,ARES ASIA,aresasialtd.com,https://aresasialtd.com/,document_text_url,data/text/hkex_reports/00645.HK/2025/annual_report.txt,www.aresasialtd.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00650.HK,PRODUCTIVE TECH,pdt-techs.com,https://pdt-techs.com/,document_text_url,data/text/00650.HK/2025/annual_report.txt,www.pdt-techs.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00666.HK,REPT BATTERO,reptbattero.com,https://reptbattero.com/,document_text_url,data/text/hkex_reports/00666.HK/2025/annual_report.txt,www.reptbattero.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00702.HK,SINO OIL & GAS,sino-oilgas.hk,https://sino-oilgas.hk/,document_text_url,data/text/00702.HK/2023/annual_report.txt,www.sino-oilgas.hk,1,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
00951.HK,CHAOWEI POWER,chaowei.com.hk,https://chaowei.com.hk/,document_text_url,data/text/hkex_reports/00951.HK/2025/annual_report.txt,www.chaowei.com.hk,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01080.HK,SHENGLI PIPE,forvismazars.com,https://forvismazars.com/,document_text_url,data/text/hkex_reports/01080.HK/2025/annual_report.txt,www.forvismazars.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01083.HK,TG SMART ENERGY,towngassmartenergy.com,https://towngassmartenergy.com/,document_text_url,data/text/hkex_reports/01083.HK/2025/annual_report.txt,www.towngassmartenergy.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01193.HK,CHINA RES GAS,crcgas.com,https://crcgas.com/,document_text_url,data/text/hkex_reports/01193.HK/2025/annual_report.txt,www.crcgas.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01251.HK,SPT ENERGY,sptenergygroup.com,https://sptenergygroup.com/,document_text_url,data/text/hkex_reports/01251.HK/2025/annual_report.txt,www.sptenergygroup.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01277.HK,KINETIC DEV,kineticme.com,https://kineticme.com/,document_text_url,data/text/hkex_reports/01277.HK/2025/annual_report.txt,www.kineticme.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01600.HK,TIAN LUN GAS,tianlungas.com,https://tianlungas.com/,document_text_url,data/text/hkex_reports/01600.HK/2025/annual_report.txt,www.tianlungas.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01608.HK,VPOWER GROUP,vpower.com,https://vpower.com/,document_text_url,data/text/hkex_reports/01608.HK/2025/annual_report.txt,www.vpower.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01621.HK,VICO INTL HLDGS,vicointernational.hk,https://vicointernational.hk/,document_text_url,data/text/hkex_reports/01621.HK/2025/annual_report.txt,www.vicointernational.hk,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01623.HK,HILONG,hilonggroup.com,https://hilonggroup.com/,document_text_url,data/text/hkex_reports/01623.HK/2025/annual_report.txt,www.hilonggroup.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01799.HK,XINTE ENERGY,xinteenergy.com,https://xinteenergy.com/,document_text_url,data/text/hkex_reports/01799.HK/2025/annual_report.txt,www.xinteenergy.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01811.HK,CGN NEW ENERGY,cgnne.com,https://cgnne.com/,document_text_url,data/text/hkex_reports/01811.HK/2025/annual_report.txt,www.cgnne.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
01940.HK,CGII HLDGS,cgiihldgs.com,https://cgiihldgs.com/,document_text_url,data/text/hkex_reports/01940.HK/2025/annual_report.txt,www.cgiihldgs.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
02012.HK,SUNSHINE OIL,sedar.com,https://sedar.com/,document_text_url,data/text/hkex_reports/02012.HK/2025/annual_report.txt,www.sedar.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
02236.HK,WISON ENGRG,wison-engineering.com,https://wison-engineering.com/,document_text_url,data/text/hkex_reports/02236.HK/2025/annual_report.txt,www.wison-engineering.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
02728.HK,JINTAI ENERGY H,jintaienergy.com,https://jintaienergy.com/,document_text_url,data/text/hkex_reports/02728.HK/2025/annual_report.txt,www.jintaienergy.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
02798.HK,PER ENERGY,perennialenergy.hk,https://perennialenergy.hk/,document_text_url,data/text/hkex_reports/02798.HK/2025/annual_report.txt,www.perennialenergy.hk,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
03337.HK,ANTON OILFIELD,antonoil.com,https://antonoil.com/,document_text_url,data/text/hkex_reports/03337.HK/2025/annual_report.txt,www.antonoil.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
03395.HK,JX ENERGY,moore.hk,https://moore.hk/,document_text_url,data/text/hkex_reports/03395.HK/2025/annual_report.txt,www.moore.hk,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
03633.HK,ZHONGYU ENERGY,zhongyuenergy.com,https://zhongyuenergy.com/,document_text_url,data/text/hkex_reports/03633.HK/2025/annual_report.txt,www.zhongyuenergy.com,6,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
03668.HK,YANCOAL AUS,yancoal.com,https://yancoal.com/,document_text_url,data/text/hkex_reports/03668.HK/2025/annual_report.txt,www.yancoal.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
08132.HK,CENTURY EN INTL,8132century.com,https://8132century.com/,document_text_url,data/text/hkex_reports/08132.HK/2025/annual_report.txt,www.8132century.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
08347.HK,F8 ENT,f8.com.hk,https://f8.com.hk/,document_text_url,data/text/08347.HK/2025/annual_report.txt,www.f8.com.hk,4,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
08536.HK,TL NATURAL GAS,tl-cng.com,https://tl-cng.com/,document_text_url,data/text/hkex_reports/08536.HK/2025/annual_report.txt,www.tl-cng.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
08631.HK,YUFENGCHANG HLD,skhl.com.hk,https://skhl.com.hk/,document_text_url,data/text/hkex_reports/08631.HK/0/name_change_announcement.txt,www.skhl.com.hk,1,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
09689.HK,JTF INTL,jtfoil.com,https://jtfoil.com/,document_text_url,data/text/hkex_reports/09689.HK/2025/annual_report.txt,www.jtfoil.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300014.SZ,亿纬锂能,evebattery.com,https://evebattery.com/,document_text_website_field,data/text/ci_collection/300014.SZ/2025/annual_report.txt,公司网址 www.evebattery.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300040.SZ,九洲集团,jiuzhougroup.com,https://jiuzhougroup.com/,document_text_website_field,data/text/ci_collection/300040.SZ/2025/annual_report.txt,公司网址 www.jiuzhougroup.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300062.SZ,中能电气,ceepower.com,https://ceepower.com/,document_text_website_field,data/text/ci_collection/300062.SZ/2025/annual_report.txt,公司网址 www.ceepower.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300153.SZ,科泰电源,cooltechsh.com,https://cooltechsh.com/,document_text_website_field,data/text/ci_collection/300153.SZ/2025/annual_report.txt,公司网址 www.cooltechsh.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300185.SZ,通裕重工,tongyuheavy.com,https://tongyuheavy.com/,document_text_website_field,data/text/ci_collection/300185.SZ/2025/annual_report.txt,公司网址 www.tongyuheavy.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300191.SZ,潜能恒信,sinogeo.com,https://sinogeo.com/,document_text_website_field,data/text/ci_collection/300191.SZ/2025/annual_report.txt,公司网址 www.sinogeo.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300222.SZ,科大智能,csg.com.cn,https://csg.com.cn/,document_text_website_field,data/text/ci_collection/300222.SZ/2025/annual_report.txt,公司网址 www.csg.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300265.SZ,通光线缆,tgjt.cn,https://tgjt.cn/,document_text_website_field,data/text/ci_collection/300265.SZ/2025/annual_report.txt,公司网址 www.tgjt.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300286.SZ,安科瑞,acrel.cn,https://acrel.cn/,document_text_website_field,data/text/ci_collection/300286.SZ/2025/annual_report.txt,公司网址 www.acrel.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300317.SZ,珈伟新能,jiawei.com,https://jiawei.com/,document_text_website_field,data/text/ci_collection/300317.SZ/2025/annual_report.txt,公司网址 www.jiawei.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300332.SZ,天壕能源,thny.cc,https://thny.cc/,eastmoney_f10_gswz,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/CompanySurveyAjax?code=SZ300332,gswz=www.thny.cc,1,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300360.SZ,炬华科技,sunrisemeter.com,https://sunrisemeter.com/,document_text_website_field,data/text/ci_collection/300360.SZ/2025/annual_report.txt,公司网址 www.sunrisemeter.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300376.SZ,易事特,eastups.com,https://eastups.com/,document_text_website_field,data/text/ci_collection/300376.SZ/2025/annual_report.txt,公司网址 www.eastups.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300390.SZ,天华新能,canmax.com.cn,https://canmax.com.cn/,document_text_website_field,data/text/ci_collection/300390.SZ/2025/annual_report.txt,公司网址 www.canmax.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300393.SZ,中来股份,jolywood.cn,https://jolywood.cn/,document_text_website_field,data/text/ci_collection/300393.SZ/2025/annual_report.txt,公司网址 www.jolywood.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300407.SZ,凯发电气,keyvia.cn,https://keyvia.cn/,document_text_website_field,data/text/ci_collection/300407.SZ/2025/annual_report.txt,公司网址 www.keyvia.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300409.SZ,道氏技术,dowstone.com.cn,https://dowstone.com.cn/,document_text_website_field,data/text/ci_collection/300409.SZ/2025/annual_report.txt,公司网址 www.dowstone.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300423.SZ,昇辉科技,sunflytech.com,https://sunflytech.com/,document_text_website_field,data/text/ci_collection/300423.SZ/2025/annual_report.txt,公司网址 www.sunflytech.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300438.SZ,鹏辉能源,greatpower.net,https://greatpower.net/,document_text_website_field,data/text/ci_collection/300438.SZ/2025/annual_report.txt,公司网址 www.greatpower.net,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300444.SZ,双杰电气,sojoline.com,https://sojoline.com/,document_text_website_field,data/text/ci_collection/300444.SZ/2025/annual_report.txt,公司网址 www.sojoline.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300450.SZ,先导智能,leadintelligent.com,https://leadintelligent.com/,document_text_website_field,data/text/ci_collection/300450.SZ/2025/annual_report.txt,公司网址 www.leadintelligent.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300457.SZ,赢合科技,yhwins.com,https://yhwins.com/,document_text_website_field,data/text/ci_collection/300457.SZ/2025/annual_report.txt,公司网址 www.yhwins.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300490.SZ,华自科技,cshnac.com,https://cshnac.com/,document_text_website_field,data/text/ci_collection/300490.SZ/2025/annual_report.txt,公司网址 www.cshnac.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300514.SZ,友讯达,friendcom.com,https://friendcom.com/,document_text_website_field,data/text/ci_collection/300514.SZ/2025/annual_report.txt,公司网址 www.friendcom.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300568.SZ,星源材质,senior798.com,https://senior798.com/,document_text_website_field,data/text/ci_collection/300568.SZ/2025/annual_report.txt,公司网址 www.senior798.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300593.SZ,新雷能,xinleineng.com,https://xinleineng.com/,document_text_website_field,data/text/ci_collection/300593.SZ/2025/annual_report.txt,公司网址 www.xinleineng.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300619.SZ,金银河,goldenyh.com,https://goldenyh.com/,document_text_website_field,data/text/ci_collection/300619.SZ/2025/annual_report.txt,公司网址 www.goldenyh.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300660.SZ,江苏雷利,czleili.com,https://czleili.com/,document_text_website_field,data/text/ci_collection/300660.SZ/2025/annual_report.txt,公司网址 www.czleili.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300690.SZ,双一科技,shuangyitec.com.cn,https://shuangyitec.com.cn/,document_text_website_field,data/text/ci_collection/300690.SZ/2025/annual_report.txt,公司网址 www.shuangyitec.com.cn,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300693.SZ,盛弘股份,sinexcel.com,https://sinexcel.com/,document_text_website_field,data/text/ci_collection/300693.SZ/2025/annual_report.txt,公司网址 www.sinexcel.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300750.SZ,宁德时代,catl.com,https://catl.com/,document_text_website_field,data/text/ci_collection/300750.SZ/2025/annual_report.txt,公司网址 www.catl.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300763.SZ,锦浪科技,ginlong.com,https://ginlong.com/,document_text_website_field,data/text/ci_collection/300763.SZ/2025/annual_report.txt,公司网址 www.ginlong.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300776.SZ,帝尔激光,drlaser.com.cn,https://drlaser.com.cn/,document_text_website_field,data/text/ci_collection/300776.SZ/2025/annual_report.txt,公司网址 www.drlaser.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300820.SZ,英杰电气,injet.cn,https://injet.cn/,document_text_website_field,data/text/ci_collection/300820.SZ/2025/annual_report.txt,公司网址 www.injet.cn,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300827.SZ,上能电气,si-neng.com,https://si-neng.com/,document_text_website_field,data/text/ci_collection/300827.SZ/2025/annual_report.txt,公司网址 www.si-neng.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300853.SZ,申昊科技,shenhaoinfo.com,https://shenhaoinfo.com/,document_text_website_field,data/text/ci_collection/300853.SZ/2025/annual_report.txt,公司网址 www.shenhaoinfo.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300880.SZ,迦南智能,nbjianan.com,https://nbjianan.com/,document_text_website_field,data/text/ci_collection/300880.SZ/2025/annual_report.txt,公司网址 www.nbjianan.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300882.SZ,万胜智能,wellsun.com,https://wellsun.com/,document_text_website_field,data/text/ci_collection/300882.SZ/2025/annual_report.txt,公司网址 www.wellsun.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300904.SZ,威力传动,weili.com,https://weili.com/,document_text_website_field,data/text/ci_collection/300904.SZ/2025/annual_report.txt,公司网址 www.weili.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
300907.SZ,康平科技,chinakangping.com,https://chinakangping.com/,document_text_website_field,data/text/ci_collection/300907.SZ/2025/annual_report.txt,公司网址 www.chinakangping.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301040.SZ,中环海陆,hlduanjian.com,https://hlduanjian.com/,document_text_website_field,data/text/ci_collection/301040.SZ/2025/annual_report.txt,公司网址 www.hlduanjian.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301063.SZ,海锅股份,zjghgxny.com,https://zjghgxny.com/,document_text_website_field,data/text/ci_collection/301063.SZ/2025/annual_report.txt,公司网址 www.zjghgxny.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301082.SZ,久盛电气,teccable.com,https://teccable.com/,document_text_website_field,data/text/ci_collection/301082.SZ/2025/annual_report.txt,公司网址 www.teccable.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301150.SZ,中一科技,c1cf.com,https://c1cf.com/,document_text_website_field,data/text/ci_collection/301150.SZ/2025/annual_report.txt,公司网址 www.c1cf.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301155.SZ,海力风电,jshlfd.com,https://jshlfd.com/,document_text_website_field,data/text/ci_collection/301155.SZ/2025/annual_report.txt,公司网址 www.jshlfd.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301168.SZ,通灵股份,jstongling.com,https://jstongling.com/,document_text_website_field,data/text/ci_collection/301168.SZ/2025/annual_report.txt,公司网址 www.jstongling.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301179.SZ,泽宇智能,zeyu99.com,https://zeyu99.com/,document_text_website_field,data/text/ci_collection/301179.SZ/2025/annual_report.txt,公司网址 www.zeyu99.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301210.SZ,金杨精密,wx-jy.com,https://wx-jy.com/,document_text_website_field,data/text/ci_collection/301210.SZ/2025/annual_report.txt,公司网址 www.wx-jy.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301217.SZ,铜冠铜箔,ahtgtb.com,https://ahtgtb.com/,document_text_website_field,data/text/ci_collection/301217.SZ/2025/annual_report.txt,公司网址 www.ahtgtb.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301238.SZ,瑞泰新材,rtxc.com,https://rtxc.com/,document_text_website_field,data/text/ci_collection/301238.SZ/2025/annual_report.txt,公司网址 www.rtxc.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301292.SZ,海科新源,hi-techspring.com,https://hi-techspring.com/,document_text_website_field,data/text/ci_collection/301292.SZ/2025/annual_report.txt,公司网址 www.hi-techspring.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301325.SZ,曼恩斯特,manst.com,https://manst.com/,document_text_website_field,data/text/ci_collection/301325.SZ/2025/annual_report.txt,公司网址 www.manst.com,4,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301349.SZ,信德新材,lnxdhg.com,https://lnxdhg.com/,document_text_website_field,data/text/ci_collection/301349.SZ/2025/annual_report.txt,公司网址 www.lnxdhg.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301361.SZ,众智科技,smartgen.com.cn,https://smartgen.com.cn/,document_text_website_field,data/text/ci_collection/301361.SZ/2025/annual_report.txt,公司网址 www.smartgen.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301439.SZ,泓淋电力,honglinpowertech.com,https://honglinpowertech.com/,document_text_website_field,data/text/ci_collection/301439.SZ/2025/annual_report.txt,公司网址 www.honglinpowertech.com,3,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301502.SZ,华阳智能,cn-huayang.com,https://cn-huayang.com/,document_text_website_field,data/text/ci_collection/301502.SZ/2025/annual_report.txt,公司网址 www.cn-huayang.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
301516.SZ,中远通,vapel.com,https://vapel.com/,document_text_website_field,data/text/ci_collection/301516.SZ/2025/annual_report.txt,公司网址 www.vapel.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600021.SH,上海电力,shanghaipower.com,https://shanghaipower.com/,document_text_website_field,data/text/ci_collection/600021.SH/2025/annual_report.txt,公司网址 www.shanghaipower.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600027.SH,华电国际,hdpi.com.cn,https://hdpi.com.cn/,document_text_website_field,data/text/ci_collection/600027.SH/2025/annual_report.txt,公司网址 www.hdpi.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600032.SH,浙江新能,stcn.com,https://stcn.com/,document_text_url,data/text/600032.SH/2025/annual_report.txt,www.stcn.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600110.SH,诺德股份,ndgf.net,https://ndgf.net/,document_text_website_field,data/text/ci_collection/600110.SH/2025/annual_report.txt,公司网址 www.ndgf.net,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600149.SH,廊坊发展,zqrb.com,https://zqrb.com/,document_text_url,data/text/600149.SH/2025/annual_report.txt,www.zqrb.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600157.SH,永泰能源,wtecl.com,https://wtecl.com/,document_text_website_field,data/text/ci_collection/600157.SH/2025/annual_report.txt,公司网址 www.wtecl.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600163.SH,中闽能源,zhongminenergy.com,https://zhongminenergy.com/,document_text_website_field,data/text/ci_collection/600163.SH/2025/annual_report.txt,公司网址 www.zhongminenergy.com,4,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600192.SH,长城电工,chinagwe.com,https://chinagwe.com/,document_text_website_field,data/text/ci_collection/600192.SH/2025/annual_report.txt,公司网址 www.chinagwe.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600241.SH,时代万恒,shidaiwanheng.com,https://shidaiwanheng.com/,document_text_website_field,data/text/ci_collection/600241.SH/2025/annual_report.txt,公司网址 www.shidaiwanheng.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600339.SH,中油工程,cpec.com.cn,https://cpec.com.cn/,document_text_website_field,data/text/ci_collection/600339.SH/2025/annual_report.txt,公司网址 www.cpec.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600406.SH,国电南瑞,naritech.cn,https://naritech.cn/,document_text_website_field,data/text/ci_collection/600406.SH/2025/annual_report.txt,公司网址 www.naritech.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600468.SH,百利电气,benefo.tj.cn,https://benefo.tj.cn/,document_text_website_field,data/text/ci_collection/600468.SH/2025/annual_report.txt,公司网址 www.benefo.tj.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600505.SH,西昌电力,scxcdlgfyxgs.cn,https://scxcdlgfyxgs.cn/,document_text_website_field,data/text/ci_collection/600505.SH/2025/annual_report.txt,公司网址 www.scxcdlgfyxgs.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600577.SH,精达股份,jingda.cn,https://jingda.cn/,document_text_website_field,data/text/ci_collection/600577.SH/2025/annual_report.txt,公司网址 www.jingda.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600580.SH,卧龙电驱,wolong.com.cn,https://wolong.com.cn/,document_text_website_field,data/text/ci_collection/600580.SH/2025/annual_report.txt,公司网址 www.wolong.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600635.SH,大众公用,dzug.cn,https://dzug.cn/,document_text_website_field,data/text/ci_collection/600635.SH/2025/annual_report.txt,公司网址 www.dzug.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600674.SH,川投能源,ctny.com.cn,https://ctny.com.cn/,document_text_website_field,data/text/ci_collection/600674.SH/2025/annual_report.txt,公司网址 www.ctny.com.cn,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600681.SH,百川能源,bestsungas.com,https://bestsungas.com/,document_text_website_field,data/text/ci_collection/600681.SH/2025/annual_report.txt,公司网址 www.bestsungas.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600719.SH,大连热电,dlrd.com,https://dlrd.com/,document_text_website_field,data/text/ci_collection/600719.SH/2025/annual_report.txt,公司网址 www.dlrd.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600726.SH,华电能源,hdenergy.com,https://hdenergy.com/,document_text_website_field,data/text/ci_collection/600726.SH/2025/annual_report.txt,公司网址 www.hdenergy.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600777.SH,*ST新潮,xinchaoenergy.com,https://xinchaoenergy.com/,document_text_website_field,data/text/ci_collection/600777.SH/2025/annual_report.txt,公司网址 www.xinchaoenergy.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600780.SH,通宝能源,600780.com.cn,https://600780.com.cn/,document_text_website_field,data/text/ci_collection/600780.SH/2025/annual_report.txt,公司网址 www.600780.com.cn,4,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600795.SH,国电电力,600795.com.cn,https://600795.com.cn/,document_text_website_field,data/text/ci_collection/600795.SH/2025/esg_report.txt,公司网址：www.600795.com.cn,4,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600847.SH,万里股份,cqwanli.com,https://cqwanli.com/,document_text_website_field,data/text/ci_collection/600847.SH/2025/annual_report.txt,公司网址 www.cqwanli.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
600863.SH,华能蒙电,nmhdwz.com,https://nmhdwz.com/,document_text_website_field,data/text/ci_collection/600863.SH/2025/annual_report.txt,公司网址 www.nmhdwz.com,2,candidate_unverified_gap_fill,人工核验后写入官网域名审核批次
