impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority
27,99.322917,129,386,257,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002692.SZ,远程股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
28,99.322917,93,219,126,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002709.SZ,天赐材料,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
29,99.322917,21,348,327,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002850.SZ,科达利,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
30,99.322917,97,217,120,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002911.SZ,佛燃能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
31,99.322917,5,541,536,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00353.HK,ENERGY INTINV,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
32,99.322917,45,349,304,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00384.HK,CHINA GAS HOLD,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
33,99.322917,13,358,345,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00467.HK,UNITEDENERGY GP,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
34,99.322917,72,509,437,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00554.HK,HANS GP HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
35,99.322917,46,204,158,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00579.HK,JNCEC,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
36,99.322917,131,536,405,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00607.HK,FULLSHARE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
37,99.322917,121,462,341,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00632.HK,CHK OIL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
38,99.322917,27,501,474,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00645.HK,ARES ASIA,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
39,99.322917,156,376,220,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00650.HK,PRODUCTIVE TECH,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
40,99.322917,29,232,203,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00666.HK,REPT BATTERO,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
41,99.322917,97,271,174,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00686.HK,BJ ENERGY INTL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
42,99.322917,183,434,251,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00704.HK,HUSCOKE HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
43,99.322917,76,301,225,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00819.HK,TIANNENG POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
44,99.322917,6,307,301,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00836.HK,CHINA RES POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
45,99.322917,42,339,297,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00866.HK,CHINA QINFA,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
46,99.322917,41,316,275,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00931.HK,CHINA HK POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
47,99.322917,19,248,229,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00951.HK,CHAOWEI POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
48,99.322917,80,422,342,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01080.HK,SHENGLI PIPE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
49,99.322917,7,426,419,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01083.HK,TG SMART ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
50,99.322917,11,275,264,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01193.HK,CHINA RES GAS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
51,99.322917,2,309,307,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01229.HK,NAN NAN RES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
52,99.322917,179,372,193,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01251.HK,SPT ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
53,99.322917,137,336,199,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01277.HK,KINETIC DEV,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
54,99.322917,8,295,287,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01303.HK,HUILI RES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
55,99.322917,1,482,481,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01555.HK,MIE HOLDINGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
56,99.322917,173,405,232,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01608.HK,VPOWER GROUP,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
57,99.322917,116,510,394,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01621.HK,VICO INTL HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
58,99.322917,40,467,427,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01623.HK,HILONG,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
59,99.322917,63,245,182,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01713.HK,SICHUAN EN INV,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
60,99.322917,84,256,172,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01733.HK,E-COMMODITIES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
61,99.322917,124,236,112,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01799.HK,XINTE ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
62,99.322917,64,241,177,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01811.HK,CGN NEW ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
63,99.322917,61,327,266,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01878.HK,SOUTHGOBI,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
64,99.322917,113,379,266,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01921.HK,DALIPAL HLDG,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
65,99.322917,116,440,324,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01938.HK,CHU KONG PIPE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
66,99.322917,81,319,238,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,01940.HK,CGII HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
67,99.322917,111,406,295,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,02178.HK,PETRO-KING,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
68,99.322917,151,288,137,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03303.HK,JUTAL OIL SER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
69,99.322917,10,315,305,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03337.HK,ANTON OILFIELD,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
70,99.322917,32,507,475,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03395.HK,JX ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
71,99.322917,25,415,390,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03633.HK,ZHONGYU ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
72,99.322917,193,449,256,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03668.HK,YANCOAL AUS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
73,99.322917,85,308,223,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03800.HK,GCL TECH,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
74,99.322917,176,343,167,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,03868.HK,XINYI ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
75,99.322917,141,375,234,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,06885.HK,JINMA ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
76,99.322917,128,458,330,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,08347.HK,F8 ENT,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
77,99.322917,17,276,259,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,09689.HK,JTF INTL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
78,99.322917,173,383,210,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300037.SZ,新宙邦,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
79,99.322917,190,346,156,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300040.SZ,九洲集团,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
80,99.322917,67,230,163,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300073.SZ,当升科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
81,99.322917,169,412,243,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300105.SZ,龙源技术,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
82,99.322917,144,363,219,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300316.SZ,晶盛机电,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
83,99.322917,106,257,151,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300376.SZ,易事特,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
84,99.322917,101,326,225,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300483.SZ,首华燃气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
85,99.322917,149,420,271,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300568.SZ,星源材质,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
86,99.322917,83,250,167,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300693.SZ,盛弘股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
87,99.322917,147,269,122,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300724.SZ,捷佳伟创,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
88,99.322917,12,424,412,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300750.SZ,宁德时代,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
89,99.322917,111,285,174,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300820.SZ,英杰电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
90,99.322917,149,346,197,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300827.SZ,上能电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
91,99.322917,195,358,163,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300853.SZ,申昊科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
92,99.322917,76,209,133,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300882.SZ,万胜智能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
93,99.322917,158,357,199,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,300953.SZ,震裕科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
94,99.322917,182,338,156,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,301168.SZ,通灵股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
95,99.322917,135,393,258,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,301386.SZ,未来电器,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
96,99.322917,171,337,166,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,301388.SZ,欣灵电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
97,99.322917,170,272,102,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600021.SH,上海电力,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
98,99.322917,78,232,154,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600032.SH,浙江新能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
99,99.322917,153,303,150,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600157.SH,永泰能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
100,99.322917,105,476,371,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600188.SH,兖矿能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
101,99.322917,174,303,129,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600339.SH,中油工程,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
102,99.322917,127,305,178,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600395.SH,盘江股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
103,99.322917,97,359,262,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600481.SH,双良节能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
104,99.322917,177,292,115,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600509.SH,天富能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
105,99.322917,107,304,197,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600578.SH,京能电力,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
106,99.322917,195,320,125,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600617.SH,国新能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
107,99.322917,177,534,357,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600871.SH,石化油服,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
108,99.322917,58,488,430,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600875.SH,东方电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
109,99.322917,143,254,111,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600925.SH,苏能股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
110,99.322917,105,221,116,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,600969.SH,郴电国际,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
111,99.322917,105,422,317,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601088.SH,中国神华,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
112,99.322917,188,340,152,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601222.SH,林洋能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
113,99.322917,114,233,119,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601619.SH,嘉泽新能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
114,99.322917,96,306,210,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601727.SH,上海电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
115,99.322917,9,371,362,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601857.SH,中国石油,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
116,99.322917,102,310,208,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,601991.SH,大唐发电,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
117,99.322917,179,344,165,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603070.SH,万控智造,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
118,99.322917,151,271,120,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603097.SH,江苏华辰,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
119,99.322917,110,210,100,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603191.SH,望变电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
120,99.322917,182,327,145,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603320.SH,迪贝电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
121,99.322917,102,273,171,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603393.SH,新天然气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
122,99.322917,96,205,109,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603507.SH,振江股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
123,99.322917,154,288,134,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603727.SH,博迈科,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
124,99.322917,187,341,154,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,603819.SH,神力股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
