impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,missing_esg_document,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
5605,60.735294,33,182,149,False,0.735294,1.0,0.2,False,collected,00392.HK,BEIJING ENT,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5606,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5607,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5608,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
5609,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5610,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
5611,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
5612,60.735294,218,441,223,False,0.735294,1.0,0.2,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5613,60.733333,173,241,68,True,1.0,0.68,0.213333,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
5614,60.733333,173,241,68,True,1.0,0.68,0.213333,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
5615,60.733333,173,241,68,True,1.0,0.68,0.213333,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
5616,60.733333,173,241,68,True,1.0,0.68,0.213333,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
5617,60.733333,173,241,68,True,1.0,0.68,0.213333,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
5618,60.729167,246,395,149,False,0.520833,1.0,0.5,False,embedded_in_annual,600869.SH,远东股份,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5619,60.729167,246,395,149,False,0.520833,1.0,0.5,False,embedded_in_annual,600869.SH,远东股份,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5620,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
5621,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5622,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5623,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5624,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
5625,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5626,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
5627,60.639269,223,328,105,False,0.684932,1.0,0.266667,False,embedded_in_annual,600973.SH,宝胜股份,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
5628,60.639269,65,177,112,False,0.684932,1.0,0.266667,False,collected,603693.SH,江苏新能,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5629,60.639269,65,177,112,False,0.684932,1.0,0.266667,False,collected,603693.SH,江苏新能,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
5630,60.639269,65,177,112,False,0.684932,1.0,0.266667,False,collected,603693.SH,江苏新能,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5631,60.639269,65,177,112,False,0.684932,1.0,0.266667,False,collected,603693.SH,江苏新能,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
5632,60.62069,353,443,90,False,0.246305,0.9,1.0,False,embedded_in_annual,300619.SZ,金银河,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5633,60.588235,235,443,208,False,0.588235,1.0,0.4,False,embedded_in_annual,300035.SZ,中科电气,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5634,60.588235,235,443,208,False,0.588235,1.0,0.4,False,embedded_in_annual,300035.SZ,中科电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5635,60.588235,235,443,208,False,0.588235,1.0,0.4,False,embedded_in_annual,300035.SZ,中科电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5636,60.588235,235,443,208,False,0.588235,1.0,0.4,False,embedded_in_annual,300035.SZ,中科电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5637,60.588235,235,352,117,False,0.588235,1.0,0.4,False,embedded_in_annual,688408.SH,中信博,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5638,60.588235,235,352,117,False,0.588235,1.0,0.4,False,embedded_in_annual,688408.SH,中信博,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5639,60.588235,235,352,117,False,0.588235,1.0,0.4,False,embedded_in_annual,688408.SH,中信博,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5640,60.561972,434,532,98,False,0.176056,0.98,1.0,False,collected,000767.SZ,晋控电力,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5641,60.555556,276,384,108,False,0.396825,1.0,0.666667,False,embedded_in_annual,001896.SZ,豫能控股,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5642,60.541237,247,432,185,False,0.515464,1.0,0.5,False,embedded_in_annual,601700.SH,风范股份,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5643,60.541237,247,432,185,False,0.515464,1.0,0.5,False,embedded_in_annual,601700.SH,风范股份,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5644,60.5375,310,392,82,False,0.3125,0.82,1.0,False,embedded_in_annual,601179.SH,中国西电,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5645,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5646,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
5647,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5648,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5649,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5650,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5651,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
5652,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
5653,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
5654,60.518182,116,195,79,False,0.909091,0.79,0.2,False,embedded_in_annual,688681.SH,科汇股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5655,60.510256,423,520,97,False,0.18315,0.97,1.0,False,embedded_in_annual,300907.SZ,康平科技,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5656,60.5,186,246,60,True,1.0,0.6,0.3,False,embedded_in_annual,600458.SH,时代新材,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5657,60.5,186,246,60,True,1.0,0.6,0.3,False,embedded_in_annual,600458.SH,时代新材,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
5658,60.5,186,246,60,True,1.0,0.6,0.3,False,embedded_in_annual,600458.SH,时代新材,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
5659,60.5,186,246,60,True,1.0,0.6,0.3,False,embedded_in_annual,600458.SH,时代新材,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
5660,60.446194,277,407,130,False,0.393701,1.0,0.666667,False,embedded_in_annual,300569.SZ,天能重工,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5661,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5662,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
5663,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5664,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
5665,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5666,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5667,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5668,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
5669,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
5670,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
5671,60.4,173,241,68,True,1.0,0.68,0.2,False,embedded_in_annual,600886.SH,国投电力,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5672,60.362319,53,181,128,False,0.724638,1.0,0.2,False,collected,300880.SZ,迦南智能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5673,60.362319,53,181,128,False,0.724638,1.0,0.2,False,collected,300880.SZ,迦南智能,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5674,60.357143,248,511,263,False,0.510204,1.0,0.5,False,embedded_in_annual,300080.SZ,易成新能,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5675,60.353846,134,198,64,False,0.961538,0.64,0.3,False,embedded_in_annual,600726.SH,华电能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5676,60.353846,134,198,64,False,0.961538,0.64,0.3,False,embedded_in_annual,600726.SH,华电能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
5677,60.348837,236,396,160,False,0.581395,1.0,0.4,False,collected,000723.SZ,美锦能源,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5678,60.348837,236,396,160,False,0.581395,1.0,0.4,False,collected,000723.SZ,美锦能源,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5679,60.348837,236,396,160,False,0.581395,1.0,0.4,False,collected,000723.SZ,美锦能源,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5680,60.348837,236,455,219,False,0.581395,1.0,0.4,False,collected,00346.HK,YANCHANG PETRO,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5681,60.348837,236,501,265,False,0.581395,1.0,0.4,False,embedded_in_annual,300423.SZ,昇辉科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5682,60.348837,236,501,265,False,0.581395,1.0,0.4,False,embedded_in_annual,300423.SZ,昇辉科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5683,60.348837,236,501,265,False,0.581395,1.0,0.4,False,embedded_in_annual,300423.SZ,昇辉科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5684,60.277778,112,187,75,False,0.793651,0.75,0.4,False,embedded_in_annual,600025.SH,华能水电,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5685,60.277778,112,187,75,False,0.793651,0.75,0.4,False,embedded_in_annual,600025.SH,华能水电,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5686,60.277778,112,187,75,False,0.793651,0.75,0.4,False,embedded_in_annual,600025.SH,华能水电,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5687,60.277778,112,187,75,False,0.793651,0.75,0.4,False,embedded_in_annual,600025.SH,华能水电,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5688,60.227273,227,454,227,False,0.649351,1.0,0.3,False,embedded_in_annual,601218.SH,吉鑫科技,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5689,60.227273,227,454,227,False,0.649351,1.0,0.3,False,embedded_in_annual,601218.SH,吉鑫科技,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
5690,60.17037,258,349,91,False,0.462963,0.91,0.666667,False,embedded_in_annual,002090.SZ,金智科技,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5691,60.133333,164,230,66,True,1.0,0.66,0.213333,False,embedded_in_annual,688226.SH,威腾电气,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
5692,60.128205,280,485,205,False,0.384615,1.0,0.666667,False,collected,02012.HK,SUNSHINE OIL,2025,X_G_DISCLOSURE,信息披露,5.0,1,evidence_missing,locate_additional_public_evidence
5693,60.128205,280,456,176,False,0.384615,1.0,0.666667,False,embedded_in_annual,600333.SH,长春燃气,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5694,60.125,73,138,65,False,0.446429,0.65,1.0,False,embedded_in_annual,000899.SZ,赣能股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5695,60.114943,237,348,111,False,0.574713,1.0,0.4,False,embedded_in_annual,001283.SZ,豪鹏科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5696,60.114943,237,348,111,False,0.574713,1.0,0.4,False,embedded_in_annual,001283.SZ,豪鹏科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5697,60.114943,237,348,111,False,0.574713,1.0,0.4,False,embedded_in_annual,001283.SZ,豪鹏科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5698,60.114943,237,415,178,False,0.574713,1.0,0.4,False,embedded_in_annual,603353.SH,和顺石油,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5699,60.114943,237,415,178,False,0.574713,1.0,0.4,False,embedded_in_annual,603353.SH,和顺石油,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5700,60.114943,237,415,178,False,0.574713,1.0,0.4,False,embedded_in_annual,603353.SH,和顺石油,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5701,60.114943,237,415,178,False,0.574713,1.0,0.4,False,embedded_in_annual,603353.SH,和顺石油,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5702,60.1,188,230,42,True,1.0,0.42,0.5,False,embedded_in_annual,300919.SZ,中伟新材,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5703,60.1,188,230,42,True,1.0,0.42,0.5,False,embedded_in_annual,300919.SZ,中伟新材,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5704,60.095833,70,154,84,False,0.520833,0.84,0.666667,False,collected,000533.SZ,顺钠股份,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5705,60.0,220,533,313,False,0.714286,1.0,0.2,False,collected,00332.HK,YUANHENGGAS-NEW,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5706,60.0,220,533,313,False,0.714286,1.0,0.2,False,collected,00332.HK,YUANHENGGAS-NEW,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5707,60.0,220,533,313,False,0.714286,1.0,0.2,False,collected,00332.HK,YUANHENGGAS-NEW,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5708,60.0,220,533,313,False,0.714286,1.0,0.2,False,collected,00332.HK,YUANHENGGAS-NEW,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
5709,60.0,220,533,313,False,0.714286,1.0,0.2,False,collected,00332.HK,YUANHENGGAS-NEW,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5710,60.0,54,180,126,False,0.714286,1.0,0.2,False,collected,601666.SH,平煤股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5711,60.0,54,180,126,False,0.714286,1.0,0.2,False,collected,601666.SH,平煤股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5712,60.0,54,180,126,False,0.714286,1.0,0.2,False,collected,601666.SH,平煤股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5713,60.0,54,180,126,False,0.714286,1.0,0.2,False,collected,601666.SH,平煤股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5714,60.0,54,180,126,False,0.714286,1.0,0.2,False,collected,601666.SH,平煤股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5715,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
5716,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5717,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5718,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5719,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
5720,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5721,60.0,225,419,194,False,0.666667,1.0,0.266667,False,embedded_in_annual,301502.SZ,华阳智能,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
5722,60.0,250,471,221,False,0.5,1.0,0.5,False,embedded_in_annual,601616.SH,广电电气,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5723,60.0,250,471,221,False,0.5,1.0,0.5,False,embedded_in_annual,601616.SH,广电电气,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5724,60.0,185,235,50,True,1.0,0.5,0.4,False,embedded_in_annual,603344.SH,星德胜,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5725,60.0,185,235,50,True,1.0,0.5,0.4,False,embedded_in_annual,603344.SH,星德胜,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5726,60.0,185,235,50,True,1.0,0.5,0.4,False,embedded_in_annual,603344.SH,星德胜,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5727,60.0,185,235,50,True,1.0,0.5,0.4,False,embedded_in_annual,603344.SH,星德胜,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5728,60.0,39,150,111,False,0.5,1.0,0.5,False,collected,605162.SH,新中港,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5729,59.918552,371,461,90,False,0.226244,0.9,1.0,False,embedded_in_annual,301063.SZ,海锅股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5730,59.9,153,211,58,True,1.0,0.58,0.3,False,collected,601918.SH,新集能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5731,59.9,153,211,58,True,1.0,0.58,0.3,False,collected,601918.SH,新集能源,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
5732,59.9,153,211,58,True,1.0,0.58,0.3,False,collected,601918.SH,新集能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
5733,59.886364,238,458,220,False,0.568182,1.0,0.4,False,embedded_in_annual,920375.BJ,派诺科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5734,59.886364,238,458,220,False,0.568182,1.0,0.4,False,embedded_in_annual,920375.BJ,派诺科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5735,59.886364,238,458,220,False,0.568182,1.0,0.4,False,embedded_in_annual,920375.BJ,派诺科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5736,59.884848,157,195,38,False,0.909091,0.38,0.666667,False,embedded_in_annual,600863.SH,华能蒙电,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5737,59.86875,470,568,98,False,0.15625,0.98,1.0,False,embedded_in_annual,300393.SZ,中来股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5738,59.851713,471,569,98,False,0.155763,0.98,1.0,False,embedded_in_annual,920985.BJ,海泰新能,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5739,59.84375,111,186,75,False,0.78125,0.75,0.4,False,embedded_in_annual,603619.SH,中曼石油,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5740,59.84375,111,186,75,False,0.78125,0.75,0.4,False,embedded_in_annual,603619.SH,中曼石油,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5741,59.84375,111,186,75,False,0.78125,0.75,0.4,False,embedded_in_annual,603619.SH,中曼石油,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5742,59.84375,111,186,75,False,0.78125,0.75,0.4,False,embedded_in_annual,603619.SH,中曼石油,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5743,59.833333,140,205,65,True,1.0,0.65,0.213333,False,embedded_in_annual,603897.SH,长城科技,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
