impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,missing_esg_document,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
5284,62.614943,237,348,111,False,0.574713,1.0,0.5,False,embedded_in_annual,001283.SZ,豪鹏科技,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5285,62.614943,237,415,178,False,0.574713,1.0,0.5,False,embedded_in_annual,603353.SH,和顺石油,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5286,62.614943,237,415,178,False,0.574713,1.0,0.5,False,embedded_in_annual,603353.SH,和顺石油,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5287,62.608696,380,540,160,False,0.217391,1.0,1.0,False,embedded_in_annual,300904.SZ,威力传动,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5288,62.575758,381,495,114,False,0.21645,1.0,1.0,False,embedded_in_annual,300265.SZ,通光线缆,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5289,62.575758,381,523,142,False,0.21645,1.0,1.0,False,embedded_in_annual,600452.SH,涪陵电力,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5290,62.51073,383,517,134,False,0.214592,1.0,1.0,False,embedded_in_annual,300332.SZ,天壕能源,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5291,62.5,185,235,50,True,1.0,0.5,0.5,False,embedded_in_annual,603344.SH,星德胜,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5292,62.5,185,235,50,True,1.0,0.5,0.5,False,embedded_in_annual,603344.SH,星德胜,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5293,62.477778,240,339,99,False,0.555556,0.99,0.533333,False,embedded_in_annual,00975.HK,MONGOL MINING,2025,X_G_TAX,纳税情况,4.0,1,evidence_missing,locate_additional_public_evidence
5294,62.435897,228,278,50,False,0.641026,0.5,1.0,False,embedded_in_annual,600152.SH,维科技术,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5295,62.432432,261,451,190,False,0.45045,1.0,0.666667,False,embedded_in_annual,300444.SZ,双杰电气,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5296,62.415254,386,528,142,False,0.211864,1.0,1.0,False,embedded_in_annual,600027.SH,华电国际,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5297,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
5298,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5299,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5300,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5301,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
5302,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5303,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
5304,62.401961,218,459,241,False,0.735294,1.0,0.266667,False,embedded_in_annual,002060.SZ,广东建工,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
5305,62.401961,33,182,149,False,0.735294,1.0,0.266667,False,collected,00392.HK,BEIJING ENT,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5306,62.401961,218,441,223,False,0.735294,1.0,0.266667,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5307,62.401961,218,441,223,False,0.735294,1.0,0.266667,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5308,62.401961,218,441,223,False,0.735294,1.0,0.266667,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5309,62.401961,218,441,223,False,0.735294,1.0,0.266667,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5310,62.401961,218,441,223,False,0.735294,1.0,0.266667,False,embedded_in_annual,00689.HK,EPI (HOLDINGS),2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
5311,62.4,153,211,58,True,1.0,0.58,0.4,False,collected,601918.SH,新集能源,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5312,62.4,153,211,58,True,1.0,0.58,0.4,False,collected,601918.SH,新集能源,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5313,62.4,153,211,58,True,1.0,0.58,0.4,False,collected,601918.SH,新集能源,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5314,62.386364,238,458,220,False,0.568182,1.0,0.5,False,embedded_in_annual,920375.BJ,派诺科技,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5315,62.386364,238,458,220,False,0.568182,1.0,0.5,False,embedded_in_annual,920375.BJ,派诺科技,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5316,62.359459,335,428,93,False,0.27027,0.93,1.0,False,embedded_in_annual,300129.SZ,泰胜风能,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5317,62.34375,68,186,118,False,0.78125,1.0,0.2,False,collected,688006.SH,杭可科技,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5318,62.34375,68,186,118,False,0.78125,1.0,0.2,False,collected,688006.SH,杭可科技,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5319,62.34375,68,186,118,False,0.78125,1.0,0.2,False,collected,688006.SH,杭可科技,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5320,62.34375,111,186,75,False,0.78125,0.75,0.5,False,embedded_in_annual,603619.SH,中曼石油,2025,X_E_CLIMATE_ACTION,应对气候变化,3.75,1,evidence_missing,locate_additional_public_evidence
5321,62.34375,111,186,75,False,0.78125,0.75,0.5,False,embedded_in_annual,603619.SH,中曼石油,2025,X_E_CLIMATE_RISK,气候风险水平,3.75,1,evidence_missing,locate_additional_public_evidence
5322,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5323,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
5324,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5325,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
5326,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5327,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5328,62.318182,110,195,85,False,0.909091,0.85,0.2,False,embedded_in_annual,603191.SH,望变电气,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5329,62.3,164,230,66,True,1.0,0.66,0.3,False,embedded_in_annual,688226.SH,威腾电气,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
5330,62.3,164,230,66,True,1.0,0.66,0.3,False,embedded_in_annual,688226.SH,威腾电气,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
5331,62.3,164,230,66,True,1.0,0.66,0.3,False,embedded_in_annual,688226.SH,威腾电气,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
5332,62.291667,262,490,228,False,0.446429,1.0,0.666667,False,embedded_in_annual,688148.SH,芳源股份,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5333,62.261411,391,506,115,False,0.207469,1.0,1.0,False,embedded_in_annual,002700.SZ,万憬能源,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5334,62.261411,391,518,127,False,0.207469,1.0,1.0,False,embedded_in_annual,300051.SZ,琏升科技,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5335,62.25641,215,363,148,False,0.769231,1.0,0.213333,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
5336,62.25641,215,363,148,False,0.769231,1.0,0.213333,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
5337,62.233333,152,225,73,True,1.0,0.73,0.213333,False,embedded_in_annual,600268.SH,国电南自,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
5338,62.233333,152,225,73,True,1.0,0.73,0.213333,False,embedded_in_annual,600268.SH,国电南自,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
5339,62.233333,152,225,73,True,1.0,0.73,0.213333,False,embedded_in_annual,600268.SH,国电南自,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
5340,62.233333,152,225,73,True,1.0,0.73,0.213333,False,embedded_in_annual,600268.SH,国电南自,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
5341,62.231405,392,511,119,False,0.206612,1.0,1.0,False,embedded_in_annual,600212.SH,绿能慧充,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5342,62.204938,117,169,52,False,0.617284,0.52,1.0,False,embedded_in_annual,002828.SZ,贝肯能源,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5343,62.204938,117,169,52,False,0.617284,0.52,1.0,False,embedded_in_annual,603659.SH,璞泰来,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5344,62.201646,393,544,151,False,0.205761,1.0,1.0,False,embedded_in_annual,000407.SZ,胜利股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5345,62.186301,20,104,84,False,0.342466,0.84,1.0,False,collected,000922.SZ,佳电股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5346,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5347,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5348,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5349,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5350,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
5351,62.184848,116,195,79,False,0.909091,0.79,0.266667,False,embedded_in_annual,688681.SH,科汇股份,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
5352,62.172131,394,508,114,False,0.204918,1.0,1.0,False,embedded_in_annual,002546.SZ,新联电子,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5353,62.166667,188,223,35,True,1.0,0.35,0.666667,False,embedded_in_annual,688345.SH,博力威,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5354,62.153392,263,421,158,False,0.442478,1.0,0.666667,False,embedded_in_annual,300410.SZ,正业科技,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5355,62.153392,263,415,152,False,0.442478,1.0,0.666667,False,collected,603032.SH,德新科技,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5356,62.151899,121,171,50,False,0.632911,0.5,1.0,False,embedded_in_annual,603105.SH,芯能科技,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5357,62.151899,55,171,116,False,0.632911,1.0,0.4,False,collected,601012.SH,隆基绿能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5358,62.151899,55,171,116,False,0.632911,1.0,0.4,False,collected,601012.SH,隆基绿能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5359,62.151899,229,446,217,False,0.632911,1.0,0.4,False,embedded_in_annual,688275.SH,万润新能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5360,62.151899,229,446,217,False,0.632911,1.0,0.4,False,embedded_in_annual,688275.SH,万润新能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5361,62.151899,229,446,217,False,0.632911,1.0,0.4,False,embedded_in_annual,688275.SH,万润新能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5362,62.151899,229,446,217,False,0.632911,1.0,0.4,False,embedded_in_annual,688275.SH,万润新能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5363,62.113821,396,557,161,False,0.203252,1.0,1.0,False,embedded_in_annual,688560.SH,明冠新材,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5364,62.083966,387,486,99,False,0.21097,0.99,1.0,False,embedded_in_annual,002980.SZ,华盛昌,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5365,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
5366,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5367,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5368,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
5369,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5370,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
5371,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
5372,62.066667,173,241,68,True,1.0,0.68,0.266667,False,embedded_in_annual,600886.SH,国投电力,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
5373,62.056452,398,500,102,False,0.201613,1.0,1.0,False,embedded_in_annual,300510.SZ,金冠股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5374,62.028986,53,181,128,False,0.724638,1.0,0.266667,False,collected,300880.SZ,迦南智能,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
5375,62.028986,53,181,128,False,0.724638,1.0,0.266667,False,collected,300880.SZ,迦南智能,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
5376,62.028986,53,181,128,False,0.724638,1.0,0.266667,False,collected,300880.SZ,迦南智能,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
5377,62.028986,53,181,128,False,0.724638,1.0,0.266667,False,collected,300880.SZ,迦南智能,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
5378,62.028112,399,501,102,False,0.200803,1.0,1.0,False,embedded_in_annual,000591.SZ,太阳能,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5379,62.028112,399,518,119,False,0.200803,1.0,1.0,False,embedded_in_annual,000601.SZ,韶能股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5380,62.017544,264,449,185,False,0.438596,1.0,0.666667,False,embedded_in_annual,601016.SH,节能风电,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5381,62.0,140,205,65,True,1.0,0.65,0.3,False,embedded_in_annual,603897.SH,长城科技,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5382,62.0,140,205,65,True,1.0,0.65,0.3,False,embedded_in_annual,603897.SH,长城科技,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
5383,62.0,140,205,65,True,1.0,0.65,0.3,False,embedded_in_annual,603897.SH,长城科技,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
5384,62.0,140,205,65,True,1.0,0.65,0.3,False,embedded_in_annual,603897.SH,长城科技,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
5385,61.99359,254,349,95,False,0.480769,0.95,0.666667,False,embedded_in_annual,600758.SH,辽宁能源,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5386,61.972414,111,192,81,False,0.862069,0.81,0.3,False,collected,00968.HK,XINYI SOLAR,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
5387,61.972112,401,539,138,False,0.199203,1.0,1.0,False,embedded_in_annual,920299.BJ,灿能电力,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5388,61.944444,402,541,139,False,0.198413,1.0,1.0,False,embedded_in_annual,920556.BJ,雅达股份,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5389,61.933333,190,262,72,True,1.0,0.72,0.213333,False,embedded_in_annual,600416.SH,湘电股份,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
5390,61.933333,190,262,72,True,1.0,0.72,0.213333,False,embedded_in_annual,600416.SH,湘电股份,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
5391,61.933333,190,262,72,True,1.0,0.72,0.213333,False,embedded_in_annual,600416.SH,湘电股份,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
5392,61.933333,190,262,72,True,1.0,0.72,0.213333,False,embedded_in_annual,600416.SH,湘电股份,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
5393,61.933333,190,262,72,True,1.0,0.72,0.213333,False,embedded_in_annual,600416.SH,湘电股份,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
5394,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5395,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
5396,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5397,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5398,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5399,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5400,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
5401,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
5402,61.923077,215,363,148,False,0.769231,1.0,0.2,False,embedded_in_annual,603906.SH,龙蟠科技,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5403,61.916996,403,529,126,False,0.197628,1.0,1.0,False,embedded_in_annual,920167.BJ,同享科技,2025,X_E_BIODIVERSITY,生物多样性保护,7.5,1,evidence_missing,locate_additional_public_evidence
5404,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
5405,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
5406,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
5407,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
5408,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
5409,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
5410,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
5411,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
5412,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
5413,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
5414,61.9,152,225,73,True,1.0,0.73,0.2,False,embedded_in_annual,600268.SH,国电南自,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
5415,61.884058,265,393,128,False,0.434783,1.0,0.666667,False,embedded_in_annual,300062.SZ,中能电气,2025,X_G_INTEGRITY,诚信合规,5.0,1,evidence_missing,locate_additional_public_evidence
5416,61.875,22,170,148,False,0.625,1.0,0.4,False,collected,600732.SH,爱旭股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5417,61.875,22,170,148,False,0.625,1.0,0.4,False,collected,600732.SH,爱旭股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
5418,61.875,230,433,203,False,0.625,1.0,0.4,False,embedded_in_annual,688680.SH,海优新材,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
5419,61.875,230,433,203,False,0.625,1.0,0.4,False,embedded_in_annual,688680.SH,海优新材,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
5420,61.875,230,433,203,False,0.625,1.0,0.4,False,embedded_in_annual,688680.SH,海优新材,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
5421,61.875,230,433,203,False,0.625,1.0,0.4,False,embedded_in_annual,688680.SH,海优新材,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
