company_code,company_name,score_2024,score_2025,score_change,score_change_pct,rank_2024,rank_2025,rank_change,e_score,s_score,g_score,extracted_count,calculated_count,filled_count
00819.HK,TIANNENG POWER,26.22,38.083479416645076,11.863479416645077,45.245916920843165,277,469,-192,48.4492334104092,44.50084247138264,48.153343514895,9,4,28
688611.SH,杭州柯林,17.73,40.23281957557982,22.502819575579817,126.91945615104238,518,176,342,51.57082417443911,49.72143305172342,49.4312018687164,19,0,19
688680.SH,海优新材,22.53,36.525060889008095,13.995060889008094,62.117447354674184,305,557,-252,51.57082417443911,47.20591704027142,39.78533401466107,21,0,18
002350.SZ,北京科锐,28.31,40.672300157724735,12.362300157724736,43.66760917599695,257,128,129,51.57082417443911,52.144430171243464,49.27089454720707,12,0,28
00934.HK,SINOPEC KANTONS,45.23,35.97321710973351,-9.256782890266486,-20.466024519713656,100,569,-469,51.57082417443911,47.04144807043,37.46503392110904,10,0,28
300626.SZ,华瑞股份,42.49,37.64696913849911,-4.843030861500893,-11.398048626737802,132,502,-370,51.57082417443911,44.863023833803176,44.07999312747402,21,0,19
600339.SH,中油工程,38.77,39.313015820208115,0.5430158202081117,1.4006082543412732,170,318,-148,51.57082417443911,43.689365029807405,49.78451531928233,20,0,18
300510.SZ,金冠股份,16.81,38.74046024191673,21.93046024191673,130.46079858368074,554,394,160,52.15905867619415,43.76768537341213,46.31657360513926,25,0,24
002060.SZ,广东建工,14.1,38.648698471027934,24.548698471027933,174.10424447537542,609,407,202,51.57082417443911,46.905141589151036,45.521869930687814,10,0,29
600719.SH,大连热电,15.66,36.85357183918722,21.193571839187218,135.335707785359,581,546,35,51.57082417443911,48.473248309458825,40.20769342186689,18,0,20
603185.SH,弘元绿能,45.12,39.56019110481898,-5.559808895181014,-12.322271487546574,105,275,-170,51.57082417443911,45.408557829854416,49.64874595454299,18,0,20
600744.SH,华银电力,24.6,29.971284601661086,5.371284601661085,21.834490250654813,288,603,-315,24.955080121737268,45.375313520980825,47.722910355236856,33,0,10
300427.SZ,红相股份,16.61,39.971601617572546,23.361601617572546,140.6478122671436,562,203,359,51.57082417443911,52.57560702768755,46.352193027642315,12,0,26
01621.HK,VICO INTL HLDGS,58.1,39.59375141310654,-18.506248586893463,-31.852407206357082,33,269,-236,51.57082417443911,47.04144807043,48.325118573238846,3,0,34
00042.HK,NE ELECTRIC,37.59,39.017575775964175,1.427575775964172,3.7977541260020535,182,360,-178,51.57082417443911,47.04144807043,46.377788397248175,3,0,34
300001.SZ,特锐德,17.69,39.66572342138227,21.975723421382266,124.22681414009193,519,253,266,52.103016307595134,45.12807931064349,49.03314696852364,32,1,14
002259.SZ,升达林业,19.65,45.49094694650947,25.84094694650947,131.506091330837,397,1,396,51.57082417443911,47.51532261068568,66.03545636929188,21,0,17
301063.SZ,海锅股份,19.16,40.24815894169022,21.08815894169022,110.06346002969845,428,172,256,51.57082417443911,52.55137275195572,47.66045966039392,15,0,25
000862.SZ,银星能源,53.42,38.583543720517476,-14.836456279482526,-27.773224034972905,51,415,-364,51.42298024342903,43.21231041756491,47.309313337376366,22,1,22
601808.SH,中海油服,40.91,0.0,-40.91,-100.0,153,605,-452,0.0,0.0,0.0,1,0,0
688330.SH,宏力达,17.2,41.350643258280506,24.150643258280507,140.41071661790994,540,70,470,51.57082417443911,48.37506361660349,53.51509422851384,20,0,18
000421.SZ,南京公用,16.78,40.533492807617336,23.753492807617334,141.55835999771952,556,141,415,51.57082417443911,54.000023496145,47.62735108173139,11,0,29
603080.SH,新疆火炬,20.17,42.779806894196156,22.609806894196154,112.09621662962891,368,16,352,51.57082417443911,51.65250481420676,55.99063251997421,20,0,18
00384.HK,CHINA GAS HOLD,65.97,38.49727990044534,-27.472720099554657,-41.6442626944894,8,427,-419,48.08865161015429,47.04144807043,48.71138953337695,5,1,32
600188.SH,兖矿能源,53.23,39.77895141660491,-13.451048583395085,-25.269676091292663,53,236,-183,51.57082417443911,48.85353535232358,48.169287885102534,10,0,29
300376.SZ,易事特,38.48,38.089316020134724,-0.3906839798652726,-1.0152910079658852,176,468,-292,48.17021194636589,47.326394827657445,47.11545683287548,39,0,10
600725.SH,云维股份,20.39,36.595158017912446,16.205158017912446,79.47600793483298,359,554,-195,51.57082417443911,47.186524823008604,40.062349177198776,19,0,19
300842.SZ,帝科股份,15.41,38.26059723881513,22.85059723881513,148.28421310068222,585,448,137,51.57082417443911,45.86672829068505,45.41750387420367,21,0,19
600110.SH,诺德股份,19.25,38.708347637563946,19.458347637563946,101.08232538994257,421,398,23,51.57082417443911,44.83509931380878,47.144291229562036,17,0,21
688353.SH,华盛锂电,18.68,35.439715499489054,16.759715499489054,89.72010438698638,470,579,-109,51.57082417443911,45.516249674566744,37.40756096010388,20,0,18
688638.SH,誉辰智能,16.52,37.07912261728596,20.55912261728596,124.44989477776005,565,534,31,51.57082417443911,45.825263259767446,41.94102112205698,19,0,19
300140.SZ,节能环境,14.93,40.40282172436372,25.47282172436372,170.61501489861834,594,154,440,51.66186654457255,45.86068114649075,51.99733823034695,13,1,25
600406.SH,国电南瑞,62.6,41.78545965081765,-20.81454034918235,-33.250064455562864,13,43,-30,51.57082417443911,49.69457669899933,54.11780411005063,20,0,18
06828.HK,BG BLUE SKY,59.9,41.09014476697736,-18.80985523302264,-31.402095547617094,24,94,-70,51.669911203847555,47.04144807043,53.02195485197005,10,0,28
300340.SZ,科恒股份,11.04,37.40433775850449,26.36433775850449,238.80740723283057,626,515,111,51.57082417443911,47.77670468951443,41.551874373888346,17,0,22
601139.SH,深圳燃气,40.04,40.81397404398339,0.7739740439833938,1.9330021078506339,159,114,45,51.57082417443911,52.53672061700388,49.79618980031095,23,0,17
002267.SZ,陕天然气,45.6,41.07744772981823,-4.5225522701817695,-9.917877785486336,96,96,0,51.69570300385293,52.470090560954645,50.14674803132241,25,1,21
300332.SZ,天壕能源,20.83,39.85476339774059,19.024763397740593,91.33347766558134,338,221,117,51.57082417443911,52.80132012094437,46.18521012534451,13,0,25
000537.SZ,绿发电力,23.65,37.9697989089956,14.319798908995601,60.548832596175906,292,482,-190,51.57082417443911,44.85289187857114,44.821778506282236,16,0,24
600192.SH,长城电工,14.24,35.2370372614273,20.997037261427295,147.45110436395572,607,583,24,51.57082417443911,45.12032333401799,36.953635790648,20,0,18
300619.SZ,金银河,18.63,39.71310689123057,21.083106891230567,113.16750880961122,477,249,228,51.57082417443911,52.93865043836531,45.75940920120258,15,0,24
601700.SH,风范股份,17.84,37.47608138867939,19.63608138867939,110.0677207885616,513,514,-1,51.57082417443911,44.85666706133469,43.68022026459556,20,0,18
002493.SZ,荣盛石化,47.05,41.18396565542246,-5.866034344577535,-12.467660668602626,86,87,-1,50.05145173460109,55.50463357977164,50.720425301460764,25,1,18
600863.SH,华能蒙电,38.58,39.838236942572394,1.2582369425723954,3.2613710279222277,174,227,-53,51.57082417443911,45.47915653293978,50.37433590655338,20,0,18
300724.SZ,捷佳伟创,17.08,41.563537702190075,24.483537702190077,143.3462394741808,547,56,491,51.57082417443911,64.11262713716529,46.4357027260306,23,0,16
00975.HK,MONGOL MINING,35.37,38.200692918000605,2.830692918000608,8.003089957592898,202,455,-253,51.57082417443911,47.04144807043,44.230559235205895,10,0,28
301327.SZ,华宝新能,58.28,37.71962822344914,-20.56037177655086,-35.27860634274341,32,496,-464,51.57082417443911,43.41576547005678,44.66473775544813,13,0,27
02386.HK,SINOPEC SEG,43.96,39.7114985119055,-4.248501488094497,-9.664471083017508,117,250,-133,52.24279075411387,49.52472858426638,46.37544249182739,9,0,28
688032.SH,禾迈股份,47.61,38.362810129486796,-9.247189870513203,-19.422789057998745,80,439,-359,52.15450011767491,46.70496299291872,43.7967615917305,36,0,12
300776.SZ,帝尔激光,19.07,36.92939450363479,17.85939450363479,93.65178030222752,436,541,-105,45.49825798230778,48.25232509074444,45.87024212178703,38,1,8
301082.SZ,久盛电气,18.17,39.223073274403504,21.053073274403502,115.8672167000743,494,329,165,51.57082417443911,52.0177060746706,44.80800028894621,13,0,25
000533.SZ,顺钠股份,17.97,41.42285868159262,23.452858681592623,130.51117797213482,503,65,438,52.22548961345508,52.31546100280902,50.94858723085213,24,0,18
603556.SH,海兴电力,19.23,39.86221381681068,20.63221381681068,107.29180351955631,422,219,203,51.57082417443911,52.12458405490031,47.2271963856969,20,0,18
688503.SH,聚和材料,22.28,40.005313025956355,17.725313025956353,79.55706026012726,307,197,110,51.57082417443911,48.00013005660363,49.58834167443383,19,0,19
002506.SZ,协鑫集成,55.84,36.90711776196871,-18.93288223803129,-33.90559140048583,42,542,-500,51.18011096616959,44.32292617878532,41.1698959000303,16,0,23
600868.SH,梅雁吉祥,19.69,37.21423920306082,17.52423920306082,89.00070697339166,395,525,-130,51.57082417443911,44.48957679104607,42.906669697459435,17,0,21
002039.SZ,黔源电力,33.46,45.156906449860855,11.696906449860855,34.9578794078328,221,2,219,51.57082417443911,55.047538191961074,62.33904473477775,14,0,25
603798.SH,康普顿,15.26,37.38819347066114,22.128193470661145,145.00782090865758,588,518,70,51.57082417443911,44.43350185520854,43.45708622576027,18,0,20
02688.HK,ENN ENERGY,70.01,41.36694473090966,-28.643055269090347,-40.912805697886505,2,69,-67,54.684103707464914,47.04144807043,49.495474667559,15,0,24
603032.SH,德新科技,24.28,36.338681421472444,12.058681421472443,49.66507998958996,290,564,-274,51.57082417443911,44.010905057677356,40.750932601696945,20,0,18
688733.SH,壹石通,18.12,36.90705805407461,18.78705805407461,103.68133583926384,497,543,-46,51.57082417443911,45.584681179521326,41.56264407120057,20,0,18
00968.HK,XINYI SOLAR,32.59,36.53462516305091,3.944625163050908,12.103790006293059,224,556,-332,45.350749083953524,47.04144807043,45.40721488187939,14,2,23
301023.SZ,奕帆传动,18.29,39.876396420918915,21.586396420918916,118.02294379944733,487,217,270,51.57082417443911,54.91128688954135,45.7764894110606,22,0,17
600578.SH,京能电力,34.48,37.113340282158696,2.6333402821586986,7.637297802084393,212,531,-319,47.22642845623184,44.784825096730344,46.33259990942867,20,0,26
600875.SH,东方电气,59.84,39.93598036873558,-19.904019631264426,-33.262064891818895,25,208,-183,51.57082417443911,49.39252207881288,48.26591658634335,6,0,32
600973.SH,宝胜股份,50.7,38.83617386657184,-11.863826133428162,-23.4000515452232,68,378,-310,51.57082417443911,44.58433685455767,47.77456243414104,19,0,19
300772.SZ,运达股份,27.54,38.749366048369474,11.209366048369475,40.70212798972213,267,392,-125,51.964717949053515,44.08519595116096,46.403064445263915,26,4,19
03395.HK,JX ENERGY,25.45,39.05266903342436,13.602669033424359,53.448601310115365,284,353,-69,51.57082417443911,47.04144807043,46.4749185591711,2,0,35
