company_code,company_name,score_2024,score_2025,score_change,score_change_pct,rank_2024,rank_2025,rank_change,e_score,s_score,g_score,extracted_count,calculated_count,filled_count
603218.SH,日月股份,19.26,41.33003278194724,22.070032781947237,114.5899936757385,419,71,348,51.57082417443911,55.46456048981193,49.209303686305304,8,0,30
601001.SH,晋控煤业,21.46,36.45830558656457,14.99830558656457,69.88958800822259,320,559,-239,41.68229001937985,48.34518152125372,48.811806568555234,34,0,8
000966.SZ,长源电力,34.27,39.780363889344144,5.510363889344141,16.07926434007628,213,235,-22,51.57082417443911,54.68395159059432,45.413991891095655,19,0,20
000543.SZ,皖能电力,20.23,34.2347806171537,14.004780617153703,69.22778357465992,367,592,-225,38.45213343304946,46.64274812288911,46.54192175288825,26,3,20
688339.SH,亿华通,12.6,36.58838335665692,23.988383356656918,190.38399489410253,622,555,67,50.869604972540515,49.940071158366685,38.57256205309982,23,0,17
001283.SZ,豪鹏科技,19.26,40.12448196947991,20.864481969479908,108.33064366292786,420,185,235,51.57082417443911,47.59518258984009,50.271976663054424,14,0,26
00061.HK,GREEN LEADER,44.04,39.06755454059427,-4.972445459405726,-11.290748091293656,115,351,-236,51.57082417443911,47.04144807043,46.52552140761907,4,0,34
300069.SZ,金利华电,13.33,39.90023909158502,26.570239091585023,199.32662484309844,616,210,406,51.57082417443911,53.43313881846019,46.04651053785613,9,0,29
000899.SZ,赣能股份,19.15,41.716239244759834,22.566239244759835,117.83936942433336,429,48,381,51.57082417443911,56.71705966939998,49.96709164638424,19,0,19
688392.SH,骄成超声,18.56,39.12776057723263,20.56776057723263,110.81767552388271,482,342,140,51.57082417443911,47.239656015282385,47.401791556382356,21,0,17
08270.HK,CHINA CBM,38.11,37.67688757935191,-0.4331124206480865,-1.1364797183103819,179,501,-322,51.57082417443911,47.04144807043,42.246982756610755,7,0,31
605011.SH,杭州热电,41.25,37.25461531343252,-3.9953846865674834,-9.685781058345414,148,522,-374,42.69269077472767,44.67359596185206,51.27672073541513,30,0,12
300105.SZ,龙源技术,47.71,37.489185549239544,-10.220814450760457,-21.42279281232542,79,513,-434,48.40771586403122,52.08966439184572,42.756272144387744,25,2,13
01733.HK,E-COMMODITIES,54.95,39.18301537448303,-15.766984625516976,-28.693329618775206,46,334,-288,51.57082417443911,47.04144807043,47.183929354472106,8,0,29
002560.SZ,通达股份,34.56,43.21284843026879,8.65284843026879,25.037177170916635,209,9,200,55.657014727550525,53.6853554646261,51.779771483041635,36,1,13
603988.SH,中电电机,18.41,37.508315569003905,19.098315569003905,103.7388135198474,484,511,-27,51.57082417443911,44.14390066475113,44.11169293463424,20,0,18
01205.HK,CITIC RESOURCES,42.18,39.784955186509215,-2.3950448134907845,-5.678152710978626,136,234,-98,44.3225349541552,47.04144807043,56.63641847808062,10,0,27
00332.HK,YUANHENG GAS,44.46,35.43673011091237,-9.02326988908763,-20.29525391157811,112,580,-468,44.3225349541552,47.04144807043,42.823602991357,4,0,33
603507.SH,振江股份,17.78,39.05892270532594,21.27892270532594,119.67898034491529,516,352,164,51.57082417443911,56.22711957809271,42.50771318620304,19,0,19
301232.SZ,飞沃科技,17.95,38.160942543694226,20.210942543694227,112.59578018771157,504,462,42,51.57082417443911,45.778335514292884,45.263600162639875,21,0,17
300274.SZ,阳光电源,71.98,40.287616505742164,-31.69238349425784,-44.029429694717756,1,166,-165,49.57907993007093,54.70808134737773,48.85681313033404,32,0,17
002629.SZ,仁智股份,14.28,39.61015620147614,25.330156201476136,177.3820462288245,606,267,339,51.615213782961064,51.98883654567937,46.20968688680407,16,1,22
002828.SZ,贝肯能源,10.87,42.292553626938385,31.422553626938388,289.07593033062,628,25,603,51.57082417443911,52.670444741341825,54.06948342028036,22,0,16
600028.SH,中国石化,48.95,38.23696130002088,-10.713038699979123,-21.88567660874182,73,449,-376,48.225038936350174,49.611368297302164,45.99110072182926,20,0,24
002692.SZ,远程股份,18.28,39.17180183304563,20.891801833045626,114.28775619828022,489,336,153,51.57082417443911,52.93714720660707,44.612365769986205,25,0,14
002709.SZ,天赐材料,45.0,39.19365783579829,-5.806342164201709,-12.90298258711491,107,333,-226,51.57082417443911,46.29950332455536,48.140819782823954,24,0,15
301163.SZ,宏德股份,16.09,40.4268834579855,24.336883457985497,151.25471384701987,574,150,424,51.57082417443911,53.94465650310523,47.48833435545642,14,0,24
688556.SH,高测股份,20.67,36.873098018377014,16.203098018377013,78.38944372702956,347,545,-198,51.57082417443911,44.89731407347827,41.713510785154796,17,0,21
01407.HK,JY GAS,56.01,40.31002837607646,-15.699971623923538,-28.030658139481414,41,164,-123,51.94880111669543,47.04144807043,50.11933763116071,12,0,25
603393.SH,新天然气,21.77,40.81395237026963,19.043952370269633,87.47796219692069,313,115,198,51.57082417443911,47.18654139375171,52.23142914020234,17,0,21
600157.SH,永泰能源,20.95,39.661946790910974,18.711946790910975,89.31716845303569,335,254,81,51.72601302881656,52.47954905062799,46.126505529032826,24,2,14
002882.SZ,金龙羽,21.13,40.85268521225309,19.722685212253094,93.33973124587361,331,110,221,51.57082417443911,49.938393637006214,51.24590705609785,13,0,26
002300.SZ,太阳电缆,29.81,41.304342060947256,11.494342060947258,38.55867850032626,246,74,172,52.272230778115485,52.16050337771911,50.569917064141464,17,1,22
300316.SZ,晶盛机电,46.87,38.56909245911719,-8.300907540882804,-17.710491873016437,88,417,-329,51.57082417443911,54.32335838676789,41.90390107712904,23,0,15
002879.SZ,长缆科技,14.71,41.14924345303522,26.439243453035218,179.73652925244878,599,90,509,51.57082417443911,56.98606362424281,47.52787624755084,15,0,25
600871.SH,石化油服,48.06,38.50843637563977,-9.551563624360234,-19.874248073991332,78,425,-347,51.23451116257231,46.28392133455749,44.858585474705784,15,2,27
600098.SH,广州发展,48.61,41.743291831136354,-6.866708168863646,-14.126122544463374,75,47,28,51.67143323738741,51.269218240261296,53.0878768225497,27,1,14
688248.SH,南网科技,59.64,41.32197025465041,-18.31802974534959,-30.714335589117354,28,72,-44,51.66304700911224,53.31102075738244,50.82879193502235,30,1,14
688275.SH,万润新能,20.43,37.01035639925926,16.58035639925926,81.15690846431355,358,538,-180,51.57082417443911,44.91903660523551,42.11054750875996,20,0,19
002364.SZ,中恒电气,14.42,40.77455007903381,26.354550079033807,182.76387017360477,603,118,485,51.57082417443911,53.50487362750892,48.52978127063882,13,0,26
688663.SH,新风光,35.27,37.833833392107124,2.563833392107121,7.2691618715824236,203,490,-287,51.57082417443911,46.094643452079445,44.176556140629664,22,0,17
001299.SZ,美能能源,19.95,36.85301620232521,16.903016202325208,84.72689825726921,377,547,-170,34.54490673534804,56.12897789111481,52.03148168218929,25,2,14
603063.SH,禾望电气,21.83,38.166543293886384,16.336543293886386,74.83528764950246,311,461,-150,46.30940782790549,43.85262105868299,51.256038745007615,39,0,9
600905.SH,三峡能源,46.24,34.909417569418764,-11.330582430581238,-24.50385473741617,93,587,-494,42.95821864180957,48.27223648940502,42.03338578021033,35,0,9
600167.SH,联美控股,41.06,37.16943233392835,-3.8905676660716537,-9.475323102950934,151,528,-377,40.87937931613564,50.51303620343405,51.27426211088008,31,1,14
600617.SH,国新能源,17.34,39.15448158091809,21.814481580918088,125.80439204681713,537,339,198,51.57082417443911,44.65259571400248,48.75429786559613,23,0,16
601865.SH,福莱特,30.86,38.80926835786232,7.949268357862323,25.759132721524054,234,381,-147,51.57082417443911,44.92375367804023,47.60284045610219,21,0,17
002121.SZ,科陆电子,23.05,38.97674384654614,15.926743846546142,69.09650258805267,299,363,-64,51.57082417443911,53.01172579281794,43.054622078103655,13,0,25
601985.SH,中国核电,48.41,38.21647339297352,-10.193526607026477,-21.05665483789812,76,452,-376,52.12434218183829,44.90613808692889,44.69376483576435,30,3,14
600468.SH,百利电气,28.17,37.33214674343255,9.162146743432551,32.52448258229517,260,519,-259,51.57082417443911,43.85194891629946,43.813380342078304,22,0,16
601727.SH,上海电气,60.17,38.10562788315984,-22.06437211684016,-36.67005503879036,22,466,-444,48.47743769355171,43.97670650026916,48.958760011873174,23,1,23
300393.SZ,中来股份,36.12,35.724968778222696,-0.39503122177730177,-1.0936634046990636,195,577,-382,51.57082417443911,46.656028895717796,36.62126369938489,14,0,26
300933.SZ,中辰股份,17.15,38.67361553186242,21.52361553186242,125.50213138112198,542,402,140,51.57082417443911,45.55006696756754,46.666778618659244,13,0,25
603344.SH,星德胜,18.94,39.83104892032162,20.89104892032162,110.30120866062101,448,229,219,51.57082417443911,44.884600563170665,50.560289399542945,20,0,18
002487.SZ,大金重工,18.87,40.75755158167983,21.887551581679826,115.99126434382525,455,121,334,45.623666706133946,60.64594975118598,51.67650493622205,24,2,19
002090.SZ,金智科技,15.25,39.422745559525836,24.172745559525836,158.5098069477104,589,302,287,51.57082417443911,48.05513260561077,47.69810266507235,16,0,23
600116.SH,三峡水利,27.37,39.08996518356656,11.719965183566561,42.82047929691838,268,349,-81,51.57082417443911,44.3915055415796,48.75148461957055,20,0,18
301439.SZ,泓淋电力,20.46,43.014424393222015,22.554424393222014,110.23667836374396,357,11,346,55.24866846851152,59.57248703098359,48.18901570780903,30,0,16
603312.SH,西典新能,19.38,39.52403072416886,20.14403072416886,103.94236699777535,413,282,131,51.57082417443911,47.3837298325107,48.47958860629016,20,0,18
000722.SZ,湖南发展,17.94,39.4492200626417,21.5092200626417,119.89531807492584,505,298,207,51.57082417443911,51.60149292962472,45.17593735396221,7,0,31
301502.SZ,华阳智能,18.76,38.786421364349245,20.026421364349243,106.75064693149916,468,385,83,51.57082417443911,55.281087287158506,42.262327961990565,22,0,18
002616.SZ,长青集团,17.87,38.780456421554305,20.910456421554304,117.01430566062845,510,387,123,51.69177957162571,48.518825935242454,44.513946959245615,12,2,27
688719.SH,爱科赛博,18.65,37.14779823818885,18.49779823818885,99.18390476240671,474,529,-55,51.57082417443911,46.99342718400946,41.58611507784541,21,0,17
000155.SZ,川能动力,56.79,41.243531067071736,-15.546468932928263,-27.37536350225086,40,81,-41,51.57082417443911,52.313132353864034,51.13018978357126,18,0,21
002112.SZ,三变科技,17.36,39.54854087733326,22.18854087733326,127.81417556067547,535,277,258,51.57082417443911,52.905098672466,45.1433569614005,14,0,25
688597.SH,煜邦电力,21.35,39.883397871522654,18.533397871522652,86.80748417575013,323,214,109,51.57082417443911,44.71665395075333,50.91763691360396,19,0,19
000703.SZ,恒逸石化,34.62,39.01721947231371,4.397219472313715,12.701384957578613,208,361,-153,51.57082417443911,48.18860287455554,45.933521138357996,9,0,29
300617.SZ,安靠智电,18.82,39.02032926003917,20.20032926003917,107.33437438915605,461,359,102,52.02443259755838,54.42049699071948,42.86911809564906,21,0,18
600847.SH,万里股份,21.59,36.67093988189541,15.080939881895407,69.85150477950629,316,553,-237,51.57082417443911,44.41069425710212,41.43352483667457,18,0,20
300317.SZ,珈伟新能,18.87,39.636904925211894,20.766904925211893,110.05249032968676,454,258,196,51.57082417443911,50.42563274476544,46.78636778844933,11,0,27
688155.SH,先惠技术,21.45,39.81561210752661,18.365612107526612,85.62056926585834,321,230,91,51.57082417443911,50.68436242249088,47.730644881020815,19,0,19
603728.SH,鸣志电器,20.57,38.16896726080123,17.59896726080123,85.55647671755582,351,460,-109,51.57082417443911,44.218002312948215,46.03313071914658,21,0,17
01555.HK,MIE HOLDINGS,27.59,39.87314099239622,12.283140992396223,44.520264561059165,266,218,48,51.57082417443911,47.04144807043,49.24188383318291,1,0,36
600212.SH,绿能慧充,10.82,38.60281712270047,27.78281712270047,256.7728015037012,629,413,216,53.512716557509606,45.07761780130692,44.06743752203883,9,0,29
03800.HK,GCL TECH,39.46,39.04731902531699,-0.41268097468301335,-1.0458210204840683,162,354,-192,51.57082417443911,44.75541544611746,47.86220679282446,5,0,32
688660.SH,电气风电,52.24,35.03383583597751,-17.20616416402249,-32.9367614165821,59,585,-526,47.75022472757571,44.44783820426065,38.9404093004274,35,0,9
00666.HK,REPT BATTERO,14.04,39.23484776272083,25.194847762720833,179.4504826404618,611,328,283,51.57082417443911,44.67299219706694,48.715513776667386,7,0,30
002527.SZ,新时达,19.29,40.36348901227529,21.07348901227529,109.24566621189886,416,161,255,51.556698771351094,47.23450305706926,51.15319383403486,16,0,24
000723.SZ,美锦能源,43.02,39.62031274885798,-3.3996872511420264,-7.9025738055370205,128,263,-135,51.57082417443911,45.33909879642979,49.916534745058634,19,0,19
301487.SZ,盟固利,17.02,37.61476471863948,20.594764718639478,121.00331797085475,548,503,45,51.57082417443911,45.787772737857615,43.143462227330126,15,0,23
00645.HK,ARES ASIA,36.38,40.7190739962773,4.3390739962773,11.927086300927156,193,123,70,51.57082417443911,47.04144807043,52.12842867985956,3,0,34
688598.SH,金博股份,20.71,37.200819435044224,16.490819435044223,79.62732706443371,345,526,-181,51.57082417443911,55.69534142078314,37.7480944822323,20,0,18
600821.SH,金开新能,57.56,39.39567554719639,-18.164324452803612,-31.55720023072205,36,310,-274,51.389778521456016,56.983999655532685,43.27286173369485,25,2,13
01250.HK,SDHS NEW ENERGY,48.98,36.340130713820535,-12.639869286179461,-25.806184741076894,72,563,-491,44.3225349541552,44.9036748056714,46.91396766877418,11,0,27
002346.SZ,柘中股份,18.84,40.99827027556383,22.158270275563833,117.61289955182501,457,99,358,51.57082417443911,58.79159795532333,46.14681731825923,13,0,27
600969.SH,郴电国际,18.63,38.88393497203356,20.25393497203356,108.71677387028214,478,372,106,51.885185021596854,42.864987376235945,48.37113974843386,23,1,16
603618.SH,杭电股份,26.1,37.08085658446699,10.980856584466991,42.0722474500651,280,533,-253,51.94282098924784,50.86978810870247,39.008006406491376,21,0,17
300423.SZ,昇辉科技,12.47,36.39933913744957,23.929339137449574,191.89526172774316,623,561,62,51.57082417443911,51.09142111339724,37.362678521434155,22,0,17
002276.SZ,万马股份,19.86,38.776007413960784,18.916007413960784,95.24676442074916,385,389,-4,51.57082417443911,43.94444347054351,48.08626803073047,21,0,16
601868.SH,中国能建,16.6,37.03694813646031,20.43694813646031,123.1141454003633,563,537,26,48.18757289595784,43.83133976677896,45.69927864781176,11,1,29
300769.SZ,德方纳米,19.56,36.43882762509902,16.878827625099024,86.29257477044492,403,560,-157,52.64143412799387,44.42525128251077,38.173062949171175,41,2,6
00065.HK,GRAND OCEAN AR,36.72,37.54603626984636,0.8260362698463624,2.249554111782033,190,507,-317,51.57082417443911,47.04144807043,41.993421160883045,7,0,30
301386.SZ,未来电器,19.55,42.0731294443501,22.5231294443501,115.20782324475753,404,31,373,55.118457529055604,58.991287172431015,44.988085889454794,21,0,21
603606.SH,东方电缆,40.91,43.308930979417994,2.3989309794179974,5.863923195839642,153,8,145,51.57082417443911,50.62167282813065,58.26837237646415,19,0,19
600900.SH,长江电力,69.36,42.51901794443635,-26.84098205556365,-38.69807101436513,3,21,-18,52.58785928459973,54.36486720696547,53.17498930772612,30,2,12
600956.SH,新天绿能,67.92,41.670740615762895,-26.249259384237106,-38.64731947031376,5,49,-44,52.9863264074247,62.61871502093766,45.86435015927123,33,3,11
600726.SH,华电能源,23.21,41.37737064954302,18.167370649543017,78.27389336296,298,67,231,51.57082417443911,44.37303247000321,55.18594327353115,18,0,20
601012.SH,隆基绿能,55.63,36.11091781360566,-19.519082186394343,-35.087330912087616,44,568,-524,44.78982910433267,45.45337377856928,45.361165938230315,29,2,10
603829.SH,洛凯股份,19.75,38.030500889757676,18.280500889757676,92.55949817598822,391,476,-85,51.57082417443911,45.71458068757623,44.89656489523653,20,0,18
01083.HK,TG SMART ENERGY,59.78,39.94024543042961,-19.83975456957039,-33.18794675404882,27,207,-180,51.57082417443911,47.04144807043,49.496182068876976,4,0,34
600396.SH,华电辽能,13.76,39.509243096480446,25.74924309648045,187.13112715465442,612,286,326,51.57082417443911,47.1865410760592,48.43400794407178,19,0,19
688499.SH,利元亨,30.09,37.84577514460974,7.755775144609739,25.775258041242072,242,488,-246,51.57082417443911,49.75415451325532,42.34540301477117,19,0,19
03337.HK,ANTON OILFIELD,43.37,38.338564801034146,-5.031435198965852,-11.601187915531133,124,441,-317,47.55815336632782,47.437686168085456,48.59599072366657,8,0,30
300185.SZ,通裕重工,42.17,39.167879328410656,-3.0021206715893456,-7.119090992623536,137,337,-200,51.57082417443911,51.65975878439666,44.737317645381175,15,0,24
00467.HK,UNITEDENERGY GP,47.18,39.164342660324024,-8.015657339675975,-16.989523822967307,84,338,-254,51.57082417443911,47.04144807043,46.99943797794113,6,0,32
600758.SH,辽宁能源,18.92,38.74254683290664,19.82254683290664,104.77033209781521,450,393,57,51.57082417443911,45.58566264720021,47.020393878888534,21,0,17
002255.SZ,海陆重工,17.89,39.74226202123617,21.85226202123617,122.1479151550373,508,241,267,51.655759666673106,51.1365051941618,46.52817197399905,13,1,26
600458.SH,时代新材,18.09,38.539133343462474,20.449133343462474,113.0410908980789,499,421,78,51.57082417443911,45.18141849942279,46.63830602542235,20,0,18
01921.HK,DALIPAL HLDG,45.7,39.76078166990746,-5.939218330092544,-12.9961013787583,95,238,-143,51.57082417443911,47.11859886762262,48.94378165900889,4,0,33
