company_code,company_name,report_year,document_type,source_channel,official_domain,candidate_url,domain_verification,download_status,next_action,scoring_authorized
300129.SZ,泰胜风能,2025,esg_report,issuer_official_website,shtsp.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300140.SZ,节能环境,2025,annual_report,issuer_official_website,zjnhj.cecep.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300141.SZ,和顺电气,2025,annual_report,issuer_official_website,cnheshun.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300153.SZ,科泰电源,2025,annual_report,issuer_official_website,cooltechsh.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300185.SZ,通裕重工,2025,annual_report,issuer_official_website,tongyuheavy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300191.SZ,潜能恒信,2025,annual_report,issuer_official_website,sinogeo.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300207.SZ,欣旺达,2025,annual_report,issuer_official_website,sunwoda.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300207.SZ,欣旺达,2025,esg_report,issuer_official_website,sunwoda.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300222.SZ,科大智能,2025,annual_report,issuer_official_website,csg.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300265.SZ,通光线缆,2025,annual_report,issuer_official_website,tgjt.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300274.SZ,阳光电源,2025,annual_report,issuer_official_website,en.sungrowpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300274.SZ,阳光电源,2025,esg_report,issuer_official_website,en.sungrowpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300283.SZ,温州宏丰,2025,annual_report,issuer_official_website,wzhf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300286.SZ,安科瑞,2025,annual_report,issuer_official_website,acrel.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300316.SZ,晶盛机电,2025,annual_report,issuer_official_website,jsjd.cc,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300317.SZ,珈伟新能,2025,annual_report,issuer_official_website,jiawei.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300332.SZ,天壕能源,2025,annual_report,issuer_official_website,thny.cc,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300340.SZ,科恒股份,2025,annual_report,issuer_official_website,keheng.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300360.SZ,炬华科技,2025,annual_report,issuer_official_website,sunrisemeter.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300376.SZ,易事特,2025,annual_report,issuer_official_website,eastups.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300376.SZ,易事特,2025,esg_report,issuer_official_website,eastups.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300390.SZ,天华新能,2025,annual_report,issuer_official_website,canmax.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300393.SZ,中来股份,2025,annual_report,issuer_official_website,jolywood.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300407.SZ,凯发电气,2025,annual_report,issuer_official_website,keyvia.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300409.SZ,道氏技术,2025,annual_report,issuer_official_website,dowstone.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300410.SZ,正业科技,2025,annual_report,issuer_official_website,zhengyee.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300423.SZ,昇辉科技,2025,annual_report,issuer_official_website,sunflytech.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300427.SZ,红相股份,2025,annual_report,issuer_official_website,redphase.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300432.SZ,富临精工,2025,annual_report,issuer_official_website,fulinpm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300438.SZ,鹏辉能源,2025,annual_report,issuer_official_website,greatpower.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300438.SZ,鹏辉能源,2025,esg_report,issuer_official_website,greatpower.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300443.SZ,金雷股份,2025,annual_report,issuer_official_website,jinleiwind.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300444.SZ,双杰电气,2025,annual_report,issuer_official_website,sojoline.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300450.SZ,先导智能,2025,annual_report,issuer_official_website,leadintelligent.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300457.SZ,赢合科技,2025,annual_report,issuer_official_website,yhwins.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300483.SZ,首华燃气,2025,annual_report,issuer_official_website,primagas.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300490.SZ,华自科技,2025,annual_report,issuer_official_website,cshnac.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300491.SZ,通合科技,2025,annual_report,issuer_official_website,sjzthdz.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300491.SZ,通合科技,2025,esg_report,issuer_official_website,sjzthdz.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300510.SZ,金冠股份,2025,annual_report,issuer_official_website,jinguan-electric.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300510.SZ,金冠股份,2025,esg_report,issuer_official_website,jinguan-electric.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300514.SZ,友讯达,2025,annual_report,issuer_official_website,friendcom.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300568.SZ,星源材质,2025,annual_report,issuer_official_website,senior798.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300569.SZ,天能重工,2025,annual_report,issuer_official_website,qdtnp.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300593.SZ,新雷能,2025,annual_report,issuer_official_website,xinleineng.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300617.SZ,安靠智电,2025,annual_report,issuer_official_website,jjckb.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300619.SZ,金银河,2025,annual_report,issuer_official_website,goldenyh.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300626.SZ,华瑞股份,2025,annual_report,issuer_official_website,hrdq.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300626.SZ,华瑞股份,2025,esg_report,issuer_official_website,hrdq.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300648.SZ,星云股份,2025,annual_report,issuer_official_website,irm.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300660.SZ,江苏雷利,2025,annual_report,issuer_official_website,czleili.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300670.SZ,大烨智能,2025,annual_report,issuer_official_website,jjckb.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300690.SZ,双一科技,2025,annual_report,issuer_official_website,shuangyitec.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300690.SZ,双一科技,2025,esg_report,issuer_official_website,shuangyitec.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300693.SZ,盛弘股份,2025,annual_report,issuer_official_website,sinexcel.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300713.SZ,英可瑞,2025,annual_report,issuer_official_website,szincrease.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300724.SZ,捷佳伟创,2025,annual_report,issuer_official_website,chinasc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300750.SZ,宁德时代,2025,annual_report,issuer_official_website,catl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300751.SZ,迈为股份,2025,annual_report,issuer_official_website,maxwell-gp.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300763.SZ,锦浪科技,2025,annual_report,issuer_official_website,ginlong.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300769.SZ,德方纳米,2025,annual_report,issuer_official_website,dynanonic.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300769.SZ,德方纳米,2025,esg_report,issuer_official_website,dynanonic.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300772.SZ,运达股份,2025,annual_report,issuer_official_website,windeyenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300772.SZ,运达股份,2025,esg_report,issuer_official_website,windeyenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300776.SZ,帝尔激光,2025,annual_report,issuer_official_website,drlaser.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300776.SZ,帝尔激光,2025,esg_report,issuer_official_website,drlaser.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300820.SZ,英杰电气,2025,annual_report,issuer_official_website,injet.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300820.SZ,英杰电气,2025,esg_report,issuer_official_website,injet.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300827.SZ,上能电气,2025,annual_report,issuer_official_website,si-neng.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300842.SZ,帝科股份,2025,annual_report,issuer_official_website,dkem.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300850.SZ,新强联,2025,annual_report,issuer_official_website,lyxqlbearing.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300850.SZ,新强联,2025,esg_report,issuer_official_website,lyxqlbearing.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300853.SZ,申昊科技,2025,annual_report,issuer_official_website,shenhaoinfo.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300870.SZ,欧陆通,2025,annual_report,issuer_official_website,en.honoto.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300870.SZ,欧陆通,2025,esg_report,issuer_official_website,en.honoto.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300880.SZ,迦南智能,2025,annual_report,issuer_official_website,nbjianan.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300880.SZ,迦南智能,2025,esg_report,issuer_official_website,nbjianan.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300882.SZ,万胜智能,2025,annual_report,issuer_official_website,wellsun.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300904.SZ,威力传动,2025,annual_report,issuer_official_website,weili.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300907.SZ,康平科技,2025,annual_report,issuer_official_website,chinakangping.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300919.SZ,中伟新材,2025,annual_report,issuer_official_website,cngrgf.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300919.SZ,中伟新材,2025,esg_report,issuer_official_website,cngrgf.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300932.SZ,三友联众,2025,annual_report,issuer_official_website,sanyourelay.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300932.SZ,三友联众,2025,esg_report,issuer_official_website,sanyourelay.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300933.SZ,中辰股份,2025,annual_report,issuer_official_website,zcdl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300953.SZ,震裕科技,2025,annual_report,issuer_official_website,zhenyumould.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
300953.SZ,震裕科技,2025,esg_report,issuer_official_website,zhenyumould.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301002.SZ,崧盛股份,2025,annual_report,issuer_official_website,cn.sosen.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301012.SZ,扬电科技,2025,annual_report,issuer_official_website,jsyddq.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301023.SZ,奕帆传动,2025,annual_report,issuer_official_website,yifanmotor.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301040.SZ,中环海陆,2025,annual_report,issuer_official_website,hlduanjian.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301063.SZ,海锅股份,2025,annual_report,issuer_official_website,zjghgxny.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301082.SZ,久盛电气,2025,annual_report,issuer_official_website,teccable.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301120.SZ,新特电气,2025,annual_report,issuer_official_website,xinhuadu.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301121.SZ,紫建电子,2025,annual_report,issuer_official_website,gdvdl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301150.SZ,中一科技,2025,annual_report,issuer_official_website,c1cf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301152.SZ,天力锂能,2025,annual_report,issuer_official_website,xxtlln.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301155.SZ,海力风电,2025,annual_report,issuer_official_website,jshlfd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301157.SZ,华塑科技,2025,annual_report,issuer_official_website,huasucn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301163.SZ,宏德股份,2025,annual_report,issuer_official_website,hongdegf.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301168.SZ,通灵股份,2025,annual_report,issuer_official_website,jstongling.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301179.SZ,泽宇智能,2025,annual_report,issuer_official_website,zeyu99.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301210.SZ,金杨精密,2025,annual_report,issuer_official_website,wx-jy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301217.SZ,铜冠铜箔,2025,annual_report,issuer_official_website,ahtgtb.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301222.SZ,浙江恒威,2025,annual_report,issuer_official_website,hwbattery.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301226.SZ,祥明智能,2025,annual_report,issuer_official_website,163.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301232.SZ,飞沃科技,2025,annual_report,issuer_official_website,shfinework.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301238.SZ,瑞泰新材,2025,annual_report,issuer_official_website,rtxc.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301266.SZ,宇邦新材,2025,annual_report,issuer_official_website,yourbest.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301278.SZ,快可电子,2025,annual_report,issuer_official_website,qc-solar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301291.SZ,明阳电气,2025,annual_report,issuer_official_website,mingyang.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301292.SZ,海科新源,2025,annual_report,issuer_official_website,hi-techspring.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301295.SZ,美硕科技,2025,annual_report,issuer_official_website,msrelay.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301325.SZ,曼恩斯特,2025,annual_report,issuer_official_website,manst.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301325.SZ,曼恩斯特,2025,esg_report,issuer_official_website,manst.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301327.SZ,华宝新能,2025,annual_report,issuer_official_website,s.comein.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301349.SZ,信德新材,2025,annual_report,issuer_official_website,lnxdhg.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301358.SZ,湖南裕能,2025,annual_report,issuer_official_website,hunanyuneng.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301358.SZ,湖南裕能,2025,esg_report,issuer_official_website,hunanyuneng.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301361.SZ,众智科技,2025,annual_report,issuer_official_website,smartgen.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301386.SZ,未来电器,2025,annual_report,issuer_official_website,szfuture.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301386.SZ,未来电器,2025,esg_report,issuer_official_website,szfuture.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301388.SZ,欣灵电气,2025,annual_report,issuer_official_website,c-lin.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301439.SZ,泓淋电力,2025,annual_report,issuer_official_website,honglinpowertech.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301439.SZ,泓淋电力,2025,esg_report,issuer_official_website,honglinpowertech.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301456.SZ,盘古智能,2025,annual_report,issuer_official_website,paguld.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301487.SZ,盟固利,2025,annual_report,issuer_official_website,htmgl.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301502.SZ,华阳智能,2025,annual_report,issuer_official_website,cn-huayang.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301511.SZ,德福科技,2025,annual_report,issuer_official_website,jjdefu.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301516.SZ,中远通,2025,annual_report,issuer_official_website,vapel.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
301587.SZ,中瑞股份,2025,annual_report,issuer_official_website,zrelectron.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600011.SH,华能国际,2025,annual_report,issuer_official_website,cas.org.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600021.SH,上海电力,2025,annual_report,issuer_official_website,shanghaipower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600023.SH,浙能电力,2025,annual_report,issuer_official_website,zzepc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600023.SH,浙能电力,2025,esg_report,issuer_official_website,zzepc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600025.SH,华能水电,2025,annual_report,issuer_official_website,hnlcj.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600027.SH,华电国际,2025,annual_report,issuer_official_website,hdpi.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600028.SH,中国石化,2025,annual_report,issuer_official_website,sinopec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600028.SH,中国石化,2025,esg_report,issuer_official_website,sinopec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600032.SH,浙江新能,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600032.SH,浙江新能,2025,esg_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600089.SH,特变电工,2025,annual_report,issuer_official_website,tbea.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600089.SH,特变电工,2025,esg_report,issuer_official_website,tbea.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600098.SH,广州发展,2025,annual_report,issuer_official_website,v.wjx.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600098.SH,广州发展,2025,esg_report,issuer_official_website,v.wjx.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600101.SH,明星电力,2025,annual_report,issuer_official_website,sse.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600101.SH,明星电力,2025,esg_report,issuer_official_website,sse.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600110.SH,诺德股份,2025,annual_report,issuer_official_website,ndgf.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600116.SH,三峡水利,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600149.SH,廊坊发展,2025,annual_report,issuer_official_website,zqrb.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600151.SH,航天机电,2025,annual_report,issuer_official_website,ht-saae.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600152.SH,维科技术,2025,annual_report,issuer_official_website,veken-tech.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600157.SH,永泰能源,2025,annual_report,issuer_official_website,wtecl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600163.SH,中闽能源,2025,annual_report,issuer_official_website,zhongminenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600163.SH,中闽能源,2025,esg_report,issuer_official_website,zhongminenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600167.SH,联美控股,2025,annual_report,issuer_official_website,sthj.deing.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600167.SH,联美控股,2025,esg_report,issuer_official_website,sthj.deing.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600188.SH,兖矿能源,2025,annual_report,issuer_official_website,ykenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600192.SH,长城电工,2025,annual_report,issuer_official_website,chinagwe.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600207.SH,安彩高科,2025,annual_report,issuer_official_website,acht.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600207.SH,安彩高科,2025,esg_report,issuer_official_website,acht.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600212.SH,绿能慧充,2025,annual_report,issuer_official_website,gresgying.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600236.SH,桂冠电力,2025,annual_report,issuer_official_website,ggep.china-cdt.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600236.SH,桂冠电力,2025,esg_report,issuer_official_website,ggep.china-cdt.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600241.SH,时代万恒,2025,annual_report,issuer_official_website,shidaiwanheng.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600256.SH,广汇能源,2025,annual_report,issuer_official_website,xjguanghui.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600256.SH,广汇能源,2025,esg_report,issuer_official_website,xjguanghui.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600268.SH,国电南自,2025,annual_report,issuer_official_website,sac-china.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600310.SH,广西能源,2025,annual_report,issuer_official_website,gdep.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600312.SH,平高电气,2025,annual_report,issuer_official_website,pinggao.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
