thin_batch_rank,population_deficit,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority,diagnostic_category,diagnostic_excerpt,text_file_count,diagnostic_text_files,scoring_authorized
59,13,741,81.767361,128,307,179,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000791.SZ,甘肃能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,"特征 主要污染 物及特征 排放方 式 排放口 数量 排放 口分 排放浓 度/强 执行的污染物排放 标准 排放总量 核定的排放总量 超标排 放情况 50 === PAGE 51 === 甘肃电投能源发展股份有限公司 2025 年年度报告全文 公司 名称 污染物的 种类 污染物的 名称 布情 况 度 二氧化硫 常乐 公司 大气污染 物 氮氧化物 烟气经 环保设 施处理 后通过 烟囱排 至大气 烟尘 1-2 号 机组、 3-4 号 机组、 5-6 号 机组、 启动锅 炉共 7 个排放 口 20.39m g/m³ 厂区 内 37.46m g/m³ 1.54mg /m³ 执行《火电厂大气 污染物排放标准》 GB13223-2011 的 标 准，按照超低排放 的 浓 度 限 值 执 行 （ 二 氧 化 硫 浓 度 35mg/m³ ，氮氧化物 浓 度 50mg/m ³ ， 烟 尘浓度 10mg/m³） 年 排 放 总 量 1,525.13 吨 年许可排放量限值 3,737 吨 年 排 放 总 量 2,708.82 吨 年许可排放量限值 5,397 吨 全 年 各 项 污 染 物 全 部 达 标 排 ",2,data/text/000791.SZ/2025/annual_report.txt|data/text/000791.SZ/2025/esg_report.txt,False
60,13,742,81.767361,135,322,187,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001208.SZ,华菱线缆,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,no_matching_disclosure_in_text,,1,data/text/001208.SZ/2025/annual_report.txt,False
61,13,743,81.767361,122,264,142,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001258.SZ,立新能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,键 特性及影响因素进行 深入分析和确定。构 建储能电池海量数据 监测技术平台，深入 研究如何通过实时数 据 监 测 与 智 能 分 析， 降低储能系统的运维 风险和成本。 1. 完成“储能电站电池诊断 及运维系统”功能开发及数 据 采 集、 整 理 ；2. 完 成“ 电 芯不一致性诊断”、“高精度 SOH 估算”及“电池剩余寿 命预测”相关算法模型的开 发、 搭 建 和 训 练 工 作 ；3. 完 成“储能电站电池诊断及运 维系统”现场部署，接入全 站 BMS 电 池 数 据， 完 成 功 能调试及测试 ；4. 申请发明 专利 2 项、软著 2 项、论文 2 篇 ；5. 完 成 项 目 验 收、 结 题 工作。 开 发 储 能 电 池 海 量 数 据 监 测 及 储 能 电 站 智 慧 运 维 技 术， 构 建 储 能 电 站 电池诊断及运维系统，具 体 实 现 ：1. 储 能 PCS、 BMS、 电 芯 等 设 备 数 据 全 量 监 控 ；2.SOH 估 算 误 差 ≤ 5% ；3. 电 芯 不 一 致 性 诊 断 模 型 异 常 检 出 率 ≥ 90% ；4. 电池寿命预测 模型,1,data/text/001258.SZ/2025/annual_report.txt,False
62,13,744,81.767361,112,246,134,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001299.SZ,美能能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,效与个人绩效的紧密结合，确保绩效考核结果真正应 用于员工薪酬调整、职务晋升、岗位调整及不胜任退出等环节，刚性落实“能者上、平者让、庸者下、劣者汰”的用人 导向，充分调动全员干事创业积极性；三是持续推进集团及各事业部标准化建设工作，全面梳理、优化核心业务流程， 编制科学、务实、可操作的标准化作业程序（SOP）手册，不断推动运营管理与客户服务规范化、精细化升级，提升运 营效率与风险防控能力。 5.数字化管理转型：信息化应用促进业务数字化、智能化发展 加快完善信息化建设，促进数字化、智能化技术与公司经营管理及核心业务的深度融合，以技术创新驱动高质量发 展。 一是整合数据与业务中台，彻底打通各系统间的数据壁垒，完成内控管理平台建设并投入常态运营，实现核心业务 数据可视、可查询、可应用；二是以业务场景为导向、以痛点为目标，积极引入并部署人工智能（AI）工具，在决策支 持、投资分析、业绩预测、业务流程自动化、智能客服等领域开展试点与应用，推动人工智能从辅助工具向提升核心竞 争力的关键支撑转变；三是持续提升全员信息化、数字化应用能力，开展针对性的全员信息化工具能力培训与效果评估， 实现数字赋能与业务,1,data/text/001299.SZ/2025/annual_report.txt,False
63,13,745,81.767361,134,289,155,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00182.HK,CONCORD NE,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,ambiguous_intensity_disclosure,"s"". 4 5  The financial effect of climate-related risks are highly interdependent with and influenced by multiple market and operational factors, including electricity price volatility, equipment O&M costs, grid dispatch requirements, policy subsidy intensity, and power technology iteration. Consequently, their standalone financial effect cannot be reliably isolated and quantified at present. The methods used to assess the current financial effect of climate-related risks or op- portunities invo",2,data/text/hkex_reports/00182.HK/2025/annual_report.txt|data/text/hkex_reports/00182.HK/2025/esg_report.txt,False
64,13,746,81.767361,23,291,268,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002039.SZ,黔源电力,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,no_matching_disclosure_in_text,,1,data/text/002039.SZ/2025/annual_report.txt,False
65,13,747,81.767361,26,373,347,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002056.SZ,横店东磁,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,产品等已切 入新能源汽车、储能、AI 等领域。 公司深耕磁性材料行业近半个世纪，以技术领先、注重品质和服务而成为众多全球 500 强和行 业领先企业的战略合作伙伴，先后获得 Bosch 亚太区最佳供应商、Bosch 全球最佳供应商、Midea 战 略供应商，并多次被 Brose、Eaton、Panasonic、Nidec 等客户评为最佳供应商。 光伏方面，公司深耕行业 16 年，持续以差异化产品和市场入手，带动标准化产品销售，精准满 足不同区域不同客户的需求。截至 12 月底，公司拥有 5 类双玻标准产品和 9 类特殊应用场景产品， 凭借差异化产品及领先的质量和性能，公司光伏产品得到了 TÜV SÜD、EUPD Research 等第三方国 际权威机构的认可，是全球首批获得低碳认证的光伏组件制造企业，已连续 8 年获 EUPD Research “顶级光伏组件品牌”，连续7 年位列彭博新能源财经“全球一级太阳能组件制造商”，连续5 年获 Kiwa PVEL “全球组件最佳表现制造商”。 锂电方面，公司18650、21700 型的三元圆柱电池，出货量位列全国前三，产品覆盖能量型26E- ,1,data/text/002056.SZ/2025/annual_report.txt,False
66,13,748,81.767361,114,355,241,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00206.HK,CM-ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,ambiguous_intensity_disclosure,"動、張貼標語、現場培訓及鼓勵員工提交合理化建議等方式，營造全員參與的節水氛圍，確保節水意識深 入人心。 132 CM Energy Tech Co., Ltd. ‧ Annual Report 2025 === PAGE 135 === ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 GREEN DRIVES THE FUTURE, LOW-CARBON LEADS THE WAY (Continued) Energy and Resource Management (Continued) Water Resource Management (Continued) The Group has established control targets for water consumption intensity, targeting a 3% year-on-year reduction in 2025 compared to 2024. During the Reporting Period, total water con",1,data/text/hkex_reports/00206.HK/2025/annual_report.txt,False
67,13,749,81.767361,164,280,116,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002074.SZ,国轩高科,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,ambiguous_intensity_disclosure,"可靠的服务 保障。通过健全制度体系与完善全球服务网络，公司不断筑牢客户权益保护的坚实屏障，努力为客户创 造可持续的合作价值。 （四）环境保护与可持续发展 公司设立由经营管理层组成的 EHS（环境、健康安全）管理委员会，作为环境管理最高决策机构， 负责审阅 EHS 管理目标指标，规范 EHS 管理体系运行。公司推行 EHS 目标责任书机制，将 EHS 管理目 标深度融入各基地、各部门绩效考评，并将污染物减排列为核心绩效指标，层层分解落实，确保减排任 务落地。体系建设上，公司旗下控股子公司均通过 ISO 14001 环境管理体系认证，并定期开展内外部审计， 保障体系有效运行。2025 年，公司环保总投入达 5,543.47 万元，为各项环境管理工作提供坚实资金保障； 污染防治方面，通过持续优化废水、废气处理工艺，实现污染物排放强度逐年下降。国内 8 家基地已经 获批成为国家级/省级绿色工厂，标志着公司在环境管理与绿色发展方面的实践成果显著。 为响应国家“双碳”目标，公司于 2025 年正式发布《零碳战略》，明确提出 2027 年实现运营碳达峰、 2035 年实现运营碳中和的战略目标。围绕该",1,data/text/002074.SZ/2025/annual_report.txt,False
68,13,750,81.767361,199,310,111,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002090.SZ,金智科技,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,，控制风险，预防事故，减少伤 害，同时，公司注重对员工的安全教育与培训，不定期组织员工参加生产知识培训和消防 安全演练，提高员工安全生产意识和自我保护能力。公司以员工的健康安全为己任，遵守 安全法律法规，尊重及维护公众和相关方的健康与安全权益，努力为员工创造一个安全、 和谐的工作环境，已按照国际 ISO9001:2015 质量管理体系、ISO 14001:2015 环境管理体 系、OHSAS 18001：2007 职业健康安全管理体系的要求，结合公司实际，建立了质量环境 职业健康安全管理体系。 公司高度重视企业文化建设，积极开展各项文化娱乐活动，为员工提供才艺展示平台， 丰富员工的业余生活。公司每年积极组织、开展各种文体活动，包括组织迎春联欢会、 “三八节”春游、端午节包粽子、快乐健身等多种形式活动，有效促进了员工之间的沟通 与交流，增强员工的团队合作意识和集体荣誉感，提高凝聚力和向心力。公司内部还设有 “金智瑜伽”、“金智舞蹈”、“金智夜校”等多元化社团，涵盖书法、乐器、非遗等领 域，为员工间兴趣交流、相互了解、互助互爱提供良好平台。 3、供应商、客户和消费者权益保护方面 公司坚持平,1,data/text/002090.SZ/2025/annual_report.txt,False
69,13,751,81.767361,121,319,198,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002276.SZ,万马股份,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,筹推进经济效益、社会效益与环境效益协同平衡、高质量发展。在环境管理方面，公司全面推进绿色 生产工艺，推广使用环保原辅材料，大力实施节能减排、清洁生产与资源循环利用，持续降低生产活动 对生态环境的影响，持续加大环保节能设备投入，构建覆盖全流程的固废减量化、资源化、无害化综合 管理体系，持续有效运行 ISO14001 环境管理体系，环境管理规范化、系统化水平显著提升。在安全生 产领域，公司严格落实安全生产责任制，规范运行 ISO45001 职业健康安全管理体系，通过常态化安全 文化建设、专业化安全技能培训与实战化应急演练，全面提升全员安全意识与应急处置能力，有效防范 化解各类安全风险，保障生产经营持续安全稳定。 四、主营业务分析 1、概述 报告期，在外部挑战与机遇并存的背景下，公司以“一体两翼、南北联动”战略为指引，聚焦主营 业务竞争力与经营质量的提升，通过深化内部改革、构建全流程风控体系，保持经营业绩稳定。报告期， 公司实现营业收入 192.40 亿元，同比增长 8.33%；归属于上市公司股东的净利润 3.47 亿元，同比增长 1.74%。 (1) 电线电缆：外拓市场，内筑根基 报告期，,1,data/text/002276.SZ/2025/annual_report.txt,False
70,13,752,81.767361,174,363,189,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00228.HK,CHINA ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,ambiguous_intensity_disclosure,"ombination with activities such as Quality Month and Measurement Day to effectively promote quality awareness and strengthen management efforts. In terms of the quality management of nonoil products, the Company expands the scope and strengthens the intensity of its annual supervision on a continuous basis, paying close attention to critical periods such as the rainy season, extreme weather conditions and holidays based on different climatic characteristics and phased management priorities. We c",2,data/text/hkex_reports/00228.HK/2025/annual_report.txt|data/text/hkex_reports/00228.HK/2025/esg_report.txt,False
71,13,753,81.767361,76,288,212,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002335.SZ,科华数据,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,数据股份有限公司 2025 年年度报告全文 十、公司控制的结构化主体情况 □适用 不适用 十一、公司未来发展的展望 （一）行业格局和趋势 1、智算中心行业 数据中心行业在 AI 应用深化与算力需求增长的推动下，正进入以智能算力为核心的发展阶段。根据 McKinsey ＆ Company 以及 Resourcera 估计，全球数据中心总容量预计从 2025 年的 82GW 增长至 2030 年的 219GW。全球约 11%的人口 为 AI 活跃用户，约82%的企业已接入或测试 AI，应用端渗透率的提升带动了算力基础设施的持续投入。中国“东数西算” 工程、美国“星际之门”计划等政策引导，进一步推动了算力资源的集约化布局。 需求结构方面，数据中心负载从通用计算向智能计算转移。据 McKinsey ＆ Company 预估，2025 年至 2030 年，AI 工作负载预计从 44GW 增至 156GW（增幅 254%），而非 AI 负载仅从 38GW 增至 64GW（增幅 68%）。AI 负载占比将从 2025 年的 54%提升至 2030 年的71%，成为驱动数据中心扩张的核心引擎。 散热,1,data/text/002335.SZ/2025/annual_report.txt,False
72,13,754,81.767361,96,369,273,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002459.SZ,晶澳科技,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,disclosed_non_revenue_denominator,作推动行业 规范发展与技术创新。 === PAGE 35 === 33 晶澳科技2025年度可持续发展暨ESG报告 前篇 产品服务篇 环境篇 社会篇 治理篇 后篇 产品研发与创新 标准引领 晶澳科技积极投身全球光伏标准体系建设，深度参与国际、国家、行业及团体标准的制定与实施，牵头或联合发布专项场景解决方案白皮书，以标准化建设与技术方案输出双轮驱动， 助力行业规范发展、技术创新迭代与可持续升级。2025年，公司主编及参编的标准如下： 标准类型 标准名称 国际标准 • • 主编国际标准2项，包括ISO标准《BIPV组件和系统端的EL及外观检测的AI技术应用》（立项中），以及 作为第二主编的IEC标准《光伏玻璃的物理及强度性能测试》； 参与IEC 63667-1《光伏产品碳足迹产品种类规则—第1部分：光伏组件》等4项在研IEC标准。 案例：政企研协同制定沙戈荒标 准，发布全球首个解决方案白皮书 国家标准 • • 主编国家标准2项，分别为20256274-Z-339《光伏器件 第13部分：光伏组件电致发光》、GB/T 39135-2020 《建筑光伏玻璃组件色差检测方法》外文版，均处于编制中；,2,data/text/002459.SZ/2025/annual_report.txt|data/text/002459.SZ/2025/esg_report.txt,False
73,13,755,81.767361,134,258,124,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002479.SZ,富春环保,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,related_disclosure_without_compatible_intensity,5 === 浙江富春江环保热电股份有限公司 2025 年年度报告全文 制“热电联产+固废（危废）资源化+环境监测治理”的循环经济模式积聚先发优势，增强 公司抵御市场风险能力。 （二）技术创新、具有超前优势 公司与多家高校合作设立技术研发中心，进行工艺、技术、项目的研发，其中在生产中 对二噁英的防治、二氧化硫、氮氧化物的去除等方面和污泥干化等领域处于国内先进水平。 同时经过多年的研发投入和技术沉淀，公司目前已具备了一定的研发和创新能力。截至报告 期末，公司已经拥有 8 家高新技术企业、1 家国家鼓励发展的重大环保技术装备依托单位、 3 家省级“专精特新”企业、1 家中美政府间合作项目研究基地、1 家省级企业研究院。公 司各项目燃煤锅炉全部实现超净排放，达到行业先进水平，控股子公司研究院成功研制开发 出了国内外首台具有实用意义的二噁英在线快速检测仪器系统。 （三）管理科学、提质增效 公司狠抓制度创新建设，强化管理手段，以 ISO9001 质量管理体系、ISO14001 环境管 理体系为基础，对公司及其下属子公司制度进行新建、优化、梳理等工作，提高制度的科学 性与灵活性，增强员工的积极性与能,1,data/text/002479.SZ/2025/annual_report.txt,False
74,13,756,81.767361,180,285,105,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002487.SZ,大金重工,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,no_matching_disclosure_in_text,,1,data/text/002487.SZ/2025/annual_report.txt,False
75,13,757,81.767361,157,413,256,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002506.SZ,协鑫集成,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0,disclosed_non_revenue_denominator,等包容 开篇 可持续发展战略与治理 年度专题 商业互信 附录 自然生态 85 卓越创新 披露议题 / 披露项 披露项标题 章节索引 披露议题 / 披露项 披露项标题 章节索引 302-1 组织内部的能源消耗量 能源管理与可再生能 源利用 305-1 直接（范畴 1）温室气体排放 应对气候变化 305-2 能源间接（范畴 2）温室气体排放 应对气候变化 302-2 组织外部的能源消耗量 能源管理与可再生能 源利用 305-3 其他间接（范畴 3）温室气体排放 应对气候变化 305-4 温室气体排放强度 应对气候变化 302-3 能源强度 能源管理与可再生能 源利用 305-5 温室气体减排量 应对气候变化 305-7 氮氧化物（NOx）、硫氧化物（SOx） 和其他重大气体排放 污染物排放 302-4 减少能源消耗量 能源管理与可再生能 源利用 GRI 306 废弃物 302-5 降低产品和服务的能源需求 能源管理与可再生能 源利用 3-3 实质性议题管理 废弃物管理 306-1 废弃物的产生及废弃物相关重大影响 废弃物管理 GRI 303 水资源与污水 306-2 废弃物相关重大影响的管,2,data/text/002506.SZ/2025/annual_report.txt|data/text/002506.SZ/2025/esg_report.txt,False
76,11,3345,66.732639,67,222,155,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00002.HK,CLP HOLDINGS,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/hkex_reports/00002.HK/2025/annual_report.txt,False
77,11,3346,66.732639,47,360,313,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00003.HK,HK & CHINA GAS,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/00003.HK/2025/annual_report.txt|data/text/hkex_reports/00003.HK/2025/esg_report.txt,False
78,11,3347,66.732639,53,437,384,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00006.HK,POWER ASSETS,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/hkex_reports/00006.HK/2025/annual_report.txt|data/text/hkex_reports/00006.HK/2025/esg_report.txt,False
79,11,3348,66.732639,108,291,183,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000096.SZ,广聚能源,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/000096.SZ/2025/annual_report.txt,False
80,11,3349,66.732639,46,295,249,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000531.SZ,穗恒运Ａ,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/000531.SZ/2025/annual_report.txt|data/text/000531.SZ/2025/esg_report.txt,False
81,11,3350,66.732639,166,398,232,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000543.SZ,皖能电力,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/000543.SZ/2025/annual_report.txt|data/text/000543.SZ/2025/esg_report.txt,False
82,11,3351,66.732639,192,487,295,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000554.SZ,泰山石油,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/000554.SZ/2025/annual_report.txt|data/text/000554.SZ/2025/esg_report.txt,False
83,11,3352,66.732639,154,417,263,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000682.SZ,东方电子,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/000682.SZ/2025/annual_report.txt,False
84,11,3353,66.732639,128,307,179,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,000791.SZ,甘肃能源,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/000791.SZ/2025/annual_report.txt|data/text/000791.SZ/2025/esg_report.txt,False
85,11,3354,66.732639,135,322,187,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,001208.SZ,华菱线缆,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/001208.SZ/2025/annual_report.txt,False
86,11,3355,66.732639,122,264,142,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,001258.SZ,立新能源,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/001258.SZ/2025/annual_report.txt,False
87,11,3356,66.732639,112,246,134,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,001299.SZ,美能能源,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/001299.SZ/2025/annual_report.txt,False
88,11,3357,66.732639,134,289,155,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00182.HK,CONCORD NE,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/hkex_reports/00182.HK/2025/annual_report.txt|data/text/hkex_reports/00182.HK/2025/esg_report.txt,False
89,11,3358,66.732639,23,291,268,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002039.SZ,黔源电力,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002039.SZ/2025/annual_report.txt,False
90,11,3359,66.732639,26,373,347,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002056.SZ,横店东磁,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002056.SZ/2025/annual_report.txt,False
91,11,3360,66.732639,114,355,241,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00206.HK,CM-ENERGY,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/hkex_reports/00206.HK/2025/annual_report.txt,False
92,11,3361,66.732639,164,280,116,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002074.SZ,国轩高科,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002074.SZ/2025/annual_report.txt,False
93,11,3362,66.732639,199,310,111,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002090.SZ,金智科技,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002090.SZ/2025/annual_report.txt,False
94,11,3363,66.732639,121,319,198,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002276.SZ,万马股份,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002276.SZ/2025/annual_report.txt,False
95,11,3364,66.732639,174,363,189,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,00228.HK,CHINA ENERGY,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/hkex_reports/00228.HK/2025/annual_report.txt|data/text/hkex_reports/00228.HK/2025/esg_report.txt,False
96,11,3365,66.732639,76,288,212,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002335.SZ,科华数据,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002335.SZ/2025/annual_report.txt,False
97,11,3366,66.732639,96,369,273,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002459.SZ,晶澳科技,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/002459.SZ/2025/annual_report.txt|data/text/002459.SZ/2025/esg_report.txt,False
98,11,3367,66.732639,134,258,124,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002479.SZ,富春环保,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002479.SZ/2025/annual_report.txt,False
99,11,3368,66.732639,180,285,105,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002487.SZ,大金重工,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,1,data/text/002487.SZ/2025/annual_report.txt,False
100,11,3369,66.732639,176,370,194,True,1.0,1.0,0.275556,0.0,0.984375,9,0.992,002531.SZ,天顺风能,Q_E_PM_INTENSITY,颗粒物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,requires_specialized_environmental_diagnostic,,2,data/text/002531.SZ/2025/annual_report.txt|data/text/002531.SZ/2025/esg_report.txt,False
101,9,2501,70.420139,67,222,155,True,1.0,1.0,0.424444,0.0,0.980903,11,1.528,00002.HK,CLP HOLDINGS,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,related_fields_incomplete,,1,data/text/hkex_reports/00002.HK/2025/annual_report.txt,False
102,9,2502,70.420139,47,360,313,True,1.0,1.0,0.424444,0.0,0.980903,11,1.528,00003.HK,HK & CHINA GAS,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,related_fields_incomplete,,2,data/text/00003.HK/2025/annual_report.txt|data/text/hkex_reports/00003.HK/2025/esg_report.txt,False
103,9,2503,70.420139,53,437,384,True,1.0,1.0,0.424444,0.0,0.980903,11,1.528,00006.HK,POWER ASSETS,Q_E_HAZ_WASTE_INTENSITY,危险固体废物排放强度,E,False,0,,,0,missing_candidate,extend_extraction_rules,2,related_fields_incomplete,,2,data/text/hkex_reports/00006.HK/2025/annual_report.txt|data/text/hkex_reports/00006.HK/2025/esg_report.txt,False
