impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority
16,99.270833,173,283,110,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002074.SZ,国轩高科,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
17,99.270833,196,322,126,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002090.SZ,金智科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
18,99.270833,124,309,185,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002276.SZ,万马股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
19,99.270833,168,376,208,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00228.HK,CHINA ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
20,99.270833,76,298,222,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002335.SZ,科华数据,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
21,99.270833,185,295,110,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002452.SZ,长高电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
22,99.270833,95,355,260,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002459.SZ,晶澳科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
23,99.270833,136,251,115,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002479.SZ,富春环保,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
24,99.270833,176,297,121,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002487.SZ,大金重工,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
25,99.270833,191,449,258,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002506.SZ,协鑫集成,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
26,99.270833,149,305,156,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002531.SZ,天顺风能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
27,99.270833,155,453,298,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002608.SZ,江苏国信,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
28,99.270833,133,389,256,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002692.SZ,远程股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
29,99.270833,95,215,120,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002709.SZ,天赐材料,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
30,99.270833,21,359,338,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002850.SZ,科达利,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
31,99.270833,109,230,121,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,002911.SZ,佛燃能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
32,99.270833,5,555,550,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00353.HK,ENERGY INTINV,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
33,99.270833,43,360,317,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00384.HK,CHINA GAS HOLD,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
34,99.270833,35,204,169,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00392.HK,BEIJING ENT,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
35,99.270833,15,368,353,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00467.HK,UNITEDENERGY GP,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
36,99.270833,72,524,452,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00554.HK,HANS GP HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
37,99.270833,44,212,168,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00579.HK,JNCEC,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
38,99.270833,130,529,399,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00607.HK,FULLSHARE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
39,99.270833,130,474,344,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00632.HK,CHK OIL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
40,99.270833,26,517,491,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00645.HK,ARES ASIA,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
41,99.270833,151,387,236,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00650.HK,PRODUCTIVE TECH,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
42,99.270833,29,241,212,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00666.HK,REPT BATTERO,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
43,99.270833,96,279,183,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00686.HK,BJ ENERGY INTL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
44,99.270833,182,444,262,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00704.HK,HUSCOKE HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
45,99.270833,77,311,234,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00819.HK,TIANNENG POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
46,99.270833,6,314,308,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00836.HK,CHINA RES POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
47,99.270833,42,348,306,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00866.HK,CHINA QINFA,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
48,99.270833,40,327,287,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00931.HK,CHINA HK POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
49,99.270833,19,261,242,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,00951.HK,CHAOWEI POWER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
50,99.270833,79,431,352,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01080.HK,SHENGLI PIPE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
51,99.270833,7,435,428,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01083.HK,TG SMART ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
52,99.270833,13,285,272,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01193.HK,CHINA RES GAS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
53,99.270833,2,316,314,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01229.HK,NAN NAN RES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
54,99.270833,177,383,206,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01251.HK,SPT ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
55,99.270833,87,274,187,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01277.HK,KINETIC DEV,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
56,99.270833,8,304,296,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01303.HK,HUILI RES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
57,99.270833,1,494,493,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01555.HK,MIE HOLDINGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
58,99.270833,169,412,243,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01608.HK,VPOWER GROUP,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
59,99.270833,127,525,398,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01621.HK,VICO INTL HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
60,99.270833,39,480,441,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01623.HK,HILONG,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
61,99.270833,84,268,184,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01733.HK,E-COMMODITIES,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
62,99.270833,123,227,104,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01799.HK,XINTE ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
63,99.270833,62,251,189,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01811.HK,CGN NEW ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
64,99.270833,59,338,279,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01878.HK,SOUTHGOBI,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
65,99.270833,112,389,277,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01921.HK,DALIPAL HLDG,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
66,99.270833,127,452,325,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01938.HK,CHU KONG PIPE,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
67,99.270833,81,330,249,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,01940.HK,CGII HLDGS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
68,99.270833,115,415,300,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,02178.HK,PETRO-KING,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
69,99.270833,147,296,149,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03303.HK,JUTAL OIL SER,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
70,99.270833,10,326,316,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03337.HK,ANTON OILFIELD,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
71,99.270833,31,522,491,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03395.HK,JX ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
72,99.270833,23,422,399,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03633.HK,ZHONGYU ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
73,99.270833,194,461,267,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03668.HK,YANCOAL AUS,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
74,99.270833,86,315,229,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03800.HK,GCL TECH,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
75,99.270833,171,351,180,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,03868.HK,XINYI ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
76,99.270833,142,393,251,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,06885.HK,JINMA ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
77,99.270833,137,470,333,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,08347.HK,F8 ENT,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
78,99.270833,17,286,269,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,09689.HK,JTF INTL,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
79,99.270833,169,392,223,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300037.SZ,新宙邦,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
80,99.270833,70,228,158,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300073.SZ,当升科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
81,99.270833,175,405,230,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300105.SZ,龙源技术,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
82,99.270833,135,334,199,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300316.SZ,晶盛机电,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
83,99.270833,109,257,148,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300376.SZ,易事特,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
84,99.270833,71,325,254,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300483.SZ,首华燃气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
85,99.270833,154,412,258,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300568.SZ,星源材质,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
86,99.270833,93,266,173,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300693.SZ,盛弘股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
87,99.270833,151,267,116,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300724.SZ,捷佳伟创,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
88,99.270833,14,433,419,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300750.SZ,宁德时代,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
89,99.270833,131,253,122,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300763.SZ,锦浪科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
90,99.270833,105,265,160,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300820.SZ,英杰电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
91,99.270833,154,356,202,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300827.SZ,上能电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
92,99.270833,79,212,133,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300882.SZ,万胜智能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
93,99.270833,174,369,195,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,300953.SZ,震裕科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
94,99.270833,184,315,131,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,301168.SZ,通灵股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
95,99.270833,135,386,251,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,301386.SZ,未来电器,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
96,99.270833,179,336,157,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,301388.SZ,欣灵电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
97,99.270833,76,208,132,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600032.SH,浙江新能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
98,99.270833,146,276,130,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600157.SH,永泰能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
99,99.270833,128,458,330,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600188.SH,兖矿能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
100,99.270833,186,309,123,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600339.SH,中油工程,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
101,99.270833,128,300,172,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600395.SH,盘江股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
102,99.270833,182,289,107,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600509.SH,天富能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
103,99.270833,183,469,286,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600578.SH,京能电力,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
104,99.270833,67,206,139,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600795.SH,国电电力,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
105,99.270833,55,502,447,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600875.SH,东方电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
106,99.270833,147,253,106,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600925.SH,苏能股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
107,99.270833,110,223,113,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,600969.SH,郴电国际,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
108,99.270833,93,321,228,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,601088.SH,中国神华,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
109,99.270833,192,327,135,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,601222.SH,林洋能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
110,99.270833,115,222,107,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,601619.SH,嘉泽新能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
111,99.270833,57,203,146,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,601666.SH,平煤股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
112,99.270833,9,382,373,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,601857.SH,中国石油,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
113,99.270833,169,322,153,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603070.SH,万控智造,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
114,99.270833,159,274,115,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603097.SH,江苏华辰,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
115,99.270833,114,218,104,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603191.SH,望变电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
116,99.270833,170,292,122,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603320.SH,迪贝电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
117,99.270833,101,282,181,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603393.SH,新天然气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
118,99.270833,96,200,104,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603507.SH,振江股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
119,99.270833,149,264,115,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603727.SH,博迈科,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
120,99.270833,197,342,145,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,603819.SH,神力股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
121,99.270833,163,273,110,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,605196.SH,华通线缆,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
122,99.270833,120,221,101,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,688116.SH,天奈科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
123,99.270833,188,455,267,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,688147.SH,微导纳米,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
124,99.270833,47,343,296,True,1.0,1.0,1.0,1.0,0.927083,42,3.6,688303.SH,大全能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
