company_code,company_name,report_year,indicator_code,candidate_count,distinct_values,source_pages,max_confidence,tier,next_action,reason
00968.HK,XINYI SOLAR,2025,Q_G_CASH_CURRENT_LIABILITY,1,42.6828,80,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.1039,76,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_DEBT_ASSET_RATE,1,38.6178,77,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_OPERATING_MARGIN,1,6.993,74,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-37.3009,74,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_QUICK_RATIO,1,139.591,77,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
00968.HK,XINYI SOLAR,2025,Q_G_REVENUE_GROWTH,1,-4.8367,74,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_ROE,1,1.9023,76,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00968.HK,XINYI SOLAR,2025,Q_G_TWO_FUNDS_RATE,1,47.3067,76,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_CAPITAL_ACCUMULATION,1,-0.8663,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_CASH_CURRENT_LIABILITY,1,57.4024,85,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.9099,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_EBITDA_INTEREST,1,1.5362,82,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_OPERATING_MARGIN,1,9.5662,82,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-78.6145,82,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_QUICK_RATIO,1,78.1829,83,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
00975.HK,MONGOL MINING,2025,Q_G_REVENUE_GROWTH,1,-20.8158,82,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
00975.HK,MONGOL MINING,2025,Q_G_ROE,1,1.0088,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01080.HK,SHENGLI PIPE,2025,Q_G_EBITDA_INTEREST,1,-0.4736,110,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01080.HK,SHENGLI PIPE,2025,Q_G_REVENUE_GROWTH,1,58.4306,110,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01083.HK,TG SMART ENERGY,2025,Q_G_CAPITAL_ACCUMULATION,1,9.3247,97,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01101.HK,HUARONG ENERGY,2023,Q_G_AR_TURNOVER,1,12.6984,99,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01101.HK,HUARONG ENERGY,2023,Q_G_ASSET_TURNOVER,1,0.0585,99,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01101.HK,HUARONG ENERGY,2023,Q_G_DEBT_ASSET_RATE,1,741.981,98,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01101.HK,HUARONG ENERGY,2023,Q_G_REVENUE_GROWTH,1,-19.6636,99,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01205.HK,CITIC RESOURCES,2025,Q_G_CAPITAL_ACCUMULATION,1,8.9109,67,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01205.HK,CITIC RESOURCES,2025,Q_G_CASH_CURRENT_LIABILITY,1,24.9823,71,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01205.HK,CITIC RESOURCES,2025,Q_G_QUICK_RATIO,1,149.229,66,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01205.HK,CITIC RESOURCES,2025,Q_G_TWO_FUNDS_RATE,1,15.1085,66,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01229.HK,NAN NAN RES,2026,Q_G_CAPITAL_ACCUMULATION,1,7.5672,81,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01229.HK,NAN NAN RES,2026,Q_G_EBITDA_INTEREST,1,4.2509,78,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01229.HK,NAN NAN RES,2026,Q_G_REVENUE_GROWTH,1,18.626,78,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_CAPITAL_ACCUMULATION,1,2.0131,98,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_CASH_CURRENT_LIABILITY,1,34.9188,100,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.265,97,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_EBITDA_INTEREST,1,1.6245,95,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_QUICK_RATIO,1,161.619,97,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_REVENUE_GROWTH,1,-0.3275,95,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_G_ROE,1,2.054,98,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01250.HK,SDHS NEW ENERGY,2025,Q_S_ENV_INVEST_RATE,1,0.18,56,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01251.HK,SPT ENERGY,2025,Q_G_CAPITAL_ACCUMULATION,1,-11.1466,128,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01251.HK,SPT ENERGY,2025,Q_G_DEBT_ASSET_RATE,1,62.7562,129,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01277.HK,KINETIC DEV,2025,Q_G_OPERATING_MARGIN,1,25.7718,117,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01277.HK,KINETIC DEV,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-51.4291,117,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01277.HK,KINETIC DEV,2025,Q_G_REVENUE_GROWTH,1,-6.4104,117,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01303.HK,HUILI RES,2025,Q_G_CAPITAL_ACCUMULATION,1,1.0579,55,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01303.HK,HUILI RES,2025,Q_G_CASH_CURRENT_LIABILITY,1,16.6662,57,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01303.HK,HUILI RES,2025,Q_G_DEBT_ASSET_RATE,1,49.6488,55,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01303.HK,HUILI RES,2025,Q_G_QUICK_RATIO,1,140.683,54,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01393.HK,HIDILI INDUSTRY,2025,Q_E_GHG_REDUCTION_RATE,1,22.6014,53,0.93,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01393.HK,HIDILI INDUSTRY,2025,Q_G_EBITDA_INTEREST,1,-0.9924,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01393.HK,HIDILI INDUSTRY,2025,Q_G_EBITDA_MARGIN,1,2.771,142,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01393.HK,HIDILI INDUSTRY,2025,Q_G_REVENUE_GROWTH,1,-10.8091,83,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_E_GHG_INTENSITY,1,6.98,12,0.92,auto_policy_eligible,run_resolve_pending,official_esg_direct_consistent
01407.HK,JY GAS,2025,Q_G_AR_TURNOVER,1,38.3744,66,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_ASSET_TURNOVER,1,0.5736,66,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_CAPITAL_ACCUMULATION,1,4.9034,67,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_DEBT_ASSET_RATE,1,43.0274,67,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_EBITDA_INTEREST,1,12.4724,64,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_OPERATING_MARGIN,1,12.9518,64,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_OPERATING_PROFIT_GROWTH,1,1.6705,64,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_REVENUE_GROWTH,1,-9.6749,64,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_ROA,1,7.4771,66,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01407.HK,JY GAS,2025,Q_G_ROE,1,8.9851,67,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01555.HK,MIE HOLDINGS,2025,Q_G_DEBT_ASSET_RATE,1,358.844,123,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01555.HK,MIE HOLDINGS,2025,Q_G_QUICK_RATIO,1,55.5557,123,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01555.HK,MIE HOLDINGS,2025,Q_G_TWO_FUNDS_RATE,1,35.6107,122,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01600.HK,TIAN LUN GAS,2025,Q_E_HAZ_WASTE_INTENSITY,1,0.016,34,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01600.HK,TIAN LUN GAS,2025,Q_E_PM_INTENSITY,1,0.029,34,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01600.HK,TIAN LUN GAS,2025,Q_E_SOLID_WASTE_INTENSITY,1,0.5,34,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01600.HK,TIAN LUN GAS,2025,Q_E_WASTEWATER_INTENSITY,1,49.7,34,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01608.HK,VPOWER GROUP,2025,Q_G_CAPITAL_ACCUMULATION,1,-11.1546,71,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01621.HK,VICO INTL HLDGS,2025,Q_G_CAPITAL_ACCUMULATION,1,6.8981,167,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01621.HK,VICO INTL HLDGS,2025,Q_G_EBITDA_INTEREST,1,20.8791,165,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01621.HK,VICO INTL HLDGS,2025,Q_G_REVENUE_GROWTH,1,-15.3897,165,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01623.HK,HILONG,2025,Q_G_CAPITAL_ACCUMULATION,1,-8.9705,82,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01623.HK,HILONG,2025,Q_G_DEBT_ASSET_RATE,1,61.2127,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_AR_TURNOVER,1,5.9924,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_ASSET_TURNOVER,1,0.6624,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_CASH_CURRENT_LIABILITY,1,27.8826,87,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_CASH_REALIZATION,1,115.623,87,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_CURRENT_ASSET_TURNOVER,1,2.7773,83,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_DEBT_ASSET_RATE,1,49.8714,79,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_OPERATING_MARGIN,1,6.6346,83,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-28.4577,83,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_QUICK_RATIO,1,66.0955,79,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_REVENUE_GROWTH,1,4.0322,83,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_G_TWO_FUNDS_RATE,1,53.3399,78,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01713.HK,SICHUAN EN INV,2025,Q_S_BENEFIT_PER_EMPLOYEE,1,3.077,151,0.95,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01713.HK,SICHUAN EN INV,2025,Q_S_EDU_PER_EMPLOYEE,1,0.4274,151,0.95,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_ASSET_TURNOVER,1,0.13,68,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_CASH_CURRENT_LIABILITY,1,2.5413,71,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_CURRENT_ASSET_TURNOVER,1,2.8128,68,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_DEBT_ASSET_RATE,1,189.758,69,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_EBITDA_INTEREST,1,-3.3537,66,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_QUICK_RATIO,1,1.9164,68,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_REVENUE_GROWTH,1,15.72,66,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01738.HK,FS ANTHRACITE,2025,Q_G_ROA,1,-18.8991,68,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_ASSET_TURNOVER,1,0.109,211,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_CAPITAL_ACCUMULATION,1,0.0317,212,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.4968,211,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_DEBT_ASSET_RATE,1,67.369,212,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_OPERATING_MARGIN,1,30.4641,209,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-18.5933,209,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_QUICK_RATIO,1,101.688,211,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01798.HK,DATANG RENEW,2025,Q_G_REVENUE_GROWTH,1,0.0109,209,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01798.HK,DATANG RENEW,2025,Q_G_ROE,1,4.8263,212,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_AR_TURNOVER,1,2.7221,105,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_ASSET_TURNOVER,1,0.1863,105,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_CASH_REALIZATION,1,114.261,110,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_COST_REVENUE_RATE,1,108.959,105,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.5553,105,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_DEBT_ASSET_RATE,1,54.8883,100,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_OPERATING_MARGIN,1,-6.6439,105,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_OPERATING_PROFIT_GROWTH,1,75.6985,105,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_QUICK_RATIO,1,92.0124,100,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01799.HK,XINTE ENERGY,2025,Q_G_REVENUE_GROWTH,1,-28.0889,105,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_G_TWO_FUNDS_RATE,1,43.3353,98,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01799.HK,XINTE ENERGY,2025,Q_S_RD_RATE,1,2.4191,105,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_AR_TURNOVER,1,1.9846,135,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_CAPITAL_ACCUMULATION,1,14.6692,136,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_COST_REVENUE_RATE,1,71.6016,133,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_EBITDA_INTEREST,1,3.3023,133,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_OPERATING_MARGIN,1,28.3984,133,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-9.0077,133,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_REVENUE_GROWTH,1,-13.2468,133,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01811.HK,CGN NEW ENERGY,2025,Q_G_ROE,1,15.0963,136,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01878.HK,SOUTHGOBI,2025,Q_G_CASH_CURRENT_LIABILITY,1,11.4605,202,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01878.HK,SOUTHGOBI,2025,Q_G_DEBT_ASSET_RATE,1,163.906,200,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01878.HK,SOUTHGOBI,2025,Q_G_QUICK_RATIO,1,9.6084,200,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01921.HK,DALIPAL HLDG,2025,Q_G_CAPITAL_ACCUMULATION,1,2.4969,238,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01921.HK,DALIPAL HLDG,2025,Q_G_OPERATING_MARGIN,1,2.4527,237,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01921.HK,DALIPAL HLDG,2025,Q_G_REVENUE_GROWTH,1,5.1704,237,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01921.HK,DALIPAL HLDG,2025,Q_S_PAY_PER_EMPLOYEE,1,13.3302,51,0.95,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01938.HK,CHU KONG PIPE,2025,Q_G_CAPITAL_ACCUMULATION,1,20.6517,139,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01938.HK,CHU KONG PIPE,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.6866,138,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01938.HK,CHU KONG PIPE,2025,Q_G_EBITDA_INTEREST,1,2.016,136,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
01938.HK,CHU KONG PIPE,2025,Q_G_QUICK_RATIO,1,79.0898,138,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
01938.HK,CHU KONG PIPE,2025,Q_G_REVENUE_GROWTH,1,-19.9966,136,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02012.HK,SUNSHINE OIL,2025,Q_G_DEBT_ASSET_RATE,1,96.1771,57,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02012.HK,SUNSHINE OIL,2025,Q_G_EBITDA_INTEREST,1,-0.3656,59,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02012.HK,SUNSHINE OIL,2025,Q_G_ROA,1,-0.469,59,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_G_AR_TURNOVER,1,1.5616,92,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_G_CAPITAL_ACCUMULATION,1,15.7797,93,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_G_OPERATING_MARGIN,1,7.1357,90,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_G_OPERATING_PROFIT_GROWTH,1,267.635,90,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_G_REVENUE_GROWTH,1,-8.3907,90,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02178.HK,PETRO-KING,2025,Q_S_RD_RATE,1,8.3727,90,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_E_GHG_INTENSITY,1,17.21,72,0.92,auto_policy_eligible,run_resolve_pending,official_esg_direct_consistent
02236.HK,WISON ENGRG,2025,Q_E_HAZ_WASTE_INTENSITY,1,0.026,78,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
02236.HK,WISON ENGRG,2025,Q_E_SOLID_WASTE_INTENSITY,1,1.139,78,0.91,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
02236.HK,WISON ENGRG,2025,Q_E_WATER_INTENSITY,1,398.528,84,0.9,auto_policy_eligible,run_resolve_pending,official_esg_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_AR_TURNOVER,1,11.2721,91,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_CAPITAL_ACCUMULATION,1,7.7026,92,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.0707,91,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_EBITDA_INTEREST,1,4.5714,89,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_QUICK_RATIO,1,98.0581,91,0.94,auto_policy_eligible,run_resolve_pending,strict_extraction_evidence_consistent
02236.HK,WISON ENGRG,2025,Q_G_REVENUE_GROWTH,1,34.6591,89,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_ROE,1,5.2769,92,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02236.HK,WISON ENGRG,2025,Q_G_TWO_FUNDS_RATE,1,17.1645,91,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_AR_TURNOVER,1,1.5015,160,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_ASSET_TURNOVER,1,0.1385,160,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_CAPITAL_ACCUMULATION,1,9.764,160,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_DEBT_ASSET_RATE,1,67.8873,161,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_EBITDA_INTEREST,1,2.5523,158,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_OPERATING_MARGIN,1,24.3453,158,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-1.8971,158,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_REVENUE_GROWTH,1,-9.5611,158,0.93,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_ROA,1,3.6501,160,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_G_ROE,1,5.2474,160,0.94,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
02380.HK,CHINA POWER,2025,Q_S_DIVIDEND_PER_SHARE,1,0.168,276,0.95,auto_policy_eligible,run_resolve_pending,official_annual_direct_consistent
