stock_code,company_name,exchange,sub_industry,included,exclusion_reason,entity_id,source_url,as_of_date
688503.SH,聚和材料,SSE,历史能源样本待复核,true,,688503.SH,,
003022.SZ,联泓新科,SZSE,历史能源样本待复核,true,,003022.SZ,,
834770.BJ,浙江艾能聚光伏科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,834770.BJ,,
603105.SH,芯能科技,SSE,历史能源样本待复核,true,,603105.SH,,
603063.SH,禾望电气,SSE,历史能源样本待复核,true,,603063.SH,,
603353.SH,和顺石油,SSE,历史能源样本待复核,true,,603353.SH,,
603393.SH,新天然气,SSE,历史能源样本待复核,true,,603393.SH,,
002700.SZ,万憬能源,SZSE,历史能源样本待复核,true,,002700.SZ,,
002606.SZ,大连电瓷,SZSE,历史能源样本待复核,true,,002606.SZ,,
600847.SH,万里股份,SSE,历史能源样本待复核,true,,600847.SH,,
300390.SZ,天华新能,SZSE,历史能源样本待复核,true,,300390.SZ,,
301587.SZ,中瑞股份,SZSE,历史能源样本待复核,true,,301587.SZ,,
603628.SH,清源股份,SSE,历史能源样本待复核,true,,603628.SH,,
601001.SH,晋控煤业,SSE,历史能源样本待复核,true,,601001.SH,,
688155.SH,先惠技术,SSE,历史能源样本待复核,true,,688155.SH,,
600395.SH,盘江股份,SSE,历史能源样本待复核,true,,600395.SH,,
688597.SH,煜邦电力,SSE,历史能源样本待复核,true,,688597.SH,,
605117.SH,德业股份,SSE,历史能源样本待复核,true,,605117.SH,,
830809.BJ,贵州安达科技能源股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,830809.BJ,,
835237.BJ,力佳电源科技(湖北)股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,835237.BJ,,
002533.SZ,金杯电工,SZSE,历史能源样本待复核,true,,002533.SZ,,
601567.SH,三星电气,SSE,历史能源样本待复核,true,,601567.SH,,
001269.SZ,欧晶科技,SZSE,历史能源样本待复核,true,,001269.SZ,,
300191.SZ,潜能恒信,SZSE,历史能源样本待复核,true,,300191.SZ,,
002882.SZ,金龙羽,SZSE,历史能源样本待复核,true,,002882.SZ,,
300820.SZ,英杰电气,SZSE,历史能源样本待复核,true,,300820.SZ,,
603070.SH,万控智造,SSE,历史能源样本待复核,true,,603070.SH,,
002270.SZ,华明装备,SZSE,历史能源样本待复核,true,,002270.SZ,,
600157.SH,永泰能源,SSE,历史能源样本待复核,true,,600157.SH,,
301325.SZ,曼恩斯特,SZSE,历史能源样本待复核,true,,301325.SZ,,
601016.SH,节能风电,SSE,历史能源样本待复核,true,,601016.SH,,
300332.SZ,天壕能源,SZSE,历史能源样本待复核,true,,300332.SZ,,
605169.SH,洪通燃气,SSE,历史能源样本待复核,true,,605169.SH,,
605580.SH,恒盛能源,SSE,历史能源样本待复核,true,,605580.SH,,
831010.BJ,宁夏凯添燃气发展股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,831010.BJ,,
603619.SH,中曼石油,SSE,历史能源样本待复核,true,,603619.SH,,
300286.SZ,安科瑞,SZSE,历史能源样本待复核,true,,300286.SZ,,
605162.SH,新中港,SSE,历史能源样本待复核,true,,605162.SH,,
688598.SH,金博股份,SSE,历史能源样本待复核,true,,688598.SH,,
834682.BJ,宁波球冠电缆股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,834682.BJ,,
688556.SH,高测股份,SSE,历史能源样本待复核,true,,688556.SH,,
002850.SZ,科达利,SZSE,历史能源样本待复核,true,,002850.SZ,,
600681.SH,百川能源,SSE,历史能源样本待复核,true,,600681.SH,,
002865.SZ,钧达股份,SZSE,历史能源样本待复核,true,,002865.SZ,,
603728.SH,鸣志电器,SSE,历史能源样本待复核,true,,603728.SH,,
600577.SH,精达股份,SSE,历史能源样本待复核,true,,600577.SH,,
000593.SZ,德龙汇能,SZSE,历史能源样本待复核,true,,000593.SZ,,
832110.BJ,珠海雷特科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,832110.BJ,,
000591.SZ,太阳能,SZSE,历史能源样本待复核,true,,000591.SZ,,
835185.BJ,贝特瑞新材料集团股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,835185.BJ,,
301439.SZ,泓淋电力,SZSE,历史能源样本待复核,true,,301439.SZ,,
688275.SH,万润新能,SSE,历史能源样本待复核,true,,688275.SH,,
600725.SH,云维股份,SSE,历史能源样本待复核,true,,600725.SH,,
002518.SZ,科士达,SZSE,历史能源样本待复核,true,,002518.SZ,,
300483.SZ,首华燃气,SZSE,历史能源样本待复核,true,,300483.SZ,,
688516.SH,奥特维,SSE,历史能源样本待复核,true,,688516.SH,,
000968.SZ,蓝焰控股,SZSE,历史能源样本待复核,true,,000968.SZ,,
603489.SH,八方股份,SSE,历史能源样本待复核,true,,603489.SH,,
300432.SZ,富临精工,SZSE,历史能源样本待复核,true,,300432.SZ,,
002125.SZ,湘潭电化,SZSE,历史能源样本待复核,true,,002125.SZ,,
000543.SZ,皖能电力,SZSE,历史能源样本待复核,true,,000543.SZ,,
603080.SH,新疆火炬,SSE,历史能源样本待复核,true,,603080.SH,,
001331.SZ,胜通能源,SZSE,历史能源样本待复核,true,,001331.SZ,,
300880.SZ,迦南智能,SZSE,历史能源样本待复核,true,,300880.SZ,,
001301.SZ,尚太科技,SZSE,历史能源样本待复核,true,,001301.SZ,,
300407.SZ,凯发电气,SZSE,历史能源样本待复核,true,,300407.SZ,,
300073.SZ,当升科技,SZSE,历史能源样本待复核,true,,300073.SZ,,
603026.SH,石大胜华,SSE,历史能源样本待复核,true,,603026.SH,,
301238.SZ,瑞泰新材,SZSE,历史能源样本待复核,true,,301238.SZ,,
301150.SZ,中一科技,SZSE,历史能源样本待复核,true,,301150.SZ,,
001299.SZ,美能能源,SZSE,历史能源样本待复核,true,,001299.SZ,,
603191.SH,望变电气,SSE,历史能源样本待复核,true,,603191.SH,,
301295.SZ,美硕科技,SZSE,历史能源样本待复核,true,,301295.SZ,,
688348.SH,昱能科技,SSE,历史能源样本待复核,true,,688348.SH,,
000600.SZ,建投能源,SZSE,历史能源样本待复核,true,,000600.SZ,,
301157.SZ,华塑科技,SZSE,历史能源样本待复核,true,,301157.SZ,,
839167.BJ,同享(苏州)电子材料科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,839167.BJ,,
002953.SZ,日丰股份,SZSE,历史能源样本待复核,true,,002953.SZ,,
002276.SZ,万马股份,SZSE,历史能源样本待复核,true,,002276.SZ,,
301222.SZ,浙江恒威,SZSE,历史能源样本待复核,true,,301222.SZ,,
301292.SZ,海科新源,SZSE,历史能源样本待复核,true,,301292.SZ,,
601218.SH,吉鑫科技,SSE,历史能源样本待复核,true,,601218.SH,,
301388.SZ,欣灵电气,SZSE,历史能源样本待复核,true,,301388.SZ,,
301002.SZ,崧盛股份,SZSE,历史能源样本待复核,true,,301002.SZ,,
603829.SH,洛凯股份,SSE,历史能源样本待复核,true,,603829.SH,,
600979.SH,广安爱众,SSE,历史能源样本待复核,true,,600979.SH,,
002759.SZ,ST天际,SZSE,历史能源样本待复核,false,ST/*ST排除,002759.SZ,,
300080.SZ,易成新能,SZSE,历史能源样本待复核,true,,300080.SZ,,
600868.SH,梅雁吉祥,SSE,历史能源样本待复核,true,,600868.SH,,
002169.SZ,智光电气,SZSE,历史能源样本待复核,true,,002169.SZ,,
002259.SZ,升达林业,SZSE,历史能源样本待复核,true,,002259.SZ,,
300360.SZ,炬华科技,SZSE,历史能源样本待复核,true,,300360.SZ,,
833914.BJ,江苏远航精密合金科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,833914.BJ,,
300438.SZ,鹏辉能源,SZSE,历史能源样本待复核,true,,300438.SZ,,
002245.SZ,蔚蓝锂芯,SZSE,历史能源样本待复核,true,,002245.SZ,,
000049.SZ,德赛电池,SZSE,历史能源样本待复核,true,,000049.SZ,,
300769.SZ,德方纳米,SZSE,历史能源样本待复核,true,,300769.SZ,,
301386.SZ,未来电器,SZSE,历史能源样本待复核,true,,301386.SZ,,
301179.SZ,泽宇智能,SZSE,历史能源样本待复核,true,,301179.SZ,,
605378.SH,野马电池,SSE,历史能源样本待复核,true,,605378.SH,,
000009.SZ,中国宝安,SZSE,历史能源样本待复核,true,,000009.SZ,,
002335.SZ,科华数据,SZSE,历史能源样本待复核,true,,002335.SZ,,
603016.SH,新宏泰,SSE,历史能源样本待复核,true,,603016.SH,,
300593.SZ,新雷能,SZSE,历史能源样本待复核,true,,300593.SZ,,
000554.SZ,泰山石油,SZSE,历史能源样本待复核,true,,000554.SZ,,
603097.SH,江苏华辰,SSE,历史能源样本待复核,true,,603097.SH,,
603312.SH,西典新能,SSE,历史能源样本待复核,true,,603312.SH,,
836414.BJ,上海欧普泰科技创业股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,836414.BJ,,
833523.BJ,惠州市惠德瑞锂电科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,833523.BJ,,
002527.SZ,新时达,SZSE,历史能源样本待复核,true,,002527.SZ,,
000791.SZ,甘肃能源,SZSE,历史能源样本待复核,true,,000791.SZ,,
835985.BJ,唐山海泰新能科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,835985.BJ,,
603218.SH,日月股份,SSE,历史能源样本待复核,true,,603218.SH,,
001283.SZ,豪鹏科技,SZSE,历史能源样本待复核,true,,001283.SZ,,
600110.SH,诺德股份,SSE,历史能源样本待复核,true,,600110.SH,,
603556.SH,海兴电力,SSE,历史能源样本待复核,true,,603556.SH,,
301266.SZ,宇邦新材,SZSE,历史能源样本待复核,true,,301266.SZ,,
301291.SZ,明阳电气,SZSE,历史能源样本待复核,true,,301291.SZ,,
301012.SZ,扬电科技,SZSE,历史能源样本待复核,true,,301012.SZ,,
002028.SZ,思源电气,SZSE,历史能源样本待复核,true,,002028.SZ,,
831627.BJ,广东力王新能源股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,831627.BJ,,
301063.SZ,海锅股份,SZSE,历史能源样本待复核,true,,301063.SZ,,
000899.SZ,赣能股份,SZSE,历史能源样本待复核,true,,000899.SZ,,
301278.SZ,快可电子,SZSE,历史能源样本待复核,true,,301278.SZ,,
301358.SZ,湖南裕能,SZSE,历史能源样本待复核,true,,301358.SZ,,
000407.SZ,胜利股份,SZSE,历史能源样本待复核,true,,000407.SZ,,
600241.SH,时代万恒,SSE,历史能源样本待复核,true,,600241.SH,,
603212.SH,赛伍技术,SSE,历史能源样本待复核,true,,603212.SH,,
831152.BJ,昆明理工恒达科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,831152.BJ,,
300776.SZ,帝尔激光,SZSE,历史能源样本待复核,true,,300776.SZ,,
301511.SZ,德福科技,SZSE,历史能源样本待复核,true,,301511.SZ,,
600478.SH,科力远,SSE,历史能源样本待复核,true,,600478.SH,,
300265.SZ,通光线缆,SZSE,历史能源样本待复核,true,,300265.SZ,,
688551.SH,科威尔,SSE,历史能源样本待复核,true,,688551.SH,,
600481.SH,双良节能,SSE,历史能源样本待复核,true,,600481.SH,,
830779.BJ,武汉市蓝电电子股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,830779.BJ,,
301210.SZ,金杨精密,SZSE,历史能源样本待复核,true,,301210.SZ,,
600207.SH,安彩高科,SSE,历史能源样本待复核,true,,600207.SH,,
02012.HK,阳光油砂有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,02012.HK,,
002623.SZ,亚玛顿,SZSE,历史能源样本待复核,true,,002623.SZ,,
002015.SZ,协鑫能科,SZSE,历史能源样本待复核,true,,002015.SZ,,
603344.SH,星德胜,SSE,历史能源样本待复核,true,,603344.SH,,
834062.BJ,科润智能控制股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,834062.BJ,,
600758.SH,辽宁能源,SSE,历史能源样本待复核,true,,600758.SH,,
831396.BJ,许昌智能继电器股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,831396.BJ,,
01799.HK,新特能源股份有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,01799.HK,,
870299.BJ,南京灿能电力自动化股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,870299.BJ,,
300317.SZ,珈伟新能,SZSE,历史能源样本待复核,true,,300317.SZ,,
002487.SZ,大金重工,SZSE,历史能源样本待复核,true,,002487.SZ,,
00951.HK,超威动力控股有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,00951.HK,,
002346.SZ,柘中股份,SZSE,历史能源样本待复核,true,,002346.SZ,,
301516.SZ,中远通,SZSE,历史能源样本待复核,true,,301516.SZ,,
002733.SZ,雄韬股份,SZSE,历史能源样本待复核,true,,002733.SZ,,
301349.SZ,信德新材,SZSE,历史能源样本待复核,true,,301349.SZ,,
300617.SZ,安靠智电,SZSE,历史能源样本待复核,true,,300617.SZ,,
873152.BJ,浙江天宏锂电股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,873152.BJ,,
002580.SZ,圣阳股份,SZSE,历史能源样本待复核,true,,002580.SZ,,
688147.SH,微导纳米,SSE,历史能源样本待复核,true,,688147.SH,,
002823.SZ,凯中精密,SZSE,历史能源样本待复核,true,,002823.SZ,,
301120.SZ,新特电气,SZSE,历史能源样本待复核,true,,301120.SZ,,
301226.SZ,祥明智能,SZSE,历史能源样本待复核,true,,301226.SZ,,
301502.SZ,华阳智能,SZSE,历史能源样本待复核,true,,301502.SZ,,
300514.SZ,友讯达,SZSE,历史能源样本待复核,true,,300514.SZ,,
688353.SH,华盛锂电,SSE,历史能源样本待复核,true,,688353.SH,,
300932.SZ,三友联众,SZSE,历史能源样本待复核,true,,300932.SZ,,
603906.SH,龙蟠科技,SSE,历史能源样本待复核,true,,603906.SH,,
300870.SZ,欧陆通,SZSE,历史能源样本待复核,true,,300870.SZ,,
688719.SH,爱科赛博,SSE,历史能源样本待复核,true,,688719.SH,,
300907.SZ,康平科技,SZSE,历史能源样本待复核,true,,300907.SZ,,
300153.SZ,科泰电源,SZSE,历史能源样本待复核,true,,300153.SZ,,
300619.SZ,金银河,SZSE,历史能源样本待复核,true,,300619.SZ,,
600969.SH,郴电国际,SSE,历史能源样本待复核,true,,600969.SH,,
300660.SZ,江苏雷利,SZSE,历史能源样本待复核,true,,300660.SZ,,
688345.SH,博力威,SSE,历史能源样本待复核,true,,688345.SH,,
301361.SZ,众智科技,SZSE,历史能源样本待复核,true,,301361.SZ,,
688392.SH,骄成超声,SSE,历史能源样本待复核,true,,688392.SH,,
002441.SZ,众业达,SZSE,历史能源样本待复核,true,,002441.SZ,,
603988.SH,中电电机,SSE,历史能源样本待复核,true,,603988.SH,,
834639.BJ,浙江晨光电缆股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,834639.BJ,,
600869.SH,远东股份,SSE,历史能源样本待复核,true,,600869.SH,,
301023.SZ,奕帆传动,SZSE,历史能源样本待复核,true,,301023.SZ,,
300491.SZ,通合科技,SZSE,历史能源样本待复核,true,,300491.SZ,,
002692.SZ,远程股份,SZSE,历史能源样本待复核,true,,002692.SZ,,
002980.SZ,华盛昌,SZSE,历史能源样本待复核,true,,002980.SZ,,
601908.SH,京运通,SSE,历史能源样本待复核,true,,601908.SH,,
002218.SZ,拓日新能,SZSE,历史能源样本待复核,true,,002218.SZ,,
300040.SZ,九洲集团,SZSE,历史能源样本待复核,true,,300040.SZ,,
301082.SZ,久盛电气,SZSE,历史能源样本待复核,true,,301082.SZ,,
300125.SZ,*ST聆达,SZSE,历史能源样本待复核,false,ST/*ST排除,300125.SZ,,
000096.SZ,广聚能源,SZSE,历史能源样本待复核,true,,000096.SZ,,
688733.SH,壹石通,SSE,历史能源样本待复核,true,,688733.SH,,
300850.SZ,新强联,SZSE,历史能源样本待复核,true,,300850.SZ,,
600458.SH,时代新材,SSE,历史能源样本待复核,true,,600458.SH,,
002366.SZ,融发核电,SZSE,历史能源样本待复核,true,,002366.SZ,,
301152.SZ,天力锂能,SZSE,历史能源样本待复核,true,,301152.SZ,,
301456.SZ,盘古智能,SZSE,历史能源样本待复核,true,,301456.SZ,,
000533.SZ,顺钠股份,SZSE,历史能源样本待复核,true,,000533.SZ,,
301232.SZ,飞沃科技,SZSE,历史能源样本待复核,true,,301232.SZ,,
000722.SZ,湖南发展,SZSE,历史能源样本待复核,true,,000722.SZ,,
000637.SZ,茂化实华,SZSE,历史能源样本待复核,true,,000637.SZ,,
003021.SZ,兆威机电,SZSE,历史能源样本待复核,true,,003021.SZ,,
002255.SZ,海陆重工,SZSE,历史能源样本待复核,true,,002255.SZ,,
301168.SZ,通灵股份,SZSE,历史能源样本待复核,true,,301168.SZ,,
002616.SZ,长青集团,SZSE,历史能源样本待复核,true,,002616.SZ,,
002576.SZ,通达动力,SZSE,历史能源样本待复核,true,,002576.SZ,,
688184.SH,ST帕瓦,SSE,历史能源样本待复核,false,ST/*ST排除,688184.SH,,
601700.SH,风范股份,SSE,历史能源样本待复核,true,,601700.SH,,
300129.SZ,泰胜风能,SZSE,历史能源样本待复核,true,,300129.SZ,,
002339.SZ,积成电子,SZSE,历史能源样本待复核,true,,002339.SZ,,
603507.SH,振江股份,SSE,历史能源样本待复核,true,,603507.SH,,
300904.SZ,威力传动,SZSE,历史能源样本待复核,true,,300904.SZ,,
688611.SH,杭州柯林,SSE,历史能源样本待复核,true,,688611.SH,,
300001.SZ,特锐德,SZSE,历史能源样本待复核,true,,300001.SZ,,
002451.SZ,摩恩电气,SZSE,历史能源样本待复核,true,,002451.SZ,,
002805.SZ,丰元股份,SZSE,历史能源样本待复核,true,,002805.SZ,,
430556.BJ,广东雅达电子股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,430556.BJ,,
605222.SH,起帆电缆,SSE,历史能源样本待复核,true,,605222.SH,,
300068.SZ,ST南都,SZSE,历史能源样本待复核,false,ST/*ST排除,300068.SZ,,
837046.BJ,无锡亿能电力设备股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,837046.BJ,,
603333.SH,福华尚纬,SSE,历史能源样本待复核,true,,603333.SH,,
601233.SH,桐昆股份,SSE,历史能源样本待复核,true,,601233.SH,,
601778.SH,晶科科技,SSE,历史能源样本待复核,true,,601778.SH,,
002892.SZ,科力尔,SZSE,历史能源样本待复核,true,,002892.SZ,,
301121.SZ,紫建电子,SZSE,历史能源样本待复核,true,,301121.SZ,,
300827.SZ,上能电气,SZSE,历史能源样本待复核,true,,300827.SZ,,
000037.SZ,深南电A,SZSE,历史能源样本待复核,true,,000037.SZ,,
831175.BJ,珠海派诺科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,831175.BJ,,
000821.SZ,ST京机,SZSE,历史能源样本待复核,false,ST/*ST排除,000821.SZ,,
002112.SZ,三变科技,SZSE,历史能源样本待复核,true,,002112.SZ,,
600152.SH,维科技术,SSE,历史能源样本待复核,true,,600152.SH,,
600617.SH,国新能源,SSE,历史能源样本待复核,true,,600617.SH,,
836239.BJ,四川长虹新能源科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,836239.BJ,,
300443.SZ,金雷股份,SZSE,历史能源样本待复核,true,,300443.SZ,,
688330.SH,宏力达,SSE,历史能源样本待复核,true,,688330.SH,,
300051.SZ,琏升科技,SZSE,历史能源样本待复核,true,,300051.SZ,,
300933.SZ,中辰股份,SZSE,历史能源样本待复核,true,,300933.SZ,,
832522.BJ,邢台纳科诺尔精轧科技股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,832522.BJ,,
688573.SH,信宇人,SSE,历史能源样本待复核,true,,688573.SH,,
603050.SH,科林电气,SSE,历史能源样本待复核,true,,603050.SH,,
603727.SH,博迈科,SSE,历史能源样本待复核,true,,603727.SH,,
300724.SZ,捷佳伟创,SZSE,历史能源样本待复核,true,,300724.SZ,,
301487.SZ,盟固利,SZSE,历史能源样本待复核,true,,301487.SZ,,
300035.SZ,中科电气,SZSE,历史能源样本待复核,true,,300035.SZ,,
603396.SH,金辰股份,SSE,历史能源样本待复核,true,,603396.SH,,
300409.SZ,道氏技术,SZSE,历史能源样本待复核,true,,300409.SZ,,
300283.SZ,温州宏丰,SZSE,历史能源样本待复核,true,,300283.SZ,,
301040.SZ,中环海陆,SZSE,历史能源样本待复核,true,,301040.SZ,,
300510.SZ,金冠股份,SZSE,历史能源样本待复核,true,,300510.SZ,,
603897.SH,长城科技,SSE,历史能源样本待复核,true,,603897.SH,,
000421.SZ,南京公用,SZSE,历史能源样本待复核,true,,000421.SZ,,
601669.SH,中国电建,SSE,历史能源样本待复核,true,,601669.SH,,
603819.SH,神力股份,SSE,历史能源样本待复核,true,,603819.SH,,
600387.SH,海越能源集团股份有限公司,SSE,历史能源样本待复核,false,ST/*ST排除,600387.SH,,
002927.SZ,泰永长征,SZSE,历史能源样本待复核,true,,002927.SZ,,
835368.BJ,大连连城数控机器股份有限公司,BSE,历史能源样本待复核,false,BSE官方快照尚未接入,835368.BJ,,
300427.SZ,红相股份,SZSE,历史能源样本待复核,true,,300427.SZ,,
601868.SH,中国能建,SSE,历史能源样本待复核,true,,601868.SH,,
600759.SH,ST洲际,SSE,历史能源样本待复核,false,ST/*ST排除,600759.SH,,
688638.SH,誉辰智能,SSE,历史能源样本待复核,true,,688638.SH,,
300690.SZ,双一科技,SZSE,历史能源样本待复核,true,,300690.SZ,,
300018.SZ,中元股份,SZSE,历史能源样本待复核,true,,300018.SZ,,
300477.SZ,ST合纵,SZSE,历史能源样本待复核,false,ST/*ST排除,300477.SZ,,
600509.SH,天富能源,SSE,历史能源样本待复核,true,,600509.SH,,
002358.SZ,森源电气,SZSE,历史能源样本待复核,true,,002358.SZ,,
300953.SZ,震裕科技,SZSE,历史能源样本待复核,true,,300953.SZ,,
000669.SZ,ST金鸿,SZSE,历史能源样本待复核,false,ST/*ST排除,000669.SZ,,
688148.SH,芳源股份,SSE,历史能源样本待复核,true,,688148.SH,,
301163.SZ,宏德股份,SZSE,历史能源样本待复核,true,,301163.SZ,,
000601.SZ,韶能股份,SZSE,历史能源样本待复核,true,,000601.SZ,,
002610.SZ,浙江爱康新能源科技股份有限公司,SZSE,历史能源样本待复核,false,ST/*ST排除,002610.SZ,,
300457.SZ,赢合科技,SZSE,历史能源样本待复核,true,,300457.SZ,,
000531.SZ,穗恒运Ａ,SZSE,历史能源样本待复核,true,,000531.SZ,,
300141.SZ,和顺电气,SZSE,历史能源样本待复核,true,,300141.SZ,,
601611.SH,中国核建,SSE,历史能源样本待复核,true,,601611.SH,,
600719.SH,大连热电,SSE,历史能源样本待复核,true,,600719.SH,,
605066.SH,天正电气,SSE,历史能源样本待复核,true,,605066.SH,,
002452.SZ,长高电气,SZSE,历史能源样本待复核,true,,002452.SZ,,
002857.SZ,三晖电气,SZSE,历史能源样本待复核,true,,002857.SZ,,
300842.SZ,帝科股份,SZSE,历史能源样本待复核,true,,300842.SZ,,
600333.SH,长春燃气,SSE,历史能源样本待复核,true,,600333.SH,,
600149.SH,廊坊发展,SSE,历史能源样本待复核,true,,600149.SH,,
603798.SH,康普顿,SSE,历史能源样本待复核,true,,603798.SH,,
002090.SZ,金智科技,SZSE,历史能源样本待复核,true,,002090.SZ,,
002471.SZ,中超控股,SZSE,历史能源样本待复核,true,,002471.SZ,,
603530.SH,神马电力,SSE,历史能源样本待复核,true,,603530.SH,,
000767.SZ,晋控电力,SZSE,历史能源样本待复核,true,,000767.SZ,,
600397.SH,江钨装备,SSE,历史能源样本待复核,true,,600397.SH,,
300140.SZ,节能环境,SZSE,历史能源样本待复核,true,,300140.SZ,,
00704.HK,和嘉控股有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,00704.HK,,
002546.SZ,新联电子,SZSE,历史能源样本待复核,true,,002546.SZ,,
300648.SZ,星云股份,SZSE,历史能源样本待复核,true,,300648.SZ,,
002665.SZ,首航高科能源技术股份有限公司,SZSE,历史能源样本待复核,false,ST/*ST排除,002665.SZ,,
002879.SZ,长缆科技,SZSE,历史能源样本待复核,true,,002879.SZ,,
002227.SZ,*ST特迅,SZSE,历史能源样本待复核,false,ST/*ST排除,002227.SZ,,
001896.SZ,豫能控股,SZSE,历史能源样本待复核,true,,001896.SZ,,
08132.HK,百能国际能源控股有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,08132.HK,,
002364.SZ,中恒电气,SZSE,历史能源样本待复核,true,,002364.SZ,,
01878.HK,南戈壁资源有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,01878.HK,,
002309.SZ,中利集团,SZSE,历史能源样本待复核,true,,002309.SZ,,
002629.SZ,仁智股份,SZSE,历史能源样本待复核,true,,002629.SZ,,
600192.SH,长城电工,SSE,历史能源样本待复核,true,,600192.SH,,
603985.SH,恒润股份,SSE,历史能源样本待复核,true,,603985.SH,,
002060.SZ,广东建工,SZSE,历史能源样本待复核,true,,002060.SZ,,
300444.SZ,双杰电气,SZSE,历史能源样本待复核,true,,300444.SZ,,
00666.HK,瑞浦兰钧能源股份有限公司,HKEX,历史能源样本待复核,false,HKEX官方快照尚未接入,00666.HK,,
600396.SH,华电辽能,SSE,历史能源样本待复核,true,,600396.SH,,
000982.SZ,宁夏中银绒业股份有限公司,SZSE,历史能源样本待复核,false,未匹配当前沪深正常上市底表,000982.SZ,,
301155.SZ,海力风电,SZSE,历史能源样本待复核,true,,301155.SZ,,
300222.SZ,科大智能,SZSE,历史能源样本待复核,true,,300222.SZ,,
300069.SZ,金利华电,SZSE,历史能源样本待复核,true,,300069.SZ,,
300410.SZ,正业科技,SZSE,历史能源样本待复核,true,,300410.SZ,,
002196.SZ,方正电机,SZSE,历史能源样本待复核,true,,002196.SZ,,
300173.SZ,ST福能,SZSE,历史能源样本待复核,false,ST/*ST排除,300173.SZ,,
603398.SH,*ST沐邦,SSE,历史能源样本待复核,false,ST/*ST排除,603398.SH,,
300713.SZ,英可瑞,SZSE,历史能源样本待复核,true,,300713.SZ,,
688339.SH,亿华通,SSE,历史能源样本待复核,true,,688339.SH,,
300423.SZ,昇辉科技,SZSE,历史能源样本待复核,true,,300423.SZ,,
300853.SZ,申昊科技,SZSE,历史能源样本待复核,true,,300853.SZ,,
300490.SZ,华自科技,SZSE,历史能源样本待复核,true,,300490.SZ,,
300340.SZ,科恒股份,SZSE,历史能源样本待复核,true,,300340.SZ,,
300116.SZ,保力新能源科技股份有限公司,SZSE,历史能源样本待复核,false,ST/*ST排除,300116.SZ,,
002828.SZ,贝肯能源,SZSE,历史能源样本待复核,true,,002828.SZ,,
600212.SH,绿能慧充,SSE,历史能源样本待复核,true,,600212.SH,,
300670.SZ,大烨智能,SZSE,历史能源样本待复核,true,,300670.SZ,,
002168.SZ,ST惠程,SZSE,历史能源样本待复核,false,ST/*ST排除,002168.SZ,,
002630.SZ,*ST华西,SZSE,历史能源样本待复核,false,ST/*ST排除,002630.SZ,,
000692.SZ,惠天热电,SZSE,历史能源样本待复核,true,,000692.SZ,,
600112.SH,贵州长征天成控股股份有限公司,SSE,历史能源样本待复核,false,ST/*ST排除,600112.SH,,
