batch_task_rank,batch_action,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority
15,inspect_esg_tables,17,99.340278,123,404,281,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,00206.HK,CM-ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
16,inspect_esg_tables,18,99.340278,180,284,104,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002074.SZ,国轩高科,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
17,inspect_esg_tables,19,99.340278,82,389,307,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002128.SZ,电投能源,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
18,inspect_esg_tables,20,99.340278,115,223,108,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002249.SZ,大洋电机,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
19,inspect_esg_tables,21,99.340278,133,305,172,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002267.SZ,陕天然气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
20,inspect_esg_tables,22,99.340278,111,320,209,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002276.SZ,万马股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
21,inspect_esg_tables,23,99.340278,157,345,188,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,00228.HK,CHINA ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
22,inspect_esg_tables,24,99.340278,41,307,266,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002335.SZ,科华数据,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
23,inspect_esg_tables,25,99.340278,103,415,312,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002346.SZ,柘中股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
24,inspect_esg_tables,26,99.340278,162,275,113,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002452.SZ,长高电气,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
25,inspect_esg_tables,28,99.340278,126,261,135,True,1.0,1.0,1.0,1.0,0.934028,38,3.6,002479.SZ,富春环保,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
26,inspect_esg_tables,218,92.395833,43,399,356,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00002.HK,CLP HOLDINGS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
27,inspect_esg_tables,219,92.395833,46,330,284,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00003.HK,HK & CHINA GAS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
28,inspect_esg_tables,220,92.395833,137,328,191,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,000037.SZ,深南电A,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
29,inspect_esg_tables,221,92.395833,53,395,342,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00006.HK,POWER ASSETS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
30,inspect_esg_tables,222,92.395833,98,300,202,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,000096.SZ,广聚能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
31,inspect_esg_tables,224,92.395833,169,527,358,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,000554.SZ,泰山石油,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
32,inspect_esg_tables,225,92.395833,158,267,109,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,000690.SZ,宝新能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
33,inspect_esg_tables,227,92.395833,146,434,288,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,000968.SZ,蓝焰控股,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
34,inspect_esg_tables,228,92.395833,112,260,148,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,001258.SZ,立新能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
35,inspect_esg_tables,229,92.395833,103,248,145,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,001299.SZ,美能能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
36,inspect_esg_tables,230,92.395833,140,306,166,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00182.HK,CONCORD NE,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
37,inspect_esg_tables,231,92.395833,51,216,165,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002028.SZ,思源电气,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
38,inspect_esg_tables,232,92.395833,9,278,269,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002039.SZ,黔源电力,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
39,inspect_esg_tables,233,92.395833,8,409,401,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002056.SZ,横店东磁,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
40,inspect_esg_tables,234,92.395833,123,404,281,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00206.HK,CM-ENERGY,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
41,inspect_esg_tables,235,92.395833,180,284,104,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002074.SZ,国轩高科,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
42,inspect_esg_tables,236,92.395833,82,389,307,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002128.SZ,电投能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
43,inspect_esg_tables,237,92.395833,115,223,108,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002249.SZ,大洋电机,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
44,inspect_esg_tables,238,92.395833,133,305,172,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002267.SZ,陕天然气,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
45,inspect_esg_tables,239,92.395833,111,320,209,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002276.SZ,万马股份,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
46,inspect_esg_tables,240,92.395833,157,345,188,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,00228.HK,CHINA ENERGY,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
47,inspect_esg_tables,241,92.395833,41,307,266,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002335.SZ,科华数据,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
48,inspect_esg_tables,242,92.395833,103,415,312,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002346.SZ,柘中股份,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
49,inspect_esg_tables,243,92.395833,162,275,113,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002452.SZ,长高电气,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
50,inspect_esg_tables,245,92.395833,126,261,135,True,1.0,1.0,0.716667,1.0,0.947917,30,2.58,002479.SZ,富春环保,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
51,inspect_esg_tables,507,85.177083,43,399,356,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00002.HK,CLP HOLDINGS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
52,inspect_esg_tables,508,85.177083,46,330,284,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00003.HK,HK & CHINA GAS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
53,inspect_esg_tables,509,85.177083,137,328,191,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000037.SZ,深南电A,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
54,inspect_esg_tables,510,85.177083,53,395,342,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00006.HK,POWER ASSETS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
55,inspect_esg_tables,511,85.177083,98,300,202,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000096.SZ,广聚能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
56,inspect_esg_tables,513,85.177083,169,527,358,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000554.SZ,泰山石油,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
57,inspect_esg_tables,514,85.177083,158,267,109,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000690.SZ,宝新能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
58,inspect_esg_tables,515,85.177083,146,434,288,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000968.SZ,蓝焰控股,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
59,inspect_esg_tables,516,85.177083,112,260,148,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,001258.SZ,立新能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
60,inspect_esg_tables,517,85.177083,103,248,145,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,001299.SZ,美能能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
61,inspect_esg_tables,518,85.177083,140,306,166,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00182.HK,CONCORD NE,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
62,inspect_esg_tables,519,85.177083,51,216,165,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002028.SZ,思源电气,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
63,inspect_esg_tables,520,85.177083,9,278,269,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002039.SZ,黔源电力,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
64,inspect_esg_tables,521,85.177083,8,409,401,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002056.SZ,横店东磁,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
65,inspect_esg_tables,522,85.177083,123,404,281,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00206.HK,CM-ENERGY,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
66,inspect_esg_tables,523,85.177083,180,284,104,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002074.SZ,国轩高科,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
67,inspect_esg_tables,524,85.177083,82,389,307,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002128.SZ,电投能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
68,inspect_esg_tables,525,85.177083,115,223,108,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002249.SZ,大洋电机,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
69,inspect_esg_tables,526,85.177083,133,305,172,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002267.SZ,陕天然气,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
70,inspect_esg_tables,527,85.177083,111,320,209,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002276.SZ,万马股份,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
71,inspect_esg_tables,528,85.177083,157,345,188,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00228.HK,CHINA ENERGY,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
72,inspect_esg_tables,529,85.177083,41,307,266,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002335.SZ,科华数据,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
73,inspect_esg_tables,530,85.177083,103,415,312,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002346.SZ,柘中股份,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
74,inspect_esg_tables,531,85.177083,162,275,113,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002452.SZ,长高电气,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
75,inspect_esg_tables,532,85.177083,126,261,135,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002479.SZ,富春环保,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
76,inspect_esg_tables,772,81.767361,43,399,356,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00002.HK,CLP HOLDINGS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
77,inspect_esg_tables,773,81.767361,46,330,284,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00003.HK,HK & CHINA GAS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
78,inspect_esg_tables,774,81.767361,137,328,191,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000037.SZ,深南电A,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
79,inspect_esg_tables,775,81.767361,53,395,342,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00006.HK,POWER ASSETS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
80,inspect_esg_tables,776,81.767361,98,300,202,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000096.SZ,广聚能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
81,inspect_esg_tables,779,81.767361,169,527,358,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000554.SZ,泰山石油,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
82,inspect_esg_tables,780,81.767361,158,267,109,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000690.SZ,宝新能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
83,inspect_esg_tables,782,81.767361,146,434,288,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000968.SZ,蓝焰控股,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
84,inspect_esg_tables,783,81.767361,112,260,148,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001258.SZ,立新能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
85,inspect_esg_tables,784,81.767361,103,248,145,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001299.SZ,美能能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
86,inspect_esg_tables,785,81.767361,140,306,166,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00182.HK,CONCORD NE,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
87,inspect_esg_tables,786,81.767361,51,216,165,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002028.SZ,思源电气,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
88,inspect_esg_tables,787,81.767361,9,278,269,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002039.SZ,黔源电力,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
89,inspect_esg_tables,788,81.767361,8,409,401,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002056.SZ,横店东磁,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
90,inspect_esg_tables,789,81.767361,123,404,281,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00206.HK,CM-ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
91,inspect_esg_tables,790,81.767361,180,284,104,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002074.SZ,国轩高科,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
92,inspect_esg_tables,791,81.767361,82,389,307,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002128.SZ,电投能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
93,inspect_esg_tables,792,81.767361,115,223,108,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002249.SZ,大洋电机,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
94,inspect_esg_tables,793,81.767361,133,305,172,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002267.SZ,陕天然气,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
95,inspect_esg_tables,794,81.767361,111,320,209,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002276.SZ,万马股份,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
96,inspect_esg_tables,795,81.767361,157,345,188,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00228.HK,CHINA ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
97,inspect_esg_tables,796,81.767361,41,307,266,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002335.SZ,科华数据,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
98,inspect_esg_tables,797,81.767361,103,415,312,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002346.SZ,柘中股份,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
99,inspect_esg_tables,798,81.767361,162,275,113,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002452.SZ,长高电气,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
100,inspect_esg_tables,800,81.767361,126,261,135,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002479.SZ,富春环保,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
101,inspect_esg_tables,952,81.611111,43,399,356,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00002.HK,CLP HOLDINGS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
102,inspect_esg_tables,953,81.611111,46,330,284,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00003.HK,HK & CHINA GAS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
103,inspect_esg_tables,954,81.611111,137,328,191,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000037.SZ,深南电A,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
104,inspect_esg_tables,955,81.611111,53,395,342,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00006.HK,POWER ASSETS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
105,inspect_esg_tables,956,81.611111,98,300,202,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000096.SZ,广聚能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
106,inspect_esg_tables,959,81.611111,169,527,358,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000554.SZ,泰山石油,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
107,inspect_esg_tables,960,81.611111,158,267,109,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000690.SZ,宝新能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
108,inspect_esg_tables,962,81.611111,146,434,288,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000968.SZ,蓝焰控股,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
109,inspect_esg_tables,963,81.611111,112,260,148,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,001258.SZ,立新能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
