batch_task_rank,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,missing_esg_document,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
134,626,75.0,135,310,175,True,1.0,1.0,0.4,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
135,627,75.0,118,325,207,True,1.0,1.0,0.4,False,embedded_in_annual,002276.SZ,万马股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
136,628,75.0,118,325,207,True,1.0,1.0,0.4,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
137,629,75.0,118,325,207,True,1.0,1.0,0.4,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
138,630,75.0,118,325,207,True,1.0,1.0,0.4,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
139,631,75.0,43,305,262,True,1.0,1.0,0.4,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
140,632,75.0,43,305,262,True,1.0,1.0,0.4,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
141,633,75.0,43,305,262,True,1.0,1.0,0.4,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
142,634,75.0,106,418,312,True,1.0,1.0,0.4,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
143,635,75.0,106,418,312,True,1.0,1.0,0.4,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
144,636,75.0,106,418,312,True,1.0,1.0,0.4,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
145,637,75.0,106,418,312,True,1.0,1.0,0.4,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
146,638,75.0,168,273,105,True,1.0,1.0,0.4,False,embedded_in_annual,002452.SZ,长高电气,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
147,639,75.0,168,273,105,True,1.0,1.0,0.4,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
148,640,75.0,168,273,105,True,1.0,1.0,0.4,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
149,641,75.0,168,273,105,True,1.0,1.0,0.4,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
150,644,75.0,125,260,135,True,1.0,1.0,0.4,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
151,645,75.0,125,260,135,True,1.0,1.0,0.4,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
152,646,75.0,125,260,135,True,1.0,1.0,0.4,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
153,655,75.0,124,410,286,True,1.0,1.0,0.4,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
154,656,75.0,124,410,286,True,1.0,1.0,0.4,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
155,657,75.0,124,410,286,True,1.0,1.0,0.4,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
156,664,75.0,7,391,384,True,1.0,1.0,0.4,False,embedded_in_annual,002850.SZ,科达利,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
157,665,75.0,7,391,384,True,1.0,1.0,0.4,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
158,666,75.0,7,391,384,True,1.0,1.0,0.4,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
159,667,75.0,7,391,384,True,1.0,1.0,0.4,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
160,674,75.0,5,541,536,True,1.0,1.0,0.4,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
161,675,75.0,5,541,536,True,1.0,1.0,0.4,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
162,676,75.0,74,490,416,True,1.0,1.0,0.4,False,collected,00554.HK,HANS GP HLDGS,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
163,680,75.0,131,510,379,True,1.0,1.0,0.4,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
164,681,75.0,131,510,379,True,1.0,1.0,0.4,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
165,685,75.0,124,379,255,True,1.0,1.0,0.4,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
166,686,75.0,37,512,475,True,1.0,1.0,0.4,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
167,687,75.0,160,446,286,True,1.0,1.0,0.4,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
168,690,75.0,129,404,275,True,1.0,1.0,0.4,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
169,691,75.0,129,404,275,True,1.0,1.0,0.4,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
170,692,75.0,129,404,275,True,1.0,1.0,0.4,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
171,693,75.0,129,404,275,True,1.0,1.0,0.4,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
172,694,75.0,169,335,166,True,1.0,1.0,0.4,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
173,695,75.0,169,335,166,True,1.0,1.0,0.4,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
174,696,75.0,169,335,166,True,1.0,1.0,0.4,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
175,700,75.0,166,424,258,True,1.0,1.0,0.4,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
176,701,75.0,166,424,258,True,1.0,1.0,0.4,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
177,702,75.0,166,424,258,True,1.0,1.0,0.4,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
178,1045,72.5,151,337,186,True,1.0,1.0,0.3,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
179,1046,72.5,151,337,186,True,1.0,1.0,0.3,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
180,1047,72.5,151,337,186,True,1.0,1.0,0.3,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
181,1049,72.5,139,353,214,True,1.0,1.0,0.3,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
182,1050,72.5,139,353,214,True,1.0,1.0,0.3,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
183,1051,72.5,139,353,214,True,1.0,1.0,0.3,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
184,1052,72.5,139,353,214,True,1.0,1.0,0.3,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
185,1057,72.5,167,448,281,True,1.0,1.0,0.3,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
186,1058,72.5,167,448,281,True,1.0,1.0,0.3,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
187,1059,72.5,167,448,281,True,1.0,1.0,0.3,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
188,1060,72.5,119,268,149,True,1.0,1.0,0.3,False,embedded_in_annual,001258.SZ,立新能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
189,1061,72.5,119,268,149,True,1.0,1.0,0.3,False,embedded_in_annual,001258.SZ,立新能源,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
190,1062,72.5,119,268,149,True,1.0,1.0,0.3,False,embedded_in_annual,001258.SZ,立新能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
191,1063,72.5,119,268,149,True,1.0,1.0,0.3,False,embedded_in_annual,001258.SZ,立新能源,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
192,1064,72.5,127,285,158,True,1.0,1.0,0.3,False,embedded_in_annual,001299.SZ,美能能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
193,1065,72.5,127,285,158,True,1.0,1.0,0.3,False,embedded_in_annual,001299.SZ,美能能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
194,1066,72.5,127,285,158,True,1.0,1.0,0.3,False,embedded_in_annual,001299.SZ,美能能源,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
195,1067,72.5,12,302,290,True,1.0,1.0,0.3,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
196,1068,72.5,12,302,290,True,1.0,1.0,0.3,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
197,1069,72.5,12,302,290,True,1.0,1.0,0.3,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
198,1076,72.5,113,423,310,True,1.0,1.0,0.3,False,embedded_in_annual,002128.SZ,电投能源,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
199,1077,72.5,113,423,310,True,1.0,1.0,0.3,False,embedded_in_annual,002128.SZ,电投能源,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
200,1078,72.5,113,423,310,True,1.0,1.0,0.3,False,embedded_in_annual,002128.SZ,电投能源,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
201,1079,72.5,135,310,175,True,1.0,1.0,0.3,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
202,1080,72.5,135,310,175,True,1.0,1.0,0.3,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
203,1081,72.5,135,310,175,True,1.0,1.0,0.3,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
204,1082,72.5,118,325,207,True,1.0,1.0,0.3,False,embedded_in_annual,002276.SZ,万马股份,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
205,1083,72.5,118,325,207,True,1.0,1.0,0.3,False,embedded_in_annual,002276.SZ,万马股份,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
206,1084,72.5,118,325,207,True,1.0,1.0,0.3,False,embedded_in_annual,002276.SZ,万马股份,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
207,1085,72.5,43,305,262,True,1.0,1.0,0.3,False,embedded_in_annual,002335.SZ,科华数据,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
208,1086,72.5,43,305,262,True,1.0,1.0,0.3,False,embedded_in_annual,002335.SZ,科华数据,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
209,1087,72.5,43,305,262,True,1.0,1.0,0.3,False,embedded_in_annual,002335.SZ,科华数据,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
210,1088,72.5,106,418,312,True,1.0,1.0,0.3,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
211,1089,72.5,106,418,312,True,1.0,1.0,0.3,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
212,1090,72.5,106,418,312,True,1.0,1.0,0.3,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
213,1091,72.5,168,273,105,True,1.0,1.0,0.3,False,embedded_in_annual,002452.SZ,长高电气,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
214,1092,72.5,168,273,105,True,1.0,1.0,0.3,False,embedded_in_annual,002452.SZ,长高电气,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
215,1093,72.5,168,273,105,True,1.0,1.0,0.3,False,embedded_in_annual,002452.SZ,长高电气,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
216,1094,72.5,168,273,105,True,1.0,1.0,0.3,False,embedded_in_annual,002452.SZ,长高电气,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
217,1095,72.5,125,260,135,True,1.0,1.0,0.3,False,embedded_in_annual,002479.SZ,富春环保,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
218,1096,72.5,125,260,135,True,1.0,1.0,0.3,False,embedded_in_annual,002479.SZ,富春环保,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
219,1102,72.5,124,410,286,True,1.0,1.0,0.3,False,embedded_in_annual,002692.SZ,远程股份,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
220,1103,72.5,124,410,286,True,1.0,1.0,0.3,False,embedded_in_annual,002692.SZ,远程股份,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
221,1104,72.5,124,410,286,True,1.0,1.0,0.3,False,embedded_in_annual,002692.SZ,远程股份,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
222,1105,72.5,124,410,286,True,1.0,1.0,0.3,False,embedded_in_annual,002692.SZ,远程股份,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
223,1110,72.5,7,391,384,True,1.0,1.0,0.3,False,embedded_in_annual,002850.SZ,科达利,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
224,1111,72.5,7,391,384,True,1.0,1.0,0.3,False,embedded_in_annual,002850.SZ,科达利,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
225,1112,72.5,7,391,384,True,1.0,1.0,0.3,False,embedded_in_annual,002850.SZ,科达利,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
226,1113,72.5,7,391,384,True,1.0,1.0,0.3,False,embedded_in_annual,002850.SZ,科达利,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
227,1120,72.5,5,541,536,True,1.0,1.0,0.3,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
228,1121,72.5,5,541,536,True,1.0,1.0,0.3,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
229,1122,72.5,5,541,536,True,1.0,1.0,0.3,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
230,1123,72.5,5,541,536,True,1.0,1.0,0.3,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
231,1124,72.5,74,490,416,True,1.0,1.0,0.3,False,collected,00554.HK,HANS GP HLDGS,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
232,1125,72.5,74,490,416,True,1.0,1.0,0.3,False,collected,00554.HK,HANS GP HLDGS,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
233,1126,72.5,74,490,416,True,1.0,1.0,0.3,False,collected,00554.HK,HANS GP HLDGS,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
234,1127,72.5,74,490,416,True,1.0,1.0,0.3,False,collected,00554.HK,HANS GP HLDGS,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
235,1155,72.5,37,512,475,True,1.0,1.0,0.3,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
236,1156,72.5,37,512,475,True,1.0,1.0,0.3,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
237,1160,72.5,160,446,286,True,1.0,1.0,0.3,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
238,1161,72.5,160,446,286,True,1.0,1.0,0.3,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
239,1162,72.5,160,446,286,True,1.0,1.0,0.3,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
240,1163,72.5,129,404,275,True,1.0,1.0,0.3,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
241,1164,72.5,129,404,275,True,1.0,1.0,0.3,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
242,1165,72.5,169,335,166,True,1.0,1.0,0.3,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
243,1166,72.5,169,335,166,True,1.0,1.0,0.3,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
244,1167,72.5,169,335,166,True,1.0,1.0,0.3,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
245,1168,72.5,169,335,166,True,1.0,1.0,0.3,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
246,1172,72.5,166,424,258,True,1.0,1.0,0.3,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_E_OTHER_RESOURCE,其他资源,2.25,2,evidence_missing,locate_additional_public_evidence
247,1173,72.5,166,424,258,True,1.0,1.0,0.3,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_E_WASTEWATER,废水,2.25,2,evidence_missing,locate_additional_public_evidence
248,1174,72.5,166,424,258,True,1.0,1.0,0.3,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_E_WASTE_GAS,废气,2.25,2,evidence_missing,locate_additional_public_evidence
249,1175,72.5,166,424,258,True,1.0,1.0,0.3,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_E_WATER,水资源,2.25,2,evidence_missing,locate_additional_public_evidence
250,1423,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
251,1424,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
252,1425,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
253,1426,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
254,1427,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
255,1428,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
256,1429,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
257,1430,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
258,1431,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
259,1432,71.666667,151,337,186,True,1.0,1.0,0.266667,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
260,1437,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
261,1438,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
262,1439,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
263,1440,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
264,1441,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
265,1442,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
266,1443,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
267,1444,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
268,1445,71.666667,139,353,214,True,1.0,1.0,0.266667,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
269,1468,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
270,1469,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
271,1470,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
272,1471,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
