batch_task_rank,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,missing_esg_document,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
273,1472,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
274,1473,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
275,1474,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
276,1475,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
277,1476,71.666667,164,270,106,True,1.0,1.0,0.266667,False,collected,000690.SZ,宝新能源,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
278,1483,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
279,1484,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
280,1485,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
281,1486,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
282,1487,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
283,1488,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
284,1489,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
285,1490,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
286,1491,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
287,1492,71.666667,167,448,281,True,1.0,1.0,0.266667,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
288,1493,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
289,1494,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
290,1495,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
291,1496,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
292,1497,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
293,1498,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
294,1499,71.666667,119,268,149,True,1.0,1.0,0.266667,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
295,1500,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
296,1501,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
297,1502,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
298,1503,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
299,1504,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
300,1505,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
301,1506,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
302,1507,71.666667,127,285,158,True,1.0,1.0,0.266667,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
303,1513,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
304,1514,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
305,1515,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
306,1516,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
307,1517,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
308,1518,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
309,1519,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
310,1520,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
311,1521,71.666667,12,302,290,True,1.0,1.0,0.266667,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
312,1539,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
313,1540,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
314,1541,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
315,1542,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
316,1543,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
317,1544,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
318,1545,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
319,1546,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
320,1547,71.666667,113,423,310,True,1.0,1.0,0.266667,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
321,1548,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
322,1549,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
323,1550,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
324,1551,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
325,1552,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
326,1553,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
327,1554,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
328,1555,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
329,1556,71.666667,135,310,175,True,1.0,1.0,0.266667,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
330,1557,71.666667,118,325,207,True,1.0,1.0,0.266667,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
331,1558,71.666667,118,325,207,True,1.0,1.0,0.266667,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
332,1559,71.666667,118,325,207,True,1.0,1.0,0.266667,False,embedded_in_annual,002276.SZ,万马股份,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
333,1560,71.666667,118,325,207,True,1.0,1.0,0.266667,False,embedded_in_annual,002276.SZ,万马股份,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
334,1564,71.666667,43,305,262,True,1.0,1.0,0.266667,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
335,1565,71.666667,43,305,262,True,1.0,1.0,0.266667,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
336,1566,71.666667,43,305,262,True,1.0,1.0,0.266667,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
337,1567,71.666667,43,305,262,True,1.0,1.0,0.266667,False,embedded_in_annual,002335.SZ,科华数据,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
338,1568,71.666667,43,305,262,True,1.0,1.0,0.266667,False,embedded_in_annual,002335.SZ,科华数据,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
339,1569,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
340,1570,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
341,1571,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
342,1572,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
343,1573,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
344,1574,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
345,1575,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
346,1576,71.666667,106,418,312,True,1.0,1.0,0.266667,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
347,1577,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
348,1578,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
349,1579,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
350,1580,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
351,1581,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
352,1582,71.666667,168,273,105,True,1.0,1.0,0.266667,False,embedded_in_annual,002452.SZ,长高电气,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
353,1586,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
354,1587,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
355,1588,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
356,1589,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
357,1590,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
358,1591,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
359,1592,71.666667,125,260,135,True,1.0,1.0,0.266667,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
360,1609,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
361,1610,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
362,1611,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
363,1612,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
364,1613,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
365,1614,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
366,1615,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
367,1616,71.666667,124,410,286,True,1.0,1.0,0.266667,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
368,1629,71.666667,7,391,384,True,1.0,1.0,0.266667,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
369,1630,71.666667,7,391,384,True,1.0,1.0,0.266667,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
370,1631,71.666667,7,391,384,True,1.0,1.0,0.266667,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
371,1632,71.666667,7,391,384,True,1.0,1.0,0.266667,False,embedded_in_annual,002850.SZ,科达利,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
372,1633,71.666667,7,391,384,True,1.0,1.0,0.266667,False,embedded_in_annual,002850.SZ,科达利,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
373,1648,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
374,1649,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
375,1650,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
376,1651,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
377,1652,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
378,1653,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
379,1654,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
380,1655,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
381,1656,71.666667,5,541,536,True,1.0,1.0,0.266667,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
382,1663,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
383,1664,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
384,1665,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
385,1666,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
386,1667,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
387,1668,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
388,1669,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_PRODUCT_QUALITY,产品质量,2.0,2,evidence_missing,locate_additional_public_evidence
389,1670,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
390,1671,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
391,1672,71.666667,74,490,416,True,1.0,1.0,0.266667,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
392,1751,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
393,1752,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
394,1753,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
395,1754,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
396,1755,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
397,1756,71.666667,131,510,379,True,1.0,1.0,0.266667,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
398,1788,71.666667,124,379,255,True,1.0,1.0,0.266667,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
399,1789,71.666667,124,379,255,True,1.0,1.0,0.266667,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
400,1790,71.666667,124,379,255,True,1.0,1.0,0.266667,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
401,1797,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
402,1798,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
403,1799,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
