company_code,company_name,report_year,indicator_code,candidate_count,distinct_values,source_pages,recommended_value,review_reason
600821.SH,金开新能,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-74.2123,91,-74.2123,single_or_consistent
600821.SH,金开新能,2025,Q_G_REVENUE_GROWTH,1,-4.44311,7,-4.44311,single_or_consistent
600821.SH,金开新能,2025,Q_G_ROA,1,2.78067,91,2.78067,single_or_consistent
600821.SH,金开新能,2025,Q_G_ROE,1,1.11,7,1.11,single_or_consistent
600821.SH,金开新能,2025,Q_G_TWO_FUNDS_RATE,1,77.1935,86,77.1935,single_or_consistent
600821.SH,金开新能,2025,Q_S_DIVIDEND_PER_SHARE,1,0.1,52,0.1,single_or_consistent
600821.SH,金开新能,2025,Q_S_RD_RATE,1,0.36,21,0.36,single_or_consistent
600875.SH,东方电气,2025,Q_G_REVENUE_GROWTH,1,13.1062,5,13.1062,single_or_consistent
600875.SH,东方电气,2025,Q_G_ROE,1,9,6,9,single_or_consistent
600875.SH,东方电气,2025,Q_S_DIVIDEND_PER_SHARE,1,0.53,45,0.53,single_or_consistent
600875.SH,东方电气,2025,Q_S_RD_RATE,1,4.94,19,4.94,single_or_consistent
600885.SH,宏发股份,2025,Q_G_AR_TURNOVER,1,4.63995,82,4.63995,single_or_consistent
600885.SH,宏发股份,2025,Q_G_ASSET_TURNOVER,1,1.43559,83,1.43559,single_or_consistent
600885.SH,宏发股份,2025,Q_G_CASH_CURRENT_LIABILITY,1,47.8302,91,47.8302,single_or_consistent
600885.SH,宏发股份,2025,Q_G_CASH_REALIZATION,1,102.484,91,102.484,single_or_consistent
600885.SH,宏发股份,2025,Q_G_COST_REVENUE_RATE,1,85.5233,87,85.5233,single_or_consistent
600885.SH,宏发股份,2025,Q_G_CURRENT_ASSET_TURNOVER,1,2.29233,83,2.29233,single_or_consistent
600885.SH,宏发股份,2025,Q_G_DEBT_ASSET_RATE,2,31.47|31.4741,79|84,,conflicting_candidates
600885.SH,宏发股份,2025,Q_G_EBITDA_INTEREST,1,20.6561,88,20.6561,single_or_consistent
600885.SH,宏发股份,2025,Q_G_OPERATING_MARGIN,1,15.6635,87,15.6635,single_or_consistent
600885.SH,宏发股份,2025,Q_G_OPERATING_PROFIT_GROWTH,1,10.2298,87,10.2298,single_or_consistent
600885.SH,宏发股份,2025,Q_G_REVENUE_GROWTH,1,21.9818,8,21.9818,single_or_consistent
600885.SH,宏发股份,2025,Q_G_ROA,1,23.5788,88,23.5788,single_or_consistent
600885.SH,宏发股份,2025,Q_G_ROE,1,17.23,8,17.23,single_or_consistent
600885.SH,宏发股份,2025,Q_G_TWO_FUNDS_RATE,1,56.2283,83,56.2283,single_or_consistent
600885.SH,宏发股份,2025,Q_S_DIVIDEND_PER_SHARE,1,0.347,44,0.347,single_or_consistent
600885.SH,宏发股份,2025,Q_S_RD_RATE,1,5.31,23,5.31,single_or_consistent
600900.SH,长江电力,2025,Q_E_ENERGY_INTENSITY,1,2,67,2,single_or_consistent
600900.SH,长江电力,2025,Q_E_GHG_INTENSITY,1,6.68,56,6.68,single_or_consistent
600900.SH,长江电力,2025,Q_E_WATER_INTENSITY,1,810,14,810,single_or_consistent
600900.SH,长江电力,2025,Q_G_AR_TURNOVER,1,10.4041,80,10.4041,single_or_consistent
600900.SH,长江电力,2025,Q_G_ASSET_TURNOVER,1,0.300291,81,0.300291,single_or_consistent
600900.SH,长江电力,2025,Q_G_CAPITAL_ACCUMULATION,1,5.07761,82,5.07761,single_or_consistent
600900.SH,长江电力,2025,Q_G_CASH_CURRENT_LIABILITY,1,50.919,88,50.919,single_or_consistent
600900.SH,长江电力,2025,Q_G_CASH_REALIZATION,1,116.837,88,116.837,single_or_consistent
600900.SH,长江电力,2025,Q_G_COST_REVENUE_RATE,1,56.546,84,56.546,single_or_consistent
600900.SH,长江电力,2025,Q_G_CURRENT_ASSET_TURNOVER,1,5.56476,80,5.56476,single_or_consistent
600900.SH,长江电力,2025,Q_G_DEBT_ASSET_RATE,2,58.2695|58.27,14|81,,conflicting_candidates
600900.SH,长江电力,2025,Q_G_EBITDA_INTEREST,1,5.38964,85,5.38964,single_or_consistent
600900.SH,长江电力,2025,Q_G_OPERATING_MARGIN,1,49.3952,85,49.3952,single_or_consistent
600900.SH,长江电力,2025,Q_G_REVENUE_GROWTH,1,2.07129,6,2.07129,single_or_consistent
600900.SH,长江电力,2025,Q_G_ROA,1,17.8445,85,17.8445,single_or_consistent
600900.SH,长江电力,2025,Q_G_ROE,2,15.9,7|14,15.9,single_or_consistent
600900.SH,长江电力,2025,Q_G_TWO_FUNDS_RATE,1,58.6617,80,58.6617,single_or_consistent
600900.SH,长江电力,2025,Q_S_DIVIDEND_PER_SHARE,1,1,40,1,single_or_consistent
600900.SH,长江电力,2025,Q_S_RD_RATE,1,2.85,15,2.85,single_or_consistent
600956.SH,新天绿能,2025,Q_G_AR_TURNOVER,1,2.90729,130,2.90729,single_or_consistent
600956.SH,新天绿能,2025,Q_G_ASSET_TURNOVER,1,0.223436,131,0.223436,single_or_consistent
600956.SH,新天绿能,2025,Q_G_CASH_CURRENT_LIABILITY,1,28.4249,139,28.4249,single_or_consistent
600956.SH,新天绿能,2025,Q_G_CASH_REALIZATION,1,116.892,138,116.892,single_or_consistent
600956.SH,新天绿能,2025,Q_G_COST_REVENUE_RATE,1,90.4414,135,90.4414,single_or_consistent
600956.SH,新天绿能,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.32092,131,1.32092,single_or_consistent
600956.SH,新天绿能,2025,Q_G_DEBT_ASSET_RATE,3,66.3|66.3042,25|110|132,,conflicting_candidates
600956.SH,新天绿能,2025,Q_G_EBITDA_INTEREST,1,3.38012,135,3.38012,single_or_consistent
600956.SH,新天绿能,2025,Q_G_OPERATING_MARGIN,1,12.1827,135,12.1827,single_or_consistent
600956.SH,新天绿能,2025,Q_G_OPERATING_PROFIT_GROWTH,1,3.27742,135,3.27742,single_or_consistent
600956.SH,新天绿能,2025,Q_G_REVENUE_GROWTH,1,-7.21176,14,-7.21176,single_or_consistent
600956.SH,新天绿能,2025,Q_G_ROA,1,4.06927,135,4.06927,single_or_consistent
600956.SH,新天绿能,2025,Q_G_ROE,1,8.12,14,8.12,single_or_consistent
600956.SH,新天绿能,2025,Q_G_TWO_FUNDS_RATE,1,54.46,131,54.46,single_or_consistent
600956.SH,新天绿能,2025,Q_S_DIVIDEND_PER_SHARE,1,0.2,67,0.2,single_or_consistent
600956.SH,新天绿能,2025,Q_S_RD_RATE,1,1.4,31,1.4,single_or_consistent
600968.SH,海油发展,2025,Q_G_AR_TURNOVER,1,4.89815,68,4.89815,single_or_consistent
600968.SH,海油发展,2025,Q_G_ASSET_TURNOVER,1,1.00058,69,1.00058,single_or_consistent
600968.SH,海油发展,2025,Q_G_CASH_CURRENT_LIABILITY,1,29.633,77,29.633,single_or_consistent
600968.SH,海油发展,2025,Q_G_CASH_REALIZATION,1,115.018,77,115.018,single_or_consistent
600968.SH,海油发展,2025,Q_G_COST_REVENUE_RATE,1,90.9003,73,90.9003,single_or_consistent
600968.SH,海油发展,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.81887,69,1.81887,single_or_consistent
600968.SH,海油发展,2025,Q_G_DEBT_ASSET_RATE,2,40.9785|40.98,14|70,,conflicting_candidates
600968.SH,海油发展,2025,Q_G_EBITDA_INTEREST,1,45.4968,74,45.4968,single_or_consistent
600968.SH,海油发展,2025,Q_G_OPERATING_MARGIN,1,10.0866,73,10.0866,single_or_consistent
600968.SH,海油发展,2025,Q_G_OPERATING_PROFIT_GROWTH,1,1.39771,73,1.39771,single_or_consistent
600968.SH,海油发展,2025,Q_G_REVENUE_GROWTH,1,-4.10129,6,-4.10129,single_or_consistent
600968.SH,海油发展,2025,Q_G_ROA,1,9.75643,74,9.75643,single_or_consistent
600968.SH,海油发展,2025,Q_G_ROE,1,13.69,7,13.69,single_or_consistent
600968.SH,海油发展,2025,Q_G_TWO_FUNDS_RATE,1,38.067,69,38.067,single_or_consistent
600968.SH,海油发展,2025,Q_S_DIVIDEND_PER_SHARE,1,0.147,41,0.147,single_or_consistent
600968.SH,海油发展,2025,Q_S_RD_RATE,2,2.49|3.33,19|23,,conflicting_candidates
600995.SH,南网储能,2025,Q_G_AR_TURNOVER,1,14.4836,87,14.4836,single_or_consistent
600995.SH,南网储能,2025,Q_G_ASSET_TURNOVER,1,0.134658,88,0.134658,single_or_consistent
600995.SH,南网储能,2025,Q_G_CASH_CURRENT_LIABILITY,1,74.4752,96,74.4752,single_or_consistent
600995.SH,南网储能,2025,Q_G_CASH_REALIZATION,1,115.86,96,115.86,single_or_consistent
600995.SH,南网储能,2025,Q_G_COST_REVENUE_RATE,1,65.0535,92,65.0535,single_or_consistent
600995.SH,南网储能,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.32357,87,1.32357,single_or_consistent
600995.SH,南网储能,2025,Q_G_DEBT_ASSET_RATE,2,54.61|54.6122,11|88,,conflicting_candidates
600995.SH,南网储能,2025,Q_G_EBITDA_INTEREST,1,6.50108,92,6.50108,single_or_consistent
600995.SH,南网储能,2025,Q_G_OPERATING_MARGIN,1,35.8639,92,35.8639,single_or_consistent
600995.SH,南网储能,2025,Q_G_OPERATING_PROFIT_GROWTH,1,40.8453,92,40.8453,single_or_consistent
600995.SH,南网储能,2025,Q_G_REVENUE_GROWTH,1,19.4919,6,19.4919,single_or_consistent
600995.SH,南网储能,2025,Q_G_ROA,1,5.61892,92,5.61892,single_or_consistent
600995.SH,南网储能,2025,Q_G_ROE,2,7.66,7|11,7.66,single_or_consistent
600995.SH,南网储能,2025,Q_G_TWO_FUNDS_RATE,1,13.4965,87,13.4965,single_or_consistent
600995.SH,南网储能,2025,Q_S_DIVIDEND_PER_SHARE,1,0.11707,52,0.11707,single_or_consistent
600995.SH,南网储能,2025,Q_S_RD_RATE,1,1.18,18,1.18,single_or_consistent
601126.SH,四方股份,2025,Q_G_AR_TURNOVER,1,6.20937,74,6.20937,single_or_consistent
601126.SH,四方股份,2025,Q_G_ASSET_TURNOVER,1,0.689938,75,0.689938,single_or_consistent
601126.SH,四方股份,2025,Q_G_CASH_CURRENT_LIABILITY,1,15.7241,83,15.7241,single_or_consistent
601126.SH,四方股份,2025,Q_G_CASH_REALIZATION,1,111.983,82,111.983,single_or_consistent
601126.SH,四方股份,2025,Q_G_COST_REVENUE_RATE,1,88.9672,78,88.9672,single_or_consistent
601126.SH,四方股份,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.767109,74,0.767109,single_or_consistent
601126.SH,四方股份,2025,Q_G_DEBT_ASSET_RATE,1,61.463,76,61.463,single_or_consistent
601126.SH,四方股份,2025,Q_G_EBITDA_INTEREST,1,3288.84,79,3288.84,single_or_consistent
601126.SH,四方股份,2025,Q_G_OPERATING_MARGIN,1,11.2235,79,11.2235,single_or_consistent
601126.SH,四方股份,2025,Q_G_OPERATING_PROFIT_GROWTH,1,14.459,79,14.459,single_or_consistent
601126.SH,四方股份,2025,Q_G_REVENUE_GROWTH,1,17.8735,8,17.8735,single_or_consistent
601126.SH,四方股份,2025,Q_G_ROA,1,7.8511,79,7.8511,single_or_consistent
601126.SH,四方股份,2025,Q_G_ROE,1,17.75,8,17.75,single_or_consistent
601126.SH,四方股份,2025,Q_G_TWO_FUNDS_RATE,1,32.999,74,32.999,single_or_consistent
601126.SH,四方股份,2025,Q_S_DIVIDEND_PER_SHARE,1,0.72,47,0.72,single_or_consistent
601126.SH,四方股份,2025,Q_S_RD_RATE,1,8.93,22,8.93,single_or_consistent
601179.SH,中国西电,2025,Q_G_AR_TURNOVER,1,4.57119,63,4.57119,single_or_consistent
601179.SH,中国西电,2025,Q_G_ASSET_TURNOVER,1,0.938488,64,0.938488,single_or_consistent
601179.SH,中国西电,2025,Q_G_CAPITAL_ACCUMULATION,1,0.279052,67,0.279052,single_or_consistent
601179.SH,中国西电,2025,Q_G_CASH_REALIZATION,1,126.577,73,126.577,single_or_consistent
601179.SH,中国西电,2025,Q_G_COST_REVENUE_RATE,1,92.8367,68,92.8367,single_or_consistent
601179.SH,中国西电,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.37607,63,1.37607,single_or_consistent
601179.SH,中国西电,2025,Q_G_DEBT_ASSET_RATE,1,46.9686,65,46.9686,single_or_consistent
601179.SH,中国西电,2025,Q_G_EBITDA_INTEREST,1,40.786,69,40.786,single_or_consistent
601179.SH,中国西电,2025,Q_G_OPERATING_MARGIN,1,6.96079,69,6.96079,single_or_consistent
601179.SH,中国西电,2025,Q_G_REVENUE_GROWTH,1,7.13262,7,7.13262,single_or_consistent
601179.SH,中国西电,2025,Q_G_ROA,1,6.79515,69,6.79515,single_or_consistent
601179.SH,中国西电,2025,Q_G_ROE,1,5.64,7,5.64,single_or_consistent
601179.SH,中国西电,2025,Q_G_TWO_FUNDS_RATE,1,43.5068,63,43.5068,single_or_consistent
601179.SH,中国西电,2025,Q_S_DIVIDEND_PER_SHARE,1,0.101,40,0.101,single_or_consistent
601179.SH,中国西电,2025,Q_S_RD_RATE,1,5.27,18,5.27,single_or_consistent
601567.SH,三星电气,2025,Q_G_AR_TURNOVER,1,4.71963,90,4.71963,single_or_consistent
601567.SH,三星电气,2025,Q_G_ASSET_TURNOVER,1,0.571424,91,0.571424,single_or_consistent
601567.SH,三星电气,2025,Q_G_CASH_CURRENT_LIABILITY,1,22.7774,98,22.7774,single_or_consistent
601567.SH,三星电气,2025,Q_G_CASH_REALIZATION,1,114.997,98,114.997,single_or_consistent
601567.SH,三星电气,2025,Q_G_COST_REVENUE_RATE,1,90.2701,94,90.2701,single_or_consistent
601567.SH,三星电气,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.01034,90,1.01034,single_or_consistent
601567.SH,三星电气,2025,Q_G_DEBT_ASSET_RATE,1,54.3342,92,54.3342,single_or_consistent
601567.SH,三星电气,2025,Q_G_EBITDA_INTEREST,1,13.6821,95,13.6821,single_or_consistent
