task_id,decision_id,stock_code,priority,next_action,historical_name,current_chinese_name,issuer_history_candidate_ids,issuer_history_pages,principal_business_candidate_ids,principal_business_pages,ah_identity_candidate_ids,ah_identity_pages,profile_evidence_url,candidate_count,review_readiness,outcome,related_a_code,entity_id,selected_candidate_ids,evidence_url,evidence_date,reviewer,reviewed_at,rationale,review_status
HKCONT-00579-HK,,00579.HK,2,verify_name_continuity,北京京能清洁能源电力股份有限公司,北京京能清潔能源電力股份有限公司 - H股,,,HKCE-00579-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P41-1|HKCE-00579-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P84-1|HKCE-00579-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P109-1|HKCE-00579-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P175-1|HKCE-00579-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P179-1,41|84|109|175|179,HKCE-00579-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P1-1|HKCE-00579-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P28-1|HKCE-00579-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P38-1|HKCE-00579-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P40-1|HKCE-00579-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P43-1|HKCE-00579-HK-AH_IDENTITY-ESG_REPORT-2025-P53-1,1|28|38|40|43|53,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=579,11,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00639-HK,,00639.HK,2,verify_name_continuity,首钢福山资源集团有限公司,首鋼福山資源集團有限公司,HKCE-00639-HK-ISSUER_HISTORY-ANNUAL_REPORT-2025-P236-1,236,HKCE-00639-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P36-1|HKCE-00639-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P193-1|HKCE-00639-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P201-1|HKCE-00639-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P232-1|HKCE-00639-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P275-1,36|193|201|232|275,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=639,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00645-HK,,00645.HK,2,verify_name_continuity,安域亚洲有限公司,安域亞洲有限公司,,,HKCE-00645-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P10-1|HKCE-00645-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P38-1|HKCE-00645-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P41-1|HKCE-00645-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P60-1|HKCE-00645-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P84-1,10|38|41|60|84,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=645,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00666-HK,,00666.HK,2,verify_name_continuity,瑞浦兰钧能源股份有限公司,瑞浦蘭鈞能源股份有限公司 - H股,,,HKCE-00666-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P13-1|HKCE-00666-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P39-1|HKCE-00666-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P97-1|HKCE-00666-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P98-1|HKCE-00666-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P99-1,13|39|97|98|99,HKCE-00666-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P1-1|HKCE-00666-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P34-1|HKCE-00666-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P39-1|HKCE-00666-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P40-1|HKCE-00666-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P45-1,1|34|39|40|45,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=666,10,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00686-HK,,00686.HK,2,verify_name_continuity,北京能源国际控股有限公司,北京能源國際控股有限公司,,,HKCE-00686-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P3-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P25-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P84-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P129-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P230-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P10-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P11-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P12-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P104-1|HKCE-00686-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P159-1,3|10|11|12|25|84|104|129|159|230,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=686,10,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00689-HK,,00689.HK,2,verify_name_continuity,长盈集团(控股)有限公司,長盈集團(控股)有限公司,,,HKCE-00689-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P8-1|HKCE-00689-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P22-1|HKCE-00689-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P23-1|HKCE-00689-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P27-1|HKCE-00689-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P49-1,8|22|23|27|49,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=689,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00702-HK,,00702.HK,2,verify_name_continuity,中国油气控股有限公司,中國油氣控股有限公司,,,HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P46-1|HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P68-1|HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P165-1,46|68|165,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=702,3,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00819-HK,,00819.HK,2,verify_name_continuity,天能动力国际有限公司,天能動力國際有限公司,,,HKCE-00819-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P37-1|HKCE-00819-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P58-1|HKCE-00819-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P83-1|HKCE-00819-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P119-1|HKCE-00819-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P121-1,37|58|83|119|121,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=819,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00836-HK,,00836.HK,2,verify_name_continuity,华润电力控股有限公司,華潤電力控股有限公司,,,HKCE-00836-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P49-1|HKCE-00836-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P175-1|HKCE-00836-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P282-1|HKCE-00836-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P283-1|HKCE-00836-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P284-1,49|175|282|283|284,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=836,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00866-HK,,00866.HK,2,verify_name_continuity,中国秦发集团有限公司,中國秦發集團有限公司,,,HKCE-00866-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P10-1|HKCE-00866-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P32-1|HKCE-00866-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P202-1|HKCE-00866-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P296-1|HKCE-00866-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P300-1,10|32|202|296|300,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=866,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00951-HK,,00951.HK,2,verify_name_continuity,超威动力控股有限公司,超威動力控股有限公司,,,HKCE-00951-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P2-1|HKCE-00951-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P18-1|HKCE-00951-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P59-1|HKCE-00951-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P96-1|HKCE-00951-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P166-1,2|18|59|96|166,HKCE-00951-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P69-1,69,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=951,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-00968-HK,,00968.HK,2,verify_name_continuity,信义光能控股有限公司,信義光能控股有限公司,,,HKCE-00968-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P38-1|HKCE-00968-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P82-1|HKCE-00968-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P130-1|HKCE-00968-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P131-1|HKCE-00968-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P132-1,38|82|130|131|132,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=968,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01080-HK,,01080.HK,2,verify_name_continuity,胜利油气管道控股有限公司,勝利油氣管道控股有限公司,,,HKCE-01080-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P24-1|HKCE-01080-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P54-1|HKCE-01080-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P71-1|HKCE-01080-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P72-1|HKCE-01080-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P118-1,24|54|71|72|118,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1080,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01083-HK,,01083.HK,2,verify_name_continuity,港华智慧能源有限公司,港華智慧能源有限公司,,,HKCE-01083-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P38-1|HKCE-01083-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P41-1|HKCE-01083-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P52-1|HKCE-01083-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P90-1|HKCE-01083-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P103-1,38|41|52|90|103,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1083,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01101-HK,,01101.HK,2,verify_name_continuity,中国华荣能源股份有限公司,中國華榮能源股份有限公司,,,HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P16-1|HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P28-1|HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P40-1|HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P65-1|HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P104-1,16|28|40|65|104,HKCE-01101-HK-AH_IDENTITY-ANNUAL_REPORT-2023-P180-1,180,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1101,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01193-HK,,01193.HK,2,verify_name_continuity,华润燃气控股有限公司,華潤燃氣控股有限公司,,,HKCE-01193-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P2-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P69-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P191-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P194-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P244-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P5-1|HKCE-01193-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P12-1,2|5|12|69|191|194|244,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1193,7,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01205-HK,,01205.HK,2,verify_name_continuity,中信资源控股有限公司,中信資源控股有限公司,,,HKCE-01205-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P9-1|HKCE-01205-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P10-1|HKCE-01205-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-01205-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P44-1|HKCE-01205-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P72-1|HKCE-01205-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P45-1,9|10|16|44|45|72,HKCE-01205-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P53-1,53,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1205,7,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01229-HK,,01229.HK,2,verify_name_continuity,南南资源实业有限公司,南南資源實業有限公司,,,HKCE-01229-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2026-P60-1|HKCE-01229-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2026-P86-1|HKCE-01229-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2026-P159-1|HKCE-01229-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2026-P160-1,60|86|159|160,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1229,4,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01251-HK,,01251.HK,2,verify_name_continuity,华油能源集团有限公司,華油能源集團有限公司,,,HKCE-01251-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P42-1|HKCE-01251-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P135-1|HKCE-01251-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P168-1|HKCE-01251-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P169-1|HKCE-01251-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P170-1,42|135|168|169|170,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1251,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01277-HK,,01277.HK,2,verify_name_continuity,力量发展集团有限公司,力量發展集團有限公司,,,HKCE-01277-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P11-1|HKCE-01277-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-01277-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P27-1|HKCE-01277-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P30-1|HKCE-01277-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P73-1,11|16|27|30|73,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1277,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01303-HK,,01303.HK,2,verify_name_continuity,汇力资源(集团)有限公司,滙力資源(集團)有限公司,HKCE-01303-HK-ISSUER_HISTORY-ANNUAL_REPORT-2025-P21-1|HKCE-01303-HK-ISSUER_HISTORY-ANNUAL_REPORT-2025-P59-1,21|59,HKCE-01303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P7-1|HKCE-01303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P8-1|HKCE-01303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-01303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P17-1|HKCE-01303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P21-1|HKCE-01303-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P4-1,4|7|8|16|17|21,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1303,8,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01393-HK,,01393.HK,2,verify_name_continuity,恒鼎实业国际发展有限公司,恒鼎實業國際發展有限公司,,,HKCE-01393-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P22-1|HKCE-01393-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P39-1|HKCE-01393-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P127-1|HKCE-01393-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P150-1,22|39|127|150,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1393,4,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01407-HK,,01407.HK,2,verify_name_continuity,交运燃气有限公司,交運燃氣有限公司,,,HKCE-01407-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P6-1|HKCE-01407-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P22-1|HKCE-01407-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P30-1|HKCE-01407-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P71-1|HKCE-01407-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P149-1,6|22|30|71|149,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1407,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01555-HK,,01555.HK,2,verify_name_continuity,MI能源控股有限公司,ＭＩ能源控股有限公司,,,HKCE-01555-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P14-1|HKCE-01555-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P41-1|HKCE-01555-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P129-1|HKCE-01555-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P215-1|HKCE-01555-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P220-1,14|41|129|215|220,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1555,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01600-HK,,01600.HK,2,verify_name_continuity,天伦燃气控股有限公司,天倫燃氣控股有限公司,,,HKCE-01600-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P32-1|HKCE-01600-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P96-1|HKCE-01600-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P167-1|HKCE-01600-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P168-1|HKCE-01600-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P169-1,32|96|167|168|169,HKCE-01600-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P46-1,46,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1600,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01608-HK,,01608.HK,2,verify_name_continuity,伟能集团国际控股有限公司,偉能集團國際控股有限公司,,,HKCE-01608-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P3-1|HKCE-01608-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P40-1|HKCE-01608-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P75-1|HKCE-01608-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P123-1|HKCE-01608-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P124-1,3|40|75|123|124,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1608,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01621-HK,,01621.HK,2,verify_name_continuity,域高国际控股有限公司,域高國際控股有限公司,,,HKCE-01621-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P7-1|HKCE-01621-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-01621-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P17-1|HKCE-01621-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P141-1|HKCE-01621-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P149-1,7|16|17|141|149,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1621,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01713-HK,,01713.HK,2,verify_name_continuity,四川能投发展股份有限公司,四川能投發展股份有限公司 - H股,,,HKCE-01713-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P13-1|HKCE-01713-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P14-1|HKCE-01713-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-01713-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P17-1|HKCE-01713-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P18-1|HKCE-01713-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P5-1,5|13|14|16|17|18,HKCE-01713-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P1-1|HKCE-01713-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P4-1|HKCE-01713-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P5-1|HKCE-01713-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P8-1|HKCE-01713-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P20-1|HKCE-01713-HK-AH_IDENTITY-ESG_REPORT-2025-P1-1,1|4|5|8|20,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1713,12,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01738-HK,,01738.HK,2,verify_name_continuity,飞尚无烟煤资源有限公司,飛尚無煙煤資源有限公司,,,HKCE-01738-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P15-1|HKCE-01738-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P30-1|HKCE-01738-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P127-1|HKCE-01738-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P142-1|HKCE-01738-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P143-1,15|30|127|142|143,HKCE-01738-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P35-1|HKCE-01738-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P137-1,35|137,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1738,7,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01811-HK,,01811.HK,2,verify_name_continuity,中国广核新能源控股有限公司,中國廣核新能源控股有限公司,,,HKCE-01811-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P37-1|HKCE-01811-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P73-1|HKCE-01811-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P98-1|HKCE-01811-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P172-1|HKCE-01811-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P248-1|HKCE-01811-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P124-1,37|73|98|124|172|248,HKCE-01811-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P79-1,79,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1811,7,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-01921-HK,,01921.HK,2,verify_name_continuity,达力普控股有限公司,達力普控股有限公司,,,HKCE-01921-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P29-1|HKCE-01921-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P53-1|HKCE-01921-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P98-1|HKCE-01921-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P243-1|HKCE-01921-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P268-1,29|53|98|243|268,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1921,5,evidence_candidates_available,,,,,,,,,,unsigned
