task_id,decision_id,stock_code,priority,next_action,historical_name,current_chinese_name,issuer_history_candidate_ids,issuer_history_pages,principal_business_candidate_ids,principal_business_pages,ah_identity_candidate_ids,ah_identity_pages,profile_evidence_url,candidate_count,review_readiness,outcome,related_a_code,entity_id,selected_candidate_ids,evidence_url,evidence_date,reviewer,reviewed_at,rationale,review_status
HKCONT-01938-HK,,01938.HK,2,verify_name_continuity,珠江石油天然气钢管控股有限公司,珠江石油天然氣鋼管控股有限公司,,,HKCE-01938-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P55-1|HKCE-01938-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P145-1|HKCE-01938-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P146-1|HKCE-01938-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P147-1|HKCE-01938-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P148-1,55|145|146|147|148,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1938,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-02012-HK,,02012.HK,2,verify_name_continuity,阳光油砂有限公司,陽光油砂有限公司,,,HKCE-02012-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P27-1|HKCE-02012-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P28-1|HKCE-02012-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P130-1,27|28|130,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2012,3,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-02380-HK,,02380.HK,2,verify_name_continuity,中国电力国际发展有限公司,中國電力國際發展有限公司,HKCE-02380-HK-ISSUER_HISTORY-NAME_CHANGE_ANNOUNCEMENT-0-P1-1|HKCE-02380-HK-ISSUER_HISTORY-ANNUAL_REPORT-2025-P34-1,1|34,HKCE-02380-HK-PRINCIPAL_BUSINESS-NAME_CHANGE_ANNOUNCEMENT-0-P1-1|HKCE-02380-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P34-1|HKCE-02380-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P47-1|HKCE-02380-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P48-1|HKCE-02380-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P83-1|HKCE-02380-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P87-1,1|34|47|48|83|87,HKCE-02380-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P48-1|HKCE-02380-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P279-1,48|279,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2380,10,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-02386-HK,,02386.HK,2,verify_name_continuity,中石化炼化工程(集团)股份有限公司,中石化煉化工程(集團)股份有限公司 - H股,,,HKCE-02386-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P74-1|HKCE-02386-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P115-1|HKCE-02386-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P155-1|HKCE-02386-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P185-1,74|115|155|185,HKCE-02386-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P9-1|HKCE-02386-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P12-1|HKCE-02386-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P20-1|HKCE-02386-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P21-1|HKCE-02386-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P50-1|HKCE-02386-HK-AH_IDENTITY-ESG_REPORT-2025-P11-1,9|11|12|20|21|50,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2386,10,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-02688-HK,,02688.HK,2,verify_name_continuity,新奥能源控股有限公司,新奧能源控股有限公司,,,HKCE-02688-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P70-1|HKCE-02688-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P139-1|HKCE-02688-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P141-1|HKCE-02688-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P143-1|HKCE-02688-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P172-1,70|139|141|143|172,HKCE-02688-HK-AH_IDENTITY-ANNUAL_REPORT-2025-P29-1,29,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2688,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-02798-HK,,02798.HK,2,verify_name_continuity,久泰邦达能源控股有限公司,久泰邦達能源控股有限公司,,,HKCE-02798-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P42-1|HKCE-02798-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P51-1|HKCE-02798-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P85-1|HKCE-02798-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P166-1|HKCE-02798-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P215-1,42|51|85|166|215,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2798,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-03303-HK,,03303.HK,2,verify_name_continuity,巨涛海洋石油服务有限公司,巨濤海洋石油服務有限公司,,,HKCE-03303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P16-1|HKCE-03303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P57-1|HKCE-03303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P113-1|HKCE-03303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P114-1|HKCE-03303-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P115-1|HKCE-03303-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P4-1,4|16|57|113|114|115,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3303,6,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-03337-HK,,03337.HK,2,verify_name_continuity,安东油田服务集团,安東油田服務集團,,,HKCE-03337-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P26-1|HKCE-03337-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P35-1|HKCE-03337-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P162-1|HKCE-03337-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P163-1,26|35|162|163,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3337,4,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-03668-HK,,03668.HK,2,verify_name_continuity,兖煤澳大利亚有限公司,兗煤澳大利亞有限公司,,,HKCE-03668-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P17-1|HKCE-03668-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P94-1|HKCE-03668-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P95-1|HKCE-03668-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P99-1|HKCE-03668-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P100-1,17|94|95|99|100,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3668,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-03800-HK,,03800.HK,2,verify_name_continuity,协鑫科技控股有限公司,協鑫科技控股有限公司,,,HKCE-03800-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P23-1|HKCE-03800-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P29-1|HKCE-03800-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P57-1|HKCE-03800-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P67-1|HKCE-03800-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P92-1,23|29|57|67|92,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3800,5,evidence_candidates_available,,,,,,,,,,unsigned
HKCONT-03868-HK,,03868.HK,2,verify_name_continuity,信义能源控股有限公司,信義能源控股有限公司,,,HKCE-03868-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P28-1|HKCE-03868-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P61-1|HKCE-03868-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P87-1|HKCE-03868-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P88-1|HKCE-03868-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2025-P89-1|HKCE-03868-HK-PRINCIPAL_BUSINESS-ESG_REPORT-2025-P6-1,6|28|61|87|88|89,,,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3868,6,evidence_candidates_available,,,,,,,,,,unsigned
