company_code,company_name,report_year,indicator_code,decision,candidate_count,distinct_values,selected_value,policy_version,reason
600900.SH,长江电力,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,58.6617,58.6617,public-disclosure-v3,official_annual_direct_consistent
600900.SH,长江电力,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,1,1,public-disclosure-v3,official_annual_direct_consistent
600900.SH,长江电力,2025,Q_S_RD_RATE,auto_confirmed,1,2.85,2.85,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_AR_TURNOVER,auto_confirmed,1,2.9073,2.9073,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.2234,0.2234,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_CASH_CURRENT_LIABILITY,auto_confirmed,1,28.4249,28.4249,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,116.892,116.892,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,90.4414,90.4414,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,1.3209,1.3209,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,3,66.3|66.3042,66.3042,public-disclosure-v3,consolidated_statement_year_end_derived
600956.SH,新天绿能,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,3.3801,3.3801,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,12.1827,12.1827,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,3.2774,3.2774,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,-7.2118,-7.2118,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_ROA,auto_confirmed,1,4.0693,4.0693,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_ROE,auto_confirmed,1,8.12,8.12,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,54.46,54.46,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,0.2,0.2,public-disclosure-v3,official_annual_direct_consistent
600956.SH,新天绿能,2025,Q_S_RD_RATE,auto_confirmed,1,1.4,1.4,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_AR_TURNOVER,auto_confirmed,1,4.8982,4.8982,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,1.0006,1.0006,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_CASH_CURRENT_LIABILITY,auto_confirmed,1,29.633,29.633,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,115.018,115.018,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,90.9003,90.9003,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,1.8189,1.8189,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,2,40.9785|40.98,40.9785,public-disclosure-v3,consolidated_statement_year_end_derived
600968.SH,海油发展,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,45.4968,45.4968,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,10.0866,10.0866,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,1.3977,1.3977,public-disclosure-v3,official_annual_direct_consistent
