candidate_id,company_code,company_name,evidence_category,document_type,report_year,source_url,source_file,source_page,evidence_text,confidence,review_status
HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P46-1,00702.HK,SINO OIL & GAS,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0426/2024042602791.pdf,data/raw/00702.HK/2023/annual_report.pdf,46,"ed financial statements for the year ended 31 December 2023, which are set out on pages 60 to 204. 董 事 會 謹 此 提 呈 此 年 度 報 告 以 及 載 於 第60頁 至 第204頁 之 截 至2023年12月31日 止 年 度 之 經審核綜合財務報表。 PRINCIPAL ACTIVITIES The principal activity of the Company is investment holding. The Group is principally engaged in (i) exploration, development and production of coalbed methane, (ii) raw coal washing and sale of raw and cleaned coal, (iii) exploitation and sale of crude oil and natural gas and (iv) provision for financial services in China. 主要業務 本 公 司 之 主 要 業 務 為 投 資 控 股，而 ",0.88,pending
HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P68-1,00702.HK,SINO OIL & GAS,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0426/2024042602791.pdf,data/raw/00702.HK/2023/annual_report.pdf,68,"有限公司（「聯交所」）主板上 市。本公司之註冊辦事處位於Clarendon House, 2 Church Street, Hamilton HM11, Bermuda。本公司之主要營業地 點位於香港干諾道西188號香港商業中心 37樓3710室。 The Company acts as an investment holding company. The principal activities of its subsidiaries are set out in note 37 to the consolidated financial statements. 本 公 司 為 一 家 投 資 控 股 公 司，其 附 屬 公 司之主要業務載於綜合財務報表附註37。 2. ADOPTION OF HONG KONG FINANCIAL REPORTING STANDARDS (“HKFRSs”) (a) Adoption of amendments to HKFRSs – effective 1 January 2023 In the current year, the Group has applied for the first time the following revised HKFRSs i",0.88,pending
HKCE-00702-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P165-1,00702.HK,SINO OIL & GAS,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0426/2024042602791.pdf,data/raw/00702.HK/2023/annual_report.pdf,165,"ount (note 28(a)); (i) 該省級醫院存放於指定銀行賬戶 之本金還款（附註28(a)）； (ii) a corporate guarantee given by a private company registered in the PRC, an independent third party of the Group with its principal activities including offering guarantees to loans, and a bank deposit of RMB2,000,000 was placed to the bank by it; (ii) 由一家於中國註冊的民營企業（為 本集團之獨立第三方及主營業務 包括提供貸款擔保）提供之企業擔 保及由其存放於該銀行之銀行存 款人民幣2,000,000元作質押； (iii) guarantee given by a director of a wholly-owned subsidiary of the Company. (iii) 本公司全資附屬公司之一位董事 所提供之擔保。 During the year ended 31 December 2022, the Group advanced",0.88,pending
HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P16-1,01101.HK,HUARONG ENERGY,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,16,"IS 管理層討論與分析 Oil Storage The Group has acquired approximately 50.46% of the equity interest of Nantong Zhuosheng Petrochemical Co., Ltd. (“Nantong Zhuosheng”). Nantong Zhuosheng is principally engaged in provision of tank storage and associated services for fuel oil and its related products in the PRC. It has (i) 37 storage tanks with total volume of 242,000 cubic meters; (ii) land and buildings with land area of 412,120 square meters and gross floor area of 6,156.27 square meters, respectively; (iii) certain shoreline rights; and (iv) a bare land with tota",0.88,pending
HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P28-1,01101.HK,HUARONG ENERGY,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,28,"F THE DIRECTORS 董事會報告 The Directors are pleased to submit this report together with the audited consolidated financial statements of the Group for the year ended 31 December 2023. Principal Activities and Analysis of Operations The principal activity of the Company is investment holding. The activities of its principal subsidiaries are set out in note 32 on pages 206 to 208 to the financial statements. Details of the analysis of the Group’s turnover and contribution to gross profit for the year, by operating segments, are set out in Note 5 to the consoli",0.88,pending
HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P40-1,01101.HK,HUARONG ENERGY,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,40,"ontained in Appendix C1 to the Listing Rules. Corporate Culture The Company is an investment holding company and its subsidiaries (together with its subsidiaries, the “Group”) are principally engaged in energy exploration and production in the Republic of Kyrgyzstan (“Kyrgyzstan”), and oil storage and trading businesses in the People’s Republic of China (“PRC”). The Group continues to explore opportunities to enhance shareholder returns and to create and sustain long-term value for the Group’s values. The Board has developed the following values and ensure",0.88,pending
HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P65-1,01101.HK,HUARONG ENERGY,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,65,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Overview China Huarong Energy Company Limited (the “Group” or “we”) is principally engaged in energy exploration and production businesses in the Republic of Kyrgyzstan (the “Kyrgyzstan”), and oil storage business in the People’s Republic of China (the “PRC”). We were granted rights to conduct the energy exploration and production businesses by holding 60% interests in the projects involving five oilfields located in the Fergana Valley of Kyrgyzstan",0.88,pending
HKCE-01101-HK-PRINCIPAL_BUSINESS-ANNUAL_REPORT-2023-P104-1,01101.HK,HUARONG ENERGY,principal_business,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,104,"零年二月三日根據開曼 群島公司法在開曼群島註冊成立為獲 豁免有限公司。本公司的註冊地址為 Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, KY1–1111, Cayman Islands。 The Company is an investment holding company. The principal activities of the subsidiaries are set out in Note 32 to the consolidated financial statement. 本公司為投資控股公司。附屬公司主 要活動載於綜合財務報表附註32。 The consolidated financial statements are presented in Renminbi (“RMB”), unless otherwise stated. 除非另行訂明，否則綜合財務報表以 人民幣（「人民幣」）列報。 2 重大會計政策資料 2 Material Accounting Policy Information The material accounting policy information applied in the pr",0.88,pending
HKCE-01101-HK-AH_IDENTITY-ANNUAL_REPORT-2023-P180-1,01101.HK,HUARONG ENERGY,ah_identity,annual_report,2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,180,"bank creditor to settle bank borrowings and interests totaling RMB3,100,000,000. The 7,006,000,000 convertible preference shares consisted of three classes, 2,330,000,000 of class A shares, 2,330,000,000 of class B shares and 2,346,000,000 of class C shares. Ordinary shares converted from convertible preference shares can be transferred without restriction, while the ordinary shares converted from class B and class C convertible preference shares will be subject to a lock-up period of six and twelve months, respectively. Holders of the conver",0.88,pending
