company_code,company_name,report_year,document_type,source_url,published_date,title
600821.SH,金开新能,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-18/600821_20260418_IEWB.pdf,2026-04-18,金开新能源股份有限公司2025年可持续发展报告
600847.SH,万里股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600847_20260430_0GJO.pdf,2026-04-30,万里股份2025年年度报告
600847.SH,万里股份,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600847_20260430_ASPO.pdf,2026-04-30,万里股份2025年社会责任报告
600863.SH,华能蒙电,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-23/600863_20260423_G4VB.pdf,2026-04-23,内蒙古蒙电华能热电股份有限公司2025年年度报告
600868.SH,梅雁吉祥,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600868_20260403_9HUR.pdf,2026-04-03,广东梅雁吉祥水电股份有限公司2025年年度报告
600869.SH,远东股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-22/600869_20260422_5Y24.pdf,2026-04-22,2025年年度报告
600871.SH,石化油服,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/600871_20260331_OJP3.pdf,2026-03-31,2025年年度报告全文（修订稿）
600871.SH,石化油服,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-17/600871_20260317_JNM6.pdf,2026-03-17,2025年度可持续发展报告
600875.SH,东方电气,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-01/600875_20260401_APQ8.pdf,2026-04-01,2025年年度报告
600884.SH,杉杉股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600884_20260430_1PAF.pdf,2026-04-30,杉杉股份2025年年度报告
600885.SH,宏发股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-02/600885_20260402_GU3L.pdf,2026-04-02,宏发股份：2025年年度报告
600885.SH,宏发股份,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-30/600885_20260530_FZ6U.pdf,2026-05-30,宏发股份：2025年度可持续发展报告
600886.SH,国投电力,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600886_20260430_T8HI.pdf,2026-04-30,国投电力控股股份有限公司2025年年度报告
600900.SH,长江电力,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600900_20260430_WC8R.pdf,2026-04-30,长江电力2025年年度报告
600900.SH,长江电力,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600900_20260430_0VWG.pdf,2026-04-30,长江电力2025年度环境、社会和公司治理报告
600903.SH,贵州燃气,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-23/600903_20260423_ZLVU.pdf,2026-04-23,贵州燃气集团股份有限公司2025年年度报告
600903.SH,贵州燃气,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-23/600903_20260423_HO2U.pdf,2026-04-23,贵州燃气集团股份有限公司2025年度可持续发展报告
600905.SH,三峡能源,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600905_20260430_2G6K.pdf,2026-04-30,2025年年度报告
600905.SH,三峡能源,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-30/600905_20260430_UP3C.pdf,2026-04-30,2025年度环境、社会和公司治理报告
600917.SH,重庆燃气,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-17/600917_20260417_R73M.pdf,2026-04-17,重庆燃气2025年年度报告
600917.SH,重庆燃气,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-17/600917_20260417_939A.pdf,2026-04-17,重庆燃气2025年可持续发展报告
600925.SH,苏能股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-22/600925_20260422_MQ8R.pdf,2026-04-22,江苏徐矿能源股份有限公司2025年年度报告
600938.SH,中国海油,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-27/600938_20260327_B3QB.pdf,2026-03-27,中国海洋石油有限公司2025年年度报告
