company_code,company_name,report_year,document_type,source_url,published_date,title
688248.SH,南网科技,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/688248_20260331_B0KW.pdf,2026-03-31,南网科技：2025年年度报告
688248.SH,南网科技,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-31/688248_20260331_GK1A.pdf,2026-03-31,南网科技：2025年度可持续发展报告
600968.SH,海油发展,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-25/600968_20260325_5QKP.pdf,2026-03-25,2025年可持续发展报告
600968.SH,海油发展,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-25/600968_20260325_PO84.pdf,2026-03-25,2025年年度报告
603031.SH,安孚科技,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-10/603031_20260310_BJMG.pdf,2026-03-10,安孚科技2025年度环境、社会和公司治理报告
603031.SH,安孚科技,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-10/603031_20260310_BSPT.pdf,2026-03-10,安徽安孚电池科技股份有限公司2025年年度报告
603606.SH,东方电缆,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/603606_20260328_DUN0.pdf,2026-03-28,东方电缆2025年年度报告
601877.SH,正泰电器,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-16/601877_20260416_W1MG.pdf,2026-04-16,正泰电器2025年年度报告
601877.SH,正泰电器,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-16/601877_20260416_SSC4.pdf,2026-04-16,正泰电器2025年度可持续发展报告
601126.SH,四方股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-24/601126_20260324_2K9N.pdf,2026-03-24,四方股份2025年年度报告
601126.SH,四方股份,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-24/601126_20260324_8SN3.pdf,2026-03-24,四方股份2025年度可持续发展报告
600885.SH,宏发股份,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-02/600885_20260402_GU3L.pdf,2026-04-02,宏发股份：2025年年度报告
600885.SH,宏发股份,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-05-30/600885_20260530_FZ6U.pdf,2026-05-30,宏发股份：2025年度可持续发展报告
600956.SH,新天绿能,2025,esg_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-26/600956_20260326_MT6N.pdf,2026-03-26,新天绿能2025年可持续发展报告
600956.SH,新天绿能,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-26/600956_20260326_L9M7.pdf,2026-03-26,新天绿能2025年年度报告
601179.SH,中国西电,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-11/601179_20260411_2SIN.pdf,2026-04-11,中国西电2025年年度报告
603050.SH,科林电气,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-03-28/603050_20260328_R7WZ.pdf,2026-03-28,2025年年度报告
600821.SH,金开新能,2025,annual_report,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-18/600821_20260418_U3DI.pdf,2026-04-18,2025年年度报告
