company_code,company_name,report_year,document_type,source_url,published_date,title,headline,stock_id
01940.HK,CGII HLDGS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042202040.pdf,2026-04-22,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1000062362
02012.HK,SUNSHINE OIL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004834.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],72148
02012.HK,SUNSHINE OIL,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004742.pdf,2026-04-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",72148
02178.HK,PETRO-KING,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,2026-04-16,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",84739
02236.HK,WISON ENGRG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400107.pdf,2026-04-24,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],79875
02236.HK,WISON ENGRG,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400115.pdf,2026-04-24,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",79875
02380.HK,CHINA POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400647.pdf,2026-04-24,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],8048
02380.HK,CHINA POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400700.pdf,2026-04-24,Sustainability Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",8048
02380.HK,CHINA POWER,0,name_change_announcement,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0108/2026010800892.pdf,2026-01-08,Change of Company Name of a Subsidiary,Announcements and Notices - [Other - Business Update],8048
02386.HK,SINOPEC SEG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0315/2026031500027.pdf,2026-03-15,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],87785
02386.HK,SINOPEC SEG,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0315/2026031500031.pdf,2026-03-15,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",87785
02688.HK,ENN ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802499.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],4648
02688.HK,ENN ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802639.pdf,2026-04-28,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",4648
02728.HK,JINTAI ENERGY H,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0714/2026071400996.pdf,2026-07-14,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],9313
02728.HK,JINTAI ENERGY H,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0714/2026071401002.pdf,2026-07-14,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",9313
02798.HK,PER ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,2026-04-23,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",207597
03303.HK,JUTAL OIL SER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900381.pdf,2026-04-29,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],12135
03303.HK,JUTAL OIL SER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900393.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",12135
03303.HK,JUTAL OIL SER,0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0206/2026020600171.pdf,2026-02-06,PROVISIONAL ALLOTMENT LETTER,Listing Documents - [Rights Issue],12135
03337.HK,ANTON OILFIELD,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902044.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],20207
03337.HK,ANTON OILFIELD,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903319.pdf,2026-04-29,2025 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",20207
03395.HK,JX ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,2026-04-29,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",151700
03633.HK,ZHONGYU ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403734.pdf,2026-04-24,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],76502
03633.HK,ZHONGYU ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403948.pdf,2026-04-24,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",76502
03668.HK,YANCOAL AUS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301062.pdf,2026-04-23,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],207446
03668.HK,YANCOAL AUS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301072.pdf,2026-04-23,P4 Sustainability Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",207446
03800.HK,GCL TECH,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903515.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],19503
03800.HK,GCL TECH,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903531.pdf,2026-04-29,"2025 Environmental, Social, and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",19503
03868.HK,XINYI ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001970.pdf,2026-04-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],209025
03868.HK,XINYI ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043002002.pdf,2026-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209025
03899.HK,CIMC ENRIC,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042202028.pdf,2026-04-22,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],11868
03899.HK,CIMC ENRIC,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042202032.pdf,2026-04-22,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",11868
06828.HK,BG BLUE SKY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042702216.pdf,2026-04-27,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],63942
06828.HK,BG BLUE SKY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042702274.pdf,2026-04-27,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",63942
06885.HK,JINMA ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,2026-04-29,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",164268
08132.HK,CENTURY EN INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,2025-08-29,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",62402
08270.HK,CHINA CBM,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0429/2026042905326.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],6423
08270.HK,CHINA CBM,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0429/2026042905354.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",6423
08347.HK,F8 ENT,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,2026-07-27,Annual Report 2026,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",153967
08536.HK,TL NATURAL GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,2026-03-26,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",185685
08631.HK,YUFENGCHANG HLD,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,2025-07-07,Annual Report 2024/2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",210246
08631.HK,YUFENGCHANG HLD,0,name_change_announcement,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0213/2026021300996.pdf,2026-02-13,"CHANGE OF COMPANY NAME, CHANGE OF STOCK SHORT NAME AND CESSATION OF USE OF COMPANY'S LOGO",Announcements and Notices - [Change of Company Name / Trading Arrangements (other than Change in Board Lot Size)],210246
09689.HK,JTF INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,2026-04-22,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000192967
