stock_code,chinese_name,chinese_short_name,company_summary,hsic_industry,hsic_sub_sector,csic_classification,listing_category,primary_market,incorporation_place,profile_updated_at,source_url,evidence_status
02688.HK,新奧能源控股有限公司,新奧能源,新奧能源控股有限公司是一家主要從事銷售與分銷管道燃氣、液化天然氣（LNG）及其他多品類清潔能源產品的投資控股公司。該公司通過五個分部運營其業務。天然氣零售業務分部從事透過管道向客戶銷售天然氣以及營運汽車加氣站。泛能業務分部從事供應多種能源產品，如燃氣、電力、冷能、熱能及蒸汽。燃氣批發分部從事向批發客戶供應液化天然氣。工程安裝分部從事提供工程安裝服務。智家業務分部從事提供智家服務，包括廚房產品、供暖產品和安防產品等。該公司在國內和國外市場開展業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2688,candidate
01600.HK,天倫燃氣控股有限公司,天倫燃氣,天倫燃氣控股有限公司是一家主要從事燃氣銷售和工程安裝服務的投資控股公司。該公司經營四個分部。天然氣零售業務分部主要向住宅用戶、工商業用戶、交通用戶等銷售天然氣。天然氣批發業務分部主要向城市燃氣企業直供及批發用戶銷售天然氣。工程安裝及服務分部主要從事燃氣管道接駁和工程建設業務。所有其他分部從事房地產的租賃及其他增值業務。該公司在國內市場開展其業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1600,candidate
00135.HK,昆侖能源有限公司,昆侖能源,昆侖能源有限公司是一家主要從事天然氣銷售業務的投資控股公司。該公司通過四個分部運營。天然氣銷售分部主要從事天然氣產品的零售及分銷與貿易業務。液化石油氣銷售分部主要從事液化石油氣產品的批發與零售業務。液化天然氣加工與儲運分部主要從事液化天然氣加工、卸載、儲存、氣化及裝車業務。勘探與生產分部主要從事原油及天然氣之勘探、開發、生產和銷售業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=135,candidate
00384.HK,中國燃氣控股有限公司,中國燃氣,中國燃氣控股有限公司是一家主要從事燃氣業務的投資控股公司。該公司通過六大分部運營。管道天然氣銷售分部從事通過城市與鄉鎮管網、貿易與直供管道來銷售管道天然氣。液化石油氣銷售分部向工業用戶和商業用戶分銷液化石油氣。燃氣接駁分部為客戶提供燃氣接駁服務。工程設計及施工分部從事燃氣管道建設業務。增值服務分部從事壁掛爐、廚房燃氣具、智能家居、波紋管、報警器和瓶裝水銷售業務。中裕燃氣分部主要從事天然氣銷售及燃氣管道建設業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=384,candidate
03868.HK,信義能源控股有限公司,信義能源,信義能源控股有限公司是一家主要從事太陽能發電場的運營及管理的投資控股公司。通過其子公司，該公司運營兩個部門，包括電力銷售部門和電價調整部門。該公司的業務模式爲收購、擁有及管理大型地面集中式太陽能發電場項目，並於中國向兩家國有電網企業的當地附屬公司銷售電力。該公司在多個地方建立了光伏電站以及智能運維平臺，包括大數據平臺、智能管理平臺、視頻監控平臺、無人機巡檢以及自動清掃系統。該公司主要於中國國內市場開展業務。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,英屬維爾京群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3868,candidate
00686.HK,北京能源國際控股有限公司,北京能源國際－新,北京能源國際控股有限公司（原名：熊猫綠色能源集團有限公司）是一家主要從事太陽能發電站業務的投資控股公司。該公司主要從事開發、投資、營運及管理太陽能發電站及其他可再生能源項目。可再生能源項目包括光伏、風電、水電等清潔能源的投資運營。該公司的旗下新能源項目遍佈全國及部分海外地區，包括內蒙、青海、寧夏、山西、湖北、新疆、甘肅、雲南、山東、江蘇、河北、廣東等地。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=686,candidate
01798.HK,中國大唐集團新能源股份有限公司 - H股,大唐新能源,中國大唐集團新能源股份有限公司是一家主要從事風力及其他新能源的發電及售電業務的中國公司。該公司的主營業務包括風電等新能源的開發、投資、建設與管理；低碳技術的研發、應用與推廣；新能源相關設備的研製、銷售、檢測與維修；電力生產；境內外電力工程設計、施工安裝、檢修與維護；新能源設備與技術的進出口服務；對外投資；與新能源業務相關的諮詢服務等。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,中華人民共和國,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1798,candidate
03633.HK,中裕能源控股有限公司,中裕能源,中裕能源控股有限公司(原名：中裕燃氣控股有限公司)是一家主要從事零售燃氣銷售的投資控股公司。該公司通過五個分部運營業務。零售燃氣銷售分部主要為工業客戶和住宅用戶提供燃氣銷售服務。燃氣管道建設分部主要為住宅項目提供燃氣管道建設服務。燃氣批發分部從事管道天然氣及液化天然氣的批發業務。增值服務分部從事銷售火爐及相關設備等業務。經營壓縮天然氣和液化天然氣汽車加氣站分部在中國從事運營壓縮天然氣和液化天然氣汽車加氣站業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3633,candidate
06828.HK,北京燃氣藍天控股有限公司,北京燃氣藍天,北京燃氣藍天控股有限公司（原名：藍天威力控股有限公司）是一家主要從事天然氣天然氣貿易及配送的投資控股公司。該公司通過三個分部經營業務。天然氣貿易及配送分部從事壓縮天然氣、液化天然氣、燃油及其他相關油副產品的配送及銷售。天然氣加氣站分部從事壓縮天然氣、液化天然氣加氣站的運營。城市燃氣、管道接駁費、增值服務及其他分部從事天然氣銷售，提供維修及保養服務和管道建設服務。,公用事業 - 公用事業,燃氣供應,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=6828,candidate
03899.HK,中集安瑞科控股有限公司,中集安瑞科,中集安瑞科控股有限公司是一家主要從事提供運輸、儲存、加工的關鍵裝備、工程服務及系統解決方案的公司。該公司運營三個分部。清潔能源分部從事製造及銷售用作儲存、運輸、應用、加工處理及配送天然氣、液化石油氣（LPG）及氫氣的設備及施工、為天然氣及氫氣行業提供設計、採購及安裝施工服務等業務。化工環境分部從事製造及銷售化學液體、化學氣體及粉末類化學品的儲運裝置等業務。液態食品分部從事儲存及加工液態食品的不鏽鋼儲罐的設計、製造及銷售等業務。該公司在國內和國外市場開展業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3899,candidate
01083.HK,港華智慧能源有限公司,港華智慧能源,港華智慧能源有限公司是一家主要從事管道燃氣的銷售和經銷業務的投資控股公司。該公司通過三個分部運營業務。燃氣業務分部主要從事銷售管道燃氣及其他燃氣相關能源、根據燃氣接駁工程合約建設燃氣管道網絡及銷售燃氣爐具與相關產品及其他相關增值服務。可再生能源業務分部主要從事銷售可再生能源及其他相關能源及服務。延伸業務分部主要從事銷售燃氣爐具與相關產品及其他相關增值服務的分佔業績。,公用事業 - 公用事業,燃氣供應,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1083,candidate
01623.HK,海隆控股有限公司,海隆控股,海隆控股有限公司是一家主要提供油田設備和服務的投資控股公司。該公司主要通過三個分部開展業務。油田裝備製造與服務分部主要從事油田裝備的生產。油田服務分部主要包括向油氣生產商提供油井鑽探服務，一體化綜合服務，石油專用管材（OCTG）貿易及相關服務。海洋工程服務分部主要提供海洋工程服務與海洋設計服務。該公司在國內和國外市場開展業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1623,candidate
01621.HK,域高國際控股有限公司,域高國際控股,域高國際控股有限公司是一家主要從事銷售柴油的投資控股公司。連同其子公司，公司通過四大分部運營。銷售柴油分部從事提供車輛引擎的汽車柴油，及為機器和發電機提供動力的工業用柴油。銷售潤滑油分部從事銷售自有品牌潤滑油，及對外採購的第三方品牌產品。提供車隊咭服務分部從事推銷車隊咭，持咭人可以此在網絡油站購買柴油或汽油以及潤滑油及潤滑脂。銷售其他產品分部主要從事銷售瀝青及煤油。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1621,candidate
01407.HK,交運燃氣有限公司,交運燃氣,交運燃氣有限公司是一家主要從事天然氣銷售的投資控股公司。該公司主要通過四個業務分部開展業務。管道天然氣（PNG）銷售分部主要從事向包括住宅、工業及商業管道天然氣終端用戶的零售客戶以及批發客戶供應管道天然氣。壓縮天然氣（CNG）及液化天然氣（LNG）銷售分部主要從事在壓縮天然氣及液化天然氣加氣站銷售壓縮天然氣及液化天然氣。建設及安裝服務分部主要從事向物業開發商、住宅管道天然氣終端用戶及非住宅管道天然氣終端用戶提供建設及安裝服務。燃氣器具銷售主要從事銷售燃氣器具，如煤氣爐、壁掛爐及熱水器。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1407,candidate
01733.HK,易大宗控股有限公司,易大宗,易大宗控股有限公司是一家主要從事煤炭及其他產品的加工及買賣以及提供供應鏈綜合服務的公司。該公司通過兩個分部開展業務。加工及買賣煤炭及其他產品分部管理並營運煤炭加工廠，並向外部客戶加工及買賣煤炭及其他產品。提供供應鏈綜合服務分部建設、管理並經營加工廠及物流園區，並提供倉儲、委託加工及物流服務。該公司主要在中國國內和海外市場開展業務。,能源業 - 煤炭,煤炭,,主要上市,,英屬維爾京群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1733,candidate
00003.HK,香港中華煤氣有限公司,香港中華煤氣,香港中華煤氣有限公司是一家主要從事燃氣生產、輸送與銷售、供水，以及經營新興環保能源業務的公司。該公司通過四個分部運營業務。燃氣、水務及相關之業務分部包括內地公用事業業務，香港燃氣業務在內的燃氣、水務及相關之業務。新能源分部主要從事經營煤礦，勘探、鑽井及銷售原有業務。地產業務分部主要從事地產業務。其他分部主要從事工程及有關業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3,candidate
00579.HK,北京京能清潔能源電力股份有限公司 - H股,京能清潔能源,北京京能清潔能源電力股份有限公司是一家主要從事電力相關業務的中國公司。該公司業務涉及燃氣發電與供熱、風電、中小型水力發電及其他清潔能源等多元化清潔能源發電業務。該公司透過四個分部生產電力及銷售電力給外部客戶。燃氣發電及供熱分部建造、管理及營運天然氣發電廠及生產電力及熱力。風力發電分部建造、管理及營運風力發電廠及生產電力。光伏發電分部建造、管理及營運光伏發電廠及生產電力。水力發電分部管理及營運水力發電廠及銷售電力給外部客戶。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,中華人民共和國,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=579,candidate
02236.HK,惠生工程技術服務有限公司,惠生工程,惠生工程技術服務有限公司是一家主要從事提供能源設計、採購及施工管理（EPC）服務和技術整合解決方案的公司。該公司通過兩個分部運營其業務。EPC分部提供可行性研究、諮詢服務、專有技術、設計、工程、原材料及設備採購與施工管理等服務。設計諮詢與技術服務分部提供技術許可、項目融資、工程前期策劃與諮詢服務。該公司專注於能源化工，新能源、減碳和新材料等領域。該公司主要在國內外市場開展其業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2236,candidate
00392.HK,北京控股有限公司,北京控股,北京控股有限公司是一家主要從事燃氣業務的投資控股公司。該公司通過五個分部運營業務。燃氣業務分部分銷及銷售管道天然氣及燃氣相關設備等。該分部還生產並銷售石油及天然氣。水務業務分部建造污水及自來水處理廠及其他基礎設施、供水以及提供諮詢服務。環境業務分部提供廢物焚燒廠建設及廢物處理服務，銷售自廢物焚燒產生的電力、蒸汽及熱能。啤酒業務分部生產、分銷及銷售啤酒產品。其他業務分部提供顧問服務、從事物業投資及企業收支項目業務。,公用事業 - 公用事業,燃氣供應,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=392,candidate
00639.HK,首鋼福山資源集團有限公司,首鋼資源,首鋼福山資源集團有限公司是一家主要從事焦煤炭開採、焦煤產品的生產及銷售的投資控股公司。公司的主要業務包括煤炭開採業務和煤炭加工業務。煤炭開採業務包括在中國的煤炭資源開采和勘探以及原焦煤和精焦煤的生產。公司在中國擁有興無煤礦、金家莊煤礦和寨崖底煤礦。此外，公司在中國通过洗煤廠來從事煤炭加工業務。,能源業 - 煤炭,煤炭,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=639,candidate
03668.HK,兗煤澳大利亞有限公司,兗煤澳大利亞,兖煤澳大利亞有限公司是一家位于澳大利亞的煤炭生産商和出口商，從事動力煤和冶金煤的生産。該公司擁有並運營多元化的資産組合，包括澳大利亞的五個煤礦綜合體，涵蓋露天礦和地下礦。該公司在澳大利亞各地擁有並運營多個礦山和礦場。該公司在新南威爾士州、昆士蘭州和西澳大利亞州擁有或運營八個在産煤礦。該公司礦山包括莫拉本煤礦、索利山沃克沃思煤礦、亨特谷運營煤礦、艾詩頓煤礦、雅若碧煤礦、凱貝唐煤礦、中山煤礦以及普力馬煤礦。該公司動力煤主要用于發電，最終用戶通常是電力公司和公用事業公司。莫拉本煤礦綜合體位于新南威爾士州西部煤田，距馬奇以北40多公裏。索利山沃克沃思煤礦是一個綜合性運營項目，包括索利山煤礦和沃克沃思煤礦的露天煤礦開采作業。,能源業 - 煤炭,煤炭,,主要上市,,澳大利亞,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3668,candidate
01250.HK,山高新能源集團有限公司,山高新能源,山高新能源集團有限公司（原名：北控清潔能源集團有限公司）是一間主要從事清潔能源發電業務的投資控股公司。該公司通過兩個分部運營。經營清潔能源項目分部主要從事投資及發展光伏發電業務、風電業務及清潔供暖業務。建造相關業務分部主要從事提供清潔能源業務的建造、貿易及技術諮詢服務。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1250,candidate
00206.HK,華商能源科技股份有限公司,華商能源,CM Energy Tech Co Ltd（原名：CMIC Ocean En Tech Holding Co Ltd）從事海上風電安裝及運營維護、清潔綠色能源及核心裝備技術、產品和服務業務。該公司服務於石油天然氣勘探行業以及海洋工程資產管理業務。該公司提供整個海上平台的鑽井成套服務，並為生產平台、修井平台以及海上油氣田鑽井後所需的其他配套平台提供基礎設施解決方案和自升式平台解決方案。該公司還為各種海上鑽井平台或陸地鑽機開發、設計、製造、安裝和調試幾乎所有高端設備。該公司提供鑽井液循環管理系統（EFMS），實現鑽井過程中泥漿零排放。該公司還提供鑽機維護和維修供應以及全球鑽機服務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=206,candidate
00467.HK,聯合能源集團有限公司,聯合能源集團,聯合能源集團有限公司是一家主要從事石油及天然氣業務的投資控股公司。該公司通過兩個部門運營業務。勘探及生產分部主要從事於巴基斯坦、中東及北非之原油及天然氣勘探及生產相關活動。貿易分部主要從事與能源產品貿易有關的活動，包括石化產品。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=467,candidate
02380.HK,中國電力國際發展有限公司,中國電力,中國電力國際發展有限公司是一家主要從事發電及售電業務的投資控股公司。該公司主要從事投資、開發、經營及管理水力、風力、光伏及火力發電廠業務。該公司還從事提供儲能、綠電交通，以及綜合智慧能源的解決服務業務。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2380,candidate
01921.HK,達力普控股有限公司,達力普控股,達力普控股有限公司是一家主要從事石油天然氣用管業務的投資控股公司。該公司通過三個部門運營業務。石油天然氣用管分部主要從事製造及銷售石油天然氣用管業務，包括天然氣、頁岩氣、煤層氣。新能源用管及特殊無縫鋼管分部主要從事製造及銷售新能源用管及特殊無縫鋼管業務。其他產品分部主要從事製造及銷售其他產品業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1921,candidate
00934.HK,中石化冠德控股有限公司,中石化冠德,中石化冠德控股有限公司是一家主要從事油气相关業務的投資控股公司。該公司通過兩個部門運營業務。原油碼頭及儲存服務分部主要從事提供原油運輸、卸貨、儲存及其他油輪碼頭服務。船舶租賃及運輸服務分部主要從事為提供船舶租賃服務作液化天然氣運輸業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=934,candidate
00554.HK,漢思集團控股有限公司,漢思集團控股,漢思集團控股有限公司是一家主要從事交通、媒體及廣告業務的投資控股公司。該公司通過四個分部運營業務。交通、媒體及廣告分部主要提供公共交通、媒體及廣告服務。貿易分部主要從事買賣油品和石化產品業務。碼頭倉儲主要提供碼頭、貯存、倉庫及轉輸服務。其他分部主要從事出租及經營加油站等其他業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=554,candidate
01193.HK,華潤燃氣控股有限公司,華潤燃氣,華潤燃氣控股有限公司是一間主要從事提供燃氣供應業務的投資控股公司。該公司通過五個分部運營。銷售及分銷氣體燃料及相關產品分部主要從事銷售天然氣及較少量住宅、商業和工業用液化石油氣。燃氣接駁分部建設燃氣管網。加氣站分部主要從事於天然氣加氣站銷售氣體燃料。銷售燃氣器具分部主要從事銷售燃氣器具及相關產品。設計及建設服務分部主要從事有關燃氣接駁項目的設計、建設、顧問及管理。,公用事業 - 公用事業,燃氣供應,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1193,candidate
00182.HK,協合新能源集團有限公司,協合新能源,Concord New Energy Group Ltd是一家新加坡的投資控股公司。該公司業務分部包括發電分部和其他分部。發電分部通過子公司運營風電和太陽能發電廠，發電並出售給外部電網公司，以及通過合資企業和聯營公司投資發電廠。其他分部提供設計、技術和咨詢服務，承接發電廠項目的電氣工程和建設（工程、采購和建設業務），以及提供股權融資租賃服務。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=182,candidate
00332.HK,元亨燃氣控股有限公司,元亨燃氣（新）,元亨燃氣控股有限公司是一家主要從事石油及天然氣產品交易的投資控股公司。該公司通過三個分部經營業務。石油及天然氣交易分部從事石油及天然氣合約買賣。生產及銷售液化天然氣從事液化天然氣批發。管道天然氣分部從事管道燃氣的銷售和天然氣管道基礎設施的興建。該公司還從事銷售加氣站車用氣業務及液化天然氣運輸業務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=332,candidate
00632.HK,中港石油有限公司,中港石油,中港石油有限公司是一家主要從事石油及相關產品貿易的投資控股公司。該公司通過兩個分部運營。買賣石油相關產品分部從事石油相關產品貿易業務。石油及天然氣銷售分部從事石油及天然氣的勘探、開採及銷售業務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=632,candidate
00061.HK,綠領控股集團有限公司,綠領控股（新）,綠領控股集團有限公司是一家主要從事煤炭業務的投資控股公司。該公司通過三個部門運營業務。煤炭業務分部主要從事煤炭加工、煤炭混合、煤炭產品銷售及提供煤炭相關服務業務。系統集成服務及軟件解決方案分部主要從事資訊科技產品銷售、提供系統集成服務、技術服務、軟件開發及解決方案服務業務。木薯澱粉業務分部主要從事提供種植及木薯澱粉加工以作銷售業務。,能源業 - 煤炭,煤炭,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=61,candidate
02386.HK,中石化煉化工程(集團)股份有限公司 - H股,中石化煉化工程,中石化煉化工程（集團）股份有限公司是一家主要從事工程總承包業務的中國公司。該公司經營四個分部。設計、諮詢和技術許可業務分部向煉油和化工等行業提供設計、諮詢、研發、可行性研究、合規認證服務。工程總承包業務分部向煉油和化工等行業提供綜合型工程、採購、施工、維護和項目管理服務。施工業務分部為煉油和化工等行業的基礎設施、以及油氣儲罐和運輸管道，提供新建、改建、擴建、整修及維護服務，亦為建設項目提供大型設備的起重與運輸服務。設備製造業務從事設計、研發、製造和銷售在煉油和化工等設施中所需的設備和零部件。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,中華人民共和國,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2386,candidate
00836.HK,華潤電力控股有限公司,華潤電力,華潤電力控股有限公司是一家主要從事電廠的投資、開發及經營業務的投資控股公司。該公司透過三個分部運作。火力發電分部從事燃煤電廠及燃氣電廠的投資、開發、經營及管理業務及熱力及電力銷售業務。再生能源分部從事風力發電、水力發電及光伏發電、電力銷售業務。,公用事業 - 公用事業,常規電力,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=836,candidate
08347.HK,F8企業(控股)集團有限公司,Ｆ８企業,F8企業（控股）集團有限公司為一家主要從事柴油及相關產品的銷售及運輸業務的投資控股公司。該公司主要從事柴油、船用柴油及潤滑油等相關產品的銷售及運輸。此外，該公司亦從事柴油車及投資物業的租賃業務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=8347,candidate
00228.HK,中國能源開發控股有限公司,中能控股,中國能源開發控股有限公司是一家主要從事天然氣勘探、 生產及分銷業務的投資控股公司。該公司通過三大分部運營。天然氣勘探、生產及分銷分部從事天然氣勘探、開發、生產及銷售及使用管道分銷天然氣業務。銷售食品及飲料業務分部從事銷售食品及飲料之業務。放債業務分部提供貸款予第三方。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=228,candidate
03337.HK,安東油田服務集團,安東油田服務,安東油田服務集團是一家主要從事提供油氣田開發的一體化技術服務的投資控股公司。該公司通過四個分部運營。油田技術服務分部从事全週期油氣開發，包括地質技術、鑽井技術、完井和增產技術以及為產業提供資產租賃服務。油田管理服務分部提供集成油田管理服務、產能建設、開發管理、油田運維等。鑽機服務分部向客戶提供鑽井和採油生產作業服務。檢測服務分部為客戶提供不同資產的檢測、偵測和維修服務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3337,candidate
01713.HK,四川能投發展股份有限公司 - H股,四川能投發展,四川能投發展股份有限公司是一家主要從事電力供應及服務，涵蓋電力生產、分配與銷售業務的中國公司。該公司的主營業務包括電力業務，包括電力生產，分配與銷售，分爲一般供電業務及增量電力輸配業務。該公司也提供電力工程建設服務及相關業務，包括電力工程建設服務、電力設備及材料的銷售。該公司還從事新能源技術研究、開發及諸詢服務、電力設施設備的安裝、調試、維修及電氣設備檢驗，以及材料銷售。該公司主要在中國國內市場開展業務。,公用事業 - 公用事業,常規電力,,主要上市,,中華人民共和國,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1713,candidate
08631.HK,申港控股有限公司,申港控股,申港控股有限公司（原名：裕豐昌控股有限公司）是一家主要從事柴油及相關產品的銷售業務的投資控股公司。該公司通過兩個業務分部進行運營。銷售柴油及相關產品業務分部主要銷售柴油及相關產品以及石油衍生品。電商業務分部主要通過傳統電商或直播電商平台就向個人客戶銷售商品提供電商服務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=8631,candidate
00353.HK,能源國際投資控股有限公司,能源國際投資,能源國際投資控股有限公司是一家主要從事經營油品及液體化工品碼頭的投資控股公司。該公司透過兩個分部經營業務。油品及液體化工品碼頭分部主要從事租賃油品及液體化工品碼頭、儲存及物流設施業務，及提供油品及液體化工品代理服務。買賣電子產品分部主要從事向電子商貿平台買賣電子產品業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=353,candidate
01205.HK,中信資源控股有限公司,中信資源,中信資源控股有限公司是一家主要從事勘探和銷售天然資源業務的投資控股公司。該公司通過四個部門運營業務。原油分部主要從事在印尼和中國經營油田和銷售原油業務。電解鋁分部主要從事經營電解鋁廠及於澳大利亞從事銷售鋁錠業務。煤分部主要從事在澳大利亞營運煤礦和銷售煤業務。進出口商品分部主要從事進口其他商品和製成品業務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1205,candidate
