evaluation_year,report_year,historical_rank,stock_code,company_abbr,company_name,contact_name,company_city,exchange,st_flag,current_snapshot_status,historical_esg_score,source_file,source_value_row,source_score_row
2024,2023,28,688248.SH,南网科技,南方电网电力科技股份有限公司,李天平,广州,SSE,False,matched,59.64,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,57,58
2024,2023,29,01623.HK,海隆控股,海隆控股有限公司,李天平,,HKEX,False,not_applicable,59.5,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,59,60
2024,2023,30,600938.SH,中国海油,中国海洋石油有限公司,马燕,北京,SSE,False,matched,59.49,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,61,62
2024,2023,31,600803.SH,新奥股份,新奥天然气股份有限公司,李天平,,SSE,False,matched,58.71,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,63,64
2024,2023,32,301327.SZ,华宝新能,深圳市华宝新能源股份有限公司,马燕,深圳,SZSE,False,matched,58.28,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,65,66
2024,2023,33,01621.HK,域高国际控股,域高国际控股有限公司,李天平,,HKEX,False,not_applicable,58.1,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,67,68
2024,2023,34,300569.SZ,天能重工,青岛天能重工股份有限公司,马燕,青岛,SZSE,False,matched,58.01,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,69,70
2024,2023,35,688303.SH,大全能源,新疆大全新能源股份有限公司,李天平,新疆,SSE,False,matched,57.92,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,71,72
2024,2023,36,600821.SH,金开新能,金开新能源股份有限公司,马燕,北京,SSE,False,matched,57.56,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,73,74
2024,2023,37,002851.SZ,麦格米特,深圳麦格米特电气股份有限公司,李天平,,SZSE,False,matched,57.45,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,75,76
2024,2023,38,600968.SH,海油发展,中海油能源发展股份有限公司,马燕,北京,SSE,False,matched,57.37,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,77,78
2024,2023,39,300750.SZ,宁德时代,宁德时代新能源科技股份有限公司,郭海飞,,SZSE,False,matched,57.03,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,79,80
2024,2023,40,000155.SZ,川能动力,四川省新能源动力股份有限公司,马燕,成都,SZSE,False,matched,56.79,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,81,82
2024,2023,41,01407.HK,交运燃气,交运燃气有限公司,李天平,,HKEX,False,not_applicable,56.01,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,83,84
